I II III aVR aVL aVF V1 V2 AO SPO2
-0.007 -0.020 -0.005 0.010 0.002 -0.015 0.007 60.200 60.000 4.361 
-0.005 0.015 0.024 -0.007 -0.012 0.017 -0.002 59.000 59.400 4.415 
-0.007 0.029 0.039 -0.012 -0.022 0.034 -0.010 58.200 58.600 4.459 
-0.017 0.012 0.029 0.002 -0.022 0.022 0.002 57.200 57.800 4.503 
-0.012 -0.000 0.020 0.002 -0.012 0.007 0.002 56.800 57.400 4.547 
-0.015 -0.000 0.020 0.005 -0.015 0.007 0.005 56.600 56.800 4.591 
-0.012 -0.015 -0.000 0.012 -0.005 -0.007 0.007 56.800 56.800 4.615 
-0.005 -0.005 0.005 0.002 -0.002 -0.002 0.002 57.000 56.600 4.640 
0.002 0.027 0.027 -0.015 -0.010 0.027 -0.012 57.400 56.600 4.664 
-0.005 0.022 0.032 -0.010 -0.015 0.024 -0.005 57.800 56.600 4.689 
0.005 0.029 0.027 -0.017 -0.010 0.027 -0.015 58.200 56.600 4.689 
-0.015 0.007 0.024 0.002 -0.017 0.015 0.002 58.600 56.800 4.689 
0.007 0.010 0.010 -0.012 0.002 0.007 -0.007 58.800 57.000 4.689 
0.022 0.039 0.020 -0.032 0.002 0.029 -0.020 59.000 57.400 4.689 
-0.002 0.017 0.027 -0.010 -0.010 0.020 -0.007 58.600 57.600 4.669 
-0.005 0.020 0.029 -0.010 -0.015 0.022 -0.005 58.200 58.000 4.650 
0.005 0.027 0.024 -0.017 -0.007 0.024 -0.012 57.600 58.200 4.630 
0.002 -0.010 -0.000 -0.002 0.007 -0.010 0.002 57.000 58.200 4.611 
0.005 -0.002 0.005 -0.007 0.007 -0.005 -0.002 56.400 58.000 4.581 
-0.002 -0.005 0.005 -0.000 -0.000 -0.002 0.002 55.800 57.600 4.552 
0.007 0.002 -0.000 -0.007 0.007 -0.000 -0.005 55.200 57.200 4.523 
0.012 0.002 -0.000 -0.012 0.012 -0.002 -0.005 54.800 56.800 4.493 
-0.002 -0.032 -0.022 0.015 0.015 -0.029 0.010 54.600 56.600 4.464 
0.002 0.007 0.012 -0.007 -0.000 0.007 -0.002 54.400 56.200 4.435 
-0.005 0.044 0.059 -0.024 -0.027 0.046 -0.015 54.600 56.200 4.405 
0.007 0.034 0.029 -0.022 -0.010 0.032 -0.015 54.800 56.000 4.376 
0.020 -0.000 -0.012 -0.012 0.020 -0.010 -0.010 55.000 56.000 4.347 
0.005 -0.022 -0.024 0.007 0.017 -0.024 0.005 55.400 56.000 4.317 
0.012 -0.002 -0.005 -0.010 0.015 -0.007 -0.005 55.600 56.000 4.288 
0.005 -0.007 -0.007 -0.000 0.010 -0.010 -0.000 56.000 56.000 4.259 
0.015 0.015 0.005 -0.017 0.007 0.007 -0.012 56.400 56.000 4.230 
-0.000 0.024 0.027 -0.012 -0.012 0.024 -0.007 56.800 55.800 4.200 
-0.002 -0.037 -0.027 0.017 0.017 -0.034 0.010 57.200 55.800 4.171 
-0.010 -0.039 -0.024 0.022 0.010 -0.034 0.017 57.400 55.600 4.142 
-0.012 -0.039 -0.022 0.024 0.007 -0.032 0.015 57.600 55.600 4.117 
-0.005 0.039 0.046 -0.017 -0.024 0.042 -0.012 57.800 55.600 4.093 
0.005 0.063 0.068 -0.039 -0.027 0.061 -0.024 57.600 55.600 4.068 
-0.027 -0.002 0.032 0.012 -0.024 0.012 0.010 57.600 55.400 4.044 
-0.027 -0.046 -0.015 0.034 -0.002 -0.032 0.022 57.400 55.200 4.020 
-0.012 -0.032 -0.015 0.020 0.005 -0.024 0.015 57.000 55.000 3.995 
-0.022 -0.032 -0.005 0.024 -0.005 -0.020 0.015 56.400 54.800 3.971 
-0.007 0.007 0.020 -0.002 -0.010 0.012 -0.000 55.800 54.600 3.946 
-0.024 0.010 0.039 0.005 -0.029 0.022 0.002 55.200 54.400 3.922 
-0.020 -0.012 0.012 0.015 -0.012 -0.002 0.010 54.600 54.200 3.897 
0.002 0.049 0.044 -0.024 -0.022 0.049 -0.020 54.000 54.000 3.873 
-0.005 0.020 0.032 -0.010 -0.015 0.022 -0.005 53.600 53.600 3.849 
-0.010 0.037 0.051 -0.015 -0.027 0.042 -0.012 53.400 53.400 3.829 
0.002 0.032 0.032 -0.017 -0.012 0.032 -0.012 53.200 53.000 3.810 
-0.005 -0.010 0.002 0.005 -0.000 -0.007 0.002 53.400 53.200 3.790 
-0.015 -0.022 -0.005 0.017 -0.002 -0.015 0.012 53.600 53.400 3.770 
-0.005 -0.002 0.010 -0.000 -0.002 -0.000 -0.000 53.800 53.600 3.756 
-0.010 -0.002 0.017 0.002 -0.007 0.002 0.005 54.200 53.600 3.741 
-0.015 0.022 0.039 -0.005 -0.024 0.029 -0.005 54.200 53.200 3.726 
-0.017 0.037 0.059 -0.012 -0.034 0.046 -0.007 54.400 52.800 3.712 
-0.002 0.012 0.022 -0.007 -0.007 0.015 -0.005 54.200 52.600 3.697 
-0.007 -0.015 -0.002 0.010 -0.000 -0.010 0.007 53.800 52.400 3.683 
-0.015 -0.020 -0.000 0.015 -0.005 -0.012 0.010 53.400 52.600 3.668 
-0.015 0.002 0.020 0.005 -0.015 0.010 0.005 52.800 52.800 3.653 
-0.015 -0.002 0.022 0.005 -0.012 0.005 0.002 52.800 53.200 3.639 
-0.024 0.024 0.056 -0.002 -0.037 0.037 -0.000 52.600 53.400 3.624 
-0.037 -0.007 0.032 0.022 -0.032 0.012 0.012 53.000 53.600 3.609 
-0.034 -0.029 0.012 0.029 -0.020 -0.012 0.022 53.400 53.800 3.595 
-0.020 -0.029 -0.005 0.022 -0.005 -0.020 0.015 54.000 53.800 3.575 
-0.015 -0.017 -0.000 0.015 -0.005 -0.010 0.010 54.800 53.800 3.556 
-0.005 -0.012 -0.000 0.005 0.002 -0.010 0.002 55.200 53.800 3.536 
-0.007 -0.000 0.012 0.002 -0.007 0.005 0.002 55.800 53.800 3.516 
-0.024 0.022 0.049 -0.000 -0.034 0.034 -0.002 56.000 53.600 3.497 
-0.020 -0.000 0.024 0.007 -0.020 0.010 0.007 56.200 53.200 3.477 
-0.015 -0.029 -0.007 0.020 -0.000 -0.022 0.012 56.000 53.000 3.458 
-0.029 -0.059 -0.029 0.044 -0.000 -0.044 0.029 55.800 52.600 3.438 
-0.039 -0.042 0.002 0.039 -0.017 -0.022 0.024 55.200 52.400 3.419 
-0.029 0.020 0.051 0.005 -0.039 0.034 0.002 54.600 52.200 3.399 
-0.012 -0.007 0.010 0.007 -0.007 -0.000 0.005 53.800 52.200 3.380 
-0.012 -0.042 -0.024 0.024 0.010 -0.034 0.017 53.000 52.000 3.360 
-0.024 -0.037 -0.005 0.027 -0.005 -0.024 0.017 52.400 52.200 3.341 
-0.017 0.015 0.037 -0.000 -0.024 0.024 -0.000 52.000 52.400 3.321 
-0.017 0.049 0.071 -0.017 -0.042 0.059 -0.012 52.200 52.400 3.302 
-0.027 0.022 0.051 0.002 -0.037 0.037 0.002 52.600 52.400 3.282 
-0.010 -0.002 0.007 0.007 -0.007 0.002 0.002 53.600 52.200 3.258 
-0.034 -0.029 0.010 0.029 -0.020 -0.012 0.022 54.600 52.000 3.233 
-0.029 -0.007 0.034 0.012 -0.024 0.007 0.010 55.600 51.400 3.209 
-0.027 -0.005 0.032 0.012 -0.024 0.010 0.010 56.600 50.800 3.184 
-0.027 -0.051 -0.020 0.037 -0.000 -0.037 0.024 56.200 50.000 3.160 
-0.005 -0.059 -0.044 0.027 0.024 -0.056 0.022 56.000 49.000 3.136 
-0.034 -0.061 -0.017 0.044 -0.002 -0.044 0.029 54.000 48.200 3.111 
-0.017 0.002 0.027 0.005 -0.017 0.012 0.005 51.800 47.400 3.087 
-0.024 0.042 0.076 -0.012 -0.044 0.054 -0.007 48.800 46.800 3.062 
-0.034 0.012 0.049 0.010 -0.039 0.029 0.007 45.800 46.400 3.038 
-0.032 -0.012 0.024 0.020 -0.024 0.005 0.012 43.600 46.200 3.013 
-0.005 0.010 0.020 -0.005 -0.010 0.012 -0.002 41.600 45.800 2.989 
-0.015 0.037 0.054 -0.012 -0.032 0.044 -0.010 41.800 46.000 2.965 
-0.007 0.005 0.020 -0.002 -0.010 0.010 -0.000 41.800 46.200 2.940 
-0.012 0.005 0.020 0.002 -0.015 0.012 -0.000 43.200 46.800 2.916 
-0.012 -0.010 0.005 0.010 -0.007 -0.002 0.007 44.400 47.400 2.891 
-0.000 -0.022 -0.022 0.012 0.012 -0.022 0.005 44.200 48.400 2.867 
-0.007 -0.032 -0.022 0.020 0.010 -0.027 0.012 44.200 49.200 2.842 
-0.005 0.017 0.024 -0.007 -0.012 0.020 -0.007 41.800 49.800 2.818 
-0.012 0.015 0.029 -0.002 -0.020 0.022 -0.000 39.600 50.400 2.794 
-0.005 0.010 0.024 -0.007 -0.010 0.012 -0.005 37.000 50.800 2.764 
-0.012 0.029 0.049 -0.012 -0.027 0.037 -0.005 34.400 51.000 2.735 
-0.005 0.037 0.042 -0.015 -0.022 0.039 -0.012 33.800 51.000 2.706 
0.002 0.032 0.034 -0.020 -0.012 0.032 -0.012 33.000 50.800 2.676 
-0.002 0.015 0.022 -0.007 -0.010 0.017 -0.007 35.600 49.600 2.652 
-0.012 0.015 0.032 -0.002 -0.020 0.022 -0.000 38.200 48.200 2.628 
-0.015 0.012 0.034 -0.002 -0.020 0.020 -0.002 43.200 47.400 2.603 
-0.007 0.005 0.015 -0.000 -0.010 0.010 -0.000 48.400 46.800 2.579 
-0.007 0.020 0.032 -0.007 -0.017 0.024 -0.007 53.200 48.400 2.564 
-0.015 0.007 0.027 0.002 -0.017 0.015 0.002 58.000 50.000 2.549 
-0.015 -0.002 0.017 0.007 -0.012 0.005 0.002 60.800 52.200 2.535 
-0.015 0.007 0.024 0.002 -0.017 0.015 0.002 63.600 54.200 2.520 
-0.010 0.015 0.029 -0.005 -0.017 0.020 -0.005 64.200 55.000 2.530 
-0.010 0.002 0.020 -0.000 -0.010 0.007 0.002 64.600 55.800 2.540 
-0.017 0.007 0.032 0.002 -0.020 0.017 -0.000 63.400 56.400 2.549 
-0.010 0.012 0.027 -0.002 -0.015 0.017 -0.000 62.000 57.200 2.559 
-0.002 0.007 0.015 -0.005 -0.005 0.010 -0.005 59.800 57.600 2.584 
-0.005 -0.002 0.007 0.002 -0.002 -0.000 0.002 57.800 58.200 2.608 
-0.012 -0.027 -0.007 0.017 0.002 -0.020 0.010 55.800 58.000 2.632 
-0.012 -0.007 0.015 0.005 -0.007 -0.000 0.007 53.800 57.600 2.657 
-0.022 0.015 0.037 0.005 -0.029 0.027 -0.000 52.400 56.600 2.691 
-0.020 -0.007 0.022 0.010 -0.015 0.002 0.010 51.200 55.600 2.725 
-0.022 -0.005 0.027 0.010 -0.020 0.007 0.007 50.800 54.400 2.759 
-0.024 0.005 0.037 0.007 -0.027 0.017 0.007 50.200 53.000 2.794 
-0.022 0.005 0.037 0.005 -0.024 0.017 0.002 50.800 51.800 2.838 
-0.017 -0.000 0.027 0.005 -0.017 0.010 0.005 51.200 50.800 2.882 
-0.029 -0.017 0.020 0.020 -0.020 -0.002 0.012 52.400 50.200 2.926 
-0.029 -0.029 0.007 0.027 -0.015 -0.015 0.020 53.400 49.600 2.969 
-0.022 -0.024 0.007 0.020 -0.010 -0.012 0.012 54.600 49.600 3.009 
-0.015 -0.010 0.012 0.010 -0.010 -0.002 0.007 55.800 49.600 3.048 
-0.034 -0.015 0.024 0.022 -0.027 0.002 0.015 56.400 49.800 3.087 
-0.039 -0.005 0.037 0.022 -0.037 0.015 0.015 57.200 50.000 3.126 
-0.037 0.007 0.051 0.012 -0.039 0.027 0.007 56.600 50.400 3.160 
-0.037 -0.007 0.037 0.020 -0.032 0.012 0.015 56.200 50.800 3.194 
-0.024 0.007 0.037 0.007 -0.027 0.020 0.002 53.400 51.000 3.228 
-0.010 0.027 0.046 -0.012 -0.022 0.032 -0.005 50.600 51.200 3.263 
-0.007 0.022 0.039 -0.012 -0.017 0.027 -0.007 46.800 51.200 3.282 
-0.017 -0.012 0.015 0.010 -0.010 -0.002 0.010 43.200 51.000 3.302 
-0.015 -0.020 0.002 0.015 -0.005 -0.012 0.010 42.200 51.000 3.321 
-0.015 -0.010 0.015 0.007 -0.010 -0.002 0.007 41.200 50.800 3.341 
-0.017 -0.002 0.022 0.007 -0.015 0.007 0.005 43.600 50.400 3.350 
-0.015 0.015 0.044 -0.007 -0.022 0.022 -0.000 46.000 50.200 3.360 
-0.015 0.024 0.046 -0.007 -0.027 0.032 -0.005 49.200 49.800 3.370 
-0.010 0.022 0.044 -0.012 -0.020 0.027 -0.005 52.600 49.400 3.380 
-0.007 0.017 0.034 -0.010 -0.015 0.022 -0.005 54.800 49.000 3.380 
-0.010 0.020 0.044 -0.012 -0.020 0.024 -0.002 57.200 48.800 3.380 
-0.015 0.005 0.029 -0.000 -0.017 0.012 -0.000 58.000 48.800 3.380 
-0.000 0.010 0.017 -0.007 -0.005 0.010 -0.002 58.600 48.800 3.380 
-0.007 0.010 0.029 -0.007 -0.012 0.015 -0.002 57.400 49.000 3.365 
-0.005 0.012 0.027 -0.007 -0.010 0.015 -0.002 56.200 49.200 3.350 
0.005 0.005 0.012 -0.010 0.002 0.002 -0.005 54.200 49.600 3.336 
-0.000 -0.002 0.007 -0.002 0.002 -0.002 -0.000 52.400 50.000 3.321 
0.005 0.002 0.007 -0.007 0.005 -0.000 -0.005 51.000 50.400 3.302 
0.010 0.024 0.022 -0.020 -0.002 0.020 -0.012 49.800 50.800 3.282 
0.005 0.024 0.024 -0.017 -0.007 0.022 -0.012 49.200 51.000 3.263 
0.007 0.032 0.032 -0.022 -0.007 0.029 -0.012 48.600 51.200 3.243 
0.002 0.032 0.034 -0.020 -0.012 0.032 -0.015 48.200 51.200 3.223 
0.012 0.027 0.020 -0.022 -0.000 0.022 -0.012 48.000 51.400 3.204 
0.012 0.027 0.020 -0.022 -0.000 0.022 -0.015 48.200 51.200 3.184 
0.002 0.027 0.032 -0.017 -0.010 0.027 -0.010 48.400 51.200 3.165 
0.010 0.020 0.024 -0.022 -0.000 0.015 -0.012 49.400 51.000 3.145 
0.010 0.002 -0.000 -0.010 0.010 -0.002 -0.005 50.400 50.800 3.126 
0.007 -0.000 -0.000 -0.007 0.007 -0.002 -0.005 51.400 50.600 3.106 
0.005 0.015 0.015 -0.012 -0.002 0.012 -0.007 52.400 50.400 3.087 
-0.002 0.015 0.020 -0.007 -0.010 0.017 -0.007 52.600 50.200 3.072 
-0.005 -0.000 0.012 -0.000 -0.005 0.002 0.002 53.000 50.000 3.057 
-0.017 -0.020 0.002 0.017 -0.007 -0.010 0.010 52.800 49.800 3.043 
-0.015 -0.022 -0.002 0.017 -0.002 -0.015 0.012 52.600 49.800 3.028 
-0.000 -0.024 -0.015 0.007 0.012 -0.024 0.005 52.200 49.800 3.009 
-0.000 -0.022 -0.015 0.007 0.012 -0.022 0.007 52.000 49.600 2.989 
-0.002 -0.005 -0.000 0.002 -0.000 -0.002 -0.000 51.800 49.600 2.969 
-0.002 -0.000 0.007 -0.000 -0.002 0.002 -0.000 51.800 49.600 2.950 
-0.017 -0.034 -0.007 0.022 -0.000 -0.024 0.015 49.800 49.400 2.940 
-0.024 -0.044 -0.010 0.029 -0.002 -0.032 0.022 48.000 49.200 2.930 
-0.024 -0.024 0.015 0.017 -0.012 -0.012 0.015 39.600 49.200 2.921 
-0.027 -0.015 0.017 0.020 -0.020 -0.000 0.015 31.200 49.000 2.911 
-0.029 -0.017 0.020 0.020 -0.020 -0.002 0.012 17.000 49.000 2.901 
-0.024 -0.010 0.022 0.015 -0.020 0.002 0.012 2.800 49.200 2.891 
-0.032 -0.027 0.010 0.027 -0.017 -0.010 0.017 -6.200 50.000 2.882 
-0.024 -0.037 -0.000 0.024 -0.005 -0.024 0.020 -15.400 50.600 2.872 
-0.032 -0.037 -0.002 0.034 -0.012 -0.020 0.020 -14.000 51.200 2.862 
-0.027 -0.022 0.012 0.022 -0.015 -0.007 0.017 -12.400 51.800 2.852 
-0.024 -0.029 0.005 0.022 -0.010 -0.017 0.015 -4.400 51.800 2.842 
-0.024 -0.034 -0.000 0.024 -0.007 -0.022 0.020 3.600 52.000 2.833 
-0.022 -0.034 -0.005 0.024 -0.005 -0.022 0.017 13.000 51.600 2.828 
-0.005 -0.022 -0.002 0.007 0.007 -0.020 0.010 22.600 51.400 2.823 
0.002 -0.005 -0.002 -0.000 0.005 -0.005 -0.002 26.000 51.000 2.818 
0.017 0.010 -0.000 -0.017 0.012 0.002 -0.010 29.600 50.400 2.813 
0.044 0.034 0.002 -0.044 0.027 0.012 -0.029 20.200 49.800 2.808 
0.071 0.090 0.024 -0.083 0.027 0.056 -0.054 11.000 49.200 2.803 
0.078 0.117 0.049 -0.103 0.020 0.078 -0.068 -2.800 49.200 2.799 
0.059 0.122 0.066 -0.090 -0.002 0.093 -0.061 -16.600 49.200 2.794 
0.063 0.173 0.117 -0.122 -0.022 0.142 -0.081 -18.000 49.600 2.789 
0.068 0.222 0.156 -0.147 -0.042 0.188 -0.098 -19.400 50.200 2.784 
0.071 0.288 0.225 -0.183 -0.073 0.254 -0.122 -4.000 50.800 2.779 
0.076 0.371 0.303 -0.227 -0.110 0.335 -0.149 11.400 51.200 2.774 
0.066 0.444 0.383 -0.256 -0.156 0.413 -0.173 32.800 51.600 2.769 
0.054 0.513 0.462 -0.283 -0.203 0.486 -0.188 54.200 51.800 2.764 
0.049 0.532 0.491 -0.293 -0.217 0.508 -0.195 68.600 51.600 2.759 
0.010 0.474 0.474 -0.247 -0.227 0.469 -0.161 83.200 51.400 2.755 
-0.000 0.444 0.457 -0.227 -0.222 0.444 -0.151 85.800 50.000 2.750 
0.007 0.454 0.454 -0.234 -0.220 0.452 -0.154 88.600 48.600 2.745 
0.046 0.501 0.459 -0.276 -0.203 0.479 -0.186 82.200 46.200 2.740 
0.071 0.525 0.459 -0.300 -0.190 0.491 -0.198 76.000 44.000 2.735 
0.095 0.557 0.469 -0.330 -0.183 0.510 -0.220 65.200 42.400 2.730 
0.117 0.552 0.440 -0.337 -0.159 0.493 -0.222 54.400 40.600 2.725 
0.134 0.545 0.410 -0.339 -0.137 0.479 -0.230 43.200 40.400 2.720 
0.144 0.501 0.364 -0.325 -0.105 0.430 -0.215 32.000 40.000 2.716 
0.137 0.442 0.310 -0.291 -0.083 0.374 -0.195 25.600 40.800 2.711 
0.132 0.383 0.252 -0.256 -0.059 0.317 -0.171 19.200 41.600 2.706 
0.110 0.332 0.222 -0.220 -0.056 0.278 -0.149 20.800 43.800 2.701 
0.095 0.308 0.220 -0.205 -0.059 0.261 -0.134 22.400 46.200 2.696 
0.068 0.274 0.208 -0.171 -0.068 0.239 -0.117 29.800 49.400 2.691 
0.051 0.276 0.225 -0.164 -0.085 0.252 -0.110 37.200 52.800 2.686 
0.037 0.269 0.234 -0.154 -0.098 0.252 -0.105 45.800 55.600 2.681 
0.042 0.271 0.234 -0.159 -0.093 0.252 -0.105 54.200 58.200 2.676 
0.061 0.232 0.171 -0.147 -0.054 0.203 -0.100 60.000 59.800 2.667 
0.061 0.151 0.093 -0.107 -0.015 0.122 -0.071 65.800 61.600 2.657 
0.068 0.066 -0.000 -0.068 0.037 0.032 -0.046 67.200 62.800 2.647 
0.068 0.015 -0.054 -0.042 0.061 -0.020 -0.027 68.600 64.000 2.637 
0.054 -0.032 -0.078 -0.015 0.071 -0.059 -0.010 66.000 65.000 2.632 
0.022 -0.044 -0.063 0.010 0.044 -0.054 0.007 63.400 66.000 2.628 
0.005 -0.063 -0.059 0.024 0.037 -0.066 0.017 59.400 66.400 2.623 
-0.024 -0.095 -0.063 0.056 0.024 -0.083 0.039 55.400 66.800 2.618 
-0.042 -0.105 -0.063 0.073 0.012 -0.083 0.046 52.400 66.200 2.608 
-0.042 -0.095 -0.046 0.066 0.007 -0.073 0.046 49.400 65.800 2.598 
-0.046 -0.095 -0.049 0.071 0.002 -0.071 0.044 48.400 64.000 2.589 
-0.049 -0.122 -0.068 0.083 0.012 -0.098 0.056 47.600 62.400 2.579 
-0.044 -0.103 -0.049 0.068 0.007 -0.081 0.046 48.600 59.600 2.574 
-0.046 -0.100 -0.049 0.071 0.005 -0.076 0.049 49.800 57.000 2.569 
-0.049 -0.098 -0.039 0.068 -0.000 -0.073 0.046 51.800 54.000 2.564 
-0.056 -0.095 -0.032 0.073 -0.007 -0.066 0.051 53.800 51.000 2.559 
-0.061 -0.085 -0.022 0.073 -0.017 -0.054 0.046 55.400 49.000 2.549 
-0.051 -0.073 -0.015 0.059 -0.015 -0.046 0.042 57.000 46.800 2.540 
-0.051 -0.095 -0.039 0.071 -0.002 -0.068 0.046 57.600 46.200 2.530 
-0.051 -0.105 -0.054 0.078 0.002 -0.078 0.051 58.400 45.400 2.520 
-0.056 -0.088 -0.032 0.073 -0.012 -0.059 0.046 58.800 46.200 2.515 
-0.051 -0.068 -0.017 0.061 -0.017 -0.042 0.039 59.200 47.000 2.510 
-0.049 -0.083 -0.032 0.066 -0.007 -0.059 0.042 59.600 48.600 2.505 
-0.051 -0.088 -0.029 0.066 -0.007 -0.061 0.046 60.200 50.200 2.501 
-0.049 -0.085 -0.037 0.068 -0.005 -0.061 0.042 61.000 52.400 2.491 
-0.059 -0.117 -0.059 0.088 -0.000 -0.088 0.059 61.800 54.600 2.481 
-0.049 -0.081 -0.032 0.066 -0.007 -0.056 0.042 62.800 57.400 2.471 
-0.046 -0.037 0.012 0.042 -0.027 -0.012 0.027 63.800 60.400 2.462 
-0.046 -0.046 0.002 0.046 -0.022 -0.022 0.029 65.000 63.600 2.457 
-0.061 -0.098 -0.034 0.078 -0.012 -0.066 0.054 66.400 67.000 2.452 
-0.049 -0.046 0.007 0.046 -0.024 -0.022 0.029 68.200 69.800 2.447 
-0.051 -0.017 0.039 0.032 -0.042 0.010 0.022 70.000 72.600 2.442 
-0.046 -0.034 0.022 0.037 -0.029 -0.010 0.024 72.000 74.400 2.437 
-0.059 -0.066 -0.005 0.061 -0.024 -0.037 0.042 74.000 76.400 2.432 
-0.061 -0.066 -0.000 0.061 -0.027 -0.034 0.039 75.600 77.800 2.427 
-0.059 -0.042 0.022 0.049 -0.037 -0.012 0.034 77.200 79.200 2.422 
-0.061 -0.061 0.010 0.056 -0.029 -0.029 0.039 77.400 80.800 2.418 
-0.068 -0.061 0.010 0.063 -0.037 -0.027 0.044 77.800 82.200 2.413 
-0.078 -0.063 0.020 0.068 -0.046 -0.024 0.044 76.800 83.800 2.408 
-0.081 -0.093 -0.012 0.088 -0.034 -0.051 0.059 75.600 85.200 2.403 
-0.073 -0.083 -0.007 0.078 -0.032 -0.046 0.049 74.800 86.600 2.398 
-0.073 -0.073 0.005 0.071 -0.037 -0.037 0.049 73.800 88.000 2.393 
-0.068 -0.056 0.017 0.061 -0.039 -0.022 0.039 75.000 89.600 2.388 
-0.083 -0.071 0.010 0.078 -0.046 -0.029 0.051 76.200 91.200 2.383 
-0.088 -0.071 0.022 0.078 -0.051 -0.027 0.051 79.400 92.600 2.379 
-0.083 -0.044 0.039 0.063 -0.061 -0.002 0.042 82.600 94.000 2.374 
-0.088 -0.046 0.039 0.068 -0.063 -0.002 0.042 86.200 95.200 2.369 
-0.088 -0.051 0.037 0.071 -0.061 -0.007 0.046 90.000 96.400 2.364 
-0.076 -0.061 0.022 0.066 -0.044 -0.022 0.044 92.400 97.600 2.359 
-0.066 -0.059 0.015 0.059 -0.037 -0.024 0.042 95.000 98.600 2.354 
-0.071 -0.049 0.024 0.059 -0.046 -0.012 0.037 96.000 99.800 2.349 
-0.066 -0.042 0.034 0.049 -0.044 -0.007 0.037 97.000 101.000 2.344 
-0.056 0.012 0.071 0.022 -0.061 0.042 0.012 97.000 102.200 2.339 
-0.046 0.032 0.083 0.005 -0.061 0.056 0.005 96.800 103.400 2.335 
-0.037 0.022 0.061 0.007 -0.046 0.042 0.002 96.200 104.800 2.330 
-0.029 -0.000 0.039 0.010 -0.029 0.015 0.010 95.600 106.200 2.325 
-0.022 0.027 0.056 -0.005 -0.034 0.039 -0.005 95.600 107.400 2.320 
-0.015 0.078 0.098 -0.034 -0.054 0.085 -0.022 95.600 108.600 2.315 
-0.000 0.105 0.112 -0.056 -0.051 0.105 -0.037 96.800 109.400 2.310 
-0.000 0.103 0.105 -0.051 -0.051 0.103 -0.034 98.000 110.200 2.305 
0.002 0.103 0.105 -0.054 -0.049 0.103 -0.037 99.800 110.600 2.300 
0.007 0.098 0.098 -0.056 -0.042 0.095 -0.034 101.600 111.200 2.295 
0.010 0.083 0.078 -0.049 -0.032 0.078 -0.034 103.400 111.600 2.291 
0.010 0.081 0.083 -0.051 -0.029 0.076 -0.029 105.400 112.000 2.286 
0.005 0.088 0.088 -0.049 -0.039 0.085 -0.034 107.000 112.800 2.281 
-0.000 0.081 0.085 -0.042 -0.039 0.081 -0.027 108.800 113.800 2.276 
-0.000 0.061 0.066 -0.032 -0.029 0.061 -0.022 110.400 115.000 2.271 
0.010 0.059 0.059 -0.039 -0.020 0.054 -0.022 111.800 116.000 2.266 
0.005 0.051 0.059 -0.034 -0.020 0.049 -0.022 112.800 117.200 2.266 
-0.005 0.024 0.032 -0.010 -0.017 0.027 -0.007 113.800 118.200 2.266 
0.007 0.044 0.044 -0.029 -0.015 0.042 -0.020 114.000 119.400 2.266 
0.005 0.068 0.068 -0.039 -0.029 0.066 -0.024 114.200 120.400 2.266 
-0.000 0.073 0.081 -0.039 -0.037 0.073 -0.027 113.800 121.200 2.261 
0.002 0.090 0.090 -0.046 -0.042 0.090 -0.032 113.600 121.800 2.256 
-0.002 0.081 0.088 -0.042 -0.042 0.083 -0.029 113.200 121.800 2.252 
-0.005 0.073 0.088 -0.039 -0.042 0.076 -0.022 113.000 121.600 2.247 
-0.007 0.073 0.085 -0.034 -0.044 0.078 -0.024 113.400 120.800 2.242 
-0.005 0.073 0.083 -0.037 -0.042 0.076 -0.022 113.600 119.800 2.237 
-0.005 0.085 0.095 -0.042 -0.046 0.088 -0.029 114.200 118.600 2.232 
-0.002 0.044 0.049 -0.022 -0.024 0.046 -0.015 114.600 117.400 2.227 
0.007 0.012 0.005 -0.010 0.002 0.010 -0.010 114.400 116.000 2.222 
-0.005 0.049 0.056 -0.022 -0.029 0.051 -0.015 114.000 114.400 2.217 
-0.010 0.068 0.083 -0.032 -0.044 0.073 -0.022 112.400 112.600 2.212 
0.005 0.071 0.071 -0.039 -0.029 0.068 -0.024 110.600 110.800 2.208 
-0.000 0.054 0.054 -0.027 -0.027 0.054 -0.020 108.200 109.200 2.193 
-0.000 0.051 0.054 -0.027 -0.024 0.051 -0.017 105.800 107.600 2.178 
0.005 0.056 0.061 -0.034 -0.022 0.054 -0.022 103.600 106.200 2.164 
0.010 0.061 0.056 -0.037 -0.020 0.056 -0.024 101.200 105.000 2.149 
0.007 0.027 0.027 -0.020 -0.005 0.024 -0.015 99.600 104.000 2.144 
0.002 0.002 0.005 -0.005 0.002 0.002 -0.002 98.000 102.800 2.139 
0.005 -0.000 -0.000 -0.005 0.005 -0.002 -0.005 97.600 102.000 2.134 
0.005 -0.015 -0.007 -0.000 0.012 -0.017 0.002 97.000 101.200 2.129 
-0.007 0.027 0.034 -0.010 -0.020 0.032 -0.010 95.400 100.600 2.120 
0.002 0.054 0.054 -0.029 -0.024 0.054 -0.020 93.800 99.800 2.110 
-0.007 0.034 0.044 -0.015 -0.024 0.039 -0.012 85.600 99.200 2.100 
-0.002 0.007 0.012 -0.002 -0.005 0.010 -0.002 77.200 98.800 2.090 
-0.005 -0.002 0.010 -0.000 -0.002 -0.000 -0.000 64.000 98.400 2.085 
-0.002 -0.002 0.010 -0.002 -0.000 -0.000 0.002 51.000 98.200 2.081 
