I II III aVR aVL aVF V1 V2 AO SPO2
0.063 -0.012 -0.071 -0.027 0.071 -0.044 -0.020 66.400 65.600 2.291 
0.100 0.017 -0.085 -0.056 0.093 -0.032 -0.039 66.200 65.400 2.413 
0.105 0.039 -0.068 -0.071 0.085 -0.012 -0.051 65.800 65.000 2.535 
0.103 0.085 -0.027 -0.088 0.061 0.034 -0.063 65.600 64.800 2.657 
0.098 0.129 0.027 -0.110 0.034 0.081 -0.078 65.200 64.600 2.759 
0.100 0.166 0.061 -0.129 0.017 0.117 -0.088 64.800 64.200 2.862 
0.103 0.220 0.112 -0.159 -0.007 0.168 -0.110 64.600 63.800 2.965 
0.103 0.330 0.230 -0.217 -0.061 0.278 -0.144 64.200 63.200 3.067 
0.107 0.413 0.295 -0.254 -0.098 0.359 -0.176 64.000 62.800 3.155 
0.095 0.452 0.349 -0.269 -0.129 0.405 -0.183 63.800 62.400 3.243 
0.100 0.564 0.462 -0.330 -0.181 0.515 -0.225 63.600 62.200 3.331 
0.095 0.581 0.476 -0.332 -0.195 0.535 -0.225 63.200 62.200 3.419 
0.049 0.513 0.454 -0.276 -0.208 0.488 -0.190 63.000 62.400 3.492 
0.061 0.496 0.430 -0.276 -0.186 0.466 -0.186 62.800 62.400 3.565 
0.068 0.591 0.510 -0.322 -0.227 0.557 -0.222 62.600 62.400 3.639 
0.098 0.596 0.491 -0.342 -0.200 0.547 -0.232 62.200 62.400 3.712 
0.132 0.581 0.440 -0.352 -0.159 0.515 -0.239 62.000 62.200 3.770 
0.149 0.603 0.449 -0.374 -0.151 0.530 -0.252 61.800 62.000 3.829 
0.159 0.603 0.437 -0.376 -0.142 0.525 -0.256 61.600 61.600 3.888 
0.164 0.571 0.396 -0.361 -0.122 0.491 -0.244 61.400 61.400 3.946 
0.168 0.537 0.359 -0.347 -0.100 0.454 -0.237 61.200 61.000 3.990 
0.173 0.479 0.295 -0.320 -0.066 0.393 -0.217 61.200 60.600 4.034 
0.168 0.393 0.215 -0.276 -0.027 0.310 -0.190 61.000 60.400 4.078 
0.139 0.274 0.127 -0.203 0.002 0.205 -0.137 60.800 60.000 4.122 
0.085 0.220 0.125 -0.147 -0.024 0.178 -0.105 60.600 59.800 4.151 
0.088 0.291 0.186 -0.181 -0.056 0.247 -0.127 60.400 59.600 4.181 
0.081 0.300 0.208 -0.183 -0.068 0.261 -0.129 60.200 59.400 4.210 
0.054 0.298 0.232 -0.168 -0.095 0.271 -0.117 60.000 59.200 4.239 
0.056 0.252 0.188 -0.149 -0.068 0.225 -0.105 59.800 58.800 4.249 
0.071 0.190 0.110 -0.125 -0.024 0.156 -0.088 59.600 58.600 4.259 
0.100 0.129 0.017 -0.107 0.037 0.081 -0.078 59.400 58.400 4.269 
0.100 0.071 -0.044 -0.078 0.066 0.022 -0.056 59.200 58.200 4.278 
0.117 0.007 -0.112 -0.061 0.115 -0.051 -0.044 59.000 58.000 4.278 
0.088 -0.032 -0.127 -0.024 0.105 -0.076 -0.020 58.800 57.800 4.278 
0.063 -0.029 -0.093 -0.017 0.078 -0.061 -0.015 58.600 57.600 4.278 
0.024 -0.039 -0.068 0.010 0.044 -0.051 0.005 58.400 57.600 4.278 
0.022 -0.073 -0.107 0.032 0.059 -0.083 0.015 58.200 57.400 4.259 
0.012 -0.090 -0.117 0.046 0.059 -0.095 0.027 58.200 57.200 4.239 
-0.010 -0.125 -0.134 0.078 0.054 -0.120 0.042 58.000 57.200 4.220 
-0.005 -0.085 -0.098 0.054 0.039 -0.083 0.029 57.800 57.000 4.200 
0.005 -0.071 -0.088 0.039 0.042 -0.073 0.020 57.600 56.800 4.171 
-0.007 -0.090 -0.095 0.056 0.039 -0.085 0.032 57.400 56.600 4.142 
-0.015 -0.088 -0.085 0.059 0.029 -0.081 0.032 57.000 56.400 4.112 
-0.007 -0.078 -0.078 0.046 0.032 -0.073 0.029 56.800 56.200 4.083 
-0.020 -0.093 -0.081 0.061 0.027 -0.083 0.034 56.400 56.000 4.049 
-0.017 -0.129 -0.129 0.083 0.049 -0.120 0.049 56.200 55.800 4.015 
-0.010 -0.122 -0.125 0.073 0.051 -0.117 0.042 56.000 55.800 3.980 
-0.022 -0.090 -0.083 0.063 0.024 -0.078 0.037 55.800 55.600 3.946 
-0.032 -0.129 -0.107 0.085 0.034 -0.112 0.051 55.800 55.600 3.912 
-0.020 -0.137 -0.134 0.088 0.049 -0.127 0.051 55.800 55.600 3.878 
-0.005 -0.100 -0.105 0.059 0.046 -0.098 0.032 56.200 55.800 3.844 
-0.020 -0.120 -0.107 0.073 0.042 -0.110 0.046 56.600 56.000 3.810 
-0.000 -0.105 -0.112 0.056 0.054 -0.105 0.032 57.200 56.200 3.775 
-0.017 -0.112 -0.112 0.073 0.039 -0.103 0.044 58.000 56.400 3.741 
-0.022 -0.088 -0.083 0.063 0.022 -0.076 0.034 58.800 56.800 3.707 
-0.029 -0.117 -0.098 0.078 0.029 -0.103 0.049 59.800 57.200 3.673 
-0.012 -0.137 -0.137 0.081 0.056 -0.129 0.046 60.800 57.800 3.648 
-0.022 -0.137 -0.127 0.085 0.046 -0.125 0.054 61.600 58.400 3.624 
-0.017 -0.134 -0.127 0.081 0.051 -0.125 0.049 62.400 59.000 3.600 
0.005 -0.127 -0.144 0.068 0.068 -0.129 0.042 63.200 59.600 3.575 
-0.007 -0.127 -0.132 0.073 0.056 -0.122 0.042 63.800 60.400 3.546 
-0.015 -0.093 -0.090 0.061 0.032 -0.085 0.037 64.400 61.200 3.516 
-0.024 -0.112 -0.098 0.073 0.032 -0.100 0.044 64.800 62.000 3.487 
-0.007 -0.125 -0.120 0.068 0.056 -0.120 0.044 65.200 63.000 3.458 
-0.007 -0.144 -0.147 0.081 0.066 -0.139 0.049 65.600 64.000 3.438 
-0.017 -0.122 -0.115 0.076 0.044 -0.112 0.046 65.800 65.000 3.419 
-0.017 -0.127 -0.115 0.076 0.046 -0.117 0.046 66.200 66.200 3.399 
-0.022 -0.115 -0.103 0.073 0.037 -0.103 0.046 66.600 67.200 3.380 
-0.007 -0.085 -0.093 0.054 0.037 -0.081 0.029 67.200 68.400 3.365 
-0.005 -0.103 -0.107 0.059 0.046 -0.100 0.037 67.800 69.600 3.350 
-0.010 -0.110 -0.105 0.063 0.046 -0.105 0.037 68.400 70.600 3.336 
0.007 -0.085 -0.100 0.044 0.051 -0.088 0.027 69.200 71.800 3.321 
-0.002 -0.063 -0.066 0.037 0.029 -0.061 0.020 70.000 73.000 3.302 
0.002 -0.054 -0.068 0.032 0.029 -0.054 0.017 70.800 74.200 3.282 
0.005 -0.059 -0.071 0.032 0.034 -0.061 0.015 71.800 75.200 3.263 
0.012 -0.029 -0.046 0.012 0.027 -0.034 0.005 72.600 76.400 3.243 
0.022 -0.005 -0.039 -0.002 0.024 -0.015 -0.007 73.600 77.400 3.219 
0.022 -0.015 -0.049 0.002 0.029 -0.024 -0.002 74.400 78.600 3.194 
0.017 -0.022 -0.049 0.007 0.029 -0.029 -0.000 75.400 79.600 3.170 
-0.002 -0.015 -0.020 0.012 0.005 -0.012 0.005 76.200 80.800 3.145 
0.015 0.017 -0.012 -0.007 0.007 0.010 -0.012 77.000 81.800 3.126 
0.032 0.061 0.024 -0.044 0.002 0.046 -0.032 77.800 82.800 3.106 
0.032 0.046 0.002 -0.032 0.010 0.032 -0.029 78.600 83.800 3.087 
0.034 0.046 0.002 -0.034 0.012 0.029 -0.027 79.200 84.600 3.067 
0.037 0.071 0.022 -0.046 0.002 0.054 -0.039 80.000 85.600 3.053 
0.042 0.063 0.002 -0.042 0.010 0.044 -0.034 80.600 86.400 3.038 
0.020 0.029 -0.005 -0.017 0.005 0.020 -0.020 81.400 87.200 3.023 
0.037 0.039 -0.017 -0.027 0.017 0.022 -0.024 82.200 88.000 3.009 
0.024 0.017 -0.020 -0.015 0.017 0.005 -0.017 82.800 88.600 2.989 
0.015 0.066 0.037 -0.032 -0.017 0.059 -0.027 83.600 89.200 2.969 
0.020 0.071 0.037 -0.037 -0.015 0.061 -0.032 84.200 89.800 2.950 
0.034 0.066 0.020 -0.044 0.002 0.049 -0.034 85.000 90.200 2.930 
0.010 0.049 0.027 -0.022 -0.015 0.044 -0.022 85.600 90.800 2.911 
0.017 0.034 0.007 -0.020 -0.000 0.027 -0.017 86.400 91.200 2.891 
0.017 0.029 -0.000 -0.017 0.002 0.022 -0.017 86.800 91.400 2.872 
0.027 0.029 -0.017 -0.017 0.012 0.017 -0.020 87.400 91.800 2.852 
0.024 0.020 -0.020 -0.015 0.015 0.007 -0.017 88.000 92.000 2.833 
0.010 0.022 -0.002 -0.007 -0.000 0.017 -0.010 88.600 92.200 2.813 
0.020 -0.020 -0.046 0.005 0.029 -0.029 -0.002 89.000 92.200 2.794 
0.027 -0.020 -0.054 -0.000 0.037 -0.032 -0.002 89.400 92.200 2.774 
-0.005 -0.010 -0.017 0.015 -0.000 -0.007 0.002 89.400 92.200 2.750 
0.015 0.029 0.010 -0.020 -0.000 0.022 -0.015 89.600 92.000 2.725 
0.005 0.039 0.022 -0.015 -0.015 0.037 -0.017 89.600 91.800 2.701 
0.010 -0.000 -0.017 -0.000 0.010 -0.005 -0.002 89.600 91.600 2.676 
0.022 -0.002 -0.034 -0.005 0.024 -0.012 -0.010 89.200 91.200 2.652 
0.015 0.010 -0.012 -0.007 0.010 0.002 -0.007 89.000 90.600 2.628 
0.015 0.032 0.005 -0.017 -0.000 0.024 -0.017 88.400 90.200 2.603 
0.017 0.015 -0.012 -0.010 0.010 0.007 -0.010 88.000 89.800 2.579 
0.007 0.015 -0.007 -0.002 -0.000 0.012 -0.010 87.600 89.200 2.554 
0.002 -0.024 -0.039 0.017 0.015 -0.024 0.007 87.200 88.600 2.530 
-0.000 -0.037 -0.046 0.024 0.020 -0.037 0.010 86.800 88.000 2.505 
0.007 -0.044 -0.056 0.022 0.029 -0.046 0.012 86.200 87.200 2.481 
0.015 -0.024 -0.046 0.010 0.027 -0.032 -0.000 85.800 86.400 2.462 
-0.000 -0.039 -0.051 0.027 0.020 -0.039 0.012 85.200 85.600 2.442 
0.012 -0.010 -0.034 0.005 0.017 -0.015 -0.002 84.400 85.000 2.422 
-0.000 0.002 -0.012 0.007 -0.000 0.002 -0.000 83.800 84.200 2.403 
-0.017 -0.049 -0.034 0.034 0.007 -0.039 0.020 83.200 83.600 2.388 
-0.010 -0.051 -0.054 0.037 0.017 -0.046 0.020 82.600 83.000 2.374 
-0.005 -0.029 -0.032 0.022 0.010 -0.027 0.010 82.200 82.400 2.359 
-0.012 -0.007 -0.000 0.012 -0.007 -0.000 0.007 82.000 81.800 2.344 
-0.005 -0.012 -0.012 0.012 0.002 -0.010 0.002 81.800 81.400 2.349 
0.012 -0.005 -0.029 0.002 0.015 -0.010 -0.002 81.800 80.800 2.354 
-0.002 -0.049 -0.056 0.032 0.022 -0.046 0.015 81.600 80.400 2.359 
0.002 -0.056 -0.068 0.032 0.032 -0.056 0.017 81.400 80.000 2.364 
-0.005 -0.046 -0.051 0.032 0.020 -0.044 0.015 80.800 79.600 2.379 
0.002 -0.046 -0.056 0.027 0.027 -0.046 0.015 80.400 79.200 2.393 
0.007 0.007 -0.012 -0.000 0.005 0.005 -0.007 80.000 79.000 2.408 
0.005 0.022 0.002 -0.005 -0.005 0.020 -0.010 79.400 78.600 2.422 
-0.012 -0.020 -0.015 0.020 -0.002 -0.012 0.007 79.200 78.400 2.462 
-0.015 -0.020 -0.010 0.020 -0.005 -0.012 0.012 78.800 78.200 2.501 
-0.017 -0.022 -0.015 0.024 -0.005 -0.012 0.010 78.600 78.000 2.540 
0.005 -0.037 -0.056 0.024 0.024 -0.039 0.010 78.400 77.800 2.579 
-0.017 -0.046 -0.037 0.037 0.007 -0.037 0.020 78.200 77.400 2.632 
-0.000 0.012 0.002 -0.000 -0.005 0.012 -0.005 78.000 77.200 2.686 
-0.000 -0.049 -0.054 0.027 0.024 -0.049 0.015 77.800 76.800 2.740 
-0.024 -0.054 -0.037 0.044 0.002 -0.042 0.027 77.600 76.600 2.794 
-0.010 -0.012 -0.015 0.017 -0.002 -0.007 0.005 77.400 76.400 2.852 
-0.005 0.032 0.032 -0.010 -0.020 0.034 -0.010 77.000 76.200 2.911 
0.002 0.027 0.012 -0.007 -0.010 0.027 -0.012 76.800 75.800 2.969 
-0.002 -0.029 -0.032 0.020 0.012 -0.027 0.010 76.400 75.600 3.028 
-0.002 -0.085 -0.083 0.044 0.042 -0.083 0.027 76.200 75.200 3.087 
0.012 -0.046 -0.063 0.020 0.037 -0.051 0.012 75.800 75.000 3.145 
-0.005 -0.010 -0.010 0.010 -0.000 -0.007 0.002 75.400 74.600 3.204 
-0.015 -0.005 0.002 0.015 -0.012 0.002 0.007 75.200 74.400 3.263 
0.002 -0.044 -0.054 0.024 0.024 -0.044 0.012 74.800 74.200 3.316 
-0.000 -0.049 -0.056 0.029 0.024 -0.049 0.017 74.400 74.000 3.370 
-0.005 -0.012 -0.010 0.010 0.002 -0.010 0.002 74.200 73.600 3.424 
0.005 0.007 -0.005 -0.002 0.002 0.005 -0.005 74.000 73.400 3.477 
-0.015 -0.000 0.007 0.012 -0.015 0.007 0.002 73.800 73.000 3.521 
0.024 0.005 -0.024 -0.012 0.022 -0.007 -0.010 73.600 72.800 3.565 
0.010 -0.046 -0.061 0.022 0.034 -0.051 0.010 73.400 72.600 3.609 
0.010 -0.044 -0.061 0.022 0.032 -0.049 0.012 73.200 72.400 3.653 
0.015 -0.005 -0.020 -0.005 0.017 -0.012 -0.005 73.000 72.200 3.683 
0.010 -0.002 -0.012 -0.002 0.012 -0.007 -0.002 72.600 72.000 3.712 
0.007 -0.007 -0.017 0.002 0.012 -0.010 -0.002 72.400 71.800 3.741 
-0.000 0.010 0.007 -0.002 -0.005 0.010 -0.002 72.200 71.400 3.770 
0.027 -0.012 -0.042 -0.005 0.034 -0.024 -0.007 72.000 71.200 3.785 
0.005 -0.032 -0.044 0.017 0.022 -0.034 0.010 71.800 71.000 3.800 
-0.000 -0.000 -0.007 0.005 -0.000 -0.000 -0.002 71.600 70.800 3.814 
-0.010 -0.056 -0.051 0.037 0.020 -0.051 0.022 71.400 70.600 3.829 
-0.012 -0.037 -0.032 0.029 0.007 -0.029 0.015 71.000 70.200 3.829 
-0.012 -0.049 -0.042 0.034 0.012 -0.042 0.020 70.800 70.000 3.829 
-0.010 0.010 0.012 0.005 -0.015 0.015 -0.002 70.400 69.800 3.829 
-0.005 0.029 0.024 -0.007 -0.020 0.032 -0.007 70.200 69.600 3.829 
-0.015 -0.000 0.007 0.012 -0.015 0.007 0.002 70.000 69.400 3.819 
-0.024 -0.002 0.015 0.017 -0.022 0.010 0.010 69.600 69.200 3.810 
-0.015 -0.020 -0.020 0.024 -0.005 -0.012 0.010 69.600 69.000 3.800 
-0.007 -0.063 -0.068 0.042 0.024 -0.059 0.024 69.400 68.800 3.790 
-0.005 -0.042 -0.042 0.027 0.017 -0.039 0.012 69.400 68.600 3.770 
-0.005 -0.015 -0.024 0.017 0.002 -0.012 0.007 69.200 68.200 3.751 
-0.000 0.002 -0.010 0.005 -0.000 0.002 -0.002 69.000 68.000 3.731 
-0.000 0.056 0.049 -0.024 -0.027 0.056 -0.020 68.600 67.800 3.712 
0.005 0.034 0.024 -0.017 -0.012 0.032 -0.015 68.400 67.600 3.658 
-0.010 0.037 0.032 -0.005 -0.027 0.042 -0.010 68.000 67.400 3.604 
-0.017 0.034 0.039 -0.002 -0.034 0.044 -0.007 67.800 67.200 3.551 
-0.010 -0.024 -0.024 0.022 0.002 -0.020 0.012 67.600 67.000 3.497 
-0.000 -0.032 -0.039 0.020 0.017 -0.032 0.007 67.400 66.800 3.468 
-0.000 -0.027 -0.042 0.022 0.015 -0.027 0.010 67.200 66.600 3.438 
-0.015 -0.042 -0.032 0.032 0.007 -0.034 0.017 67.000 66.400 3.409 
-0.017 0.024 0.037 -0.000 -0.029 0.034 -0.002 66.800 66.200 3.380 
-0.010 0.081 0.078 -0.029 -0.049 0.085 -0.027 66.600 66.000 3.355 
-0.007 0.022 0.012 0.002 -0.017 0.027 -0.005 66.400 65.800 3.331 
0.010 -0.027 -0.044 0.012 0.024 -0.032 0.002 66.200 65.600 3.306 
0.007 -0.015 -0.027 0.007 0.015 -0.017 0.002 66.000 65.400 3.282 
-0.020 -0.044 -0.032 0.037 0.002 -0.034 0.020 65.800 65.400 3.263 
-0.000 0.012 0.010 -0.005 -0.005 0.012 -0.005 65.800 65.200 3.243 
0.022 0.066 0.034 -0.039 -0.010 0.056 -0.032 65.600 65.000 3.223 
0.002 0.037 0.024 -0.015 -0.015 0.037 -0.012 65.600 64.800 3.204 
0.022 0.051 0.017 -0.029 -0.002 0.042 -0.027 65.400 64.600 3.184 
0.017 0.002 -0.020 -0.007 0.017 -0.005 -0.007 65.200 64.400 3.165 
-0.000 -0.054 -0.063 0.032 0.027 -0.054 0.015 65.000 64.200 3.145 
-0.010 -0.046 -0.046 0.034 0.015 -0.042 0.020 64.800 64.000 3.126 
0.020 0.034 0.005 -0.022 0.002 0.024 -0.020 64.400 63.800 3.111 
0.012 0.056 0.037 -0.029 -0.015 0.051 -0.022 64.200 63.600 3.096 
0.024 -0.005 -0.039 -0.005 0.027 -0.017 -0.010 64.000 63.400 3.082 
0.012 -0.037 -0.056 0.017 0.032 -0.042 0.007 63.800 63.200 3.067 
-0.005 -0.012 -0.020 0.015 0.002 -0.010 0.002 63.400 63.000 3.053 
0.010 0.027 0.007 -0.012 -0.002 0.022 -0.012 63.000 62.800 3.038 
0.007 0.027 0.012 -0.012 -0.005 0.024 -0.015 62.800 62.800 3.023 
-0.015 0.032 0.042 -0.005 -0.029 0.039 -0.005 62.600 62.600 3.009 
-0.002 0.015 0.007 -0.000 -0.010 0.017 -0.007 62.600 62.600 2.994 
0.020 0.002 -0.024 -0.007 0.020 -0.007 -0.007 62.600 62.400 2.979 
-0.007 -0.015 -0.015 0.015 -0.000 -0.010 0.005 62.800 62.400 2.965 
0.002 -0.002 -0.012 0.005 0.005 -0.002 -0.000 63.000 62.200 2.950 
-0.015 0.024 0.029 -0.000 -0.027 0.032 -0.005 63.000 62.000 2.940 
-0.010 0.012 0.020 -0.000 -0.015 0.017 -0.000 63.200 61.600 2.930 
0.012 0.063 0.044 -0.034 -0.020 0.059 -0.027 63.200 61.600 2.921 
0.020 0.076 0.044 -0.042 -0.017 0.066 -0.032 63.000 61.400 2.911 
0.010 0.010 -0.015 -0.002 0.005 0.005 -0.010 62.800 61.400 2.896 
-0.032 -0.032 -0.012 0.039 -0.015 -0.015 0.022 62.600 61.400 2.882 
-0.010 -0.002 0.005 0.007 -0.007 0.002 0.002 62.200 61.200 2.867 
-0.007 0.049 0.056 -0.020 -0.032 0.054 -0.015 62.000 61.200 2.852 
-0.007 0.046 0.046 -0.015 -0.029 0.051 -0.015 61.800 61.200 2.838 
-0.007 0.049 0.044 -0.015 -0.032 0.054 -0.015 61.600 61.000 2.823 
0.007 0.007 -0.007 -0.002 0.005 0.005 -0.007 61.600 61.000 2.808 
-0.024 -0.012 0.005 0.022 -0.017 -0.000 0.012 61.400 60.800 2.794 
-0.027 0.015 0.034 0.010 -0.034 0.029 0.002 61.400 60.600 2.779 
-0.017 0.051 0.061 -0.012 -0.042 0.061 -0.012 61.200 60.400 2.764 
-0.024 0.020 0.032 0.010 -0.034 0.032 -0.000 61.200 60.200 2.750 
-0.024 -0.005 0.012 0.020 -0.022 0.007 0.010 61.000 60.000 2.735 
-0.024 0.017 0.034 0.007 -0.032 0.029 -0.000 60.800 60.000 2.716 
-0.032 0.024 0.046 0.010 -0.044 0.042 0.002 60.600 60.000 2.696 
-0.022 0.012 0.029 0.007 -0.027 0.024 -0.000 60.400 60.000 2.676 
-0.024 -0.034 -0.024 0.037 -0.007 -0.022 0.020 60.000 60.200 2.657 
-0.024 0.037 0.049 -0.000 -0.042 0.049 -0.007 60.000 60.200 2.637 
-0.024 0.015 0.032 0.010 -0.032 0.027 0.002 60.000 60.400 2.618 
-0.010 0.027 0.032 -0.005 -0.022 0.032 -0.007 60.000 60.400 2.598 
-0.007 0.027 0.024 -0.005 -0.020 0.032 -0.007 60.200 60.400 2.579 
-0.017 -0.000 0.005 0.015 -0.017 0.010 0.002 60.200 60.200 2.549 
-0.029 0.024 0.044 0.007 -0.042 0.039 0.002 60.200 60.200 2.520 
-0.024 0.012 0.024 0.012 -0.029 0.024 0.002 60.200 60.000 2.491 
-0.034 -0.000 0.022 0.024 -0.034 0.017 0.012 60.200 59.800 2.462 
-0.027 -0.017 -0.002 0.029 -0.017 -0.002 0.012 60.000 59.600 2.427 
-0.010 0.015 0.017 0.002 -0.017 0.020 -0.002 60.000 59.400 2.393 
-0.027 -0.012 0.007 0.024 -0.020 0.002 0.010 59.800 59.200 2.359 
-0.017 -0.022 -0.012 0.024 -0.005 -0.012 0.012 59.800 59.000 2.325 
-0.010 -0.015 -0.012 0.017 -0.002 -0.010 0.005 59.600 58.800 2.291 
-0.010 0.027 0.027 -0.002 -0.022 0.032 -0.005 59.400 58.600 2.256 
-0.012 0.049 0.054 -0.015 -0.037 0.056 -0.015 59.400 58.600 2.222 
-0.007 0.029 0.024 -0.005 -0.022 0.034 -0.007 59.400 58.400 2.188 
-0.007 0.051 0.049 -0.017 -0.032 0.056 -0.017 59.200 58.400 2.154 
-0.002 -0.007 -0.017 0.012 0.002 -0.005 0.002 59.200 58.200 2.120 
0.017 0.027 -0.000 -0.017 0.005 0.020 -0.017 59.200 58.200 2.085 
0.037 0.051 -0.000 -0.037 0.012 0.034 -0.029 59.000 58.000 2.051 
0.083 0.037 -0.056 -0.054 0.066 -0.005 -0.042 59.000 58.000 2.012 
0.090 0.073 -0.029 -0.076 0.054 0.029 -0.054 59.000 58.000 1.973 
0.078 0.112 0.024 -0.090 0.022 0.073 -0.066 59.000 58.000 1.934 
0.068 0.168 0.085 -0.110 -0.015 0.134 -0.078 58.800 58.000 1.895 
0.085 0.222 0.127 -0.149 -0.024 0.181 -0.105 58.800 58.000 1.861 
0.061 0.269 0.195 -0.159 -0.073 0.239 -0.110 58.600 57.800 1.827 
0.059 0.374 0.305 -0.210 -0.127 0.344 -0.147 58.600 57.800 1.792 
0.071 0.486 0.403 -0.271 -0.171 0.452 -0.186 58.600 57.600 1.758 
0.063 0.567 0.493 -0.310 -0.220 0.535 -0.212 58.400 57.600 1.719 
0.027 0.630 0.596 -0.325 -0.288 0.618 -0.220 58.400 57.600 1.680 
-0.000 0.691 0.684 -0.342 -0.344 0.691 -0.232 58.200 57.600 1.641 
-0.044 0.703 0.740 -0.325 -0.396 0.725 -0.220 58.200 57.400 1.602 
-0.063 0.647 0.698 -0.286 -0.386 0.679 -0.198 58.000 57.400 1.563 
-0.042 0.672 0.701 -0.308 -0.376 0.694 -0.210 58.000 57.400 1.524 
0.015 0.728 0.698 -0.364 -0.349 0.720 -0.249 58.000 57.400 1.485 
0.037 0.757 0.706 -0.388 -0.342 0.740 -0.264 57.800 57.400 1.446 
0.051 0.821 0.759 -0.430 -0.359 0.796 -0.293 57.800 57.400 1.407 
0.078 0.808 0.725 -0.440 -0.325 0.769 -0.295 57.800 57.400 1.368 
0.085 0.730 0.630 -0.400 -0.278 0.689 -0.274 57.800 57.400 1.328 
0.090 0.615 0.513 -0.347 -0.217 0.571 -0.234 57.800 57.200 1.289 
0.081 0.510 0.420 -0.291 -0.173 0.471 -0.200 57.800 57.200 1.250 
0.063 0.435 0.364 -0.244 -0.154 0.403 -0.166 57.800 57.200 1.211 
0.039 0.403 0.352 -0.215 -0.161 0.383 -0.149 57.800 57.000 1.172 
0.022 0.405 0.371 -0.208 -0.181 0.396 -0.142 57.800 57.000 1.133 
0.007 0.405 0.383 -0.198 -0.195 0.403 -0.139 57.600 57.000 1.065 
-0.000 0.291 0.286 -0.142 -0.144 0.291 -0.098 57.600 56.800 0.996 
0.010 0.276 0.264 -0.142 -0.127 0.271 -0.098 57.600 56.800 0.928 
0.017 0.271 0.247 -0.139 -0.117 0.264 -0.095 57.600 56.600 0.860 
0.037 0.252 0.210 -0.142 -0.088 0.234 -0.098 57.400 56.600 0.825 
0.056 0.161 0.098 -0.105 -0.024 0.134 -0.073 57.400 56.600 0.791 
0.061 0.093 0.027 -0.073 0.015 0.063 -0.054 57.400 56.400 0.757 
0.056 0.032 -0.037 -0.037 0.042 0.005 -0.029 57.200 56.400 0.723 
0.049 -0.002 -0.061 -0.017 0.051 -0.027 -0.017 57.200 56.200 0.694 
0.022 -0.051 -0.081 0.020 0.049 -0.061 0.010 57.000 56.200 0.664 
0.010 -0.059 -0.076 0.029 0.039 -0.063 0.015 57.000 56.000 0.635 
-0.000 -0.046 -0.056 0.029 0.024 -0.046 0.015 57.000 56.000 0.606 
-0.017 -0.054 -0.049 0.042 0.010 -0.044 0.022 57.000 55.800 0.567 
-0.022 -0.078 -0.061 0.054 0.017 -0.066 0.034 57.000 55.600 0.527 
-0.027 -0.076 -0.054 0.054 0.012 -0.061 0.032 56.800 55.600 0.488 
-0.022 -0.071 -0.061 0.054 0.015 -0.059 0.032 56.400 55.400 0.449 
-0.020 -0.073 -0.061 0.051 0.017 -0.063 0.029 56.200 55.200 0.415 
-0.027 -0.095 -0.071 0.063 0.022 -0.081 0.042 55.800 55.200 0.381 
-0.039 -0.090 -0.054 0.066 0.007 -0.071 0.042 55.600 55.200 0.347 
-0.024 -0.098 -0.073 0.061 0.024 -0.085 0.042 55.400 55.000 0.313 
-0.022 -0.095 -0.081 0.063 0.027 -0.083 0.037 55.400 55.000 0.293 
-0.027 -0.105 -0.081 0.068 0.027 -0.090 0.044 55.200 54.800 0.274 
-0.029 -0.110 -0.085 0.073 0.027 -0.095 0.044 55.400 54.800 0.254 
-0.020 -0.100 -0.090 0.066 0.032 -0.090 0.039 55.400 54.800 0.234 
-0.022 -0.100 -0.088 0.066 0.029 -0.088 0.039 55.600 55.000 0.239 
-0.020 -0.088 -0.073 0.056 0.024 -0.078 0.037 55.800 55.000 0.244 
-0.015 -0.076 -0.071 0.051 0.024 -0.068 0.027 56.000 55.200 0.249 
-0.007 -0.095 -0.098 0.056 0.042 -0.090 0.034 56.400 55.400 0.254 
-0.007 -0.088 -0.090 0.054 0.037 -0.083 0.029 57.000 55.800 0.298 
-0.012 -0.081 -0.073 0.049 0.029 -0.073 0.032 57.600 56.200 0.342 
0.002 -0.051 -0.066 0.032 0.029 -0.051 0.015 58.600 56.800 0.386 
0.002 -0.049 -0.061 0.029 0.027 -0.049 0.015 59.400 57.400 0.430 
-0.000 -0.056 -0.073 0.037 0.029 -0.056 0.017 60.600 58.200 0.513 
0.005 -0.063 -0.081 0.037 0.037 -0.066 0.020 61.600 58.800 0.596 
-0.000 -0.093 -0.095 0.049 0.046 -0.093 0.029 62.600 59.600 0.679 
0.002 -0.083 -0.098 0.046 0.044 -0.083 0.027 63.600 60.600 0.762 
-0.002 -0.066 -0.073 0.039 0.032 -0.063 0.020 64.400 61.400 0.884 
0.005 -0.059 -0.073 0.032 0.034 -0.061 0.017 65.200 62.400 1.006 
-0.000 -0.056 -0.066 0.034 0.029 -0.056 0.017 66.000 63.400 1.128 
-0.005 -0.054 -0.061 0.037 0.022 -0.051 0.020 66.600 64.400 1.250 
-0.005 -0.056 -0.059 0.034 0.024 -0.054 0.017 67.200 65.600 1.392 
-0.005 -0.073 -0.076 0.044 0.032 -0.071 0.027 67.800 66.800 1.534 
-0.000 -0.078 -0.088 0.044 0.039 -0.078 0.024 68.200 67.800 1.675 
-0.002 -0.066 -0.071 0.039 0.032 -0.063 0.022 68.800 69.000 1.817 
-0.002 -0.046 -0.054 0.029 0.022 -0.044 0.015 69.400 70.200 1.963 
