I II III aVR aVL aVF V1 AO LV SPO2
-0.056 0.110 0.166 -0.027 -0.110 0.139 -0.147 66.800 21.000 2.183 
-0.054 0.056 0.103 0.002 -0.081 0.083 -0.117 66.400 21.000 2.168 
-0.020 0.046 0.061 -0.010 -0.042 0.056 -0.098 66.200 21.000 2.154 
-0.017 0.007 0.022 0.007 -0.020 0.017 -0.078 66.000 21.000 2.139 
-0.020 -0.005 0.010 0.015 -0.017 0.005 -0.046 65.800 21.400 2.125 
-0.007 -0.005 -0.000 0.007 -0.005 -0.000 -0.024 65.600 21.800 2.110 
0.005 -0.020 -0.024 0.007 0.015 -0.022 -0.000 65.400 22.600 2.100 
0.005 -0.044 -0.051 0.022 0.027 -0.046 0.024 65.400 23.800 2.090 
0.007 -0.073 -0.083 0.034 0.044 -0.076 0.034 65.200 25.400 2.081 
0.005 -0.095 -0.100 0.046 0.054 -0.098 0.039 65.200 27.400 2.071 
0.015 -0.090 -0.095 0.034 0.061 -0.098 0.042 65.000 29.800 2.066 
0.012 -0.095 -0.105 0.042 0.061 -0.100 0.049 65.000 33.000 2.061 
0.005 -0.112 -0.120 0.056 0.061 -0.115 0.051 65.000 36.600 2.056 
0.002 -0.120 -0.125 0.061 0.063 -0.120 0.054 65.200 40.800 2.051 
0.020 -0.110 -0.129 0.046 0.076 -0.120 0.051 65.200 45.400 2.042 
0.015 -0.120 -0.139 0.056 0.076 -0.127 0.056 65.200 50.600 2.032 
-0.000 -0.137 -0.137 0.068 0.068 -0.137 0.059 65.400 56.200 2.022 
0.017 -0.134 -0.154 0.061 0.085 -0.142 0.059 65.600 62.200 2.012 
0.010 -0.144 -0.151 0.066 0.083 -0.149 0.054 65.800 68.200 2.007 
0.017 -0.137 -0.154 0.061 0.085 -0.144 0.059 66.200 74.400 2.002 
0.032 -0.127 -0.156 0.046 0.095 -0.142 0.066 66.600 80.600 1.998 
0.032 -0.142 -0.171 0.054 0.103 -0.156 0.059 67.200 86.600 1.993 
0.046 -0.127 -0.176 0.042 0.110 -0.149 0.061 67.800 92.400 1.988 
0.037 -0.134 -0.171 0.049 0.105 -0.151 0.068 68.600 97.800 1.983 
0.027 -0.151 -0.176 0.061 0.103 -0.164 0.066 69.400 102.600 1.978 
0.029 -0.151 -0.183 0.063 0.105 -0.166 0.068 70.400 107.000 1.973 
0.034 -0.147 -0.183 0.059 0.107 -0.164 0.066 71.400 110.800 1.958 
0.039 -0.147 -0.186 0.054 0.112 -0.166 0.073 72.600 113.800 1.944 
0.049 -0.144 -0.195 0.049 0.122 -0.168 0.078 74.000 116.200 1.929 
0.056 -0.147 -0.200 0.044 0.129 -0.173 0.073 75.400 118.000 1.915 
0.056 -0.147 -0.203 0.046 0.129 -0.173 0.081 76.800 119.000 1.905 
0.042 -0.164 -0.208 0.063 0.125 -0.183 0.083 78.200 119.400 1.895 
0.039 -0.164 -0.205 0.063 0.122 -0.183 0.090 79.600 119.600 1.885 
0.056 -0.154 -0.215 0.051 0.134 -0.181 0.088 81.200 119.200 1.875 
0.054 -0.159 -0.215 0.054 0.134 -0.186 0.085 82.600 118.600 1.861 
0.054 -0.156 -0.210 0.051 0.132 -0.183 0.098 84.000 117.800 1.846 
0.042 -0.161 -0.210 0.063 0.122 -0.181 0.103 85.400 117.000 1.832 
0.054 -0.164 -0.215 0.054 0.137 -0.190 0.107 86.800 116.200 1.817 
0.063 -0.154 -0.217 0.046 0.142 -0.186 0.107 88.000 115.400 1.797 
0.059 -0.151 -0.210 0.046 0.134 -0.181 0.110 89.200 114.800 1.778 
0.056 -0.154 -0.210 0.049 0.134 -0.181 0.112 90.400 114.400 1.758 
0.042 -0.166 -0.205 0.061 0.125 -0.186 0.107 91.600 114.200 1.739 
0.042 -0.161 -0.208 0.063 0.122 -0.181 0.103 92.600 114.200 1.734 
0.039 -0.151 -0.186 0.054 0.115 -0.171 0.110 93.600 114.400 1.729 
0.032 -0.139 -0.176 0.056 0.103 -0.154 0.120 94.400 114.800 1.724 
0.051 -0.125 -0.173 0.037 0.115 -0.149 0.110 95.400 115.400 1.719 
0.044 -0.112 -0.151 0.032 0.100 -0.134 0.105 96.400 115.800 1.705 
0.044 -0.090 -0.137 0.024 0.090 -0.112 0.098 97.200 116.600 1.690 
0.027 -0.078 -0.112 0.029 0.066 -0.090 0.098 98.000 117.200 1.675 
0.022 -0.063 -0.095 0.027 0.054 -0.073 0.088 99.000 117.800 1.661 
0.022 -0.039 -0.066 0.012 0.042 -0.049 0.078 99.800 118.200 1.641 
0.022 -0.012 -0.044 -0.000 0.029 -0.022 0.073 100.600 118.600 1.621 
0.024 0.005 -0.024 -0.012 0.022 -0.007 0.061 101.400 118.800 1.602 
-0.002 0.005 0.002 0.002 -0.005 0.007 0.054 102.200 118.800 1.582 
0.010 0.022 0.012 -0.015 -0.000 0.017 0.037 103.000 118.800 1.558 
0.005 0.034 0.027 -0.017 -0.012 0.032 0.032 103.600 118.400 1.534 
0.017 0.044 0.022 -0.027 -0.005 0.037 0.029 104.200 118.000 1.509 
0.007 0.037 0.027 -0.020 -0.010 0.034 0.027 104.800 117.200 1.485 
-0.005 0.034 0.034 -0.012 -0.022 0.037 0.022 105.200 116.400 1.475 
-0.010 0.029 0.034 -0.007 -0.024 0.034 0.022 105.600 115.400 1.465 
-0.010 0.029 0.032 -0.005 -0.024 0.034 0.024 105.800 114.400 1.455 
-0.017 0.027 0.037 -0.000 -0.029 0.037 0.022 106.000 113.400 1.446 
-0.017 0.024 0.037 -0.000 -0.029 0.034 0.017 106.200 112.200 1.460 
-0.024 0.015 0.029 0.010 -0.032 0.027 0.024 106.200 111.000 1.475 
-0.022 0.010 0.029 0.007 -0.027 0.022 0.024 106.200 109.800 1.490 
-0.010 0.015 0.020 -0.000 -0.017 0.020 0.027 106.200 108.600 1.504 
-0.005 0.015 0.020 -0.005 -0.012 0.017 0.024 106.000 107.400 1.553 
-0.027 0.002 0.024 0.015 -0.027 0.017 0.015 106.000 106.200 1.602 
-0.027 -0.000 0.017 0.020 -0.027 0.015 0.020 105.800 105.000 1.651 
-0.027 -0.005 0.012 0.022 -0.024 0.010 0.012 105.600 103.800 1.700 
-0.022 -0.002 0.015 0.015 -0.020 0.010 0.015 105.400 102.600 1.783 
-0.027 -0.007 0.015 0.020 -0.022 0.007 0.012 105.000 101.400 1.866 
-0.022 -0.010 0.005 0.020 -0.017 0.002 0.012 104.800 100.000 1.949 
-0.010 -0.007 0.002 0.010 -0.005 -0.002 0.002 104.600 98.600 2.032 
-0.010 -0.005 -0.002 0.012 -0.007 -0.000 0.005 104.200 97.000 2.129 
-0.015 -0.010 -0.002 0.017 -0.010 -0.002 0.005 104.000 95.200 2.227 
-0.005 -0.000 -0.000 0.005 -0.005 0.002 0.007 103.600 93.200 2.325 
-0.010 -0.015 -0.012 0.017 -0.002 -0.010 -0.000 103.200 91.000 2.422 
-0.022 -0.024 -0.012 0.029 -0.010 -0.012 -0.000 102.600 88.400 2.525 
-0.005 -0.010 -0.007 0.010 -0.000 -0.007 0.005 102.200 85.600 2.628 
0.002 -0.000 -0.012 0.005 0.002 -0.000 0.005 101.400 82.400 2.730 
-0.002 -0.005 -0.015 0.010 -0.000 -0.002 -0.002 100.800 79.000 2.833 
-0.005 -0.005 -0.005 0.007 -0.002 -0.002 -0.005 100.000 75.200 2.911 
-0.015 -0.017 -0.012 0.022 -0.005 -0.010 -0.007 99.200 71.200 2.989 
0.005 -0.007 -0.015 0.002 0.010 -0.010 -0.000 98.600 67.200 3.067 
-0.000 -0.012 -0.020 0.010 0.007 -0.012 0.002 97.800 62.800 3.145 
-0.000 -0.012 -0.017 0.010 0.007 -0.012 0.005 97.000 58.400 3.194 
0.007 -0.005 -0.017 0.002 0.010 -0.007 0.005 96.200 53.800 3.243 
0.012 0.002 -0.022 -0.000 0.012 -0.002 0.007 95.600 49.400 3.292 
-0.000 -0.017 -0.024 0.012 0.010 -0.017 -0.002 94.800 44.800 3.341 
-0.002 -0.017 -0.017 0.012 0.007 -0.015 -0.000 94.200 40.600 3.355 
0.002 -0.007 -0.017 0.007 0.007 -0.007 0.007 93.600 36.400 3.370 
-0.005 -0.010 -0.012 0.012 -0.000 -0.007 0.002 93.000 32.400 3.385 
-0.005 -0.015 -0.022 0.017 0.002 -0.012 -0.000 92.600 28.600 3.399 
0.010 -0.002 -0.020 -0.000 0.012 -0.007 0.002 92.200 25.200 3.394 
0.007 -0.002 -0.017 0.002 0.010 -0.005 -0.000 92.000 22.200 3.389 
-0.002 -0.012 -0.017 0.012 0.005 -0.010 0.007 91.600 19.600 3.385 
-0.010 -0.020 -0.020 0.020 -0.000 -0.015 -0.002 91.600 17.200 3.380 
-0.010 -0.020 -0.015 0.017 -0.000 -0.015 -0.002 91.400 15.200 3.365 
0.005 -0.012 -0.015 0.002 0.012 -0.015 -0.002 91.200 13.600 3.350 
-0.012 -0.017 -0.010 0.017 -0.002 -0.010 0.007 91.200 12.200 3.336 
-0.020 -0.027 -0.007 0.024 -0.005 -0.017 -0.005 91.000 11.200 3.321 
-0.002 -0.017 -0.015 0.010 0.007 -0.015 0.002 90.800 10.200 3.311 
0.002 -0.015 -0.020 0.007 0.010 -0.015 0.007 90.800 9.600 3.302 
0.020 0.010 -0.010 -0.015 0.015 -0.000 0.012 90.600 9.200 3.292 
-0.002 -0.010 -0.010 0.007 0.002 -0.007 0.007 90.400 8.800 3.282 
-0.012 -0.027 -0.017 0.022 0.002 -0.020 -0.000 90.200 8.600 3.277 
-0.012 -0.022 -0.010 0.017 -0.000 -0.015 -0.000 89.800 8.600 3.272 
-0.000 -0.012 -0.012 0.007 0.007 -0.012 0.005 89.600 8.600 3.267 
-0.005 -0.005 -0.007 0.010 -0.002 -0.002 -0.000 89.200 8.800 3.263 
-0.007 -0.012 -0.005 0.010 -0.000 -0.007 0.002 89.000 8.800 3.258 
-0.015 -0.012 -0.002 0.017 -0.007 -0.005 0.005 88.600 9.000 3.253 
0.007 0.012 0.005 -0.010 0.002 0.010 0.010 88.400 9.200 3.248 
0.002 0.015 0.007 -0.005 -0.005 0.015 0.012 88.000 9.200 3.243 
0.007 0.022 0.017 -0.015 -0.002 0.020 0.015 87.600 9.400 3.233 
0.002 0.024 0.022 -0.012 -0.010 0.024 0.015 87.400 9.600 3.223 
-0.007 0.022 0.029 -0.007 -0.017 0.027 0.029 87.000 9.600 3.214 
0.005 0.024 0.022 -0.015 -0.007 0.022 0.029 86.600 9.800 3.204 
-0.010 0.017 0.027 -0.002 -0.017 0.022 0.027 86.200 9.800 3.184 
-0.012 0.020 0.034 -0.005 -0.022 0.027 0.020 85.800 10.000 3.165 
-0.005 0.024 0.029 -0.010 -0.017 0.027 0.007 85.200 10.000 3.145 
-0.017 0.007 0.022 0.007 -0.020 0.017 0.005 84.800 10.200 3.126 
-0.015 0.002 0.015 0.007 -0.015 0.010 -0.002 84.400 10.200 3.101 
-0.010 0.005 0.015 0.002 -0.012 0.010 -0.007 83.800 10.400 3.077 
-0.012 0.020 0.029 -0.002 -0.022 0.027 -0.012 83.400 10.400 3.053 
0.007 0.034 0.024 -0.020 -0.010 0.032 -0.022 83.000 10.600 3.028 
-0.010 0.010 0.015 0.002 -0.015 0.015 -0.029 82.400 10.600 3.009 
-0.012 0.005 0.017 0.005 -0.015 0.012 -0.032 82.000 10.800 2.989 
-0.007 -0.000 0.007 0.005 -0.007 0.005 -0.024 81.600 10.800 2.969 
-0.002 -0.005 -0.007 0.007 -0.000 -0.002 -0.024 81.000 11.000 2.950 
0.007 0.010 -0.000 -0.007 0.002 0.007 -0.027 80.600 11.000 2.935 
0.007 0.010 -0.002 -0.005 0.002 0.007 -0.034 80.200 11.200 2.921 
0.010 0.007 -0.007 -0.005 0.007 0.002 -0.042 79.600 11.400 2.906 
0.027 0.010 -0.024 -0.015 0.022 -0.002 -0.054 79.200 11.600 2.891 
0.017 -0.000 -0.020 -0.007 0.017 -0.007 -0.046 78.800 11.600 2.886 
0.046 0.024 -0.027 -0.032 0.034 0.002 -0.034 78.600 11.800 2.882 
0.042 0.022 -0.017 -0.032 0.032 0.002 -0.022 78.200 12.000 2.877 
0.029 0.020 -0.017 -0.020 0.020 0.005 -0.020 77.800 12.200 2.872 
0.002 -0.000 -0.005 -0.000 0.002 -0.000 -0.015 77.600 12.200 2.877 
0.005 0.005 -0.010 -0.000 0.002 0.002 0.002 77.200 12.400 2.882 
0.002 0.002 -0.000 -0.002 0.002 0.002 0.012 77.000 12.600 2.886 
-0.020 -0.012 -0.002 0.022 -0.012 -0.002 0.012 76.800 12.800 2.891 
-0.020 -0.027 -0.010 0.024 -0.005 -0.017 0.012 76.400 13.000 2.896 
-0.022 -0.027 -0.007 0.027 -0.007 -0.015 0.017 76.200 13.000 2.901 
-0.007 -0.024 -0.020 0.017 0.005 -0.020 0.015 76.000 13.200 2.906 
-0.017 -0.034 -0.020 0.027 -0.000 -0.024 0.010 75.600 13.400 2.911 
0.002 -0.012 -0.022 0.010 0.010 -0.012 0.010 75.400 13.600 2.906 
-0.000 -0.022 -0.027 0.015 0.012 -0.022 0.012 75.200 13.800 2.901 
0.002 -0.017 -0.024 0.010 0.012 -0.017 0.010 74.800 14.000 2.896 
-0.007 -0.032 -0.027 0.022 0.010 -0.027 0.012 74.600 14.200 2.891 
-0.007 -0.027 -0.027 0.022 0.007 -0.022 0.015 74.400 14.200 2.882 
0.005 -0.017 -0.024 0.007 0.015 -0.020 0.010 74.000 14.400 2.872 
-0.007 -0.027 -0.027 0.022 0.007 -0.022 0.005 73.800 14.600 2.862 
-0.015 -0.029 -0.020 0.024 -0.000 -0.022 0.005 73.400 14.800 2.852 
-0.012 -0.029 -0.022 0.024 0.002 -0.022 0.010 73.200 15.200 2.833 
-0.000 -0.017 -0.017 0.010 0.010 -0.017 0.005 72.800 15.400 2.813 
-0.002 -0.022 -0.020 0.012 0.010 -0.020 0.012 72.600 15.600 2.794 
0.002 -0.015 -0.022 0.010 0.010 -0.015 0.015 72.400 15.800 2.774 
0.002 -0.020 -0.024 0.010 0.012 -0.020 0.005 72.000 16.200 2.755 
-0.000 -0.015 -0.017 0.010 0.007 -0.015 0.017 71.800 16.600 2.735 
0.002 -0.007 -0.020 0.007 0.007 -0.007 0.015 71.600 16.800 2.716 
-0.012 -0.032 -0.020 0.022 0.005 -0.024 0.007 71.400 17.200 2.696 
-0.022 -0.034 -0.010 0.027 -0.005 -0.022 0.005 71.200 17.600 2.676 
-0.017 -0.022 -0.007 0.022 -0.005 -0.012 0.010 71.000 18.000 2.657 
-0.029 -0.034 -0.007 0.034 -0.012 -0.020 0.007 70.800 18.400 2.637 
-0.010 -0.012 -0.005 0.012 -0.002 -0.007 0.010 70.600 18.800 2.618 
-0.022 -0.022 -0.005 0.024 -0.010 -0.010 0.007 70.400 19.200 2.603 
-0.020 -0.020 -0.005 0.022 -0.010 -0.010 0.010 70.200 19.600 2.589 
-0.020 -0.015 -0.002 0.022 -0.012 -0.005 0.015 70.000 20.000 2.574 
-0.017 -0.012 -0.002 0.020 -0.010 -0.002 0.017 69.800 20.400 2.559 
-0.032 -0.024 -0.000 0.032 -0.020 -0.007 0.020 69.600 20.800 2.540 
-0.002 -0.017 -0.017 0.012 0.007 -0.015 0.012 69.400 21.200 2.520 
0.032 -0.027 -0.063 -0.000 0.046 -0.042 0.002 69.200 21.600 2.501 
0.073 -0.010 -0.093 -0.027 0.078 -0.046 -0.000 69.000 22.000 2.481 
0.061 -0.007 -0.068 -0.027 0.066 -0.037 -0.012 68.800 22.200 2.466 
0.051 0.042 -0.012 -0.044 0.032 0.017 -0.042 68.800 22.400 2.452 
0.100 0.188 0.085 -0.142 0.007 0.139 -0.071 68.600 22.600 2.437 
0.107 0.337 0.225 -0.220 -0.061 0.283 -0.156 68.400 22.800 2.422 
0.127 0.505 0.374 -0.313 -0.125 0.442 -0.266 68.200 22.800 2.403 
0.144 0.579 0.432 -0.359 -0.144 0.508 -0.349 68.000 22.800 2.383 
0.081 0.589 0.503 -0.332 -0.212 0.549 -0.376 67.800 22.800 2.364 
0.015 0.591 0.584 -0.305 -0.281 0.584 -0.408 67.600 22.600 2.344 
-0.022 0.679 0.698 -0.327 -0.361 0.691 -0.427 67.400 22.600 2.325 
-0.044 0.694 0.733 -0.322 -0.391 0.716 -0.422 67.200 22.400 2.305 
-0.034 0.642 0.679 -0.305 -0.354 0.659 -0.432 67.000 22.200 2.286 
-0.063 0.625 0.696 -0.283 -0.376 0.657 -0.418 66.800 21.800 2.266 
-0.093 0.630 0.720 -0.266 -0.408 0.676 -0.388 66.800 21.600 2.252 
-0.107 0.547 0.654 -0.220 -0.381 0.601 -0.339 66.600 21.200 2.237 
-0.120 0.342 0.459 -0.110 -0.291 0.403 -0.232 66.400 21.000 2.222 
-0.115 0.212 0.322 -0.046 -0.220 0.271 -0.168 66.200 20.800 2.208 
-0.110 0.112 0.217 0.002 -0.166 0.168 -0.120 66.000 20.400 2.193 
-0.093 0.059 0.142 0.022 -0.122 0.105 -0.088 66.000 20.400 2.178 
-0.081 0.027 0.100 0.032 -0.093 0.068 -0.063 65.800 20.200 2.164 
-0.068 -0.002 0.063 0.037 -0.066 0.032 -0.042 65.600 20.200 2.149 
-0.054 -0.017 0.037 0.037 -0.044 0.010 -0.020 65.400 20.600 2.134 
-0.066 -0.037 0.029 0.051 -0.046 -0.002 0.005 65.400 21.000 2.120 
-0.039 -0.029 0.007 0.037 -0.024 -0.010 0.032 65.200 21.800 2.105 
-0.032 -0.054 -0.020 0.042 -0.005 -0.037 0.054 65.000 22.800 2.090 
-0.039 -0.088 -0.059 0.068 0.005 -0.068 0.063 64.800 24.400 2.085 
-0.056 -0.127 -0.068 0.090 0.007 -0.098 0.071 64.800 26.200 2.081 
-0.056 -0.134 -0.081 0.098 0.012 -0.105 0.068 64.600 28.600 2.076 
-0.042 -0.132 -0.093 0.088 0.024 -0.110 0.073 64.400 31.600 2.071 
-0.044 -0.137 -0.098 0.093 0.024 -0.115 0.081 64.400 35.200 2.061 
-0.039 -0.144 -0.105 0.093 0.034 -0.125 0.083 64.400 39.200 2.051 
-0.037 -0.149 -0.115 0.095 0.039 -0.129 0.085 64.200 43.800 2.042 
-0.049 -0.168 -0.125 0.112 0.037 -0.144 0.088 64.200 48.800 2.032 
-0.049 -0.161 -0.112 0.105 0.032 -0.137 0.090 64.200 54.400 2.027 
-0.034 -0.161 -0.132 0.100 0.046 -0.144 0.103 64.200 60.200 2.022 
-0.027 -0.164 -0.134 0.095 0.056 -0.149 0.098 64.200 66.200 2.017 
-0.039 -0.176 -0.137 0.107 0.049 -0.156 0.095 64.400 72.400 2.012 
-0.037 -0.173 -0.137 0.105 0.051 -0.154 0.103 64.600 78.400 2.002 
-0.029 -0.178 -0.147 0.103 0.061 -0.164 0.110 65.000 84.600 1.993 
-0.037 -0.181 -0.147 0.110 0.054 -0.161 0.110 65.600 90.200 1.983 
-0.022 -0.178 -0.151 0.098 0.068 -0.166 0.112 66.200 95.800 1.973 
-0.044 -0.203 -0.156 0.122 0.059 -0.181 0.117 66.800 100.800 1.958 
-0.027 -0.190 -0.161 0.107 0.068 -0.176 0.129 67.800 105.200 1.944 
-0.022 -0.190 -0.168 0.107 0.073 -0.178 0.120 68.800 109.200 1.929 
-0.012 -0.198 -0.178 0.103 0.088 -0.190 0.120 70.000 112.400 1.915 
-0.022 -0.203 -0.178 0.112 0.081 -0.190 0.122 71.200 115.000 1.900 
-0.024 -0.215 -0.188 0.120 0.083 -0.203 0.127 72.600 117.000 1.885 
-0.024 -0.222 -0.190 0.120 0.088 -0.210 0.117 74.000 118.400 1.871 
-0.020 -0.227 -0.200 0.120 0.095 -0.217 0.125 75.600 119.200 1.856 
-0.005 -0.222 -0.215 0.112 0.107 -0.220 0.127 77.400 119.400 1.846 
-0.007 -0.230 -0.220 0.117 0.107 -0.225 0.129 79.000 119.400 1.836 
-0.002 -0.232 -0.227 0.117 0.115 -0.230 0.127 80.800 119.000 1.827 
-0.000 -0.230 -0.230 0.115 0.115 -0.230 0.132 82.600 118.600 1.817 
-0.002 -0.237 -0.232 0.120 0.117 -0.234 0.134 84.200 118.000 1.812 
0.017 -0.225 -0.242 0.105 0.129 -0.232 0.134 86.000 117.200 1.807 
0.029 -0.227 -0.252 0.098 0.144 -0.242 0.127 87.600 116.600 1.802 
0.020 -0.227 -0.249 0.105 0.134 -0.237 0.132 89.000 116.000 1.797 
0.017 -0.230 -0.249 0.107 0.132 -0.237 0.125 90.600 115.600 1.773 
-0.000 -0.244 -0.239 0.120 0.122 -0.244 0.125 91.800 115.400 1.748 
0.015 -0.220 -0.237 0.105 0.125 -0.227 0.125 93.200 115.400 1.724 
0.022 -0.217 -0.234 0.095 0.132 -0.227 0.117 94.200 115.400 1.700 
0.027 -0.205 -0.230 0.088 0.129 -0.217 0.110 95.200 115.600 1.680 
0.007 -0.217 -0.225 0.105 0.117 -0.220 0.103 96.200 115.800 1.661 
0.046 -0.176 -0.217 0.063 0.134 -0.198 0.098 97.000 116.200 1.641 
0.044 -0.161 -0.205 0.059 0.125 -0.183 0.098 97.800 116.400 1.621 
0.046 -0.147 -0.190 0.049 0.120 -0.168 0.088 98.400 116.800 1.597 
0.032 -0.134 -0.164 0.051 0.100 -0.149 0.081 99.000 117.200 1.573 
0.024 -0.115 -0.139 0.046 0.083 -0.127 0.063 99.600 117.400 1.548 
0.017 -0.093 -0.110 0.039 0.063 -0.100 0.051 100.200 117.600 1.524 
0.015 -0.061 -0.078 0.024 0.046 -0.068 0.046 100.800 117.600 1.514 
0.024 -0.042 -0.063 0.007 0.046 -0.054 0.032 101.200 117.400 1.504 
0.027 -0.017 -0.046 -0.002 0.037 -0.029 0.024 101.600 117.200 1.495 
0.024 -0.012 -0.034 -0.007 0.032 -0.024 0.012 102.000 116.800 1.485 
0.022 -0.007 -0.027 -0.007 0.027 -0.017 0.010 102.400 116.200 1.499 
0.015 -0.007 -0.017 -0.005 0.020 -0.015 0.012 102.600 115.600 1.514 
-0.005 -0.017 -0.010 0.010 0.005 -0.015 0.010 103.000 114.800 1.529 
-0.000 -0.012 -0.007 0.005 0.007 -0.012 0.007 103.200 114.000 1.543 
-0.000 -0.015 -0.010 0.005 0.007 -0.015 0.007 103.400 113.000 1.592 
-0.000 -0.005 -0.002 0.002 0.002 -0.005 0.005 103.600 112.000 1.641 
0.007 -0.000 -0.010 -0.002 0.007 -0.002 -0.000 103.800 111.000 1.690 
-0.022 -0.022 0.002 0.022 -0.010 -0.010 -0.007 104.000 109.800 1.739 
-0.024 -0.032 -0.005 0.027 -0.007 -0.020 -0.010 104.200 108.800 1.822 
-0.015 -0.029 -0.015 0.022 -0.000 -0.022 -0.005 104.200 107.600 1.905 
-0.017 -0.029 -0.015 0.024 -0.002 -0.020 -0.005 104.400 106.400 1.988 
-0.007 -0.020 -0.010 0.012 0.002 -0.015 -0.005 104.400 105.400 2.071 
-0.005 -0.012 -0.007 0.010 0.002 -0.010 -0.002 104.400 104.200 2.173 
-0.005 -0.024 -0.020 0.015 0.007 -0.022 -0.002 104.400 103.000 2.276 
-0.015 -0.022 -0.012 0.022 -0.002 -0.015 -0.000 104.200 101.800 2.379 
-0.015 -0.032 -0.020 0.024 0.002 -0.024 -0.012 104.200 100.600 2.481 
-0.024 -0.039 -0.017 0.034 -0.005 -0.027 -0.002 104.000 99.200 2.579 
-0.029 -0.042 -0.010 0.034 -0.007 -0.027 -0.002 103.600 97.800 2.676 
-0.017 -0.027 -0.010 0.022 -0.002 -0.017 -0.007 103.400 96.200 2.774 
-0.000 -0.015 -0.017 0.010 0.007 -0.015 -0.005 103.000 94.400 2.872 
-0.017 -0.032 -0.017 0.027 -0.000 -0.022 -0.002 102.600 92.200 2.950 
-0.024 -0.029 -0.007 0.029 -0.010 -0.017 0.002 102.000 90.000 3.028 
-0.015 -0.024 -0.010 0.020 -0.002 -0.017 -0.002 101.400 87.400 3.106 
-0.005 -0.020 -0.015 0.012 0.005 -0.017 -0.002 100.800 84.600 3.184 
-0.012 -0.032 -0.022 0.024 0.005 -0.024 -0.000 100.000 81.400 3.228 
-0.020 -0.039 -0.017 0.029 -0.000 -0.029 0.007 99.200 77.800 3.272 
-0.007 -0.027 -0.017 0.017 0.007 -0.022 0.002 98.400 74.200 3.316 
-0.007 -0.024 -0.015 0.015 0.005 -0.020 0.002 97.400 70.200 3.360 
-0.015 -0.034 -0.020 0.024 0.002 -0.027 0.002 96.600 66.000 3.375 
-0.005 -0.022 -0.017 0.015 0.007 -0.020 0.002 95.800 61.800 3.389 
-0.000 -0.022 -0.020 0.010 0.012 -0.022 0.007 95.200 57.400 3.404 
-0.002 -0.029 -0.027 0.017 0.012 -0.027 -0.002 94.400 52.800 3.419 
-0.007 -0.027 -0.020 0.017 0.007 -0.022 0.005 93.800 48.400 3.414 
0.007 -0.017 -0.024 0.005 0.017 -0.020 0.005 93.200 44.000 3.409 
-0.010 -0.034 -0.027 0.024 0.007 -0.029 0.002 92.800 39.600 3.404 
-0.012 -0.029 -0.022 0.024 0.002 -0.022 0.005 92.200 35.400 3.399 
0.010 -0.007 -0.020 -0.000 0.015 -0.012 0.010 92.000 31.600 3.389 
0.015 -0.012 -0.027 -0.000 0.022 -0.020 0.005 91.600 27.800 3.380 
-0.010 -0.024 -0.020 0.020 0.002 -0.020 0.002 91.400 24.400 3.370 
-0.012 -0.032 -0.015 0.020 0.005 -0.024 0.005 91.400 21.400 3.360 
-0.007 -0.022 -0.015 0.015 0.005 -0.017 0.010 91.400 18.600 3.350 
-0.015 -0.027 -0.015 0.022 -0.000 -0.020 0.007 91.400 16.200 3.341 
-0.000 -0.020 -0.024 0.012 0.010 -0.020 0.007 91.400 14.200 3.331 
-0.002 -0.024 -0.024 0.015 0.010 -0.022 0.010 91.400 12.400 3.321 
-0.012 -0.022 -0.012 0.020 -0.000 -0.015 0.012 91.400 11.000 3.316 
0.002 -0.017 -0.017 0.007 0.012 -0.017 0.012 91.200 9.800 3.311 
-0.007 -0.022 -0.015 0.015 0.005 -0.017 0.012 91.200 8.600 3.306 
-0.000 -0.017 -0.022 0.012 0.010 -0.017 0.010 91.000 7.800 3.302 
-0.015 -0.027 -0.015 0.022 -0.000 -0.020 0.007 91.000 7.200 3.292 
-0.017 -0.020 -0.010 0.022 -0.007 -0.010 0.012 90.800 6.800 3.282 
-0.000 -0.012 -0.017 0.010 0.007 -0.012 0.012 90.400 6.400 3.272 
-0.017 -0.027 -0.005 0.020 -0.002 -0.017 0.012 90.200 6.200 3.263 
-0.020 -0.027 -0.010 0.024 -0.005 -0.017 0.007 89.800 6.000 3.248 
-0.007 -0.017 -0.007 0.012 0.002 -0.012 0.010 89.400 6.000 3.233 
-0.015 -0.015 -0.000 0.015 -0.007 -0.007 0.015 88.800 6.000 3.219 
0.002 -0.000 -0.005 -0.000 0.002 -0.000 0.012 88.200 6.000 3.204 
-0.000 0.007 0.002 -0.000 -0.002 0.007 0.012 87.800 6.000 3.184 
0.005 0.012 0.005 -0.007 -0.000 0.010 0.017 87.200 6.000 3.165 
0.005 0.022 0.020 -0.015 -0.005 0.020 0.020 86.600 6.200 3.145 
0.007 0.020 0.015 -0.015 -0.002 0.017 0.029 86.200 6.200 3.126 
-0.005 0.015 0.022 -0.005 -0.012 0.017 0.032 85.600 6.400 3.101 
-0.015 0.007 0.020 0.005 -0.017 0.015 0.032 85.000 6.600 3.077 
0.002 0.022 0.022 -0.012 -0.007 0.022 0.020 84.600 6.800 3.053 
-0.012 0.012 0.024 -0.000 -0.017 0.020 0.010 84.000 7.000 3.028 
-0.010 0.005 0.017 0.002 -0.012 0.010 -0.002 83.600 7.200 3.009 
-0.010 0.005 0.020 -0.000 -0.012 0.010 -0.010 83.000 7.400 2.989 
