I II III aVL aVF V1 V2 LV AO Resp SPO2
-0.000 -0.254 -0.000 -0.054 -0.164 -1.035 0.142 -1.800 79.600 -0.110 3.995 
-0.000 -0.264 -0.000 0.005 -0.200 -0.950 0.127 -1.800 79.200 -0.105 4.024 
-0.000 -0.247 -0.000 0.054 -0.210 -0.928 0.103 -1.800 78.800 -0.100 4.054 
-0.000 -0.254 -0.000 0.117 -0.249 -0.774 0.085 -1.800 78.200 -0.095 4.083 
-0.000 -0.232 -0.000 0.134 -0.239 -0.657 0.068 -1.800 78.000 -0.095 4.093 
-0.000 -0.186 -0.000 0.100 -0.188 -0.496 0.056 -1.800 77.600 -0.093 4.103 
-0.000 -0.173 -0.000 0.071 -0.164 -0.366 0.061 -1.800 77.200 -0.093 4.112 
-0.000 -0.178 -0.000 0.056 -0.161 -0.247 0.068 -1.800 77.000 -0.088 4.122 
-0.000 -0.142 -0.000 0.024 -0.117 -0.161 0.061 -1.800 76.800 -0.085 4.117 
-0.000 -0.112 -0.000 0.010 -0.088 -0.090 0.051 -1.800 76.400 -0.081 4.112 
-0.000 -0.100 -0.000 0.002 -0.076 -0.066 0.046 -1.800 76.400 -0.078 4.107 
-0.000 -0.081 -0.000 0.024 -0.071 -0.042 0.029 -1.800 76.200 -0.073 4.103 
-0.000 -0.071 -0.000 0.024 -0.063 -0.022 0.024 -1.800 76.200 -0.071 4.078 
-0.000 -0.066 -0.000 0.029 -0.063 -0.015 0.022 -1.800 76.000 -0.068 4.054 
-0.000 -0.071 -0.000 0.029 -0.066 -0.010 0.024 -1.800 76.000 -0.066 4.029 
-0.000 -0.076 -0.000 0.029 -0.071 -0.005 0.027 -1.800 76.000 -0.061 4.005 
-0.000 -0.073 -0.000 0.032 -0.071 0.005 0.024 -1.800 76.000 -0.059 3.961 
-0.000 -0.066 -0.000 0.034 -0.066 0.010 0.020 -1.800 76.000 -0.056 3.917 
-0.000 -0.073 -0.000 0.024 -0.066 0.002 0.027 -1.800 76.000 -0.054 3.873 
-0.000 -0.076 -0.000 0.034 -0.073 0.005 0.024 -1.800 76.000 -0.051 3.829 
-0.000 -0.071 -0.000 0.034 -0.068 0.012 0.022 -1.800 76.000 -0.049 3.775 
-0.000 -0.066 -0.000 0.032 -0.063 0.015 0.020 -1.800 76.200 -0.046 3.722 
-0.000 -0.068 -0.000 0.032 -0.066 0.002 0.022 -1.800 76.200 -0.044 3.668 
-0.000 -0.073 -0.000 0.034 -0.071 0.002 0.022 -1.800 76.200 -0.042 3.614 
-0.000 -0.071 -0.000 0.029 -0.066 0.015 0.024 -1.800 76.200 -0.039 3.556 
-0.000 -0.063 -0.000 0.024 -0.059 0.012 0.022 -1.800 76.000 -0.034 3.497 
-0.000 -0.059 -0.000 0.029 -0.059 -0.000 0.017 -1.800 75.600 -0.032 3.438 
-0.000 -0.059 -0.000 0.024 -0.056 0.002 0.020 -1.800 75.400 -0.029 3.380 
-0.000 -0.051 -0.000 0.024 -0.049 0.007 0.015 -1.800 75.000 -0.027 3.316 
-0.000 -0.049 -0.000 0.029 -0.051 0.012 0.012 -1.800 74.600 -0.024 3.253 
-0.000 -0.049 -0.000 0.022 -0.046 -0.005 0.015 -1.800 74.600 -0.022 3.189 
-0.000 -0.056 -0.000 0.024 -0.054 -0.005 0.017 -1.800 74.400 -0.017 3.126 
-0.000 -0.044 -0.000 0.020 -0.042 -0.000 0.012 -1.800 74.600 -0.015 3.067 
-0.000 -0.034 -0.000 0.029 -0.039 0.005 0.005 -1.800 74.800 -0.010 3.009 
-0.000 -0.032 -0.000 0.020 -0.032 -0.005 0.007 -1.800 75.400 -0.007 2.950 
-0.000 -0.032 -0.000 0.024 -0.034 -0.012 0.005 -1.800 75.800 -0.002 2.891 
-0.000 -0.037 -0.000 0.015 -0.034 -0.005 0.012 -1.800 76.800 -0.002 2.847 
-0.000 -0.020 -0.000 0.017 -0.022 -0.002 0.002 -1.800 77.800 -0.000 2.803 
-0.000 -0.015 -0.000 0.007 -0.015 -0.010 0.002 -1.800 79.400 -0.000 2.759 
-0.000 -0.012 -0.000 0.005 -0.010 -0.010 0.002 -1.800 80.800 0.002 2.716 
-0.000 -0.005 -0.000 0.007 -0.007 -0.002 -0.002 -1.800 82.600 0.005 2.681 
-0.000 0.002 -0.000 0.010 -0.002 -0.000 -0.007 -1.800 84.400 0.007 2.647 
-0.000 0.005 -0.000 0.010 -0.000 -0.010 -0.007 -1.800 86.400 0.010 2.613 
-0.000 0.020 -0.000 0.010 0.010 -0.012 -0.015 -1.800 88.600 0.012 2.579 
-0.000 0.034 -0.000 0.010 0.022 -0.005 -0.022 -1.800 90.600 0.015 2.554 
-0.000 0.042 -0.000 0.012 0.027 -0.002 -0.027 -1.800 92.800 0.017 2.530 
-0.000 0.049 -0.000 0.007 0.034 -0.012 -0.029 -1.800 94.800 0.020 2.505 
-0.000 0.049 -0.000 0.015 0.029 -0.012 -0.032 -1.800 96.600 0.022 2.481 
-0.000 0.059 -0.000 0.015 0.037 -0.005 -0.037 -1.800 98.400 0.024 2.466 
-0.000 0.061 -0.000 0.007 0.044 -0.002 -0.034 -1.800 100.000 0.027 2.452 
-0.000 0.071 -0.000 0.015 0.046 -0.007 -0.042 -1.800 101.200 0.029 2.437 
-0.000 0.088 -0.000 0.017 0.059 -0.005 -0.051 -1.800 102.600 0.032 2.422 
-0.000 0.095 -0.000 0.012 0.066 0.002 -0.054 -1.800 103.200 0.032 2.413 
-0.000 0.107 -0.000 0.012 0.076 0.002 -0.061 -1.800 104.000 0.034 2.403 
-0.000 0.112 -0.000 0.007 0.081 0.002 -0.061 -1.800 104.400 0.034 2.393 
-0.000 0.125 -0.000 0.012 0.088 0.010 -0.068 -1.800 104.800 0.037 2.383 
-0.000 0.139 -0.000 0.010 0.100 0.017 -0.076 -1.800 104.800 0.037 2.379 
-0.000 0.147 -0.000 0.002 0.110 0.027 -0.076 -1.800 104.800 0.037 2.374 
-0.000 0.161 -0.000 0.005 0.120 0.022 -0.085 -1.800 104.600 0.039 2.369 
-0.000 0.173 -0.000 0.007 0.127 0.029 -0.090 -2.000 104.400 0.042 2.364 
-0.000 0.171 -0.000 -0.000 0.129 0.046 -0.088 -2.000 104.000 0.042 2.354 
-0.000 0.181 -0.000 -0.000 0.137 0.051 -0.093 -2.000 103.600 0.044 2.344 
-0.000 0.178 -0.000 -0.002 0.137 0.049 -0.090 -2.000 103.400 0.044 2.335 
-0.000 0.186 -0.000 -0.002 0.142 0.049 -0.095 -2.000 103.000 0.046 2.325 
-0.000 0.203 -0.000 -0.000 0.154 0.059 -0.103 -2.000 102.800 0.046 2.315 
-0.000 0.200 -0.000 -0.007 0.154 0.066 -0.100 -2.000 102.400 0.044 2.305 
-0.000 0.186 -0.000 -0.000 0.139 0.068 -0.095 -1.800 102.400 0.044 2.295 
-0.000 0.178 -0.000 0.002 0.134 0.066 -0.093 -1.800 102.200 0.042 2.286 
-0.000 0.171 -0.000 -0.015 0.137 0.068 -0.083 -1.800 102.000 0.042 2.276 
-0.000 0.183 -0.000 -0.010 0.144 0.071 -0.090 -1.800 102.000 0.044 2.266 
-0.000 0.154 -0.000 -0.012 0.122 0.066 -0.076 -1.800 102.000 0.044 2.256 
-0.000 0.142 -0.000 -0.010 0.112 0.066 -0.071 -1.800 102.200 0.046 2.247 
-0.000 0.134 -0.000 -0.020 0.112 0.063 -0.063 -1.800 102.200 0.046 2.237 
-0.000 0.115 -0.000 -0.022 0.098 0.063 -0.051 -1.800 102.400 0.044 2.227 
-0.000 0.095 -0.000 -0.024 0.085 0.051 -0.042 -1.800 102.600 0.044 2.217 
-0.000 0.071 -0.000 -0.020 0.063 0.046 -0.032 -2.000 102.800 0.042 2.208 
-0.000 0.051 -0.000 -0.017 0.049 0.051 -0.022 -2.000 102.600 0.039 2.188 
-0.000 0.027 -0.000 -0.017 0.029 0.042 -0.010 -1.800 102.600 0.039 2.168 
-0.000 0.002 -0.000 -0.015 0.010 0.034 0.002 -1.800 102.400 0.039 2.149 
-0.000 -0.017 -0.000 -0.020 -0.002 0.027 0.012 -1.800 102.200 0.037 2.129 
-0.000 -0.020 -0.000 -0.020 -0.005 0.034 0.015 -1.800 101.600 0.037 2.110 
-0.000 -0.034 -0.000 -0.029 -0.010 0.022 0.024 -1.800 101.000 0.037 2.090 
-0.000 -0.042 -0.000 -0.020 -0.020 0.020 0.024 -1.800 100.200 0.037 2.071 
-0.000 -0.046 -0.000 -0.022 -0.022 0.015 0.029 -1.600 99.400 0.037 2.051 
-0.000 -0.056 -0.000 -0.017 -0.032 0.015 0.032 -1.800 98.400 0.037 2.027 
-0.000 -0.061 -0.000 -0.017 -0.037 0.012 0.034 -1.800 97.200 0.037 2.002 
-0.000 -0.071 -0.000 -0.022 -0.042 0.005 0.042 -1.800 95.800 0.037 1.978 
-0.000 -0.073 -0.000 -0.015 -0.046 0.007 0.039 -2.000 94.400 0.037 1.954 
-0.000 -0.076 -0.000 -0.012 -0.049 0.012 0.039 -2.000 92.800 0.034 1.900 
-0.000 -0.073 -0.000 -0.017 -0.046 0.010 0.039 -2.000 91.000 0.032 1.846 
-0.000 -0.073 -0.000 -0.024 -0.042 0.005 0.042 -2.000 89.200 0.032 1.792 
-0.000 -0.083 -0.000 -0.015 -0.054 0.010 0.044 -2.000 87.400 0.027 1.739 
-0.000 -0.088 -0.000 -0.012 -0.059 0.012 0.046 -2.000 85.600 0.029 1.714 
-0.000 -0.093 -0.000 -0.012 -0.063 0.020 0.049 -1.800 83.800 0.029 1.690 
-0.000 -0.085 -0.000 -0.012 -0.056 0.010 0.044 -1.800 82.600 0.029 1.665 
-0.000 -0.095 -0.000 -0.015 -0.063 0.012 0.051 -1.800 81.400 0.032 1.641 
-0.000 -0.107 -0.000 -0.020 -0.071 0.007 0.059 -1.800 80.800 0.029 1.621 
-0.000 -0.078 -0.000 -0.002 -0.056 0.017 0.037 -1.800 80.400 0.027 1.602 
-0.000 -0.083 -0.000 -0.010 -0.056 0.010 0.042 -1.800 80.400 0.024 1.582 
-0.000 -0.090 -0.000 -0.012 -0.061 0.010 0.046 -1.800 80.600 0.022 1.563 
-0.000 -0.105 -0.000 -0.005 -0.076 0.020 0.051 -1.800 81.000 0.022 1.534 
-0.000 -0.100 -0.000 -0.002 -0.073 0.020 0.049 -2.000 81.400 0.020 1.504 
-0.000 -0.090 -0.000 -0.007 -0.063 0.017 0.046 -2.000 82.200 0.020 1.475 
-0.000 -0.085 -0.000 -0.007 -0.059 0.020 0.044 -2.000 82.800 0.017 1.446 
-0.000 -0.083 -0.000 -0.010 -0.056 0.032 0.042 -2.000 83.600 0.015 1.421 
-0.000 -0.085 -0.000 -0.017 -0.054 0.046 0.046 -1.800 84.400 0.015 1.397 
-0.000 -0.078 -0.000 -0.022 -0.046 0.059 0.044 -1.800 85.400 0.012 1.372 
-0.000 -0.071 -0.000 -0.029 -0.037 0.081 0.044 -1.800 86.200 0.010 1.348 
-0.000 -0.051 -0.000 -0.037 -0.020 0.115 0.037 -1.800 87.000 0.007 1.319 
-0.000 -0.051 -0.000 -0.051 -0.012 0.112 0.042 -1.800 87.800 0.007 1.289 
-0.000 -0.032 -0.000 -0.044 -0.000 0.090 0.029 -1.800 88.400 0.005 1.260 
-0.000 0.002 -0.000 -0.054 0.029 0.005 0.015 -1.800 89.000 0.002 1.231 
-0.000 0.032 -0.000 -0.054 0.051 -0.054 -0.000 -1.800 89.000 -0.000 1.211 
-0.000 0.029 -0.000 -0.063 0.054 -0.081 0.005 -1.800 89.200 -0.000 1.192 
-0.000 0.032 -0.000 -0.063 0.056 -0.103 0.002 -2.000 89.000 -0.000 1.172 
-0.000 0.054 -0.000 -0.066 0.073 -0.112 -0.007 -2.000 88.800 -0.002 1.153 
-0.000 0.063 -0.000 -0.068 0.083 -0.120 -0.012 -2.000 88.400 -0.005 1.148 
-0.000 0.085 -0.000 -0.068 0.100 -0.129 -0.022 -2.000 88.000 -0.007 1.143 
-0.000 0.100 -0.000 -0.061 0.107 -0.149 -0.032 -2.000 87.400 -0.010 1.138 
-0.000 0.120 -0.000 -0.061 0.122 -0.168 -0.042 -2.000 86.800 -0.015 1.133 
-0.000 0.120 -0.000 -0.054 0.117 -0.154 -0.044 -2.000 86.200 -0.015 1.158 
-0.000 0.100 -0.000 -0.051 0.103 -0.142 -0.034 -1.800 85.400 -0.015 1.182 
-0.000 0.095 -0.000 -0.049 0.098 -0.127 -0.034 -1.800 84.800 -0.015 1.206 
-0.000 0.071 -0.000 -0.029 0.068 -0.095 -0.027 -1.800 84.000 -0.015 1.231 
-0.000 0.044 -0.000 -0.024 0.046 -0.071 -0.017 -1.800 83.400 -0.015 1.289 
-0.000 0.012 -0.000 -0.015 0.017 -0.063 -0.002 -1.800 82.600 -0.015 1.348 
-0.000 -0.032 -0.000 -0.017 -0.015 -0.051 0.020 -1.800 82.200 -0.015 1.407 
-0.000 -0.068 -0.000 -0.015 -0.044 -0.024 0.037 -1.800 81.800 -0.017 1.465 
-0.000 -0.088 -0.000 -0.000 -0.066 -0.005 0.042 -1.800 81.400 -0.020 1.553 
-0.000 -0.103 -0.000 -0.000 -0.076 -0.012 0.049 -1.800 81.200 -0.022 1.641 
-0.000 -0.107 -0.000 0.007 -0.083 -0.007 0.049 -1.800 81.000 -0.024 1.729 
-0.000 -0.112 -0.000 0.007 -0.088 -0.010 0.051 -1.800 80.600 -0.029 1.817 
-0.000 -0.112 -0.000 0.007 -0.088 -0.005 0.051 -1.800 80.400 -0.029 1.929 
-0.000 -0.112 -0.000 0.007 -0.088 -0.000 0.051 -1.800 80.200 -0.029 2.042 
-0.000 -0.115 -0.000 0.010 -0.090 -0.012 0.051 -1.800 80.200 -0.029 2.154 
-0.000 -0.073 -0.000 -0.056 -0.027 -0.007 0.054 -1.800 80.000 -0.029 2.266 
-0.000 -0.107 -0.000 0.051 -0.105 -0.027 0.034 -1.800 80.000 -0.029 2.383 
-0.000 -0.230 -0.000 0.012 -0.178 0.054 0.107 -1.800 80.000 -0.029 2.501 
-0.000 -0.225 -0.000 -0.002 -0.166 0.056 0.110 -1.800 80.200 -0.029 2.618 
-0.000 -0.132 -0.000 -0.002 -0.098 0.005 0.063 -1.800 80.200 -0.029 2.735 
-0.000 -0.129 -0.000 -0.022 -0.085 0.010 0.071 -1.800 80.200 -0.029 2.852 
-0.000 -0.142 -0.000 -0.042 -0.085 -0.002 0.083 -1.800 80.200 -0.029 2.969 
-0.000 -0.164 -0.000 -0.051 -0.095 -0.015 0.098 -1.800 80.200 -0.029 3.087 
-0.000 -0.188 -0.000 -0.059 -0.110 0.007 0.112 -1.800 80.000 -0.029 3.204 
-0.000 -0.212 -0.000 -0.088 -0.115 0.032 0.134 -1.800 79.800 -0.029 3.302 
-0.000 -0.249 -0.000 -0.117 -0.127 0.027 0.161 -1.800 79.600 -0.029 3.399 
-0.000 -0.274 -0.000 -0.139 -0.134 -0.054 0.181 -1.800 79.600 -0.029 3.497 
-0.000 -0.305 -0.000 -0.164 -0.147 -0.127 0.205 -1.800 79.400 -0.032 3.595 
-0.000 -0.310 -0.000 -0.193 -0.134 -0.291 0.217 -1.800 79.400 -0.034 3.668 
-0.000 -0.281 -0.000 -0.222 -0.098 -0.435 0.212 -1.800 79.200 -0.034 3.741 
-0.000 -0.278 -0.000 -0.222 -0.098 -0.564 0.210 -1.800 79.000 -0.034 3.814 
-0.000 -0.303 -0.000 -0.186 -0.134 -0.828 0.210 -1.800 78.800 -0.037 3.888 
-0.000 -0.298 -0.000 -0.171 -0.137 -1.109 0.203 -1.800 78.600 -0.034 3.937 
-0.000 -0.310 -0.000 -0.107 -0.178 -1.194 0.188 -1.800 78.400 -0.034 3.985 
-0.000 -0.259 -0.000 -0.056 -0.166 -1.109 0.147 -1.800 78.000 -0.032 4.034 
-0.000 -0.274 -0.000 -0.020 -0.195 -0.984 0.142 -1.800 77.800 -0.029 4.083 
-0.000 -0.271 -0.000 0.032 -0.217 -0.957 0.122 -1.800 77.400 -0.029 4.112 
-0.000 -0.252 -0.000 0.076 -0.225 -0.835 0.098 -1.800 77.200 -0.032 4.142 
-0.000 -0.227 -0.000 0.129 -0.234 -0.703 0.068 -1.800 76.800 -0.034 4.171 
-0.000 -0.190 -0.000 0.100 -0.193 -0.559 0.059 -2.000 76.400 -0.037 4.200 
-0.000 -0.166 -0.000 0.066 -0.156 -0.400 0.059 -2.000 76.000 -0.034 4.210 
-0.000 -0.164 -0.000 0.056 -0.149 -0.266 0.061 -2.000 75.800 -0.034 4.220 
-0.000 -0.159 -0.000 0.037 -0.137 -0.168 0.066 -2.000 75.400 -0.032 4.230 
-0.000 -0.122 -0.000 0.005 -0.093 -0.103 0.056 -2.000 75.200 -0.029 4.239 
-0.000 -0.088 -0.000 -0.010 -0.061 -0.049 0.044 -2.000 75.000 -0.029 4.230 
-0.000 -0.073 -0.000 -0.005 -0.051 -0.020 0.037 -1.800 74.600 -0.029 4.220 
-0.000 -0.071 -0.000 0.005 -0.054 -0.002 0.032 -1.800 74.400 -0.029 4.210 
-0.000 -0.063 -0.000 0.017 -0.056 0.002 0.024 -1.800 74.200 -0.032 4.200 
-0.000 -0.063 -0.000 0.012 -0.054 0.015 0.024 -1.800 74.200 -0.032 4.176 
-0.000 -0.068 -0.000 0.020 -0.061 0.022 0.024 -1.800 74.000 -0.032 4.151 
-0.000 -0.078 -0.000 0.015 -0.066 0.022 0.032 -1.800 74.000 -0.032 4.127 
-0.000 -0.073 -0.000 0.007 -0.059 0.022 0.032 -2.000 74.000 -0.029 4.103 
-0.000 -0.054 -0.000 0.024 -0.051 0.039 0.017 -2.000 74.000 -0.029 4.063 
-0.000 -0.056 -0.000 0.020 -0.051 0.034 0.020 -2.000 74.000 -0.029 4.024 
-0.000 -0.063 -0.000 0.022 -0.059 0.037 0.022 -2.000 74.000 -0.029 3.985 
-0.000 -0.061 -0.000 0.017 -0.054 0.027 0.022 -1.800 74.000 -0.029 3.946 
-0.000 -0.059 -0.000 0.012 -0.049 0.037 0.022 -1.800 74.000 -0.027 3.893 
-0.000 -0.051 -0.000 0.017 -0.046 0.032 0.017 -1.800 73.800 -0.024 3.839 
-0.000 -0.051 -0.000 0.017 -0.046 0.032 0.017 -1.800 73.800 -0.022 3.785 
-0.000 -0.066 -0.000 0.020 -0.059 0.027 0.024 -1.800 73.800 -0.017 3.731 
-0.000 -0.051 -0.000 0.010 -0.042 0.034 0.020 -1.800 73.600 -0.017 3.668 
-0.000 -0.039 -0.000 0.012 -0.034 0.032 0.012 -1.800 73.600 -0.017 3.604 
-0.000 -0.042 -0.000 0.015 -0.037 0.029 0.015 -1.800 73.600 -0.017 3.541 
-0.000 -0.039 -0.000 0.015 -0.037 0.012 0.012 -1.800 73.400 -0.017 3.477 
-0.000 -0.034 -0.000 0.012 -0.032 0.024 0.010 -1.800 73.600 -0.017 3.365 
-0.000 -0.032 -0.000 0.010 -0.027 0.020 0.010 -1.800 73.800 -0.015 3.253 
-0.000 -0.022 -0.000 0.015 -0.022 0.020 0.005 -1.800 74.200 -0.012 3.140 
-0.000 -0.027 -0.000 0.010 -0.024 0.010 0.007 -1.800 74.600 -0.010 3.028 
-0.000 -0.010 -0.000 0.005 -0.010 0.020 -0.000 -1.800 75.600 -0.010 2.984 
-0.000 0.002 -0.000 0.010 -0.002 0.017 -0.007 -1.800 76.600 -0.007 2.940 
-0.000 -0.005 -0.000 0.012 -0.010 0.020 -0.005 -1.800 78.000 -0.007 2.896 
-0.000 0.002 -0.000 0.007 -0.000 0.012 -0.005 -1.800 79.400 -0.002 2.852 
-0.000 0.002 -0.000 0.002 0.002 0.015 -0.005 -1.800 81.200 -0.002 2.818 
-0.000 0.020 -0.000 0.005 0.012 0.017 -0.015 -1.800 83.000 -0.002 2.784 
-0.000 0.010 -0.000 0.012 0.002 0.017 -0.012 -1.800 85.000 -0.002 2.750 
-0.000 0.020 -0.000 0.005 0.012 0.007 -0.015 -1.800 86.800 -0.000 2.716 
-0.000 0.034 -0.000 0.005 0.024 0.015 -0.022 -1.800 89.000 -0.000 2.696 
-0.000 0.046 -0.000 0.002 0.034 0.012 -0.027 -1.800 91.200 -0.000 2.676 
-0.000 0.044 -0.000 0.007 0.029 0.010 -0.027 -1.800 93.200 -0.000 2.657 
-0.000 0.049 -0.000 -0.002 0.039 0.002 -0.027 -2.000 95.400 0.002 2.637 
-0.000 0.068 -0.000 0.005 0.049 0.007 -0.039 -2.000 97.200 0.002 2.628 
-0.000 0.078 -0.000 0.002 0.059 0.015 -0.042 -1.800 99.200 0.002 2.618 
-0.000 0.076 -0.000 0.002 0.056 0.007 -0.042 -1.800 100.600 0.002 2.608 
-0.000 0.071 -0.000 0.002 0.054 0.002 -0.039 -1.800 102.200 0.002 2.598 
-0.000 0.095 -0.000 -0.000 0.073 0.015 -0.049 -1.800 103.200 0.002 2.589 
-0.000 0.103 -0.000 -0.002 0.078 0.015 -0.054 -1.800 104.200 0.002 2.579 
-0.000 0.120 -0.000 0.020 0.081 0.022 -0.068 -1.800 104.800 0.002 2.569 
-0.000 0.127 -0.000 0.002 0.095 0.020 -0.066 -1.800 105.400 0.002 2.559 
-0.000 0.144 -0.000 0.005 0.107 0.022 -0.076 -1.800 105.600 0.002 2.554 
-0.000 0.156 -0.000 -0.002 0.120 0.032 -0.081 -1.800 106.000 0.002 2.549 
-0.000 0.159 -0.000 -0.000 0.120 0.039 -0.081 -1.800 106.000 -0.000 2.545 
-0.000 0.166 -0.000 -0.000 0.125 0.042 -0.085 -1.800 106.000 -0.000 2.540 
-0.000 0.176 -0.000 -0.000 0.132 0.051 -0.090 -1.800 105.800 -0.000 2.535 
-0.000 0.195 -0.000 -0.007 0.151 0.056 -0.098 -2.000 105.600 -0.000 2.530 
-0.000 0.203 -0.000 -0.005 0.156 0.066 -0.103 -2.000 105.200 -0.000 2.525 
-0.000 0.200 -0.000 -0.005 0.154 0.066 -0.100 -2.000 105.000 -0.000 2.520 
-0.000 0.203 -0.000 -0.005 0.156 0.076 -0.103 -2.000 104.800 -0.002 2.515 
-0.000 0.225 -0.000 -0.005 0.171 0.083 -0.112 -1.800 104.600 -0.005 2.510 
-0.000 0.215 -0.000 -0.010 0.166 0.083 -0.107 -1.800 104.400 -0.007 2.505 
-0.000 0.230 -0.000 -0.024 0.186 0.076 -0.110 -1.800 104.400 -0.010 2.501 
-0.000 0.230 -0.000 -0.027 0.186 0.085 -0.107 -1.800 104.400 -0.010 2.491 
-0.000 0.227 -0.000 -0.027 0.186 0.093 -0.107 -1.800 104.600 -0.010 2.481 
-0.000 0.208 -0.000 -0.024 0.168 0.093 -0.098 -1.800 104.800 -0.010 2.471 
-0.000 0.200 -0.000 -0.020 0.161 0.095 -0.095 -1.800 105.000 -0.010 2.462 
-0.000 0.188 -0.000 -0.022 0.154 0.100 -0.088 -1.800 105.200 -0.010 2.447 
-0.000 0.171 -0.000 -0.027 0.142 0.105 -0.078 -1.800 105.600 -0.010 2.432 
-0.000 0.161 -0.000 -0.032 0.137 0.090 -0.073 -1.800 105.800 -0.010 2.418 
-0.000 0.142 -0.000 -0.037 0.125 0.090 -0.061 -1.800 106.200 -0.010 2.403 
-0.000 0.127 -0.000 -0.037 0.115 0.088 -0.054 -1.800 106.400 -0.012 2.388 
-0.000 0.115 -0.000 -0.039 0.107 0.083 -0.046 -1.800 106.600 -0.015 2.374 
-0.000 0.085 -0.000 -0.042 0.085 0.068 -0.032 -1.800 106.600 -0.015 2.359 
-0.000 0.063 -0.000 -0.042 0.068 0.061 -0.020 -1.800 106.600 -0.017 2.344 
-0.000 0.054 -0.000 -0.042 0.061 0.059 -0.015 -1.800 106.200 -0.017 2.325 
-0.000 0.037 -0.000 -0.039 0.049 0.054 -0.007 -1.800 106.000 -0.017 2.305 
-0.000 0.020 -0.000 -0.037 0.034 0.042 -0.000 -1.800 105.400 -0.017 2.286 
-0.000 0.002 -0.000 -0.034 0.020 0.037 0.007 -1.800 104.800 -0.015 2.266 
-0.000 -0.005 -0.000 -0.024 0.010 0.042 0.007 -1.800 104.000 -0.015 2.247 
-0.000 -0.015 -0.000 -0.032 0.005 0.039 0.015 -1.800 103.200 -0.017 2.227 
-0.000 -0.034 -0.000 -0.024 -0.012 0.037 0.022 -1.800 102.000 -0.020 2.208 
-0.000 -0.029 -0.000 -0.022 -0.010 0.029 0.020 -1.800 100.800 -0.022 2.188 
-0.000 -0.044 -0.000 -0.032 -0.017 0.027 0.029 -1.800 99.200 -0.022 2.164 
-0.000 -0.051 -0.000 -0.027 -0.024 0.024 0.032 -1.800 97.800 -0.022 2.139 
-0.000 -0.049 -0.000 -0.024 -0.024 0.032 0.029 -1.800 96.000 -0.022 2.115 
-0.000 -0.059 -0.000 -0.029 -0.029 0.022 0.037 -1.800 94.200 -0.022 2.090 
-0.000 -0.049 -0.000 -0.024 -0.024 0.024 0.029 -1.800 92.200 -0.022 2.066 
-0.000 -0.051 -0.000 -0.027 -0.024 0.024 0.032 -1.800 90.200 -0.022 2.042 
-0.000 -0.066 -0.000 -0.027 -0.034 0.020 0.039 -1.800 88.200 -0.022 2.017 
-0.000 -0.051 -0.000 -0.015 -0.029 0.027 0.029 -1.800 86.000 -0.022 1.993 
-0.000 -0.049 -0.000 -0.029 -0.022 0.024 0.032 -1.800 84.400 -0.022 1.968 
-0.000 -0.061 -0.000 -0.027 -0.032 0.027 0.037 -1.800 82.800 -0.022 1.944 
-0.000 -0.061 -0.000 -0.022 -0.034 0.029 0.037 -1.800 82.000 -0.022 1.919 
-0.000 -0.063 -0.000 -0.017 -0.039 0.029 0.034 -1.800 81.200 -0.022 1.895 
-0.000 -0.063 -0.000 -0.027 -0.034 0.037 0.039 -1.800 81.200 -0.022 1.871 
-0.000 -0.056 -0.000 -0.029 -0.027 0.034 0.037 -1.800 81.000 -0.022 1.846 
-0.000 -0.066 -0.000 -0.024 -0.037 0.037 0.039 -1.800 81.400 -0.022 1.822 
-0.000 -0.071 -0.000 -0.024 -0.039 0.034 0.042 -1.800 81.800 -0.022 1.797 
-0.000 -0.063 -0.000 -0.034 -0.029 0.037 0.042 -1.800 82.600 -0.022 1.778 
-0.000 -0.056 -0.000 -0.032 -0.024 0.042 0.037 -1.800 83.400 -0.022 1.758 
-0.000 -0.063 -0.000 -0.024 -0.034 0.046 0.037 -1.800 84.200 -0.020 1.739 
-0.000 -0.063 -0.000 -0.024 -0.034 0.056 0.037 -1.800 85.200 -0.017 1.719 
-0.000 -0.049 -0.000 -0.044 -0.015 0.081 0.037 -1.800 86.200 -0.017 1.695 
-0.000 -0.039 -0.000 -0.044 -0.007 0.098 0.032 -1.800 87.400 -0.017 1.670 
-0.000 -0.027 -0.000 -0.049 0.005 0.132 0.027 -1.800 88.400 -0.017 1.646 
-0.000 -0.012 -0.000 -0.051 0.017 0.144 0.022 -1.800 89.400 -0.017 1.621 
-0.000 0.005 -0.000 -0.056 0.032 0.129 0.015 -1.800 90.200 -0.017 1.597 
-0.000 0.020 -0.000 -0.068 0.049 0.059 0.010 -1.800 90.800 -0.015 1.573 
-0.000 0.027 -0.000 -0.081 0.061 -0.029 0.012 -1.800 91.200 -0.012 1.548 
-0.000 0.039 -0.000 -0.076 0.068 -0.063 0.002 -1.800 91.400 -0.010 1.524 
-0.000 0.051 -0.000 -0.083 0.081 -0.078 -0.000 -1.800 91.400 -0.010 1.499 
-0.000 0.076 -0.000 -0.085 0.100 -0.090 -0.012 -1.800 91.400 -0.012 1.475 
-0.000 0.073 -0.000 -0.085 0.098 -0.095 -0.010 -1.800 91.000 -0.012 1.451 
-0.000 0.078 -0.000 -0.073 0.095 -0.115 -0.017 -1.800 90.600 -0.015 1.426 
