I II III aVR aVL aVF V1 AO SPO2
-0.022 -0.024 -0.000 0.022 -0.010 -0.012 0.027 -7.200 1.172 
-0.029 -0.015 0.017 0.022 -0.022 -0.000 0.032 -7.000 1.162 
-0.029 -0.007 0.027 0.017 -0.024 0.007 0.037 -6.800 1.153 
-0.029 -0.010 0.020 0.020 -0.024 0.005 0.029 -7.000 1.143 
-0.024 -0.020 0.007 0.022 -0.015 -0.007 0.032 -7.200 1.133 
-0.007 -0.017 -0.010 0.012 0.002 -0.012 0.017 -7.800 1.123 
-0.015 -0.002 0.017 0.007 -0.012 0.005 0.017 -8.400 1.114 
-0.017 0.015 0.034 -0.000 -0.024 0.024 0.024 -8.800 1.104 
-0.012 0.007 0.020 0.002 -0.015 0.015 0.034 -9.200 1.094 
-0.012 0.012 0.024 -0.000 -0.017 0.020 0.037 -9.000 1.084 
-0.020 0.017 0.044 -0.002 -0.027 0.027 0.044 -8.800 1.074 
-0.022 0.020 0.046 -0.000 -0.032 0.032 0.037 -8.200 1.065 
-0.022 0.027 0.049 -0.002 -0.034 0.039 0.054 -7.400 1.055 
-0.039 0.042 0.083 -0.002 -0.059 0.061 0.078 -7.000 1.045 
-0.027 0.029 0.063 -0.005 -0.042 0.044 0.073 -6.600 1.035 
-0.015 0.024 0.044 -0.007 -0.027 0.032 0.059 -6.800 1.026 
-0.012 0.022 0.037 -0.005 -0.022 0.029 0.061 -7.000 1.016 
-0.017 0.032 0.054 -0.010 -0.032 0.042 0.056 -7.600 1.001 
-0.022 0.046 0.076 -0.015 -0.044 0.059 0.061 -8.000 0.987 
-0.029 0.044 0.073 -0.007 -0.051 0.059 0.059 -8.400 0.972 
-0.020 0.044 0.066 -0.012 -0.042 0.054 0.063 -8.800 0.957 
-0.022 0.059 0.085 -0.020 -0.051 0.071 0.063 -8.600 0.947 
-0.024 0.066 0.095 -0.022 -0.056 0.078 0.071 -8.600 0.938 
-0.015 0.051 0.068 -0.020 -0.039 0.059 0.054 -8.200 0.928 
-0.000 0.051 0.059 -0.029 -0.024 0.051 0.039 -7.800 0.918 
0.002 0.066 0.068 -0.037 -0.029 0.066 0.037 -7.600 0.908 
0.005 0.083 0.083 -0.046 -0.037 0.081 0.034 -7.400 0.899 
0.005 0.081 0.083 -0.046 -0.034 0.078 0.029 -7.600 0.889 
0.022 0.083 0.066 -0.054 -0.020 0.073 0.022 -7.600 0.879 
0.007 0.090 0.088 -0.051 -0.037 0.088 0.029 -7.800 0.874 
0.002 0.088 0.088 -0.046 -0.042 0.088 0.029 -8.000 0.869 
0.005 0.068 0.063 -0.037 -0.029 0.066 0.017 -8.200 0.864 
0.007 0.054 0.049 -0.032 -0.020 0.051 0.005 -8.200 0.860 
-0.005 0.051 0.059 -0.024 -0.029 0.054 0.010 -8.200 0.855 
-0.012 0.051 0.068 -0.022 -0.037 0.059 0.010 -8.000 0.850 
-0.007 0.044 0.059 -0.022 -0.029 0.049 -0.000 -8.000 0.845 
-0.022 0.027 0.056 -0.005 -0.034 0.039 -0.002 -7.800 0.840 
-0.007 0.027 0.042 -0.012 -0.020 0.032 -0.007 -7.800 0.825 
-0.002 0.017 0.024 -0.010 -0.010 0.020 -0.005 -7.600 0.811 
-0.010 0.010 0.022 -0.000 -0.015 0.015 -0.015 -7.600 0.796 
-0.020 -0.002 0.017 0.012 -0.017 0.007 -0.007 -7.800 0.781 
-0.015 -0.002 0.015 0.007 -0.012 0.005 -0.012 -7.800 0.762 
-0.017 -0.007 0.012 0.012 -0.012 0.002 -0.007 -8.000 0.742 
-0.029 -0.027 0.002 0.029 -0.015 -0.012 -0.000 -8.200 0.723 
-0.024 -0.034 -0.005 0.027 -0.007 -0.022 -0.007 -8.200 0.703 
-0.037 -0.022 0.020 0.027 -0.024 -0.002 -0.005 -8.200 0.689 
-0.027 -0.015 0.024 0.015 -0.020 -0.000 -0.002 -8.000 0.674 
-0.017 -0.017 0.005 0.015 -0.007 -0.007 -0.002 -7.800 0.659 
-0.017 -0.034 -0.007 0.022 -0.000 -0.024 -0.000 -7.600 0.645 
-0.022 -0.037 -0.010 0.027 -0.002 -0.024 -0.000 -7.600 0.645 
-0.022 -0.037 -0.005 0.024 -0.002 -0.024 -0.000 -7.600 0.645 
-0.020 -0.029 -0.000 0.020 -0.005 -0.020 0.002 -7.600 0.645 
-0.029 -0.024 0.010 0.024 -0.017 -0.010 -0.002 -7.800 0.645 
-0.029 -0.022 0.017 0.022 -0.017 -0.007 0.002 -8.000 0.689 
-0.024 -0.024 0.007 0.022 -0.012 -0.012 -0.000 -8.200 0.733 
-0.032 -0.032 0.007 0.029 -0.015 -0.015 0.002 -8.200 0.777 
-0.037 -0.032 0.012 0.032 -0.020 -0.012 0.005 -8.200 0.821 
-0.039 -0.027 0.020 0.029 -0.024 -0.007 0.007 -8.000 0.918 
-0.034 -0.032 0.015 0.027 -0.017 -0.015 0.002 -8.000 1.016 
-0.027 -0.039 -0.000 0.027 -0.007 -0.024 -0.000 -7.800 1.114 
-0.039 -0.037 0.007 0.037 -0.020 -0.017 -0.002 -7.800 1.211 
-0.024 -0.032 0.005 0.022 -0.007 -0.020 -0.000 -8.000 1.363 
-0.024 -0.037 -0.002 0.027 -0.005 -0.024 -0.005 -8.000 1.514 
-0.012 -0.039 -0.022 0.024 0.007 -0.032 -0.007 -8.000 1.665 
-0.015 -0.034 -0.017 0.024 0.002 -0.027 -0.005 -8.200 1.817 
-0.017 -0.034 -0.012 0.024 -0.000 -0.024 -0.007 -8.200 1.993 
-0.015 -0.044 -0.022 0.027 0.007 -0.037 -0.000 -8.000 2.168 
-0.020 -0.039 -0.015 0.027 -0.000 -0.029 -0.000 -8.000 2.344 
-0.015 -0.034 -0.015 0.022 0.002 -0.027 -0.007 -7.800 2.520 
-0.010 -0.034 -0.017 0.020 0.007 -0.029 -0.012 -7.600 2.701 
-0.010 -0.029 -0.005 0.012 0.005 -0.024 -0.015 -7.600 2.882 
-0.017 -0.039 -0.010 0.022 0.002 -0.029 -0.010 -7.600 3.062 
-0.012 -0.027 -0.002 0.015 0.002 -0.020 -0.015 -7.600 3.243 
-0.012 -0.017 0.002 0.012 -0.002 -0.010 -0.022 -7.800 3.394 
-0.010 -0.024 -0.000 0.010 0.002 -0.020 -0.015 -7.800 3.546 
-0.012 -0.029 -0.005 0.015 0.002 -0.022 -0.010 -8.000 3.697 
-0.017 -0.024 -0.005 0.020 -0.005 -0.015 -0.002 -8.200 3.849 
-0.007 -0.000 0.017 -0.000 -0.007 0.005 -0.020 -8.200 3.946 
-0.010 0.012 0.029 -0.005 -0.015 0.017 -0.015 -8.200 4.044 
-0.000 0.020 0.029 -0.015 -0.010 0.020 -0.007 -8.000 4.142 
0.005 0.044 0.049 -0.029 -0.017 0.042 0.002 -8.000 4.239 
0.005 0.059 0.068 -0.039 -0.024 0.056 0.007 -8.000 4.293 
0.020 0.054 0.046 -0.042 -0.007 0.044 0.020 -7.800 4.347 
0.027 0.059 0.044 -0.049 -0.002 0.046 0.017 -8.000 4.400 
0.022 0.073 0.063 -0.054 -0.015 0.063 0.020 -8.000 4.454 
0.042 0.107 0.078 -0.081 -0.012 0.088 0.015 -8.000 4.459 
0.056 0.132 0.083 -0.098 -0.010 0.105 0.010 -8.000 4.464 
0.044 0.122 0.085 -0.085 -0.017 0.100 0.002 -8.000 4.469 
0.029 0.100 0.078 -0.068 -0.020 0.085 -0.005 -7.800 4.474 
0.024 0.071 0.056 -0.051 -0.010 0.059 -0.020 -7.800 4.454 
0.017 0.024 0.017 -0.024 0.005 0.017 -0.022 -7.600 4.435 
0.012 0.015 0.005 -0.015 0.005 0.010 -0.032 -7.600 4.415 
0.022 0.024 0.010 -0.027 0.010 0.015 -0.039 -7.800 4.396 
0.034 0.017 -0.015 -0.027 0.027 -0.000 -0.044 -7.600 4.357 
0.029 -0.010 -0.034 -0.012 0.034 -0.024 -0.056 -7.400 4.317 
0.017 -0.034 -0.049 0.007 0.034 -0.042 -0.059 -6.200 4.278 
0.015 -0.046 -0.049 0.010 0.039 -0.054 -0.056 -5.200 4.239 
0.017 -0.042 -0.046 0.007 0.039 -0.049 -0.046 -4.000 4.195 
0.005 -0.032 -0.029 0.010 0.022 -0.034 -0.032 -3.000 4.151 
0.010 -0.037 -0.037 0.010 0.029 -0.042 -0.027 -4.000 4.107 
0.005 -0.037 -0.032 0.012 0.024 -0.039 -0.017 -5.200 4.063 
-0.000 -0.042 -0.039 0.020 0.022 -0.042 -0.012 -8.000 4.010 
-0.002 -0.034 -0.022 0.015 0.015 -0.032 -0.020 -11.000 3.956 
-0.015 -0.034 -0.005 0.017 0.002 -0.027 -0.015 -12.000 3.902 
-0.012 -0.017 -0.000 0.012 -0.002 -0.010 -0.020 -13.000 3.849 
-0.005 -0.020 -0.012 0.012 0.005 -0.017 -0.012 -11.000 3.780 
-0.022 -0.027 -0.002 0.024 -0.007 -0.015 -0.010 -9.000 3.712 
-0.027 -0.037 -0.005 0.029 -0.007 -0.022 -0.002 -7.400 3.643 
-0.007 -0.034 -0.015 0.015 0.010 -0.029 -0.005 -6.000 3.575 
-0.005 -0.032 -0.022 0.017 0.012 -0.029 -0.005 -7.000 3.497 
-0.007 -0.034 -0.024 0.020 0.010 -0.029 -0.007 -8.000 3.419 
-0.005 -0.042 -0.029 0.020 0.017 -0.039 -0.015 -9.600 3.341 
-0.007 -0.027 -0.017 0.017 0.007 -0.022 -0.005 -11.000 3.263 
-0.002 -0.027 -0.017 0.012 0.012 -0.024 -0.002 -11.200 3.175 
-0.010 -0.032 -0.015 0.017 0.007 -0.027 -0.010 -11.400 3.087 
-0.007 -0.027 -0.017 0.017 0.007 -0.022 -0.007 -10.200 2.999 
-0.002 -0.017 -0.012 0.010 0.007 -0.015 -0.012 -9.000 2.911 
-0.005 -0.017 -0.010 0.010 0.005 -0.015 -0.015 -7.400 2.838 
-0.007 -0.024 -0.015 0.015 0.005 -0.020 -0.007 -5.800 2.764 
-0.002 -0.027 -0.017 0.012 0.012 -0.024 -0.007 -5.200 2.691 
-0.012 -0.024 -0.010 0.017 -0.000 -0.017 -0.007 -4.800 2.618 
-0.015 -0.032 -0.015 0.022 0.002 -0.024 -0.002 -6.200 2.554 
-0.017 -0.042 -0.020 0.027 0.005 -0.032 0.024 -7.400 2.491 
-0.032 -0.061 -0.027 0.046 -0.000 -0.044 0.071 -9.000 2.427 
-0.037 -0.054 -0.010 0.042 -0.010 -0.034 0.076 -10.600 2.364 
-0.022 -0.032 -0.005 0.024 -0.005 -0.020 0.051 -10.600 2.315 
-0.007 -0.012 0.002 0.007 -0.000 -0.007 0.032 -10.600 2.266 
0.034 0.061 0.029 -0.049 0.005 0.044 0.020 -8.800 2.217 
0.154 0.215 0.063 -0.186 0.046 0.139 0.015 -7.200 2.168 
0.339 0.400 0.063 -0.371 0.139 0.232 -0.007 -5.400 2.173 
0.576 0.611 0.044 -0.598 0.271 0.322 -0.120 -3.600 2.178 
0.769 0.801 0.037 -0.786 0.369 0.418 -0.322 -3.800 2.183 
0.845 0.879 0.039 -0.864 0.405 0.457 -0.486 -4.000 2.188 
0.518 0.901 0.396 -0.716 0.068 0.642 -0.427 -6.200 2.208 
0.029 0.955 0.935 -0.496 -0.447 0.940 -0.366 -8.400 2.227 
-0.274 0.835 1.116 -0.283 -0.691 0.972 -0.359 -9.200 2.247 
-0.432 0.676 1.114 -0.125 -0.769 0.894 -0.298 -10.200 2.266 
-0.440 0.342 0.781 0.049 -0.611 0.562 -0.300 -7.400 2.281 
-0.369 0.154 0.527 0.105 -0.444 0.339 -0.278 -4.600 2.295 
-0.254 0.144 0.398 0.056 -0.325 0.271 -0.242 -2.000 2.310 
-0.176 0.100 0.281 0.037 -0.225 0.188 -0.181 0.400 2.325 
-0.144 0.015 0.161 0.063 -0.151 0.088 -0.100 -3.000 2.344 
-0.105 -0.054 0.066 0.073 -0.078 -0.000 -0.061 -6.400 2.364 
-0.066 -0.039 0.034 0.049 -0.046 -0.005 -0.049 -13.200 2.383 
-0.027 -0.015 0.017 0.020 -0.020 -0.000 -0.037 -20.000 2.403 
-0.017 -0.022 0.002 0.017 -0.005 -0.012 -0.010 -21.400 2.413 
-0.012 -0.039 -0.012 0.020 0.007 -0.032 0.010 -22.800 2.422 
-0.010 -0.032 -0.007 0.015 0.007 -0.027 0.017 -16.600 2.432 
-0.005 -0.017 -0.005 0.007 0.005 -0.015 0.012 -10.400 2.442 
-0.007 -0.020 -0.005 0.010 0.002 -0.015 0.017 -3.200 2.442 
0.002 -0.027 -0.015 0.005 0.017 -0.027 0.015 3.800 2.442 
-0.000 -0.024 -0.010 0.005 0.012 -0.024 0.017 4.200 2.442 
0.002 -0.020 -0.015 0.005 0.012 -0.020 0.015 4.600 2.442 
0.012 -0.027 -0.029 0.002 0.027 -0.032 0.020 -1.800 2.437 
0.015 -0.027 -0.029 -0.000 0.029 -0.034 0.024 -8.400 2.432 
-0.000 -0.022 -0.020 0.010 0.012 -0.022 0.022 -13.800 2.427 
0.010 -0.010 -0.010 -0.005 0.015 -0.015 0.020 -19.200 2.422 
-0.000 -0.022 -0.012 0.007 0.012 -0.022 0.037 -17.600 2.408 
0.002 -0.022 -0.012 0.005 0.015 -0.022 0.037 -16.200 2.393 
0.010 -0.002 -0.010 -0.005 0.012 -0.007 0.029 -10.600 2.379 
0.012 -0.012 -0.015 -0.005 0.020 -0.017 0.029 -4.800 2.364 
0.012 -0.015 -0.024 -0.000 0.020 -0.020 0.034 -1.800 2.344 
0.017 -0.017 -0.027 -0.002 0.027 -0.024 0.037 1.200 2.325 
0.015 -0.005 -0.010 -0.010 0.017 -0.012 0.037 -0.600 2.305 
0.015 0.012 -0.005 -0.012 0.010 0.005 0.034 -2.800 2.286 
0.010 -0.012 -0.022 0.002 0.017 -0.017 0.042 -6.800 2.266 
0.005 -0.017 -0.017 0.005 0.015 -0.020 0.049 -10.800 2.247 
0.010 -0.010 -0.015 -0.002 0.015 -0.015 0.056 -12.400 2.227 
0.012 -0.002 -0.007 -0.007 0.015 -0.007 0.056 -14.200 2.208 
0.010 -0.015 -0.017 -0.000 0.017 -0.020 0.054 -12.600 2.183 
0.017 0.005 -0.002 -0.015 0.015 -0.002 0.049 -11.200 2.159 
0.010 0.020 0.015 -0.017 -0.000 0.015 0.049 -8.800 2.134 
0.010 0.027 0.020 -0.020 -0.002 0.022 0.049 -6.400 2.110 
0.012 0.015 0.012 -0.017 0.005 0.010 0.059 -5.400 2.085 
0.012 0.012 0.010 -0.017 0.007 0.007 0.066 -4.400 2.061 
0.007 0.012 0.012 -0.012 0.002 0.010 0.066 -5.400 2.037 
0.012 0.022 0.015 -0.020 0.002 0.017 0.073 -6.400 2.012 
0.005 0.015 0.017 -0.012 -0.002 0.012 0.078 -7.800 1.988 
0.007 0.012 0.012 -0.012 0.002 0.010 0.078 -9.400 1.963 
0.010 0.032 0.029 -0.024 -0.005 0.027 0.073 -9.600 1.939 
0.012 0.061 0.054 -0.039 -0.017 0.056 0.068 -9.800 1.915 
0.012 0.051 0.046 -0.034 -0.012 0.046 0.073 -8.800 1.895 
0.022 0.054 0.037 -0.039 -0.005 0.044 0.078 -7.800 1.875 
0.027 0.061 0.039 -0.046 -0.002 0.049 0.078 -7.200 1.856 
0.024 0.061 0.039 -0.044 -0.005 0.049 0.078 -6.600 1.836 
0.017 0.054 0.042 -0.037 -0.010 0.046 0.090 -7.200 1.812 
0.015 0.071 0.066 -0.046 -0.020 0.063 0.093 -8.000 1.788 
0.017 0.083 0.068 -0.051 -0.024 0.076 0.093 -8.600 1.763 
0.037 0.076 0.044 -0.059 -0.000 0.059 0.088 -9.200 1.739 
0.032 0.073 0.046 -0.054 -0.005 0.059 0.085 -8.600 1.714 
0.017 0.078 0.063 -0.049 -0.022 0.071 0.083 -8.000 1.690 
0.027 0.085 0.063 -0.059 -0.015 0.073 0.078 -7.400 1.665 
0.034 0.095 0.059 -0.063 -0.012 0.078 0.066 -6.600 1.641 
0.044 0.098 0.059 -0.073 -0.005 0.076 0.071 -6.800 1.617 
0.046 0.105 0.063 -0.078 -0.005 0.083 0.059 -7.200 1.592 
0.044 0.117 0.078 -0.083 -0.015 0.095 0.054 -7.400 1.568 
0.042 0.117 0.078 -0.081 -0.017 0.098 0.039 -7.800 1.543 
0.039 0.100 0.066 -0.071 -0.010 0.081 0.042 -7.800 1.524 
0.044 0.093 0.051 -0.068 -0.002 0.071 0.037 -7.800 1.504 
0.049 0.103 0.051 -0.073 -0.002 0.078 0.032 -7.800 1.485 
0.042 0.095 0.051 -0.066 -0.005 0.076 0.024 -7.800 1.465 
0.034 0.081 0.042 -0.054 -0.005 0.063 0.022 -7.800 1.455 
0.054 0.081 0.029 -0.068 0.015 0.054 0.010 -7.800 1.446 
0.059 0.073 0.020 -0.068 0.022 0.044 0.012 -8.200 1.436 
0.044 0.054 0.005 -0.046 0.017 0.032 0.017 -8.600 1.426 
0.049 0.046 -0.000 -0.049 0.027 0.022 0.007 -9.200 1.411 
0.020 0.049 0.029 -0.034 -0.005 0.039 0.005 -10.000 1.397 
0.017 0.054 0.042 -0.037 -0.010 0.046 0.002 -10.000 1.382 
0.034 0.044 0.010 -0.039 0.012 0.027 -0.010 -10.200 1.368 
0.029 0.027 -0.007 -0.024 0.017 0.012 -0.007 -8.800 1.348 
0.027 0.037 0.010 -0.032 0.010 0.024 -0.000 -7.400 1.328 
0.015 0.029 0.015 -0.022 -0.000 0.022 -0.000 -6.000 1.309 
0.022 0.022 -0.002 -0.020 0.012 0.012 -0.012 -4.600 1.289 
0.029 0.005 -0.027 -0.015 0.027 -0.010 -0.007 -4.800 1.270 
0.024 0.007 -0.015 -0.017 0.022 -0.005 -0.000 -5.200 1.250 
0.022 0.007 -0.012 -0.015 0.020 -0.002 -0.002 -6.400 1.231 
0.015 -0.005 -0.017 -0.005 0.017 -0.012 0.002 -7.600 1.211 
0.005 -0.005 -0.012 0.002 0.007 -0.007 -0.000 -8.400 1.187 
0.005 0.007 -0.000 -0.005 0.002 0.005 -0.005 -9.400 1.162 
0.010 0.010 -0.000 -0.010 0.005 0.005 -0.017 -9.400 1.138 
0.007 -0.000 -0.005 -0.005 0.007 -0.002 -0.007 -9.400 1.114 
0.010 0.002 -0.005 -0.007 0.010 -0.002 -0.007 -8.600 1.104 
-0.010 0.012 0.022 -0.000 -0.015 0.017 -0.002 -8.000 1.094 
0.005 0.022 0.020 -0.015 -0.005 0.020 -0.012 -7.400 1.084 
0.020 0.022 0.002 -0.020 0.010 0.012 -0.007 -7.000 1.074 
0.010 0.015 0.007 -0.012 0.002 0.010 -0.005 -7.200 1.114 
0.007 0.027 0.017 -0.015 -0.005 0.024 -0.000 -7.400 1.153 
0.002 0.015 0.010 -0.007 -0.005 0.015 0.007 -7.800 1.192 
-0.002 -0.002 -0.000 0.002 -0.000 -0.000 0.007 -8.200 1.231 
0.007 -0.005 -0.012 -0.000 0.010 -0.007 -0.005 -8.400 1.314 
0.007 0.010 0.002 -0.007 0.002 0.007 -0.000 -8.400 1.397 
-0.005 0.012 0.015 -0.002 -0.010 0.015 -0.000 -8.200 1.480 
-0.000 -0.000 0.002 -0.000 -0.000 -0.000 0.005 -8.000 1.563 
0.010 0.010 -0.002 -0.007 0.005 0.005 0.005 -7.800 1.675 
0.010 -0.002 -0.012 -0.002 0.012 -0.007 0.010 -7.400 1.788 
0.015 0.007 -0.002 -0.012 0.012 -0.000 -0.000 -7.400 1.900 
0.010 0.015 0.010 -0.015 0.002 0.010 -0.005 -7.400 2.012 
0.012 0.017 0.005 -0.015 0.005 0.012 -0.000 -7.400 2.139 
0.015 0.017 0.005 -0.017 0.007 0.010 -0.000 -7.600 2.266 
0.020 0.015 -0.000 -0.020 0.012 0.005 0.005 -7.600 2.393 
0.017 0.010 -0.012 -0.010 0.012 0.002 0.005 -7.800 2.520 
0.017 0.017 -0.005 -0.015 0.010 0.010 0.005 -7.800 2.647 
0.015 0.012 -0.005 -0.012 0.010 0.005 0.005 -7.800 2.774 
0.027 0.029 0.002 -0.027 0.012 0.017 -0.000 -7.800 2.901 
0.024 0.024 -0.000 -0.024 0.012 0.012 -0.000 -7.800 3.028 
0.020 0.049 0.024 -0.032 -0.005 0.039 0.005 -7.800 3.126 
0.020 0.061 0.044 -0.042 -0.010 0.051 -0.002 -7.800 3.223 
0.039 0.071 0.034 -0.056 0.005 0.051 0.005 -7.800 3.321 
0.037 0.090 0.056 -0.063 -0.007 0.073 0.005 -8.000 3.419 
0.037 0.103 0.068 -0.071 -0.015 0.085 0.024 -8.200 3.487 
0.042 0.122 0.083 -0.083 -0.020 0.103 0.039 -8.400 3.556 
0.037 0.117 0.083 -0.078 -0.022 0.100 0.042 -8.400 3.624 
0.049 0.112 0.063 -0.081 -0.007 0.088 0.029 -8.400 3.692 
0.059 0.134 0.076 -0.095 -0.007 0.105 0.029 -8.200 3.726 
0.061 0.164 0.095 -0.107 -0.020 0.134 0.027 -7.800 3.761 
0.061 0.168 0.105 -0.112 -0.022 0.139 0.034 -7.600 3.795 
0.066 0.164 0.095 -0.112 -0.015 0.132 -0.005 -7.400 3.829 
0.056 0.125 0.063 -0.088 -0.005 0.098 -0.017 -7.600 3.839 
0.051 0.105 0.049 -0.076 -0.000 0.081 -0.020 -7.800 3.849 
0.044 0.063 0.024 -0.056 0.012 0.042 -0.022 -8.000 3.858 
0.049 0.046 -0.005 -0.046 0.027 0.022 -0.029 -8.200 3.868 
0.051 0.056 0.005 -0.054 0.024 0.032 -0.037 -8.200 3.863 
0.059 0.044 -0.017 -0.049 0.037 0.015 -0.044 -8.400 3.858 
0.066 0.020 -0.049 -0.042 0.056 -0.012 -0.054 -7.800 3.853 
0.061 0.002 -0.059 -0.032 0.061 -0.027 -0.051 -7.400 3.849 
0.046 0.007 -0.044 -0.024 0.044 -0.015 -0.049 -7.000 3.834 
0.039 0.002 -0.042 -0.017 0.039 -0.017 -0.032 -6.800 3.819 
0.029 -0.007 -0.037 -0.010 0.034 -0.022 -0.027 -7.400 3.805 
0.034 -0.007 -0.046 -0.010 0.039 -0.024 -0.024 -8.000 3.790 
0.029 0.007 -0.032 -0.012 0.027 -0.007 -0.010 -8.600 3.770 
0.034 0.012 -0.027 -0.020 0.029 -0.005 -0.010 -9.000 3.751 
0.034 0.005 -0.029 -0.020 0.032 -0.012 -0.015 -8.600 3.731 
0.015 0.007 -0.017 -0.005 0.012 -0.000 -0.010 -8.200 3.712 
0.020 0.010 -0.017 -0.010 0.015 -0.000 -0.005 -7.800 3.683 
0.022 0.005 -0.015 -0.015 0.020 -0.005 -0.002 -7.400 3.653 
0.017 -0.002 -0.024 -0.005 0.020 -0.010 -0.002 -7.400 3.624 
0.005 0.010 -0.000 -0.005 -0.000 0.007 -0.022 -7.400 3.595 
0.012 0.017 0.005 -0.015 0.005 0.012 -0.005 -7.400 3.556 
0.005 0.007 0.002 -0.005 0.002 0.005 -0.010 -7.600 3.516 
0.015 -0.005 -0.020 -0.005 0.017 -0.012 -0.012 -7.800 3.477 
0.027 -0.022 -0.051 -0.000 0.039 -0.034 -0.005 -8.000 3.438 
0.027 -0.017 -0.054 -0.000 0.037 -0.029 -0.005 -8.000 3.389 
0.022 -0.017 -0.044 -0.000 0.032 -0.027 -0.010 -8.200 3.341 
0.015 -0.015 -0.037 0.005 0.022 -0.022 -0.010 -8.200 3.292 
0.007 -0.012 -0.027 0.007 0.015 -0.015 -0.005 -8.200 3.243 
0.010 0.005 -0.010 -0.005 0.007 -0.000 -0.007 -8.200 3.189 
0.010 -0.000 -0.015 -0.002 0.010 -0.005 -0.000 -8.000 3.136 
0.017 -0.010 -0.037 0.002 0.022 -0.017 -0.005 -8.000 3.082 
0.010 -0.000 -0.017 -0.000 0.010 -0.005 -0.005 -7.800 3.028 
0.005 0.002 -0.007 -0.000 0.005 -0.000 -0.002 -7.800 2.969 
-0.012 -0.015 -0.007 0.017 -0.005 -0.007 0.024 -7.800 2.911 
-0.005 -0.042 -0.039 0.024 0.017 -0.039 0.051 -7.800 2.852 
-0.022 -0.037 -0.017 0.032 -0.002 -0.024 0.066 -8.000 2.794 
-0.015 -0.012 -0.002 0.017 -0.007 -0.005 0.056 -8.000 2.740 
0.007 0.022 0.007 -0.010 -0.002 0.020 0.034 -8.000 2.686 
0.054 0.078 0.020 -0.063 0.015 0.051 0.034 -8.000 2.632 
0.168 0.210 0.042 -0.188 0.063 0.127 0.020 -8.000 2.579 
0.349 0.410 0.059 -0.379 0.144 0.237 -0.000 -8.000 2.535 
0.603 0.637 0.027 -0.615 0.286 0.337 -0.112 -7.800 2.491 
0.803 0.808 -0.000 -0.803 0.400 0.408 -0.330 -7.800 2.447 
0.879 0.874 -0.012 -0.872 0.442 0.435 -0.486 -7.600 2.403 
0.527 0.901 0.371 -0.713 0.078 0.637 -0.413 -7.800 2.374 
0.017 0.991 0.974 -0.503 -0.479 0.984 -0.374 -7.800 2.344 
-0.293 0.852 1.136 -0.274 -0.718 0.999 -0.361 -7.800 2.315 
-0.418 0.676 1.087 -0.125 -0.755 0.886 -0.308 -7.800 2.286 
-0.420 0.349 0.759 0.042 -0.593 0.559 -0.300 -7.600 2.271 
-0.349 0.176 0.520 0.090 -0.437 0.352 -0.278 -7.200 2.256 
-0.239 0.142 0.371 0.054 -0.310 0.261 -0.237 -7.000 2.242 
-0.161 0.105 0.261 0.032 -0.212 0.186 -0.171 -6.800 2.227 
-0.132 0.032 0.156 0.054 -0.147 0.098 -0.100 -7.200 2.222 
-0.103 -0.029 0.073 0.066 -0.088 0.022 -0.068 -7.600 2.217 
-0.068 -0.007 0.054 0.042 -0.063 0.027 -0.054 -8.000 2.212 
-0.027 0.015 0.029 0.012 -0.034 0.029 -0.039 -8.600 2.208 
-0.002 0.012 0.005 -0.000 -0.007 0.015 -0.017 -8.400 2.217 
0.005 -0.005 -0.017 0.005 0.007 -0.007 -0.000 -8.200 2.227 
-0.007 -0.015 -0.017 0.017 -0.000 -0.010 0.012 -7.600 2.237 
-0.000 -0.000 -0.007 0.005 -0.000 -0.000 0.012 -7.200 2.247 
0.012 0.005 -0.017 -0.002 0.010 -0.000 0.012 -6.800 2.261 
0.015 -0.005 -0.027 -0.000 0.017 -0.012 0.022 -6.600 2.276 
0.015 -0.012 -0.032 0.002 0.022 -0.020 0.022 -6.800 2.291 
0.020 -0.000 -0.029 -0.005 0.020 -0.010 0.022 -7.200 2.305 
0.010 0.002 -0.017 -0.000 0.010 -0.002 0.022 -8.000 2.310 
0.015 -0.022 -0.037 0.005 0.027 -0.029 0.022 -9.000 2.315 
0.020 -0.012 -0.039 -0.000 0.027 -0.022 0.010 -9.600 2.320 
0.015 0.007 -0.015 -0.007 0.012 -0.000 0.012 -10.000 2.325 
-0.005 0.015 0.015 -0.002 -0.012 0.017 0.027 -9.200 2.320 
-0.002 -0.002 -0.007 0.007 -0.000 -0.000 0.032 -8.400 2.315 
0.012 -0.017 -0.037 0.007 0.022 -0.022 0.020 -7.600 2.310 
0.012 -0.002 -0.024 -0.000 0.015 -0.007 0.027 -6.600 2.305 
0.012 0.005 -0.015 -0.005 0.010 -0.000 0.032 -6.600 2.291 
0.020 -0.002 -0.027 -0.005 0.022 -0.012 0.034 -6.800 2.276 
0.002 -0.005 -0.022 0.010 0.005 -0.005 0.032 -7.400 2.261 
-0.002 0.010 -0.005 0.005 -0.007 0.012 0.037 -8.000 2.247 
0.002 0.010 -0.000 -0.002 -0.002 0.010 0.039 -8.400 2.232 
0.002 0.002 -0.007 0.002 0.002 0.002 0.039 -9.000 2.217 
-0.002 0.012 0.012 -0.002 -0.007 0.015 0.042 -8.800 2.203 
0.015 0.037 0.012 -0.020 -0.002 0.029 0.034 -8.600 2.188 
