I II III aVR aVL aVF V1 AO SPO2
0.012 -0.032 -0.024 -0.000 0.029 -0.037 -0.042 -8.000 0.947 
0.012 -0.037 -0.022 -0.000 0.032 -0.042 -0.032 -8.000 0.918 
0.005 -0.049 -0.037 0.015 0.029 -0.051 -0.027 -8.000 0.884 
0.002 -0.054 -0.042 0.020 0.029 -0.054 -0.020 -8.000 0.850 
-0.002 -0.056 -0.034 0.020 0.027 -0.054 -0.020 -8.000 0.816 
0.005 -0.046 -0.034 0.012 0.029 -0.049 -0.029 -8.000 0.781 
0.015 -0.049 -0.044 0.007 0.039 -0.056 -0.029 -8.000 0.752 
0.015 -0.051 -0.051 0.012 0.042 -0.059 -0.029 -8.000 0.723 
0.012 -0.059 -0.049 0.012 0.042 -0.063 -0.022 -8.000 0.694 
0.007 -0.059 -0.049 0.017 0.037 -0.061 -0.020 -7.800 0.664 
0.005 -0.063 -0.049 0.020 0.037 -0.066 -0.017 -8.000 0.659 
-0.000 -0.059 -0.042 0.022 0.029 -0.059 -0.017 -8.000 0.654 
-0.005 -0.056 -0.032 0.022 0.024 -0.054 -0.017 -8.000 0.650 
-0.000 -0.046 -0.024 0.012 0.024 -0.046 -0.015 -8.000 0.645 
-0.005 -0.054 -0.032 0.022 0.022 -0.051 -0.012 -8.000 0.679 
-0.007 -0.061 -0.034 0.024 0.024 -0.056 -0.012 -8.000 0.713 
-0.010 -0.063 -0.032 0.027 0.022 -0.059 -0.010 -8.000 0.747 
-0.005 -0.066 -0.042 0.027 0.029 -0.063 -0.010 -8.000 0.781 
-0.002 -0.066 -0.049 0.027 0.032 -0.063 -0.015 -7.800 0.864 
-0.010 -0.063 -0.046 0.034 0.022 -0.059 -0.010 -7.800 0.947 
-0.007 -0.059 -0.034 0.024 0.022 -0.054 -0.007 -7.800 1.031 
-0.010 -0.059 -0.029 0.024 0.020 -0.054 -0.007 -7.800 1.114 
-0.007 -0.056 -0.029 0.022 0.022 -0.051 -0.002 -7.800 1.250 
-0.000 -0.046 -0.024 0.012 0.024 -0.046 -0.007 -8.000 1.387 
-0.000 -0.034 -0.020 0.010 0.017 -0.034 -0.005 -8.000 1.524 
0.005 -0.027 -0.017 0.005 0.020 -0.029 -0.007 -8.000 1.661 
0.015 -0.020 -0.022 -0.002 0.024 -0.027 -0.012 -8.000 1.822 
0.010 -0.017 -0.012 -0.002 0.020 -0.022 0.002 -8.000 1.983 
0.020 0.015 0.007 -0.022 0.012 0.005 0.010 -8.000 2.144 
0.020 0.034 0.027 -0.032 0.002 0.024 0.020 -7.800 2.305 
0.022 0.039 0.037 -0.039 0.002 0.029 0.032 -7.800 2.476 
0.022 0.056 0.049 -0.046 -0.005 0.046 0.032 -7.800 2.647 
0.034 0.059 0.042 -0.054 0.005 0.042 0.017 -7.800 2.818 
0.044 0.071 0.044 -0.066 0.010 0.049 0.017 -7.800 2.989 
0.046 0.085 0.059 -0.076 0.005 0.063 0.015 -7.800 3.136 
0.044 0.083 0.054 -0.071 0.002 0.061 0.020 -8.000 3.282 
0.039 0.073 0.051 -0.063 0.002 0.054 0.002 -8.000 3.429 
0.034 0.034 0.022 -0.044 0.017 0.017 -0.012 -8.000 3.575 
0.015 -0.000 -0.005 -0.012 0.015 -0.007 -0.027 -8.000 3.683 
0.015 -0.002 -0.005 -0.012 0.017 -0.010 -0.037 -8.000 3.790 
0.022 0.002 -0.010 -0.017 0.022 -0.007 -0.039 -8.000 3.897 
0.037 -0.017 -0.039 -0.017 0.046 -0.034 -0.049 -8.000 4.005 
0.037 -0.046 -0.068 -0.002 0.061 -0.063 -0.059 -8.000 4.063 
0.027 -0.063 -0.081 0.015 0.059 -0.076 -0.071 -8.000 4.122 
0.024 -0.066 -0.076 0.015 0.059 -0.078 -0.073 -8.000 4.181 
0.024 -0.078 -0.081 0.017 0.063 -0.090 -0.063 -7.800 4.239 
0.010 -0.083 -0.081 0.032 0.051 -0.088 -0.051 -7.800 4.259 
-0.002 -0.076 -0.056 0.032 0.037 -0.073 -0.039 -7.800 4.278 
-0.005 -0.076 -0.059 0.034 0.034 -0.073 -0.027 -7.800 4.298 
0.007 -0.071 -0.068 0.027 0.044 -0.073 -0.029 -7.800 4.317 
0.010 -0.068 -0.068 0.024 0.044 -0.073 -0.034 -7.800 4.317 
0.007 -0.068 -0.059 0.022 0.042 -0.071 -0.032 -8.000 4.317 
-0.002 -0.066 -0.049 0.027 0.032 -0.063 -0.029 -8.000 4.317 
-0.005 -0.076 -0.056 0.034 0.034 -0.073 -0.027 -8.000 4.317 
-0.010 -0.078 -0.056 0.039 0.029 -0.073 -0.034 -8.000 4.303 
-0.024 -0.081 -0.046 0.049 0.017 -0.068 -0.024 -8.000 4.288 
-0.017 -0.076 -0.049 0.042 0.022 -0.066 -0.029 -8.000 4.274 
0.002 -0.090 -0.073 0.034 0.049 -0.090 -0.024 -8.000 4.259 
-0.000 -0.090 -0.078 0.039 0.046 -0.090 -0.027 -8.000 4.244 
-0.002 -0.083 -0.068 0.037 0.039 -0.081 -0.027 -7.800 4.230 
0.005 -0.066 -0.056 0.024 0.039 -0.068 -0.034 -8.000 4.215 
-0.005 -0.063 -0.049 0.029 0.027 -0.061 -0.032 -8.000 4.200 
-0.002 -0.068 -0.051 0.029 0.032 -0.066 -0.034 -8.000 4.181 
-0.000 -0.051 -0.039 0.020 0.027 -0.051 -0.034 -8.000 4.161 
0.007 -0.046 -0.042 0.015 0.032 -0.049 -0.039 -8.000 4.142 
0.005 -0.046 -0.046 0.020 0.029 -0.049 -0.034 -7.800 4.122 
0.005 -0.056 -0.049 0.020 0.034 -0.059 -0.032 -7.800 4.098 
-0.005 -0.046 -0.032 0.022 0.020 -0.044 -0.032 -7.800 4.073 
-0.005 -0.046 -0.032 0.022 0.020 -0.044 -0.024 -7.800 4.049 
-0.002 -0.049 -0.037 0.022 0.022 -0.046 -0.027 -7.800 4.024 
-0.015 -0.066 -0.039 0.034 0.020 -0.059 -0.017 -8.000 3.941 
-0.022 -0.081 -0.049 0.046 0.020 -0.068 0.027 -8.000 3.858 
-0.034 -0.103 -0.054 0.061 0.017 -0.085 0.054 -8.000 3.775 
-0.034 -0.088 -0.037 0.054 0.010 -0.071 0.049 -8.000 3.692 
-0.020 -0.066 -0.032 0.037 0.015 -0.056 0.029 -8.000 3.624 
0.015 0.007 0.007 -0.017 0.012 -0.000 0.002 -8.000 3.556 
0.103 0.127 0.039 -0.122 0.039 0.076 0.005 -8.000 3.487 
0.256 0.286 0.044 -0.278 0.115 0.159 -0.010 -8.000 3.419 
0.474 0.498 0.042 -0.493 0.225 0.261 -0.063 -8.000 3.341 
0.696 0.703 0.022 -0.706 0.344 0.357 -0.254 -8.000 3.263 
0.816 0.796 -0.010 -0.811 0.418 0.388 -0.432 -8.000 3.184 
0.713 0.818 0.122 -0.774 0.305 0.462 -0.491 -8.000 3.106 
0.181 0.867 0.708 -0.535 -0.252 0.777 -0.381 -8.000 3.028 
-0.210 0.864 1.094 -0.337 -0.642 0.969 -0.408 -7.800 2.950 
-0.415 0.703 1.123 -0.147 -0.767 0.911 -0.344 -7.800 2.872 
-0.452 0.403 0.862 0.022 -0.652 0.630 -0.349 -7.800 2.794 
-0.418 0.144 0.576 0.129 -0.488 0.354 -0.315 -7.800 2.730 
-0.298 0.107 0.425 0.085 -0.352 0.256 -0.295 -7.800 2.667 
-0.195 0.081 0.291 0.051 -0.234 0.178 -0.220 -7.800 2.603 
-0.159 -0.015 0.161 0.078 -0.151 0.066 -0.142 -7.800 2.540 
-0.127 -0.090 0.054 0.100 -0.081 -0.027 -0.098 -7.800 2.491 
-0.081 -0.090 0.007 0.078 -0.034 -0.049 -0.081 -8.000 2.442 
-0.039 -0.066 -0.015 0.046 -0.005 -0.046 -0.056 -8.000 2.393 
-0.015 -0.063 -0.032 0.032 0.017 -0.056 -0.042 -8.000 2.344 
-0.015 -0.068 -0.037 0.034 0.020 -0.061 -0.029 -7.800 2.315 
-0.010 -0.061 -0.037 0.029 0.022 -0.056 -0.012 -7.800 2.286 
-0.015 -0.061 -0.034 0.032 0.017 -0.054 -0.012 -7.800 2.256 
-0.012 -0.076 -0.049 0.037 0.027 -0.068 -0.007 -7.600 2.227 
-0.017 -0.076 -0.046 0.042 0.022 -0.066 -0.000 -7.800 2.222 
-0.010 -0.068 -0.039 0.029 0.024 -0.063 -0.002 -7.800 2.217 
-0.017 -0.073 -0.044 0.039 0.020 -0.063 -0.002 -7.800 2.212 
-0.015 -0.078 -0.049 0.039 0.024 -0.071 0.002 -8.000 2.208 
-0.007 -0.068 -0.049 0.032 0.027 -0.063 -0.005 -8.000 2.217 
-0.000 -0.068 -0.046 0.024 0.034 -0.068 -0.000 -8.000 2.227 
0.002 -0.066 -0.051 0.024 0.037 -0.066 0.005 -8.000 2.237 
-0.002 -0.078 -0.061 0.034 0.037 -0.076 0.010 -8.000 2.247 
-0.005 -0.078 -0.054 0.032 0.034 -0.076 0.010 -7.800 2.256 
-0.000 -0.073 -0.051 0.027 0.037 -0.073 0.012 -7.800 2.266 
0.010 -0.076 -0.068 0.024 0.049 -0.081 0.005 -7.800 2.276 
0.005 -0.076 -0.066 0.029 0.044 -0.078 0.015 -7.800 2.286 
0.007 -0.068 -0.056 0.022 0.042 -0.071 0.017 -7.800 2.291 
0.007 -0.061 -0.049 0.017 0.039 -0.063 0.024 -8.000 2.295 
0.005 -0.066 -0.051 0.022 0.039 -0.068 0.017 -8.000 2.300 
0.005 -0.068 -0.054 0.022 0.039 -0.071 0.020 -8.000 2.305 
0.007 -0.049 -0.037 0.012 0.032 -0.051 0.022 -8.000 2.300 
-0.000 -0.037 -0.024 0.012 0.020 -0.037 0.020 -8.000 2.295 
0.005 -0.039 -0.029 0.010 0.024 -0.042 0.024 -8.000 2.291 
-0.005 -0.054 -0.039 0.024 0.022 -0.051 0.024 -7.800 2.286 
-0.010 -0.054 -0.032 0.027 0.017 -0.049 0.034 -7.800 2.271 
0.002 -0.046 -0.034 0.015 0.027 -0.046 0.029 -7.800 2.256 
0.007 -0.042 -0.037 0.012 0.029 -0.044 0.037 -8.000 2.242 
0.017 -0.042 -0.046 0.007 0.039 -0.049 0.037 -8.000 2.227 
0.012 -0.029 -0.029 0.002 0.027 -0.034 0.034 -8.000 2.203 
0.007 -0.032 -0.020 0.002 0.024 -0.034 0.034 -8.200 2.178 
0.007 -0.020 -0.017 0.002 0.017 -0.022 0.044 -8.200 2.154 
0.005 -0.020 -0.007 -0.000 0.015 -0.022 0.044 -8.000 2.129 
0.010 -0.005 -0.000 -0.010 0.012 -0.010 0.046 -8.000 2.100 
0.017 -0.002 -0.002 -0.015 0.020 -0.010 0.039 -8.000 2.071 
0.015 -0.002 -0.005 -0.012 0.017 -0.010 0.039 -7.800 2.042 
0.015 -0.007 -0.007 -0.010 0.020 -0.015 0.046 -7.800 2.012 
0.017 0.005 -0.002 -0.015 0.015 -0.002 0.044 -7.800 1.983 
0.020 0.007 0.002 -0.020 0.017 -0.002 0.046 -8.000 1.954 
0.020 -0.000 -0.010 -0.015 0.020 -0.010 0.044 -8.000 1.924 
0.017 0.005 -0.000 -0.017 0.015 -0.002 0.051 -8.000 1.895 
0.027 0.037 0.022 -0.037 0.010 0.024 0.046 -8.000 1.861 
0.024 0.051 0.044 -0.046 -0.000 0.039 0.044 -8.000 1.827 
0.029 0.049 0.034 -0.046 0.005 0.034 0.034 -8.000 1.792 
0.029 0.046 0.024 -0.042 0.007 0.032 0.034 -7.800 1.758 
0.034 0.044 0.027 -0.046 0.012 0.027 0.032 -7.800 1.724 
0.051 0.051 0.012 -0.056 0.027 0.027 0.029 -7.800 1.690 
0.054 0.049 0.005 -0.056 0.029 0.022 0.029 -7.800 1.656 
0.061 0.046 -0.000 -0.061 0.039 0.017 0.020 -7.800 1.621 
0.063 0.066 0.015 -0.071 0.032 0.034 0.012 -7.800 1.582 
0.056 0.068 0.022 -0.066 0.022 0.042 0.020 -8.000 1.543 
0.066 0.066 0.012 -0.071 0.034 0.034 0.002 -8.000 1.504 
0.068 0.073 0.020 -0.078 0.032 0.039 -0.000 -8.000 1.465 
0.063 0.081 0.029 -0.078 0.024 0.049 -0.005 -8.000 1.436 
0.056 0.068 0.029 -0.071 0.022 0.042 -0.007 -8.000 1.407 
0.061 0.056 0.007 -0.063 0.034 0.027 -0.007 -8.000 1.377 
0.066 0.049 -0.002 -0.063 0.042 0.017 -0.010 -7.800 1.348 
0.051 0.046 0.005 -0.054 0.029 0.022 -0.005 -8.000 1.319 
0.051 0.024 -0.010 -0.046 0.039 -0.000 -0.010 -8.000 1.289 
0.044 0.017 -0.020 -0.034 0.037 -0.005 -0.010 -8.000 1.260 
0.037 0.010 -0.015 -0.029 0.032 -0.007 -0.015 -8.000 1.231 
0.024 0.005 -0.012 -0.017 0.022 -0.007 -0.012 -8.000 1.211 
0.024 -0.015 -0.032 -0.007 0.032 -0.027 -0.017 -8.000 1.192 
0.027 -0.020 -0.037 -0.007 0.037 -0.032 -0.010 -8.000 1.172 
0.015 -0.024 -0.027 -0.000 0.027 -0.032 -0.017 -8.000 1.153 
0.015 -0.020 -0.017 -0.005 0.024 -0.027 -0.024 -8.000 1.133 
0.017 -0.032 -0.034 -0.000 0.034 -0.039 -0.029 -8.000 1.114 
-0.000 -0.051 -0.042 0.022 0.027 -0.051 -0.027 -8.000 1.094 
-0.000 -0.063 -0.049 0.024 0.032 -0.063 -0.024 -8.000 1.074 
0.002 -0.049 -0.042 0.020 0.027 -0.049 -0.027 -8.000 1.045 
0.002 -0.037 -0.024 0.010 0.022 -0.037 -0.024 -8.000 1.016 
-0.010 -0.037 -0.010 0.015 0.010 -0.032 -0.022 -8.000 0.987 
-0.010 -0.032 -0.010 0.015 0.007 -0.027 -0.022 -8.000 0.957 
-0.007 -0.039 -0.020 0.017 0.012 -0.034 -0.024 -7.800 0.899 
-0.000 -0.051 -0.039 0.020 0.027 -0.051 -0.024 -7.800 0.840 
-0.010 -0.078 -0.054 0.037 0.029 -0.073 -0.015 -7.800 0.781 
-0.017 -0.083 -0.056 0.046 0.024 -0.073 -0.002 -7.800 0.723 
-0.015 -0.068 -0.039 0.034 0.020 -0.061 -0.007 -7.800 0.713 
-0.002 -0.049 -0.032 0.020 0.022 -0.046 -0.017 -7.800 0.703 
-0.002 -0.042 -0.027 0.017 0.020 -0.039 -0.024 -7.800 0.694 
-0.022 -0.056 -0.020 0.032 0.007 -0.044 -0.010 -7.800 0.684 
-0.022 -0.061 -0.034 0.039 0.010 -0.049 -0.012 -7.800 0.713 
-0.037 -0.076 -0.029 0.051 0.002 -0.056 -0.005 -7.800 0.742 
-0.039 -0.071 -0.022 0.051 -0.002 -0.051 -0.002 -7.800 0.772 
-0.042 -0.063 -0.012 0.049 -0.010 -0.042 -0.002 -7.800 0.801 
-0.029 -0.061 -0.017 0.039 0.002 -0.046 -0.010 -8.000 0.879 
-0.012 -0.068 -0.042 0.034 0.022 -0.061 -0.005 -8.000 0.957 
-0.015 -0.088 -0.059 0.044 0.029 -0.081 -0.007 -8.000 1.035 
-0.032 -0.098 -0.056 0.061 0.017 -0.081 0.005 -8.000 1.114 
-0.037 -0.085 -0.042 0.059 0.007 -0.066 0.007 -8.000 1.245 
-0.032 -0.078 -0.037 0.051 0.007 -0.061 0.005 -8.000 1.377 
-0.022 -0.068 -0.034 0.039 0.012 -0.056 -0.010 -8.000 1.509 
-0.034 -0.059 -0.017 0.044 -0.005 -0.042 -0.005 -7.800 1.641 
-0.027 -0.059 -0.017 0.037 0.002 -0.044 -0.005 -7.800 1.812 
-0.032 -0.078 -0.034 0.049 0.007 -0.061 -0.005 -7.800 1.983 
-0.034 -0.095 -0.046 0.059 0.015 -0.078 0.007 -7.800 2.154 
-0.020 -0.068 -0.037 0.039 0.015 -0.059 0.002 -8.000 2.325 
-0.020 -0.051 -0.017 0.029 0.007 -0.042 0.010 -8.000 2.505 
-0.022 -0.044 -0.012 0.029 -0.000 -0.032 0.024 -8.000 2.686 
-0.012 -0.037 -0.012 0.020 0.007 -0.029 0.012 -8.000 2.867 
-0.017 -0.012 0.012 0.012 -0.010 -0.002 0.032 -7.800 3.048 
-0.005 -0.012 0.007 0.002 0.002 -0.010 0.037 -7.800 3.214 
0.007 -0.012 -0.010 -0.002 0.015 -0.015 0.029 -7.800 3.380 
0.010 -0.007 -0.007 -0.005 0.015 -0.012 0.024 -7.800 3.546 
0.020 0.029 0.020 -0.029 0.005 0.020 0.015 -8.000 3.712 
0.027 0.066 0.046 -0.049 -0.005 0.054 0.024 -8.000 3.829 
0.037 0.059 0.037 -0.054 0.007 0.042 0.010 -8.000 3.946 
0.015 0.046 0.039 -0.034 -0.007 0.039 0.007 -8.000 4.063 
-0.002 0.012 0.027 -0.010 -0.007 0.015 -0.010 -8.000 4.181 
-0.020 -0.042 -0.010 0.024 0.002 -0.032 -0.027 -8.000 4.254 
-0.010 -0.054 -0.034 0.027 0.017 -0.049 -0.027 -7.800 4.327 
-0.002 -0.056 -0.042 0.024 0.027 -0.054 -0.039 -7.800 4.400 
0.005 -0.054 -0.046 0.020 0.032 -0.056 -0.054 -7.800 4.474 
0.015 -0.071 -0.071 0.022 0.051 -0.078 -0.059 -7.800 4.503 
0.007 -0.103 -0.098 0.042 0.059 -0.105 -0.068 -7.800 4.532 
-0.002 -0.115 -0.103 0.054 0.056 -0.112 -0.054 -7.800 4.562 
0.002 -0.100 -0.090 0.044 0.054 -0.100 -0.046 -8.000 4.591 
-0.017 -0.098 -0.063 0.049 0.032 -0.088 -0.027 -8.000 4.591 
-0.022 -0.093 -0.063 0.054 0.024 -0.081 -0.024 -8.000 4.591 
-0.020 -0.095 -0.071 0.056 0.029 -0.085 -0.024 -8.000 4.591 
-0.010 -0.100 -0.078 0.049 0.042 -0.095 -0.017 -8.000 4.591 
-0.010 -0.110 -0.090 0.056 0.046 -0.105 -0.012 -8.000 4.576 
-0.022 -0.115 -0.081 0.063 0.037 -0.103 -0.012 -8.000 4.562 
-0.027 -0.112 -0.073 0.063 0.029 -0.098 -0.020 -8.000 4.547 
-0.020 -0.093 -0.063 0.051 0.027 -0.083 -0.017 -8.000 4.532 
-0.010 -0.093 -0.068 0.044 0.037 -0.088 -0.024 -8.000 4.513 
-0.024 -0.112 -0.073 0.061 0.032 -0.100 -0.010 -8.000 4.493 
-0.044 -0.115 -0.056 0.073 0.015 -0.093 -0.017 -8.000 4.474 
-0.037 -0.103 -0.049 0.061 0.015 -0.083 -0.012 -8.000 4.454 
-0.037 -0.098 -0.051 0.063 0.012 -0.078 -0.017 -8.000 4.435 
-0.020 -0.095 -0.068 0.054 0.029 -0.085 -0.032 -8.000 4.415 
-0.032 -0.100 -0.054 0.059 0.020 -0.083 -0.027 -8.000 4.396 
-0.032 -0.098 -0.051 0.059 0.017 -0.081 -0.015 -7.800 4.376 
-0.044 -0.120 -0.063 0.076 0.017 -0.098 -0.020 -7.800 4.357 
-0.034 -0.132 -0.081 0.076 0.032 -0.115 -0.024 -7.800 4.337 
-0.037 -0.103 -0.056 0.066 0.015 -0.083 -0.007 -7.800 4.317 
-0.051 -0.095 -0.037 0.071 -0.002 -0.068 -0.022 -7.800 4.298 
-0.027 -0.078 -0.042 0.049 0.012 -0.063 -0.032 -7.800 4.259 
-0.027 -0.093 -0.054 0.054 0.020 -0.078 -0.029 -8.000 4.220 
-0.029 -0.103 -0.061 0.061 0.022 -0.088 -0.017 -8.000 4.181 
-0.034 -0.103 -0.054 0.061 0.017 -0.085 -0.005 -8.200 4.142 
-0.044 -0.115 -0.061 0.076 0.015 -0.093 0.002 -8.200 4.088 
-0.063 -0.164 -0.090 0.110 0.020 -0.132 0.044 -8.000 4.034 
-0.078 -0.164 -0.071 0.115 0.005 -0.125 0.066 -8.000 3.980 
-0.056 -0.125 -0.054 0.083 0.007 -0.095 0.049 -7.800 3.927 
-0.042 -0.100 -0.046 0.066 0.010 -0.078 0.020 -7.800 3.858 
-0.005 -0.037 -0.022 0.017 0.015 -0.034 0.005 -7.800 3.790 
0.115 0.098 -0.007 -0.110 0.066 0.042 -0.017 -7.800 3.722 
0.300 0.244 -0.044 -0.278 0.178 0.095 -0.063 -8.000 3.653 
0.535 0.408 -0.115 -0.476 0.332 0.142 -0.107 -8.000 3.570 
0.742 0.549 -0.183 -0.650 0.469 0.178 -0.244 -8.200 3.487 
0.828 0.632 -0.186 -0.735 0.513 0.220 -0.400 -8.200 3.404 
0.620 0.647 0.039 -0.640 0.298 0.337 -0.379 -8.000 3.321 
0.093 0.750 0.672 -0.427 -0.281 0.703 -0.217 -8.000 3.243 
-0.320 0.737 1.067 -0.212 -0.689 0.899 -0.166 -8.000 3.165 
-0.527 0.640 1.177 -0.061 -0.847 0.904 -0.078 -7.800 3.087 
-0.530 0.415 0.955 0.054 -0.737 0.681 -0.137 -7.800 3.009 
-0.508 0.166 0.691 0.164 -0.591 0.420 -0.181 -7.800 2.935 
-0.415 0.024 0.449 0.190 -0.427 0.232 -0.195 -7.800 2.862 
-0.283 0.024 0.317 0.125 -0.295 0.166 -0.176 -7.800 2.789 
-0.195 -0.017 0.193 0.100 -0.186 0.081 -0.139 -8.000 2.716 
-0.168 -0.105 0.078 0.129 -0.115 -0.020 -0.076 -8.000 2.667 
-0.125 -0.132 0.005 0.122 -0.059 -0.068 -0.054 -8.000 2.618 
-0.083 -0.107 -0.007 0.088 -0.029 -0.066 -0.051 -8.000 2.569 
-0.049 -0.095 -0.034 0.066 -0.000 -0.071 -0.029 -8.000 2.520 
-0.049 -0.103 -0.042 0.071 0.002 -0.078 -0.010 -8.000 2.496 
-0.044 -0.100 -0.049 0.068 0.007 -0.078 -0.010 -8.000 2.471 
-0.039 -0.107 -0.051 0.066 0.015 -0.088 -0.010 -8.000 2.447 
-0.020 -0.129 -0.088 0.063 0.046 -0.120 -0.002 -8.000 2.422 
-0.020 -0.161 -0.117 0.078 0.061 -0.151 0.010 -8.000 2.432 
-0.024 -0.154 -0.115 0.083 0.054 -0.142 0.007 -8.000 2.442 
-0.017 -0.117 -0.078 0.056 0.042 -0.107 0.005 -8.000 2.452 
-0.005 -0.095 -0.078 0.044 0.044 -0.093 -0.002 -8.000 2.462 
-0.032 -0.100 -0.051 0.059 0.020 -0.083 0.007 -8.000 2.476 
-0.046 -0.107 -0.042 0.068 0.007 -0.083 0.015 -8.000 2.491 
-0.034 -0.112 -0.063 0.066 0.022 -0.095 0.010 -8.000 2.505 
-0.015 -0.129 -0.093 0.061 0.051 -0.122 -0.000 -8.000 2.520 
-0.005 -0.122 -0.095 0.054 0.056 -0.120 0.007 -8.000 2.530 
-0.017 -0.134 -0.098 0.066 0.051 -0.125 0.024 -8.000 2.540 
-0.012 -0.110 -0.083 0.054 0.044 -0.103 0.002 -8.000 2.549 
0.010 -0.103 -0.098 0.039 0.061 -0.107 -0.002 -7.800 2.559 
-0.007 -0.129 -0.105 0.061 0.059 -0.125 0.012 -7.800 2.564 
-0.002 -0.100 -0.085 0.046 0.049 -0.098 0.012 -7.800 2.569 
-0.012 -0.078 -0.054 0.039 0.027 -0.071 -0.007 -7.800 2.574 
-0.017 -0.107 -0.076 0.056 0.037 -0.098 0.002 -7.800 2.579 
-0.017 -0.125 -0.088 0.061 0.046 -0.115 0.012 -7.800 2.574 
-0.027 -0.117 -0.076 0.066 0.032 -0.103 0.020 -8.000 2.569 
-0.015 -0.117 -0.085 0.059 0.044 -0.110 0.012 -8.000 2.564 
-0.000 -0.107 -0.095 0.049 0.054 -0.107 0.020 -8.000 2.559 
0.005 -0.105 -0.088 0.039 0.059 -0.107 0.012 -8.000 2.545 
-0.012 -0.093 -0.061 0.044 0.034 -0.085 0.024 -8.000 2.530 
-0.002 -0.078 -0.056 0.032 0.037 -0.076 0.020 -8.000 2.515 
-0.005 -0.098 -0.078 0.044 0.044 -0.095 0.010 -8.000 2.501 
-0.015 -0.120 -0.083 0.056 0.046 -0.112 0.024 -8.000 2.486 
-0.005 -0.117 -0.098 0.054 0.054 -0.115 0.024 -8.000 2.471 
-0.027 -0.098 -0.056 0.056 0.022 -0.083 0.029 -8.000 2.457 
-0.000 -0.073 -0.059 0.029 0.037 -0.073 0.024 -8.000 2.442 
0.012 -0.066 -0.059 0.017 0.046 -0.071 0.017 -8.000 2.427 
-0.005 -0.066 -0.046 0.029 0.029 -0.063 0.017 -7.800 2.413 
-0.012 -0.051 -0.027 0.027 0.015 -0.044 0.022 -7.800 2.398 
0.005 -0.059 -0.044 0.017 0.034 -0.061 0.029 -7.800 2.383 
-0.010 -0.090 -0.063 0.042 0.037 -0.085 0.042 -7.800 2.369 
-0.024 -0.083 -0.046 0.049 0.017 -0.071 0.037 -7.800 2.354 
-0.002 -0.044 -0.032 0.020 0.020 -0.042 0.027 -7.800 2.339 
-0.015 -0.049 -0.022 0.027 0.010 -0.042 0.037 -8.000 2.325 
-0.010 -0.042 -0.012 0.017 0.012 -0.037 0.042 -8.000 2.305 
0.005 -0.032 -0.017 0.005 0.022 -0.034 0.027 -8.000 2.286 
0.015 -0.034 -0.029 -0.000 0.032 -0.042 0.020 -8.000 2.266 
0.010 -0.054 -0.046 0.015 0.037 -0.059 0.029 -7.800 2.247 
0.012 -0.042 -0.034 0.005 0.034 -0.046 0.037 -7.800 2.227 
0.010 -0.010 -0.005 -0.007 0.015 -0.015 0.024 -7.800 2.208 
0.037 0.032 0.010 -0.042 0.022 0.015 0.002 -8.000 2.188 
0.020 0.020 0.012 -0.024 0.010 0.010 0.012 -8.000 2.168 
0.034 0.029 0.010 -0.039 0.020 0.012 0.007 -8.000 2.154 
0.034 0.020 -0.000 -0.034 0.024 0.002 -0.010 -8.000 2.139 
0.046 -0.000 -0.039 -0.027 0.046 -0.022 0.005 -8.000 2.125 
0.044 -0.002 -0.032 -0.027 0.046 -0.024 -0.010 -8.000 2.110 
0.042 0.022 -0.007 -0.037 0.032 0.002 -0.007 -8.000 2.095 
0.024 0.054 0.042 -0.044 -0.002 0.042 -0.010 -8.000 2.081 
0.032 0.046 0.024 -0.044 0.010 0.032 -0.024 -8.000 2.066 
0.034 0.010 -0.010 -0.029 0.029 -0.007 -0.032 -8.000 2.051 
0.012 -0.027 -0.029 0.002 0.027 -0.032 -0.015 -8.000 2.046 
-0.007 -0.034 -0.015 0.015 0.010 -0.029 0.012 -7.800 2.042 
-0.000 -0.024 -0.010 0.005 0.012 -0.024 -0.000 -7.800 2.037 
0.015 -0.027 -0.024 -0.002 0.029 -0.034 -0.022 -7.800 2.032 
0.027 -0.046 -0.056 0.002 0.051 -0.059 -0.017 -7.800 2.027 
-0.002 -0.054 -0.044 0.024 0.024 -0.051 -0.015 -7.800 2.022 
0.002 -0.046 -0.034 0.015 0.027 -0.046 -0.007 -7.800 2.017 
0.010 -0.051 -0.044 0.012 0.037 -0.056 -0.012 -7.800 2.012 
-0.000 -0.061 -0.049 0.024 0.032 -0.061 -0.010 -7.800 2.002 
-0.012 -0.061 -0.037 0.032 0.020 -0.054 -0.000 -7.800 1.993 
-0.015 -0.061 -0.034 0.032 0.017 -0.054 -0.002 -7.800 1.983 
-0.017 -0.076 -0.051 0.044 0.022 -0.066 -0.005 -7.800 1.973 
-0.032 -0.066 -0.024 0.044 0.002 -0.049 -0.005 -7.800 1.958 
-0.020 -0.042 -0.010 0.024 0.002 -0.032 -0.015 -7.800 1.944 
-0.032 -0.061 -0.022 0.044 -0.000 -0.044 -0.010 -7.800 1.929 
-0.029 -0.073 -0.037 0.049 0.007 -0.059 -0.015 -7.800 1.915 
-0.027 -0.061 -0.022 0.039 0.005 -0.046 -0.020 -7.800 1.890 
-0.024 -0.061 -0.029 0.039 0.007 -0.049 -0.017 -8.000 1.866 
-0.027 -0.085 -0.046 0.051 0.017 -0.071 -0.020 -8.000 1.841 
