I II III aVR aVL aVF V1 LV AO Resp SPO2
-0.017 0.020 0.017 0.010 -0.027 0.029 -0.022 12.000 102.000 -0.059 3.389 
-0.007 0.027 0.012 0.002 -0.020 0.032 -0.029 12.200 101.400 -0.061 3.380 
-0.007 0.029 0.012 0.002 -0.022 0.034 -0.022 12.400 100.600 -0.061 3.370 
-0.015 0.024 0.017 0.007 -0.027 0.032 -0.020 12.600 100.000 -0.063 3.360 
-0.007 0.017 0.002 0.007 -0.015 0.022 -0.020 12.600 99.200 -0.063 3.346 
0.005 0.005 -0.022 0.007 0.002 0.002 -0.022 12.600 98.600 -0.063 3.331 
-0.000 -0.005 -0.029 0.015 0.002 -0.005 -0.012 12.400 97.800 -0.066 3.316 
-0.012 0.020 0.005 0.010 -0.022 0.027 -0.027 12.200 97.200 -0.066 3.302 
-0.007 0.015 -0.005 0.010 -0.015 0.020 -0.020 11.800 96.400 -0.068 3.292 
-0.005 -0.020 -0.039 0.024 0.005 -0.017 -0.015 11.600 95.800 -0.071 3.282 
-0.000 0.029 0.010 -0.005 -0.015 0.029 -0.037 11.200 95.200 -0.071 3.272 
-0.007 0.032 0.015 -0.000 -0.022 0.037 -0.037 10.800 94.600 -0.073 3.263 
-0.000 0.042 0.020 -0.010 -0.020 0.042 -0.039 10.600 94.000 -0.076 3.243 
-0.005 0.034 0.015 -0.002 -0.022 0.037 -0.034 10.400 93.400 -0.076 3.223 
-0.012 0.015 0.002 0.012 -0.020 0.022 -0.024 10.400 93.000 -0.078 3.204 
0.002 0.017 -0.010 0.002 -0.005 0.017 -0.029 10.200 92.400 -0.081 3.184 
0.002 0.015 -0.010 0.002 -0.005 0.015 -0.032 10.400 92.000 -0.081 3.165 
-0.010 0.024 0.010 0.005 -0.022 0.029 -0.032 10.400 91.600 -0.083 3.145 
0.002 0.020 -0.005 -0.000 -0.007 0.020 -0.032 10.600 91.000 -0.083 3.126 
0.017 0.010 -0.032 -0.000 0.012 0.002 -0.039 11.000 90.600 -0.083 3.106 
0.007 0.032 -0.005 -0.005 -0.007 0.029 -0.029 11.200 90.000 -0.085 3.087 
-0.000 0.037 0.017 -0.007 -0.017 0.037 -0.010 11.400 89.600 -0.088 3.067 
0.017 0.056 0.020 -0.027 -0.010 0.049 -0.000 11.600 89.200 -0.090 3.048 
0.017 0.061 0.020 -0.027 -0.012 0.054 0.029 11.800 88.600 -0.093 3.028 
0.010 0.063 0.032 -0.024 -0.022 0.059 0.063 12.000 88.200 -0.093 3.004 
0.022 0.129 0.081 -0.061 -0.042 0.120 0.049 12.000 87.800 -0.093 2.979 
0.039 0.144 0.081 -0.078 -0.032 0.125 0.042 12.000 87.400 -0.093 2.955 
0.046 0.151 0.081 -0.085 -0.029 0.129 0.034 12.200 87.000 -0.093 2.930 
0.046 0.142 0.073 -0.083 -0.024 0.120 0.015 12.200 86.600 -0.093 2.906 
0.071 0.137 0.044 -0.093 0.002 0.103 -0.000 12.200 86.200 -0.093 2.882 
0.083 0.154 0.049 -0.107 0.007 0.112 -0.037 12.000 85.800 -0.093 2.857 
0.085 0.159 0.051 -0.110 0.007 0.117 -0.068 12.000 85.200 -0.093 2.833 
0.068 0.117 0.022 -0.078 0.010 0.083 -0.073 12.000 84.800 -0.093 2.813 
0.071 0.125 0.027 -0.083 0.010 0.090 -0.090 12.000 84.400 -0.090 2.794 
0.046 0.083 0.010 -0.051 0.005 0.061 -0.083 12.000 83.800 -0.090 2.774 
0.032 0.066 0.007 -0.034 -0.000 0.051 -0.066 12.000 83.400 -0.088 2.755 
0.049 0.071 -0.002 -0.046 0.015 0.046 -0.068 11.800 83.000 -0.090 2.730 
0.051 0.078 -0.005 -0.049 0.012 0.054 -0.076 11.800 82.600 -0.090 2.706 
0.051 0.056 -0.015 -0.044 0.024 0.032 -0.073 11.800 82.400 -0.093 2.681 
0.046 0.037 -0.034 -0.029 0.029 0.015 -0.059 11.800 82.000 -0.095 2.657 
0.066 0.005 -0.085 -0.022 0.063 -0.027 -0.059 11.800 81.600 -0.095 2.637 
0.049 -0.027 -0.098 -0.000 0.063 -0.051 -0.049 11.800 81.200 -0.095 2.618 
-0.000 -0.010 -0.024 0.012 0.005 -0.010 -0.037 11.800 81.000 -0.095 2.598 
-0.015 -0.020 -0.032 0.032 -0.005 -0.012 -0.022 11.800 80.600 -0.095 2.579 
-0.024 -0.042 -0.042 0.046 -0.002 -0.029 -0.017 11.800 80.200 -0.098 2.554 
-0.032 -0.042 -0.034 0.049 -0.010 -0.024 -0.024 11.800 79.800 -0.100 2.530 
-0.012 -0.032 -0.042 0.034 0.005 -0.024 -0.032 11.800 79.600 -0.100 2.505 
-0.017 -0.027 -0.034 0.034 -0.002 -0.017 -0.020 11.800 79.200 -0.103 2.481 
-0.020 -0.037 -0.032 0.037 -0.000 -0.027 -0.020 12.000 79.000 -0.103 2.457 
-0.034 -0.024 -0.007 0.039 -0.022 -0.007 -0.022 12.200 78.800 -0.103 2.432 
-0.012 -0.022 -0.027 0.027 -0.000 -0.015 -0.024 12.200 78.600 -0.103 2.408 
-0.020 -0.024 -0.022 0.032 -0.007 -0.015 -0.024 12.400 78.400 -0.103 2.383 
-0.039 -0.022 -0.000 0.039 -0.027 -0.002 -0.022 12.600 78.200 -0.105 2.359 
-0.027 -0.029 -0.020 0.037 -0.012 -0.015 -0.017 13.000 78.000 -0.105 2.335 
-0.020 -0.037 -0.034 0.037 -0.000 -0.027 -0.022 13.200 77.800 -0.105 2.310 
-0.024 -0.046 -0.039 0.044 -0.000 -0.034 -0.017 13.400 77.600 -0.107 2.286 
-0.032 -0.032 -0.020 0.042 -0.015 -0.015 -0.027 13.600 77.400 -0.107 2.261 
-0.020 -0.015 -0.017 0.029 -0.012 -0.005 -0.029 13.800 77.000 -0.107 2.237 
-0.020 -0.027 -0.029 0.034 -0.005 -0.017 -0.029 14.000 76.800 -0.110 2.212 
-0.037 -0.024 -0.010 0.042 -0.024 -0.005 -0.017 14.200 76.600 -0.110 2.188 
-0.042 -0.029 -0.010 0.046 -0.027 -0.007 0.010 14.400 76.400 -0.110 2.164 
-0.034 -0.061 -0.049 0.059 -0.002 -0.044 0.037 14.600 76.000 -0.110 2.139 
-0.032 -0.103 -0.095 0.081 0.020 -0.085 0.042 14.600 75.800 -0.110 2.115 
0.027 -0.073 -0.125 0.037 0.063 -0.085 -0.010 14.800 75.600 -0.110 2.090 
0.147 -0.029 -0.195 -0.049 0.161 -0.103 -0.120 14.800 75.400 -0.112 2.066 
0.276 0.061 -0.232 -0.159 0.247 -0.076 -0.283 15.000 75.200 -0.115 2.042 
0.432 0.220 -0.242 -0.310 0.322 0.005 -0.513 15.200 75.000 -0.115 2.017 
0.589 0.398 -0.210 -0.484 0.391 0.105 -0.696 15.400 74.800 -0.120 1.993 
0.747 0.596 -0.171 -0.662 0.449 0.222 -0.845 15.800 74.400 -0.120 1.973 
0.767 0.606 -0.181 -0.676 0.464 0.222 -0.889 16.200 74.200 -0.120 1.954 
0.586 0.403 -0.210 -0.481 0.386 0.110 -0.860 16.800 74.000 -0.120 1.934 
0.239 0.205 -0.061 -0.208 0.137 0.085 -0.759 17.200 73.800 -0.120 1.915 
0.063 0.020 -0.063 -0.032 0.054 -0.012 -0.711 17.800 73.600 -0.117 1.890 
0.095 -0.107 -0.227 0.020 0.149 -0.154 -0.759 18.600 73.200 -0.117 1.866 
0.112 -0.176 -0.310 0.044 0.200 -0.232 -0.689 19.200 73.200 -0.117 1.841 
0.105 -0.249 -0.381 0.085 0.230 -0.300 -0.576 19.800 73.000 -0.115 1.817 
0.056 -0.264 -0.347 0.117 0.188 -0.291 -0.459 20.600 72.800 -0.115 1.797 
-0.032 -0.151 -0.137 0.100 0.044 -0.134 -0.332 21.200 72.600 -0.117 1.778 
-0.076 -0.039 0.017 0.068 -0.056 -0.000 -0.222 22.000 72.400 -0.117 1.758 
-0.093 -0.012 0.061 0.063 -0.085 0.034 -0.137 22.800 72.200 -0.120 1.739 
-0.100 -0.042 0.042 0.081 -0.078 0.010 -0.059 23.600 72.000 -0.117 1.685 
-0.088 -0.046 0.022 0.078 -0.063 -0.002 -0.010 24.400 71.600 -0.117 1.631 
-0.063 -0.024 0.015 0.056 -0.051 0.007 0.010 25.200 71.400 -0.117 1.578 
-0.061 -0.037 0.002 0.061 -0.042 -0.005 0.027 26.000 71.200 -0.115 1.524 
-0.061 -0.039 -0.000 0.061 -0.042 -0.007 0.039 27.000 71.000 -0.115 1.499 
-0.056 -0.037 -0.002 0.059 -0.037 -0.007 0.037 28.000 70.800 -0.115 1.475 
-0.051 -0.034 -0.000 0.051 -0.034 -0.007 0.029 29.400 70.600 -0.115 1.451 
-0.068 -0.034 0.012 0.063 -0.051 -0.000 0.037 31.000 70.400 -0.115 1.426 
-0.056 -0.042 -0.015 0.063 -0.034 -0.012 0.042 33.000 70.400 -0.112 1.407 
-0.046 -0.059 -0.034 0.063 -0.017 -0.034 0.046 35.200 70.400 -0.112 1.387 
-0.059 -0.042 -0.007 0.063 -0.037 -0.012 0.044 38.400 70.400 -0.110 1.368 
-0.066 -0.039 -0.007 0.071 -0.046 -0.005 0.044 41.800 70.400 -0.107 1.348 
-0.051 -0.042 -0.015 0.059 -0.029 -0.015 0.054 46.400 70.600 -0.107 1.328 
-0.054 -0.039 -0.007 0.059 -0.034 -0.012 0.054 51.000 70.800 -0.105 1.309 
-0.076 -0.063 -0.012 0.083 -0.044 -0.024 0.061 56.800 71.600 -0.105 1.289 
-0.061 -0.061 -0.024 0.073 -0.029 -0.029 0.059 62.800 72.200 -0.103 1.270 
-0.046 -0.024 -0.000 0.046 -0.034 -0.000 0.046 69.400 73.600 -0.103 1.250 
-0.059 -0.046 -0.005 0.061 -0.034 -0.017 0.046 76.000 75.000 -0.100 1.231 
-0.066 -0.046 -0.002 0.068 -0.042 -0.012 0.049 82.600 76.800 -0.098 1.211 
-0.051 -0.063 -0.034 0.068 -0.020 -0.037 0.054 89.200 78.800 -0.095 1.192 
-0.071 -0.054 -0.007 0.076 -0.044 -0.017 0.056 95.200 81.200 -0.095 1.162 
-0.076 -0.024 0.032 0.061 -0.063 0.015 0.046 101.000 83.600 -0.093 1.133 
-0.068 -0.039 0.010 0.063 -0.049 -0.005 0.054 105.400 86.400 -0.093 1.104 
-0.071 -0.056 -0.010 0.076 -0.042 -0.020 0.059 110.000 89.000 -0.088 1.074 
-0.076 -0.068 -0.012 0.083 -0.042 -0.029 0.066 112.600 92.000 -0.085 1.045 
-0.061 -0.071 -0.022 0.073 -0.024 -0.039 0.059 115.400 95.000 -0.083 1.016 
-0.059 -0.037 0.005 0.056 -0.039 -0.007 0.056 117.200 98.200 -0.081 0.987 
-0.073 -0.032 0.010 0.068 -0.056 0.005 0.054 118.800 101.200 -0.078 0.957 
-0.073 -0.051 -0.002 0.076 -0.046 -0.015 0.059 120.200 104.200 -0.076 0.923 
-0.081 -0.056 -0.005 0.083 -0.051 -0.015 0.066 121.600 107.400 -0.073 0.889 
-0.071 -0.068 -0.027 0.085 -0.037 -0.032 0.066 123.400 110.400 -0.071 0.855 
-0.081 -0.085 -0.032 0.098 -0.037 -0.044 0.068 125.200 113.400 -0.066 0.821 
-0.066 -0.061 -0.012 0.073 -0.034 -0.027 0.076 127.800 116.200 -0.066 0.796 
-0.056 -0.042 -0.007 0.061 -0.034 -0.012 0.066 130.400 119.200 -0.068 0.772 
-0.073 -0.049 -0.000 0.073 -0.049 -0.012 0.076 133.400 122.000 -0.068 0.747 
-0.076 -0.056 -0.010 0.081 -0.046 -0.017 0.088 136.400 124.800 -0.068 0.723 
-0.061 -0.044 -0.010 0.066 -0.039 -0.012 0.083 139.600 127.200 -0.068 0.728 
-0.056 -0.049 -0.017 0.066 -0.032 -0.020 0.088 142.800 129.800 -0.068 0.733 
-0.061 -0.066 -0.027 0.076 -0.027 -0.034 0.090 145.800 132.200 -0.068 0.737 
-0.063 -0.054 -0.020 0.073 -0.037 -0.022 0.103 148.800 134.600 -0.066 0.742 
-0.051 -0.051 -0.022 0.063 -0.024 -0.024 0.107 151.200 137.000 -0.066 0.777 
-0.056 -0.054 -0.020 0.066 -0.029 -0.024 0.110 153.600 139.200 -0.066 0.811 
-0.073 -0.071 -0.022 0.085 -0.037 -0.034 0.132 155.400 141.600 -0.066 0.845 
-0.049 -0.046 -0.022 0.061 -0.024 -0.022 0.125 157.400 143.800 -0.066 0.879 
-0.044 -0.039 -0.029 0.059 -0.024 -0.017 0.134 158.800 145.800 -0.063 0.943 
-0.051 -0.059 -0.020 0.061 -0.022 -0.032 0.149 160.400 147.800 -0.063 1.006 
-0.044 -0.046 -0.020 0.054 -0.020 -0.024 0.151 161.600 149.800 -0.061 1.070 
-0.029 -0.039 -0.034 0.046 -0.010 -0.024 0.154 162.800 151.600 -0.059 1.133 
-0.034 -0.039 -0.029 0.049 -0.015 -0.022 0.156 164.200 153.400 -0.059 1.221 
-0.046 -0.027 -0.005 0.049 -0.032 -0.002 0.161 165.400 155.200 -0.059 1.309 
-0.029 -0.022 -0.015 0.037 -0.017 -0.007 0.164 167.000 156.800 -0.059 1.397 
-0.022 -0.010 -0.010 0.027 -0.017 0.002 0.159 168.400 158.600 -0.059 1.485 
-0.024 -0.010 -0.010 0.029 -0.020 0.002 0.164 170.200 160.000 -0.059 1.578 
-0.022 -0.024 -0.024 0.034 -0.010 -0.012 0.171 172.200 161.600 -0.056 1.670 
0.002 -0.007 -0.032 0.015 0.007 -0.007 0.154 174.000 163.000 -0.056 1.763 
-0.007 0.022 0.005 0.005 -0.017 0.027 0.144 176.000 164.400 -0.054 1.856 
-0.012 0.020 0.012 0.007 -0.022 0.027 0.137 177.600 165.600 -0.054 1.944 
-0.000 0.029 0.012 -0.005 -0.015 0.029 0.127 179.000 167.000 -0.054 2.032 
-0.000 0.049 0.027 -0.012 -0.024 0.049 0.112 180.000 168.200 -0.054 2.120 
-0.010 0.037 0.029 -0.005 -0.027 0.042 0.100 180.800 169.400 -0.054 2.208 
-0.000 0.039 0.020 -0.010 -0.020 0.039 0.090 181.200 170.400 -0.054 2.276 
0.017 0.066 0.024 -0.029 -0.015 0.059 0.056 181.800 171.400 -0.054 2.344 
0.017 0.071 0.034 -0.034 -0.017 0.063 0.042 181.800 172.400 -0.054 2.413 
0.022 0.066 0.027 -0.034 -0.010 0.056 0.032 182.000 173.200 -0.054 2.481 
0.037 0.029 -0.027 -0.022 0.022 0.012 0.032 182.400 174.000 -0.054 2.530 
0.034 0.027 -0.027 -0.020 0.022 0.010 0.012 182.600 174.600 -0.054 2.579 
0.024 0.078 0.037 -0.042 -0.015 0.066 -0.012 182.800 175.200 -0.054 2.628 
0.027 0.076 0.029 -0.042 -0.010 0.063 -0.015 183.200 175.800 -0.051 2.676 
0.049 0.071 0.007 -0.051 0.015 0.046 -0.015 183.400 176.200 -0.051 2.720 
0.034 0.044 -0.015 -0.027 0.012 0.027 -0.017 183.600 176.600 -0.051 2.764 
0.032 -0.007 -0.061 -0.000 0.037 -0.022 -0.005 183.600 176.800 -0.049 2.808 
0.049 0.056 -0.012 -0.042 0.022 0.032 -0.022 183.800 177.000 -0.049 2.852 
0.037 0.076 0.017 -0.044 -0.000 0.059 -0.024 183.600 176.800 -0.049 2.891 
0.022 0.061 0.020 -0.032 -0.007 0.051 -0.022 183.400 176.800 -0.049 2.930 
0.034 0.063 0.007 -0.037 0.002 0.046 -0.032 182.800 176.600 -0.049 2.969 
0.037 0.051 -0.010 -0.032 0.012 0.034 -0.032 182.200 176.200 -0.049 3.009 
0.024 0.059 0.010 -0.029 -0.005 0.046 -0.034 181.200 175.800 -0.049 3.048 
0.032 0.044 -0.010 -0.027 0.010 0.029 -0.032 180.200 175.200 -0.049 3.087 
0.037 0.049 -0.007 -0.032 0.012 0.032 -0.037 179.000 174.400 -0.049 3.126 
0.029 0.042 -0.007 -0.024 0.010 0.027 -0.034 177.600 173.600 -0.049 3.165 
0.027 0.051 0.002 -0.027 0.002 0.039 -0.037 176.000 172.600 -0.046 3.209 
0.029 0.039 -0.007 -0.024 0.010 0.024 -0.027 174.200 171.400 -0.044 3.253 
0.037 0.039 -0.020 -0.027 0.017 0.022 -0.032 172.200 170.200 -0.044 3.297 
0.017 0.046 0.012 -0.022 -0.005 0.039 -0.037 170.200 168.800 -0.039 3.341 
0.020 0.034 -0.005 -0.017 0.002 0.024 -0.029 168.000 167.000 -0.042 3.385 
0.020 0.037 -0.005 -0.017 0.002 0.027 -0.034 165.600 165.200 -0.042 3.429 
0.024 0.051 0.007 -0.027 -0.000 0.039 -0.039 163.000 163.000 -0.042 3.473 
0.024 0.027 -0.017 -0.015 0.012 0.015 -0.034 160.400 160.800 -0.044 3.516 
0.037 0.010 -0.046 -0.012 0.032 -0.007 -0.039 157.400 158.200 -0.042 3.556 
0.049 0.046 -0.024 -0.037 0.027 0.022 -0.044 154.400 155.600 -0.042 3.595 
0.034 0.034 -0.020 -0.024 0.017 0.017 -0.042 151.000 152.800 -0.039 3.634 
0.024 0.039 -0.015 -0.017 0.005 0.027 -0.046 147.600 150.000 -0.037 3.673 
0.037 0.063 0.007 -0.039 0.005 0.046 -0.051 143.800 147.000 -0.037 3.707 
0.024 0.061 0.017 -0.032 -0.005 0.049 -0.054 139.800 144.000 -0.037 3.741 
0.029 0.054 0.005 -0.032 0.002 0.039 -0.044 135.400 141.200 -0.037 3.775 
0.037 0.029 -0.029 -0.022 0.022 0.012 -0.039 131.000 138.400 -0.037 3.810 
0.029 0.024 -0.024 -0.017 0.017 0.010 -0.032 126.000 136.200 -0.037 3.844 
0.024 0.042 -0.000 -0.024 0.005 0.029 -0.037 121.000 133.800 -0.039 3.878 
0.034 0.039 -0.012 -0.027 0.015 0.022 -0.039 115.600 132.000 -0.039 3.912 
0.039 0.046 -0.017 -0.029 0.017 0.027 -0.037 110.000 130.200 -0.039 3.946 
0.029 0.046 -0.002 -0.027 0.007 0.032 -0.034 104.200 128.800 -0.039 3.951 
0.029 0.061 0.012 -0.034 -0.000 0.046 -0.032 98.200 127.200 -0.039 3.956 
0.042 0.076 0.012 -0.046 0.005 0.056 -0.042 92.200 126.000 -0.039 3.961 
0.051 0.078 -0.000 -0.051 0.012 0.054 -0.039 86.000 124.800 -0.039 3.966 
0.071 0.073 -0.024 -0.059 0.034 0.039 -0.046 80.200 123.800 -0.042 3.961 
0.103 0.076 -0.051 -0.076 0.066 0.024 -0.034 74.200 122.800 -0.044 3.956 
0.154 0.115 -0.068 -0.120 0.098 0.039 -0.071 68.600 122.000 -0.046 3.951 
0.227 0.154 -0.095 -0.178 0.151 0.042 -0.137 63.200 121.000 -0.051 3.946 
0.266 0.203 -0.083 -0.225 0.166 0.071 -0.176 58.400 120.200 -0.051 3.927 
0.344 0.278 -0.083 -0.303 0.205 0.107 -0.249 53.400 119.200 -0.054 3.907 
0.425 0.349 -0.100 -0.374 0.252 0.137 -0.337 49.200 118.400 -0.054 3.888 
0.540 0.396 -0.159 -0.459 0.342 0.127 -0.410 45.000 117.400 -0.054 3.868 
0.645 0.413 -0.256 -0.515 0.440 0.090 -0.464 41.400 116.400 -0.056 3.844 
0.786 0.457 -0.361 -0.606 0.559 0.063 -0.505 37.800 115.600 -0.056 3.819 
0.928 0.440 -0.513 -0.672 0.708 -0.024 -0.508 34.600 114.600 -0.056 3.795 
1.035 0.369 -0.684 -0.694 0.852 -0.149 -0.491 31.400 113.600 -0.059 3.770 
1.082 0.256 -0.850 -0.657 0.955 -0.283 -0.518 28.600 112.600 -0.061 3.741 
1.079 0.127 -0.974 -0.591 1.016 -0.413 -0.540 25.600 111.600 -0.063 3.712 
1.072 0.156 -0.940 -0.601 0.994 -0.379 -0.584 23.200 110.800 -0.066 3.683 
1.138 0.190 -0.965 -0.654 1.043 -0.379 -0.740 20.600 110.000 -0.068 3.653 
1.216 0.188 -1.050 -0.691 1.123 -0.420 -0.867 18.600 109.000 -0.071 3.629 
1.233 0.142 -1.114 -0.676 1.162 -0.474 -0.965 16.600 108.200 -0.073 3.604 
1.201 0.125 -1.099 -0.652 1.140 -0.476 -1.004 15.200 107.200 -0.076 3.580 
1.162 0.190 -0.987 -0.669 1.067 -0.391 -0.989 13.600 106.400 -0.078 3.556 
1.077 0.200 -0.901 -0.625 0.977 -0.337 -0.884 12.800 105.400 -0.083 3.531 
1.013 0.134 -0.901 -0.562 0.947 -0.371 -0.803 12.000 104.400 -0.085 3.507 
0.943 0.112 -0.852 -0.515 0.886 -0.359 -0.718 11.400 103.600 -0.090 3.482 
0.764 -0.002 -0.786 -0.371 0.767 -0.383 -0.562 11.000 102.800 -0.095 3.458 
0.532 -0.132 -0.689 -0.188 0.598 -0.398 -0.369 11.000 102.000 -0.100 3.443 
0.293 -0.168 -0.491 -0.046 0.379 -0.315 -0.200 10.800 101.200 -0.103 3.429 
0.107 -0.132 -0.266 0.027 0.173 -0.186 -0.098 11.000 100.600 -0.107 3.414 
-0.022 -0.085 -0.078 0.061 0.022 -0.073 -0.012 11.200 100.000 -0.110 3.399 
-0.115 -0.073 0.024 0.103 -0.078 -0.015 0.044 11.800 99.400 -0.115 3.389 
-0.139 -0.068 0.029 0.125 -0.105 0.002 0.049 12.400 98.600 -0.117 3.380 
-0.139 -0.085 0.020 0.129 -0.095 -0.015 0.059 13.000 98.000 -0.122 3.370 
-0.147 -0.071 0.054 0.120 -0.110 0.002 0.056 13.600 97.400 -0.125 3.360 
-0.164 -0.066 0.073 0.127 -0.129 0.017 0.059 14.200 96.800 -0.127 3.350 
-0.151 -0.066 0.049 0.127 -0.117 0.010 0.063 14.800 96.200 -0.129 3.341 
-0.164 -0.068 0.061 0.134 -0.129 0.015 0.063 15.400 95.800 -0.129 3.331 
-0.190 -0.085 0.083 0.149 -0.147 0.010 0.073 16.000 95.200 -0.134 3.321 
-0.181 -0.073 0.083 0.139 -0.144 0.017 0.076 17.000 94.800 -0.305 3.306 
-0.171 -0.076 0.059 0.142 -0.132 0.010 0.078 17.800 94.400 -0.308 3.292 
-0.200 -0.105 0.061 0.171 -0.147 -0.005 0.093 19.400 94.000 -0.481 3.277 
-0.210 -0.098 0.090 0.166 -0.161 0.007 0.088 21.000 93.600 -0.484 3.263 
-0.193 -0.083 0.088 0.149 -0.151 0.015 0.088 23.600 93.200 -0.313 3.243 
-0.193 -0.071 0.085 0.151 -0.156 0.027 0.083 26.200 93.000 -0.315 3.223 
-0.225 -0.120 0.073 0.188 -0.164 -0.007 0.100 30.000 92.600 -0.144 3.204 
-0.210 -0.105 0.088 0.166 -0.156 -0.000 0.090 34.000 92.200 -0.149 3.184 
-0.210 -0.081 0.105 0.159 -0.168 0.024 0.095 38.800 91.800 -0.151 3.165 
-0.227 -0.085 0.112 0.171 -0.183 0.029 0.107 43.600 91.400 -0.154 3.145 
-0.225 -0.078 0.115 0.168 -0.186 0.034 0.107 48.800 90.800 -0.156 3.126 
-0.220 -0.063 0.139 0.151 -0.188 0.046 0.127 54.000 90.400 -0.159 3.106 
-0.227 -0.044 0.166 0.144 -0.205 0.071 0.147 59.000 90.000 -0.164 3.082 
-0.242 -0.034 0.186 0.149 -0.225 0.088 0.173 64.000 89.800 -0.166 3.057 
-0.252 -0.015 0.203 0.151 -0.244 0.112 0.200 68.600 89.400 -0.171 3.033 
-0.242 -0.005 0.212 0.137 -0.239 0.117 0.220 73.200 89.200 -0.173 3.009 
-0.256 0.010 0.244 0.134 -0.261 0.139 0.222 77.200 89.200 -0.176 2.984 
-0.256 0.029 0.256 0.129 -0.271 0.159 0.220 81.200 89.200 -0.178 2.960 
-0.261 0.017 0.242 0.142 -0.269 0.149 0.212 84.600 89.600 -0.181 2.935 
-0.271 0.020 0.269 0.137 -0.281 0.156 0.193 88.200 90.000 -0.186 2.911 
-0.281 -0.002 0.259 0.151 -0.278 0.139 0.183 91.600 90.800 -0.190 2.886 
-0.291 0.007 0.269 0.156 -0.293 0.154 0.159 94.800 91.600 -0.195 2.862 
-0.310 0.029 0.308 0.156 -0.325 0.186 0.127 97.400 92.600 -0.203 2.838 
-0.327 0.010 0.315 0.171 -0.332 0.173 0.117 100.200 93.800 -0.208 2.813 
-0.357 -0.015 0.320 0.198 -0.349 0.164 0.142 102.200 95.200 -0.210 2.794 
-0.371 -0.022 0.320 0.212 -0.359 0.164 0.173 104.400 96.800 -0.212 2.774 
-0.396 -0.015 0.347 0.222 -0.388 0.183 0.183 106.000 98.400 -0.215 2.755 
-0.415 -0.034 0.357 0.237 -0.398 0.173 0.200 107.400 100.000 -0.217 2.735 
-0.413 -0.037 0.352 0.237 -0.393 0.171 0.220 108.400 101.600 -0.222 2.711 
-0.430 -0.076 0.325 0.269 -0.391 0.139 0.239 109.600 103.200 -0.227 2.686 
-0.464 -0.068 0.359 0.286 -0.430 0.164 0.261 110.400 104.600 -0.232 2.662 
-0.501 -0.110 0.364 0.320 -0.444 0.142 0.291 111.200 106.200 -0.237 2.637 
-0.520 -0.139 0.357 0.342 -0.449 0.122 0.332 112.000 107.400 -0.242 2.618 
-0.549 -0.134 0.383 0.359 -0.481 0.142 0.339 112.800 108.600 -0.244 2.598 
-0.579 -0.134 0.408 0.376 -0.510 0.156 0.359 113.600 109.600 -0.249 2.579 
-0.552 -0.129 0.391 0.357 -0.486 0.147 0.371 114.200 110.600 -0.252 2.559 
-0.557 -0.137 0.386 0.364 -0.488 0.142 0.383 114.800 111.200 -0.256 2.535 
-0.584 -0.159 0.391 0.388 -0.503 0.134 0.408 115.400 112.000 -0.259 2.510 
-0.557 -0.159 0.364 0.376 -0.476 0.120 0.415 115.600 112.600 -0.264 2.486 
-0.532 -0.171 0.337 0.364 -0.447 0.095 0.422 116.000 113.200 -0.266 2.462 
-0.545 -0.186 0.337 0.376 -0.452 0.088 0.437 116.000 113.400 -0.269 2.437 
-0.542 -0.183 0.327 0.379 -0.449 0.088 0.440 116.000 113.800 -0.271 2.413 
-0.501 -0.178 0.283 0.359 -0.410 0.073 0.437 115.800 113.800 -0.274 2.388 
-0.481 -0.198 0.256 0.354 -0.381 0.044 0.437 115.600 113.800 -0.276 2.364 
-0.452 -0.198 0.232 0.337 -0.352 0.029 0.437 115.000 113.600 -0.276 2.339 
-0.418 -0.208 0.181 0.327 -0.313 0.002 0.422 114.400 113.400 -0.276 2.315 
-0.393 -0.205 0.156 0.315 -0.291 -0.007 0.410 113.600 113.000 -0.276 2.291 
-0.369 -0.188 0.156 0.291 -0.274 -0.002 0.388 112.600 112.600 -0.278 2.266 
-0.339 -0.188 0.125 0.278 -0.244 -0.017 0.369 111.400 112.000 -0.278 2.242 
-0.303 -0.186 0.088 0.259 -0.210 -0.034 0.349 110.200 111.400 -0.276 2.217 
-0.271 -0.178 0.066 0.239 -0.181 -0.042 0.315 109.000 110.800 -0.276 2.193 
-0.237 -0.164 0.051 0.212 -0.154 -0.044 0.283 107.600 110.000 -0.276 2.168 
-0.220 -0.149 0.049 0.195 -0.144 -0.039 0.256 106.000 109.000 -0.274 2.120 
-0.178 -0.129 0.020 0.168 -0.112 -0.039 0.222 104.600 108.000 -0.274 2.071 
-0.171 -0.125 0.015 0.164 -0.107 -0.039 0.188 103.000 107.000 -0.271 2.022 
-0.142 -0.122 -0.007 0.147 -0.081 -0.051 0.166 101.400 105.800 -0.271 1.973 
-0.107 -0.103 -0.017 0.117 -0.056 -0.049 0.142 99.600 104.400 -0.266 1.954 
-0.085 -0.078 -0.017 0.095 -0.046 -0.034 0.120 97.800 103.200 -0.264 1.934 
-0.076 -0.076 -0.032 0.093 -0.037 -0.037 0.105 96.000 102.000 -0.259 1.915 
-0.046 -0.071 -0.046 0.071 -0.010 -0.046 0.083 94.000 100.800 -0.256 1.895 
-0.037 -0.049 -0.034 0.054 -0.012 -0.029 0.068 92.200 99.600 -0.254 1.875 
