I II III aVR aVL aVF V1 AO SPO2
0.012 -0.012 -0.020 -0.002 0.020 -0.017 0.010 89.600 2.208 
-0.000 -0.044 -0.042 0.022 0.022 -0.044 0.027 89.000 2.247 
-0.005 -0.054 -0.051 0.032 0.022 -0.051 0.034 88.600 2.295 
-0.005 -0.056 -0.051 0.032 0.024 -0.054 0.024 88.200 2.344 
-0.005 -0.049 -0.049 0.029 0.020 -0.046 0.032 87.800 2.393 
-0.000 -0.049 -0.049 0.024 0.024 -0.049 0.022 87.200 2.442 
-0.007 -0.049 -0.049 0.032 0.017 -0.044 0.027 87.000 2.501 
-0.015 -0.049 -0.039 0.034 0.010 -0.042 0.022 86.600 2.559 
-0.007 -0.044 -0.034 0.024 0.015 -0.039 0.015 86.200 2.618 
-0.007 -0.037 -0.034 0.024 0.012 -0.032 0.015 85.800 2.676 
-0.010 -0.044 -0.029 0.024 0.012 -0.039 0.017 85.600 2.725 
-0.024 -0.042 -0.020 0.034 -0.002 -0.029 0.029 85.200 2.774 
-0.017 -0.039 -0.020 0.027 0.002 -0.029 0.044 85.000 2.823 
0.015 -0.007 -0.020 -0.005 0.020 -0.015 0.034 84.800 2.872 
0.034 0.037 -0.005 -0.032 0.017 0.020 -0.000 84.600 2.916 
0.046 0.024 -0.024 -0.034 0.034 0.002 -0.012 84.400 2.960 
0.020 0.037 0.020 -0.029 0.002 0.027 -0.037 84.200 3.004 
0.029 0.073 0.046 -0.051 -0.007 0.059 -0.095 84.000 3.048 
0.093 0.232 0.132 -0.159 -0.022 0.186 -0.254 83.800 3.067 
0.173 0.376 0.200 -0.274 -0.015 0.291 -0.427 83.600 3.087 
0.286 0.493 0.203 -0.386 0.039 0.352 -0.569 83.400 3.106 
0.364 0.520 0.159 -0.442 0.105 0.339 -0.630 83.000 3.126 
0.379 0.513 0.129 -0.442 0.122 0.325 -0.613 82.800 3.136 
0.354 0.501 0.137 -0.422 0.105 0.325 -0.574 82.600 3.145 
0.396 0.383 -0.015 -0.388 0.205 0.186 -0.508 82.400 3.155 
0.271 0.210 -0.061 -0.239 0.166 0.076 -0.339 82.200 3.165 
0.186 0.112 -0.076 -0.147 0.129 0.020 -0.227 82.000 3.165 
0.115 0.078 -0.034 -0.098 0.076 0.022 -0.161 81.800 3.165 
0.059 0.010 -0.051 -0.032 0.054 -0.020 -0.088 81.600 3.165 
0.015 -0.073 -0.085 0.029 0.051 -0.081 -0.007 81.200 3.165 
-0.044 -0.112 -0.068 0.078 0.012 -0.090 0.046 81.000 3.140 
-0.056 -0.110 -0.054 0.083 -0.000 -0.081 0.056 80.800 3.116 
-0.049 -0.103 -0.044 0.071 0.002 -0.078 0.054 80.600 3.092 
-0.051 -0.093 -0.042 0.073 -0.005 -0.066 0.056 80.400 3.067 
-0.063 -0.095 -0.046 0.088 -0.015 -0.063 0.054 80.200 3.048 
-0.063 -0.098 -0.039 0.083 -0.015 -0.066 0.051 80.000 3.028 
-0.054 -0.095 -0.042 0.076 -0.005 -0.068 0.046 79.800 3.009 
-0.059 -0.090 -0.034 0.076 -0.012 -0.061 0.044 79.600 2.989 
-0.066 -0.093 -0.032 0.083 -0.020 -0.059 0.051 79.400 2.965 
-0.063 -0.088 -0.029 0.078 -0.020 -0.056 0.049 79.000 2.940 
-0.056 -0.093 -0.034 0.073 -0.010 -0.063 0.044 78.800 2.916 
-0.068 -0.105 -0.037 0.088 -0.015 -0.071 0.049 78.600 2.891 
-0.066 -0.107 -0.044 0.088 -0.012 -0.073 0.054 78.400 2.862 
-0.063 -0.107 -0.049 0.088 -0.010 -0.076 0.051 78.000 2.833 
-0.056 -0.103 -0.046 0.081 -0.005 -0.073 0.054 77.800 2.803 
-0.056 -0.103 -0.046 0.081 -0.005 -0.073 0.049 77.600 2.774 
-0.061 -0.103 -0.044 0.083 -0.010 -0.071 0.042 77.400 2.745 
-0.059 -0.100 -0.039 0.078 -0.007 -0.071 0.046 77.200 2.716 
-0.037 -0.083 -0.049 0.061 0.005 -0.063 0.044 77.000 2.686 
-0.044 -0.098 -0.049 0.068 0.005 -0.076 0.042 76.800 2.657 
-0.039 -0.090 -0.051 0.066 0.007 -0.071 0.044 76.800 2.637 
-0.042 -0.090 -0.049 0.066 0.005 -0.068 0.046 76.800 2.618 
-0.042 -0.093 -0.049 0.066 0.005 -0.071 0.046 77.000 2.598 
-0.049 -0.093 -0.039 0.068 -0.002 -0.068 0.046 77.200 2.579 
-0.051 -0.098 -0.046 0.076 -0.002 -0.071 0.051 77.800 2.559 
-0.051 -0.100 -0.049 0.076 -0.000 -0.073 0.056 78.600 2.540 
-0.042 -0.095 -0.046 0.066 0.007 -0.073 0.046 79.800 2.520 
-0.049 -0.093 -0.039 0.068 -0.002 -0.068 0.044 81.200 2.501 
-0.061 -0.105 -0.042 0.083 -0.007 -0.073 0.046 83.000 2.491 
-0.051 -0.095 -0.037 0.071 -0.002 -0.068 0.054 85.000 2.481 
-0.056 -0.107 -0.044 0.078 -0.002 -0.078 0.056 87.400 2.471 
-0.063 -0.110 -0.044 0.085 -0.007 -0.078 0.061 89.800 2.462 
-0.056 -0.105 -0.046 0.081 -0.002 -0.076 0.056 92.200 2.457 
-0.061 -0.110 -0.042 0.083 -0.005 -0.078 0.059 94.800 2.452 
-0.051 -0.100 -0.046 0.076 -0.000 -0.073 0.061 96.800 2.447 
-0.059 -0.110 -0.046 0.083 -0.002 -0.081 0.068 98.800 2.442 
-0.063 -0.115 -0.046 0.088 -0.005 -0.083 0.076 100.400 2.437 
-0.063 -0.115 -0.042 0.085 -0.005 -0.083 0.078 102.200 2.432 
-0.066 -0.117 -0.046 0.090 -0.007 -0.083 0.078 103.600 2.427 
-0.078 -0.122 -0.039 0.098 -0.017 -0.083 0.090 105.000 2.422 
-0.083 -0.132 -0.042 0.105 -0.017 -0.090 0.090 106.600 2.418 
-0.090 -0.137 -0.042 0.112 -0.022 -0.090 0.100 108.000 2.413 
-0.093 -0.142 -0.037 0.112 -0.022 -0.095 0.107 109.400 2.408 
-0.110 -0.144 -0.032 0.127 -0.037 -0.088 0.115 110.800 2.403 
-0.120 -0.144 -0.027 0.134 -0.046 -0.083 0.125 112.000 2.398 
-0.122 -0.147 -0.020 0.132 -0.049 -0.085 0.129 113.200 2.393 
-0.127 -0.147 -0.012 0.134 -0.054 -0.083 0.125 114.400 2.388 
-0.134 -0.149 -0.007 0.139 -0.059 -0.081 0.134 115.400 2.383 
-0.147 -0.161 -0.012 0.154 -0.066 -0.088 0.134 116.600 2.379 
-0.144 -0.154 -0.002 0.147 -0.066 -0.081 0.134 117.800 2.374 
-0.147 -0.161 0.002 0.147 -0.066 -0.088 0.137 118.800 2.369 
-0.144 -0.149 0.005 0.142 -0.068 -0.076 0.134 119.800 2.364 
-0.144 -0.149 0.005 0.142 -0.068 -0.076 0.129 120.600 2.354 
-0.134 -0.142 0.002 0.134 -0.063 -0.073 0.129 121.600 2.344 
-0.137 -0.139 0.002 0.137 -0.066 -0.071 0.117 122.400 2.335 
-0.129 -0.132 -0.000 0.129 -0.063 -0.066 0.112 123.400 2.325 
-0.122 -0.125 0.005 0.120 -0.059 -0.063 0.107 124.000 2.320 
-0.115 -0.103 0.015 0.107 -0.063 -0.044 0.093 124.800 2.315 
-0.100 -0.085 0.020 0.090 -0.056 -0.034 0.083 125.200 2.310 
-0.081 -0.068 0.017 0.073 -0.046 -0.027 0.066 125.800 2.305 
-0.081 -0.071 0.017 0.073 -0.044 -0.029 0.061 126.200 2.300 
-0.063 -0.059 0.005 0.061 -0.034 -0.027 0.054 126.600 2.295 
-0.051 -0.054 0.005 0.049 -0.024 -0.027 0.039 127.000 2.291 
-0.037 -0.042 -0.000 0.037 -0.015 -0.022 0.027 127.200 2.286 
-0.024 -0.042 -0.010 0.029 -0.002 -0.029 0.022 127.400 2.281 
-0.020 -0.029 -0.005 0.022 -0.005 -0.020 0.012 127.600 2.276 
-0.007 -0.027 -0.012 0.015 0.007 -0.022 0.005 127.600 2.271 
-0.005 -0.020 -0.007 0.010 0.005 -0.017 -0.005 127.400 2.266 
-0.002 -0.005 0.005 -0.000 -0.000 -0.002 -0.007 127.200 2.256 
-0.002 -0.002 0.007 -0.000 -0.000 -0.000 -0.015 126.800 2.247 
0.007 0.007 0.010 -0.012 0.005 0.005 -0.017 126.200 2.237 
0.012 0.020 0.020 -0.022 0.002 0.015 -0.022 125.800 2.227 
0.007 0.010 0.007 -0.010 0.002 0.007 -0.022 125.000 2.217 
0.020 0.017 0.005 -0.022 0.012 0.007 -0.020 124.200 2.208 
0.012 0.002 0.002 -0.012 0.012 -0.002 -0.024 123.200 2.198 
0.024 0.012 -0.000 -0.024 0.020 -0.000 -0.022 122.200 2.188 
0.012 0.007 -0.000 -0.012 0.010 0.002 -0.022 120.800 2.183 
0.024 0.010 -0.007 -0.020 0.020 -0.002 -0.020 119.400 2.178 
0.020 0.002 -0.010 -0.015 0.020 -0.007 -0.022 118.000 2.173 
0.027 -0.000 -0.012 -0.020 0.027 -0.012 -0.015 116.400 2.168 
0.022 -0.002 -0.020 -0.012 0.024 -0.012 -0.017 114.600 2.159 
0.020 -0.002 -0.015 -0.012 0.022 -0.012 -0.029 113.000 2.149 
0.020 0.002 -0.012 -0.012 0.020 -0.007 -0.022 111.200 2.139 
0.017 0.005 -0.002 -0.015 0.015 -0.002 -0.024 109.400 2.129 
0.015 0.012 -0.000 -0.015 0.010 0.005 -0.020 108.000 2.125 
0.022 0.010 -0.005 -0.020 0.017 -0.000 -0.024 106.400 2.120 
0.024 0.012 -0.005 -0.022 0.020 -0.000 -0.029 105.200 2.115 
0.012 -0.000 -0.002 -0.010 0.012 -0.005 -0.029 104.200 2.110 
0.020 0.005 -0.002 -0.017 0.017 -0.005 -0.027 103.600 2.105 
0.027 0.017 -0.005 -0.024 0.020 0.005 -0.024 103.200 2.100 
0.024 0.005 -0.007 -0.020 0.022 -0.007 -0.029 102.800 2.095 
0.027 0.007 -0.007 -0.022 0.024 -0.005 -0.024 102.600 2.090 
0.020 0.010 -0.002 -0.017 0.015 -0.000 -0.027 102.200 2.085 
0.024 0.015 -0.000 -0.024 0.017 0.002 -0.027 101.800 2.081 
0.037 0.037 0.005 -0.039 0.020 0.020 -0.027 101.400 2.076 
0.039 0.034 0.007 -0.042 0.022 0.015 -0.034 100.800 2.071 
0.039 0.049 0.017 -0.046 0.015 0.029 -0.034 100.400 2.046 
0.044 0.063 0.024 -0.056 0.012 0.042 -0.034 100.000 2.022 
0.046 0.068 0.029 -0.061 0.012 0.046 -0.044 99.600 1.998 
0.054 0.081 0.032 -0.068 0.015 0.054 -0.039 99.200 1.973 
0.054 0.076 0.029 -0.068 0.017 0.049 -0.046 98.600 1.963 
0.073 0.090 0.027 -0.085 0.029 0.054 -0.059 98.200 1.954 
0.090 0.105 0.022 -0.100 0.039 0.061 -0.076 97.600 1.944 
0.093 0.103 0.020 -0.103 0.042 0.056 -0.095 97.000 1.934 
0.103 0.125 0.029 -0.117 0.042 0.073 -0.115 96.400 1.939 
0.105 0.112 0.012 -0.110 0.049 0.061 -0.129 95.800 1.944 
0.103 0.090 -0.007 -0.098 0.059 0.039 -0.125 95.400 1.949 
0.095 0.103 0.010 -0.100 0.044 0.056 -0.129 94.800 1.954 
0.100 0.105 0.005 -0.103 0.049 0.056 -0.125 94.200 1.978 
0.090 0.095 0.012 -0.095 0.044 0.051 -0.103 93.800 2.002 
0.090 0.098 0.010 -0.095 0.042 0.054 -0.093 93.200 2.027 
0.088 0.085 -0.000 -0.088 0.046 0.042 -0.085 92.600 2.051 
0.078 0.066 -0.002 -0.076 0.046 0.027 -0.081 92.000 2.090 
0.068 0.066 0.002 -0.068 0.037 0.032 -0.066 91.400 2.129 
0.042 0.054 0.015 -0.049 0.015 0.034 -0.044 90.800 2.168 
0.015 0.007 -0.000 -0.015 0.012 -0.000 -0.027 90.200 2.208 
0.020 -0.010 -0.024 -0.007 0.024 -0.020 -0.022 89.800 2.266 
0.017 -0.044 -0.051 0.010 0.039 -0.051 -0.002 89.200 2.325 
0.015 -0.059 -0.066 0.020 0.044 -0.066 0.010 88.800 2.383 
-0.000 -0.073 -0.068 0.034 0.037 -0.073 0.020 88.400 2.442 
-0.007 -0.073 -0.059 0.037 0.029 -0.068 0.015 88.000 2.501 
0.005 -0.068 -0.063 0.027 0.039 -0.071 0.017 87.600 2.559 
0.002 -0.061 -0.056 0.027 0.034 -0.061 0.010 87.400 2.618 
-0.000 -0.061 -0.054 0.027 0.032 -0.061 0.002 87.000 2.676 
0.010 -0.051 -0.051 0.017 0.037 -0.056 0.010 86.800 2.730 
0.005 -0.054 -0.049 0.020 0.032 -0.056 0.005 86.400 2.784 
0.007 -0.044 -0.044 0.015 0.029 -0.046 -0.000 86.200 2.838 
0.022 -0.049 -0.066 0.012 0.046 -0.059 -0.005 86.000 2.891 
-0.002 -0.063 -0.059 0.032 0.029 -0.061 0.010 85.600 2.930 
-0.012 -0.068 -0.054 0.039 0.022 -0.061 0.024 85.400 2.969 
0.020 -0.049 -0.059 0.010 0.044 -0.059 0.029 85.000 3.009 
0.061 0.017 -0.034 -0.044 0.054 -0.012 -0.007 84.800 3.048 
0.071 0.051 -0.020 -0.061 0.046 0.017 -0.037 84.600 3.072 
0.059 0.039 -0.012 -0.051 0.039 0.010 -0.044 84.400 3.096 
0.032 0.068 0.044 -0.054 -0.002 0.054 -0.088 84.200 3.121 
0.103 0.193 0.095 -0.149 0.007 0.142 -0.198 84.000 3.145 
0.161 0.352 0.195 -0.259 -0.015 0.271 -0.379 83.800 3.155 
0.261 0.469 0.212 -0.366 0.027 0.339 -0.535 83.600 3.165 
0.357 0.537 0.190 -0.452 0.088 0.359 -0.647 83.400 3.175 
0.430 0.530 0.103 -0.481 0.166 0.315 -0.664 83.200 3.184 
0.405 0.523 0.122 -0.466 0.144 0.320 -0.647 83.000 3.189 
0.437 0.491 0.056 -0.464 0.193 0.274 -0.603 82.800 3.194 
0.398 0.339 -0.054 -0.371 0.230 0.142 -0.481 82.600 3.199 
0.271 0.156 -0.115 -0.212 0.193 0.022 -0.305 82.400 3.204 
0.190 0.083 -0.100 -0.139 0.149 -0.012 -0.217 82.200 3.199 
0.112 0.032 -0.071 -0.076 0.098 -0.024 -0.156 82.000 3.194 
0.078 -0.039 -0.112 -0.022 0.098 -0.078 -0.071 81.800 3.189 
0.020 -0.103 -0.120 0.042 0.071 -0.112 -0.005 81.400 3.184 
-0.029 -0.137 -0.107 0.083 0.039 -0.122 0.039 81.200 3.179 
-0.022 -0.120 -0.093 0.068 0.039 -0.107 0.037 81.000 3.175 
-0.027 -0.117 -0.085 0.071 0.032 -0.103 0.037 80.800 3.170 
-0.024 -0.120 -0.093 0.071 0.037 -0.107 0.042 80.400 3.165 
-0.024 -0.137 -0.105 0.078 0.044 -0.125 0.054 80.200 3.150 
-0.022 -0.166 -0.134 0.090 0.061 -0.154 0.059 80.000 3.136 
-0.032 -0.181 -0.139 0.103 0.059 -0.164 0.056 79.800 3.121 
-0.012 -0.161 -0.147 0.085 0.068 -0.154 0.068 79.600 3.106 
-0.017 -0.164 -0.147 0.090 0.066 -0.154 0.059 79.400 3.087 
-0.022 -0.147 -0.120 0.083 0.051 -0.134 0.051 79.200 3.067 
-0.012 -0.125 -0.107 0.066 0.051 -0.117 0.049 79.200 3.048 
-0.020 -0.115 -0.093 0.066 0.039 -0.105 0.044 79.000 3.028 
-0.007 -0.112 -0.100 0.059 0.049 -0.107 0.054 78.800 2.999 
-0.020 -0.137 -0.115 0.078 0.049 -0.127 0.054 78.600 2.969 
-0.012 -0.147 -0.127 0.076 0.061 -0.139 0.054 78.400 2.940 
-0.027 -0.159 -0.129 0.093 0.054 -0.144 0.056 78.200 2.911 
-0.022 -0.168 -0.144 0.095 0.063 -0.156 0.054 78.000 2.882 
-0.012 -0.176 -0.156 0.090 0.076 -0.168 0.056 77.800 2.852 
-0.020 -0.193 -0.161 0.100 0.078 -0.183 0.061 77.600 2.823 
-0.015 -0.198 -0.178 0.105 0.085 -0.190 0.066 77.400 2.794 
-0.024 -0.210 -0.181 0.115 0.081 -0.198 0.066 77.400 2.769 
-0.017 -0.212 -0.186 0.110 0.090 -0.203 0.066 77.600 2.745 
-0.015 -0.208 -0.181 0.105 0.090 -0.200 0.061 78.200 2.720 
-0.024 -0.208 -0.178 0.115 0.081 -0.195 0.068 78.800 2.696 
-0.029 -0.212 -0.181 0.120 0.078 -0.198 0.073 80.000 2.672 
-0.037 -0.217 -0.173 0.125 0.073 -0.198 0.068 81.200 2.647 
-0.024 -0.220 -0.188 0.120 0.085 -0.208 0.068 83.200 2.623 
-0.029 -0.230 -0.198 0.129 0.085 -0.215 0.078 85.000 2.598 
-0.029 -0.239 -0.208 0.134 0.090 -0.225 0.083 87.400 2.584 
-0.027 -0.239 -0.210 0.132 0.093 -0.225 0.081 89.800 2.569 
-0.024 -0.249 -0.220 0.134 0.100 -0.237 0.083 92.400 2.554 
-0.024 -0.261 -0.230 0.139 0.107 -0.249 0.088 95.000 2.540 
-0.034 -0.274 -0.234 0.151 0.103 -0.256 0.098 97.200 2.530 
-0.039 -0.261 -0.225 0.151 0.093 -0.242 0.098 99.400 2.520 
-0.049 -0.271 -0.225 0.161 0.088 -0.247 0.100 101.000 2.510 
-0.034 -0.264 -0.220 0.144 0.098 -0.247 0.103 102.800 2.501 
-0.054 -0.259 -0.200 0.154 0.076 -0.232 0.103 104.200 2.491 
-0.061 -0.234 -0.168 0.147 0.056 -0.203 0.095 105.600 2.481 
-0.056 -0.193 -0.129 0.122 0.042 -0.164 0.090 107.200 2.471 
-0.061 -0.156 -0.085 0.105 0.017 -0.125 0.083 109.000 2.462 
-0.063 -0.137 -0.071 0.100 0.005 -0.105 0.088 110.600 2.457 
-0.073 -0.166 -0.085 0.117 0.010 -0.129 0.098 112.200 2.452 
-0.076 -0.200 -0.112 0.132 0.024 -0.161 0.120 113.400 2.447 
-0.085 -0.217 -0.127 0.149 0.024 -0.173 0.132 114.800 2.442 
-0.093 -0.220 -0.122 0.154 0.017 -0.173 0.142 116.000 2.427 
-0.112 -0.242 -0.120 0.173 0.010 -0.186 0.144 117.400 2.413 
-0.117 -0.264 -0.137 0.186 0.015 -0.205 0.151 118.400 2.398 
-0.110 -0.283 -0.161 0.190 0.032 -0.227 0.171 119.600 2.383 
-0.125 -0.291 -0.161 0.205 0.022 -0.227 0.173 120.800 2.374 
-0.120 -0.293 -0.164 0.203 0.027 -0.232 0.171 121.800 2.364 
-0.117 -0.288 -0.166 0.200 0.027 -0.230 0.164 122.800 2.354 
-0.125 -0.288 -0.154 0.203 0.020 -0.225 0.159 123.800 2.344 
-0.125 -0.276 -0.147 0.198 0.015 -0.212 0.156 124.600 2.339 
-0.112 -0.264 -0.134 0.181 0.020 -0.208 0.144 125.600 2.335 
-0.100 -0.242 -0.132 0.166 0.022 -0.190 0.137 126.600 2.330 
-0.098 -0.237 -0.129 0.164 0.022 -0.188 0.127 127.400 2.325 
-0.095 -0.239 -0.127 0.159 0.024 -0.190 0.122 128.200 2.315 
-0.073 -0.230 -0.137 0.142 0.042 -0.193 0.117 129.000 2.305 
-0.063 -0.227 -0.147 0.137 0.051 -0.195 0.105 129.600 2.295 
-0.066 -0.234 -0.159 0.147 0.051 -0.200 0.100 130.200 2.286 
-0.049 -0.227 -0.161 0.129 0.066 -0.203 0.081 130.600 2.281 
-0.039 -0.212 -0.161 0.120 0.068 -0.193 0.073 131.000 2.276 
-0.029 -0.195 -0.151 0.105 0.068 -0.181 0.061 131.200 2.271 
-0.015 -0.173 -0.142 0.085 0.073 -0.166 0.049 131.400 2.266 
-0.020 -0.173 -0.142 0.090 0.068 -0.164 0.042 131.200 2.256 
-0.012 -0.173 -0.144 0.085 0.076 -0.166 0.032 131.200 2.247 
0.012 -0.156 -0.149 0.063 0.090 -0.161 0.027 131.000 2.237 
0.012 -0.161 -0.154 0.066 0.093 -0.166 0.029 130.600 2.227 
0.012 -0.166 -0.164 0.071 0.095 -0.171 0.017 130.400 2.217 
0.022 -0.166 -0.164 0.061 0.105 -0.176 0.017 130.000 2.208 
0.017 -0.166 -0.164 0.066 0.100 -0.173 0.015 129.600 2.198 
0.020 -0.156 -0.161 0.061 0.098 -0.166 0.015 129.000 2.188 
0.029 -0.151 -0.159 0.051 0.105 -0.166 0.012 128.200 2.178 
0.017 -0.156 -0.159 0.063 0.095 -0.164 0.007 127.400 2.168 
0.017 -0.166 -0.164 0.066 0.100 -0.173 0.005 126.400 2.159 
0.015 -0.164 -0.164 0.068 0.098 -0.171 0.007 125.200 2.149 
0.032 -0.149 -0.168 0.054 0.107 -0.164 0.005 123.800 2.144 
0.022 -0.156 -0.164 0.061 0.100 -0.166 0.005 122.400 2.139 
0.020 -0.156 -0.159 0.061 0.098 -0.166 0.007 120.800 2.134 
0.022 -0.156 -0.164 0.061 0.100 -0.166 0.002 119.200 2.129 
0.017 -0.164 -0.171 0.068 0.100 -0.171 0.010 117.400 2.120 
0.015 -0.168 -0.168 0.071 0.100 -0.176 0.010 115.600 2.110 
0.020 -0.176 -0.181 0.071 0.107 -0.186 0.015 113.800 2.100 
0.007 -0.178 -0.171 0.078 0.098 -0.181 0.017 112.000 2.090 
0.005 -0.181 -0.168 0.081 0.095 -0.183 0.010 110.600 2.085 
0.010 -0.181 -0.173 0.078 0.100 -0.186 0.017 109.000 2.081 
0.022 -0.183 -0.186 0.071 0.115 -0.193 0.022 108.200 2.076 
0.020 -0.164 -0.168 0.066 0.103 -0.173 0.017 107.200 2.071 
0.017 -0.161 -0.159 0.063 0.098 -0.168 0.007 106.600 2.061 
0.015 -0.156 -0.154 0.063 0.093 -0.164 0.010 106.000 2.051 
0.020 -0.144 -0.154 0.059 0.093 -0.154 0.007 105.400 2.042 
0.012 -0.149 -0.144 0.061 0.088 -0.154 0.007 104.800 2.032 
0.012 -0.134 -0.132 0.054 0.081 -0.139 0.010 104.200 2.022 
0.022 -0.122 -0.134 0.046 0.083 -0.132 0.005 103.600 2.012 
0.037 -0.107 -0.127 0.027 0.090 -0.125 -0.002 103.200 2.002 
0.034 -0.100 -0.120 0.027 0.085 -0.117 0.002 102.800 1.993 
0.042 -0.088 -0.115 0.017 0.085 -0.107 -0.007 102.400 1.983 
0.037 -0.107 -0.129 0.029 0.090 -0.125 -0.002 102.000 1.973 
0.059 -0.100 -0.139 0.012 0.110 -0.129 -0.002 101.600 1.963 
0.061 -0.090 -0.137 0.007 0.107 -0.120 -0.007 101.000 1.954 
0.073 -0.056 -0.115 -0.015 0.103 -0.093 -0.029 100.600 1.944 
0.073 -0.051 -0.110 -0.017 0.100 -0.088 -0.054 100.000 1.934 
0.083 -0.034 -0.098 -0.034 0.100 -0.076 -0.078 99.400 1.924 
0.090 -0.037 -0.117 -0.032 0.110 -0.081 -0.093 98.800 1.915 
0.085 -0.054 -0.127 -0.022 0.112 -0.095 -0.085 98.200 1.915 
0.093 -0.061 -0.142 -0.022 0.125 -0.107 -0.081 97.600 1.915 
0.088 -0.068 -0.147 -0.015 0.122 -0.112 -0.093 97.000 1.915 
0.083 -0.066 -0.142 -0.012 0.117 -0.107 -0.081 96.400 1.915 
0.088 -0.073 -0.142 -0.017 0.125 -0.117 -0.066 95.800 1.929 
0.085 -0.078 -0.147 -0.012 0.125 -0.120 -0.054 95.200 1.944 
0.068 -0.110 -0.166 0.015 0.125 -0.144 -0.039 94.600 1.958 
0.066 -0.139 -0.193 0.032 0.137 -0.171 -0.029 94.200 1.973 
0.044 -0.173 -0.205 0.059 0.132 -0.195 -0.005 93.600 2.007 
0.015 -0.232 -0.237 0.105 0.132 -0.239 0.029 93.200 2.042 
-0.000 -0.230 -0.217 0.110 0.115 -0.230 0.022 92.800 2.076 
0.005 -0.190 -0.193 0.093 0.100 -0.193 0.017 92.200 2.110 
0.002 -0.176 -0.171 0.083 0.090 -0.176 0.022 91.800 2.164 
0.022 -0.149 -0.159 0.059 0.098 -0.159 0.022 91.200 2.217 
-0.000 -0.161 -0.154 0.078 0.081 -0.161 0.027 90.800 2.271 
-0.005 -0.176 -0.164 0.088 0.083 -0.173 0.024 90.400 2.325 
0.007 -0.166 -0.168 0.078 0.090 -0.168 0.029 89.800 2.379 
-0.002 -0.168 -0.154 0.081 0.083 -0.166 0.032 89.400 2.432 
0.005 -0.168 -0.161 0.076 0.090 -0.171 0.027 89.000 2.486 
0.005 -0.171 -0.168 0.081 0.090 -0.173 0.024 88.600 2.540 
0.010 -0.168 -0.173 0.078 0.095 -0.173 0.027 88.200 2.593 
0.010 -0.183 -0.183 0.083 0.103 -0.188 0.032 88.000 2.647 
0.007 -0.173 -0.171 0.078 0.095 -0.176 0.034 87.600 2.701 
-0.012 -0.178 -0.161 0.093 0.078 -0.171 0.034 87.400 2.755 
-0.015 -0.181 -0.161 0.095 0.076 -0.173 0.049 87.200 2.799 
0.029 -0.151 -0.171 0.056 0.105 -0.166 0.034 87.000 2.842 
0.068 -0.088 -0.139 0.002 0.112 -0.122 -0.012 86.600 2.886 
0.061 -0.100 -0.151 0.015 0.112 -0.129 -0.017 86.400 2.930 
0.022 -0.100 -0.107 0.032 0.073 -0.110 -0.032 86.200 2.960 
0.051 -0.051 -0.083 -0.010 0.078 -0.076 -0.100 86.000 2.989 
0.115 0.122 0.020 -0.125 0.054 0.066 -0.261 85.800 3.018 
0.200 0.276 0.088 -0.244 0.063 0.176 -0.440 85.600 3.048 
0.320 0.391 0.085 -0.361 0.125 0.232 -0.589 85.400 3.067 
0.391 0.420 0.042 -0.410 0.181 0.225 -0.652 85.400 3.087 
0.427 0.430 0.010 -0.432 0.212 0.217 -0.647 85.200 3.106 
0.408 0.420 0.024 -0.420 0.198 0.217 -0.620 85.000 3.126 
0.462 0.335 -0.115 -0.403 0.295 0.105 -0.545 84.800 3.131 
0.332 0.132 -0.188 -0.237 0.266 -0.034 -0.371 84.400 3.136 
0.234 0.017 -0.208 -0.129 0.227 -0.100 -0.249 84.200 3.140 
0.164 -0.005 -0.161 -0.083 0.166 -0.085 -0.176 84.000 3.145 
0.095 -0.100 -0.183 -0.002 0.147 -0.147 -0.112 84.000 3.140 
0.039 -0.183 -0.210 0.066 0.132 -0.203 -0.027 83.800 3.136 
-0.002 -0.227 -0.220 0.112 0.112 -0.225 0.039 83.600 3.131 
-0.012 -0.234 -0.215 0.120 0.105 -0.227 0.049 83.400 3.126 
-0.024 -0.252 -0.217 0.134 0.103 -0.239 0.059 83.200 3.111 
-0.020 -0.259 -0.230 0.134 0.110 -0.249 0.059 83.000 3.096 
-0.017 -0.252 -0.230 0.132 0.110 -0.242 0.073 82.800 3.082 
-0.017 -0.249 -0.225 0.129 0.107 -0.239 0.066 82.600 3.067 
-0.024 -0.244 -0.212 0.132 0.098 -0.232 0.061 82.400 3.053 
-0.020 -0.244 -0.215 0.127 0.103 -0.234 0.056 82.200 3.038 
-0.029 -0.244 -0.212 0.137 0.093 -0.230 0.056 82.000 3.023 
-0.022 -0.278 -0.244 0.144 0.117 -0.266 0.063 81.800 3.009 
-0.027 -0.276 -0.234 0.144 0.112 -0.261 0.056 81.600 2.984 
-0.010 -0.244 -0.220 0.120 0.112 -0.239 0.059 81.400 2.960 
-0.015 -0.171 -0.154 0.093 0.071 -0.164 0.039 81.200 2.935 
-0.020 -0.112 -0.085 0.063 0.037 -0.103 0.017 81.000 2.911 
-0.017 -0.107 -0.081 0.059 0.037 -0.098 0.012 80.800 2.882 
-0.020 -0.147 -0.117 0.078 0.054 -0.137 0.017 80.600 2.852 
-0.017 -0.161 -0.129 0.083 0.063 -0.151 0.015 80.400 2.823 
-0.027 -0.149 -0.110 0.083 0.049 -0.134 0.007 80.200 2.794 
