I II III aVR aVL aVF V1 AO SPO2
-0.007 0.078 0.129 -0.056 -0.046 0.083 0.007 118.200 2.154 
-0.007 0.078 0.132 -0.059 -0.046 0.083 0.005 117.800 2.159 
-0.002 0.061 0.122 -0.059 -0.032 0.063 0.005 117.200 2.164 
-0.005 0.071 0.127 -0.059 -0.039 0.073 -0.000 116.600 2.168 
-0.002 0.090 0.144 -0.068 -0.046 0.093 -0.002 115.600 2.173 
-0.010 0.090 0.149 -0.063 -0.054 0.095 -0.010 114.800 2.178 
-0.002 0.078 0.134 -0.063 -0.042 0.081 -0.017 113.600 2.183 
0.012 0.088 0.125 -0.073 -0.032 0.083 -0.000 112.200 2.188 
0.015 0.073 0.105 -0.066 -0.022 0.066 0.005 110.800 2.193 
0.020 0.073 0.107 -0.073 -0.017 0.063 -0.005 109.200 2.198 
0.017 0.098 0.134 -0.083 -0.032 0.090 -0.015 107.400 2.203 
0.010 0.088 0.127 -0.073 -0.034 0.083 -0.012 105.800 2.208 
0.034 0.095 0.112 -0.090 -0.012 0.078 -0.015 104.000 2.217 
0.010 0.078 0.120 -0.068 -0.029 0.073 -0.002 102.400 2.227 
0.020 0.076 0.107 -0.073 -0.017 0.066 -0.007 101.000 2.237 
0.010 0.073 0.115 -0.066 -0.027 0.068 -0.005 99.600 2.247 
-0.005 0.076 0.137 -0.063 -0.042 0.078 -0.010 98.800 2.247 
0.010 0.095 0.134 -0.076 -0.037 0.090 -0.012 98.000 2.247 
0.010 0.085 0.125 -0.071 -0.032 0.081 -0.015 97.600 2.247 
0.017 0.098 0.137 -0.085 -0.032 0.090 -0.020 97.200 2.247 
0.015 0.083 0.112 -0.071 -0.027 0.076 -0.012 96.800 2.247 
0.012 0.073 0.115 -0.068 -0.024 0.068 -0.010 96.600 2.247 
0.015 0.063 0.100 -0.063 -0.017 0.056 -0.010 96.400 2.247 
0.005 0.046 0.088 -0.049 -0.017 0.044 -0.007 96.000 2.247 
0.010 0.066 0.103 -0.061 -0.022 0.061 -0.007 95.600 2.242 
0.024 0.076 0.105 -0.076 -0.012 0.063 -0.020 95.200 2.237 
0.010 0.110 0.154 -0.085 -0.044 0.105 -0.020 94.800 2.232 
0.027 0.132 0.156 -0.105 -0.039 0.120 -0.022 94.400 2.227 
0.034 0.129 0.147 -0.107 -0.029 0.112 -0.022 93.800 2.217 
0.034 0.134 0.144 -0.105 -0.032 0.117 -0.020 93.400 2.208 
0.032 0.139 0.156 -0.110 -0.037 0.125 -0.010 93.000 2.198 
0.042 0.142 0.154 -0.117 -0.029 0.122 -0.027 92.600 2.188 
0.032 0.159 0.173 -0.117 -0.046 0.144 -0.024 92.200 2.188 
0.049 0.166 0.173 -0.134 -0.034 0.142 -0.032 91.800 2.188 
0.061 0.186 0.173 -0.147 -0.032 0.156 -0.049 91.200 2.188 
0.081 0.203 0.171 -0.166 -0.020 0.164 -0.071 90.800 2.188 
0.090 0.215 0.176 -0.178 -0.017 0.171 -0.100 90.200 2.203 
0.095 0.215 0.166 -0.178 -0.012 0.168 -0.115 89.600 2.217 
0.083 0.190 0.154 -0.159 -0.012 0.149 -0.107 89.000 2.232 
0.098 0.198 0.149 -0.171 -0.000 0.149 -0.107 88.400 2.247 
0.093 0.193 0.147 -0.166 -0.002 0.147 -0.095 87.800 2.276 
0.103 0.190 0.142 -0.173 0.007 0.139 -0.100 87.400 2.305 
0.088 0.178 0.137 -0.156 -0.000 0.134 -0.085 86.800 2.335 
0.085 0.183 0.144 -0.156 -0.005 0.142 -0.081 86.400 2.364 
0.071 0.154 0.129 -0.134 -0.005 0.120 -0.068 86.000 2.408 
0.078 0.156 0.129 -0.142 -0.000 0.117 -0.059 85.400 2.452 
0.056 0.137 0.132 -0.122 -0.012 0.110 -0.044 85.200 2.496 
0.022 0.100 0.125 -0.083 -0.027 0.090 -0.022 84.800 2.540 
0.012 0.071 0.105 -0.063 -0.022 0.066 -0.005 84.400 2.589 
0.007 0.056 0.093 -0.054 -0.020 0.054 -0.002 84.200 2.637 
0.010 0.042 0.071 -0.044 -0.010 0.037 0.015 83.800 2.686 
-0.000 0.017 0.056 -0.027 -0.007 0.017 0.022 83.600 2.735 
-0.005 -0.002 0.044 -0.017 -0.002 -0.000 0.037 83.400 2.784 
-0.012 -0.012 0.034 -0.005 -0.005 -0.005 0.037 83.200 2.833 
-0.017 -0.015 0.042 -0.002 -0.010 -0.005 0.032 82.800 2.882 
-0.010 -0.007 0.042 -0.010 -0.005 -0.002 0.029 82.600 2.930 
-0.015 -0.012 0.039 -0.005 -0.007 -0.005 0.032 82.400 2.974 
-0.020 -0.017 0.039 -0.000 -0.010 -0.007 0.027 82.000 3.018 
-0.007 0.002 0.044 -0.015 -0.007 0.007 0.024 81.800 3.062 
-0.005 0.007 0.051 -0.020 -0.007 0.010 0.027 81.400 3.106 
-0.022 -0.005 0.051 -0.002 -0.020 0.007 0.029 81.200 3.136 
-0.027 -0.007 0.049 0.002 -0.022 0.007 0.034 81.000 3.165 
-0.029 -0.012 0.051 0.005 -0.022 0.002 0.056 80.600 3.194 
-0.010 0.002 0.042 -0.010 -0.010 0.007 0.061 80.400 3.223 
0.032 0.063 0.063 -0.063 -0.000 0.049 0.017 80.200 3.248 
0.061 0.090 0.063 -0.093 0.017 0.061 -0.015 80.000 3.272 
0.063 0.112 0.081 -0.103 0.007 0.081 -0.032 79.800 3.297 
0.049 0.129 0.110 -0.103 -0.015 0.105 -0.073 79.600 3.321 
0.117 0.266 0.173 -0.203 -0.015 0.208 -0.215 79.400 3.341 
0.181 0.420 0.266 -0.313 -0.029 0.330 -0.371 79.200 3.360 
0.259 0.498 0.269 -0.393 0.010 0.369 -0.508 79.200 3.380 
0.342 0.537 0.222 -0.452 0.073 0.366 -0.584 79.000 3.399 
0.369 0.505 0.159 -0.447 0.117 0.322 -0.569 78.800 3.419 
0.317 0.484 0.186 -0.410 0.076 0.325 -0.520 78.600 3.438 
0.379 0.374 0.017 -0.386 0.193 0.186 -0.466 78.400 3.458 
0.291 0.239 -0.024 -0.278 0.171 0.095 -0.339 78.400 3.477 
0.186 0.144 -0.020 -0.176 0.115 0.051 -0.234 78.200 3.492 
0.105 0.120 0.037 -0.122 0.046 0.068 -0.178 78.000 3.507 
0.076 0.081 0.024 -0.088 0.037 0.044 -0.103 77.800 3.521 
0.027 -0.007 -0.005 -0.024 0.032 -0.020 -0.027 77.800 3.536 
-0.029 -0.056 -0.012 0.037 -0.000 -0.042 0.037 77.600 3.551 
-0.046 -0.063 0.002 0.046 -0.015 -0.039 0.054 77.400 3.565 
-0.039 -0.061 0.005 0.037 -0.007 -0.042 0.049 77.200 3.580 
-0.042 -0.059 0.007 0.039 -0.012 -0.037 0.044 77.000 3.595 
-0.046 -0.066 -0.000 0.046 -0.012 -0.042 0.049 76.800 3.600 
-0.037 -0.054 0.005 0.034 -0.010 -0.034 0.049 76.400 3.604 
-0.034 -0.049 0.012 0.029 -0.010 -0.032 0.049 76.200 3.609 
-0.037 -0.049 0.015 0.029 -0.012 -0.029 0.049 76.000 3.614 
-0.049 -0.046 0.020 0.039 -0.024 -0.022 0.054 75.800 3.614 
-0.044 -0.049 0.012 0.039 -0.020 -0.027 0.046 75.400 3.614 
-0.039 -0.049 0.015 0.032 -0.015 -0.029 0.039 75.200 3.614 
-0.037 -0.042 0.017 0.029 -0.015 -0.022 0.046 75.000 3.614 
-0.039 -0.046 0.012 0.034 -0.015 -0.027 0.046 74.800 3.604 
-0.044 -0.046 0.015 0.037 -0.020 -0.024 0.039 74.600 3.595 
-0.032 -0.039 0.022 0.022 -0.012 -0.022 0.042 74.400 3.585 
-0.032 -0.037 0.020 0.022 -0.012 -0.020 0.046 74.000 3.575 
-0.032 -0.034 0.015 0.024 -0.015 -0.017 0.054 73.800 3.560 
-0.032 -0.042 0.010 0.027 -0.010 -0.024 0.044 73.600 3.546 
-0.017 -0.042 0.005 0.015 0.005 -0.032 0.034 73.400 3.531 
-0.032 -0.049 0.012 0.027 -0.007 -0.032 0.034 73.200 3.516 
-0.032 -0.049 -0.000 0.032 -0.007 -0.032 0.037 73.200 3.502 
-0.034 -0.063 -0.010 0.039 -0.002 -0.046 0.039 73.000 3.487 
-0.029 -0.063 -0.012 0.037 0.002 -0.049 0.037 73.000 3.473 
-0.034 -0.063 -0.007 0.039 -0.002 -0.046 0.034 72.800 3.458 
-0.039 -0.063 -0.005 0.042 -0.007 -0.044 0.032 72.800 3.448 
-0.034 -0.056 -0.002 0.037 -0.005 -0.039 0.032 73.000 3.438 
-0.032 -0.051 -0.002 0.034 -0.005 -0.034 0.027 73.400 3.429 
-0.044 -0.054 0.005 0.042 -0.017 -0.032 0.020 74.000 3.419 
-0.037 -0.061 -0.002 0.039 -0.005 -0.042 0.027 75.200 3.409 
-0.042 -0.063 0.002 0.042 -0.010 -0.042 0.029 76.400 3.399 
-0.046 -0.059 0.005 0.044 -0.017 -0.034 0.024 78.200 3.389 
-0.049 -0.063 0.005 0.046 -0.017 -0.039 0.024 80.200 3.380 
-0.059 -0.071 0.002 0.059 -0.022 -0.042 0.024 82.600 3.375 
-0.054 -0.071 0.002 0.054 -0.017 -0.044 0.029 85.000 3.370 
-0.051 -0.071 -0.007 0.056 -0.015 -0.044 0.032 87.600 3.365 
-0.061 -0.083 -0.005 0.063 -0.020 -0.051 0.034 90.200 3.360 
-0.059 -0.088 -0.012 0.066 -0.015 -0.059 0.044 92.600 3.355 
-0.068 -0.093 -0.007 0.073 -0.022 -0.059 0.044 95.000 3.350 
-0.059 -0.093 -0.010 0.063 -0.012 -0.063 0.054 97.200 3.346 
-0.061 -0.098 -0.002 0.063 -0.012 -0.066 0.054 99.400 3.341 
-0.073 -0.098 -0.002 0.076 -0.024 -0.061 0.063 101.000 3.336 
-0.076 -0.103 0.005 0.073 -0.024 -0.063 0.059 102.800 3.331 
-0.085 -0.098 0.012 0.081 -0.037 -0.054 0.061 104.400 3.326 
-0.093 -0.095 0.020 0.083 -0.044 -0.049 0.068 105.800 3.321 
-0.110 -0.105 0.024 0.098 -0.056 -0.049 0.071 107.200 3.306 
-0.117 -0.107 0.022 0.107 -0.063 -0.049 0.078 108.600 3.292 
-0.122 -0.115 0.024 0.110 -0.063 -0.054 0.083 109.800 3.277 
-0.139 -0.122 0.029 0.125 -0.078 -0.051 0.088 111.000 3.263 
-0.139 -0.129 0.032 0.125 -0.073 -0.059 0.090 112.200 3.248 
-0.132 -0.122 0.032 0.117 -0.071 -0.056 0.088 113.200 3.233 
-0.137 -0.125 0.039 0.117 -0.073 -0.056 0.093 114.000 3.219 
-0.137 -0.117 0.042 0.117 -0.078 -0.049 0.093 114.800 3.204 
-0.139 -0.115 0.044 0.117 -0.081 -0.044 0.093 115.400 3.189 
-0.137 -0.110 0.051 0.112 -0.081 -0.042 0.090 116.200 3.175 
-0.127 -0.095 0.049 0.103 -0.078 -0.032 0.078 117.000 3.160 
-0.129 -0.098 0.051 0.105 -0.081 -0.032 0.076 117.600 3.145 
-0.129 -0.100 0.044 0.107 -0.078 -0.034 0.071 118.400 3.131 
-0.117 -0.100 0.037 0.100 -0.066 -0.042 0.068 119.400 3.116 
-0.105 -0.098 0.029 0.090 -0.056 -0.044 0.061 120.000 3.101 
-0.088 -0.083 0.032 0.073 -0.046 -0.039 0.051 120.600 3.087 
-0.076 -0.076 0.022 0.066 -0.037 -0.037 0.049 121.200 3.067 
-0.068 -0.068 0.024 0.056 -0.034 -0.034 0.037 121.600 3.048 
-0.049 -0.051 0.017 0.042 -0.022 -0.027 0.027 122.000 3.028 
-0.039 -0.049 0.010 0.034 -0.015 -0.029 0.024 122.400 3.009 
-0.039 -0.051 0.002 0.039 -0.012 -0.032 0.010 122.600 2.989 
-0.034 -0.049 0.002 0.034 -0.010 -0.032 0.012 123.000 2.969 
-0.017 -0.029 0.007 0.015 -0.002 -0.020 0.010 123.000 2.950 
-0.010 -0.020 0.010 0.005 -0.000 -0.015 0.002 123.000 2.930 
-0.007 -0.020 0.012 0.002 0.002 -0.015 -0.000 122.800 2.906 
-0.005 -0.029 -0.002 0.007 0.010 -0.027 -0.000 122.600 2.882 
-0.002 -0.024 -0.000 0.002 0.010 -0.022 -0.002 122.200 2.857 
-0.002 -0.032 -0.002 0.005 0.015 -0.029 -0.000 121.600 2.833 
0.012 -0.022 -0.020 -0.002 0.024 -0.027 0.002 121.000 2.808 
0.017 -0.032 -0.027 -0.002 0.034 -0.039 -0.000 120.200 2.784 
0.010 -0.049 -0.034 0.007 0.034 -0.054 0.002 119.400 2.759 
0.010 -0.051 -0.039 0.010 0.037 -0.056 0.002 118.400 2.735 
0.007 -0.059 -0.049 0.017 0.037 -0.061 0.005 117.000 2.706 
0.012 -0.061 -0.051 0.015 0.044 -0.066 0.005 115.800 2.676 
0.010 -0.059 -0.051 0.017 0.039 -0.063 0.005 114.200 2.647 
0.012 -0.044 -0.039 0.007 0.034 -0.049 0.005 112.800 2.618 
0.010 -0.042 -0.037 0.010 0.032 -0.046 0.007 111.000 2.589 
0.012 -0.039 -0.039 0.007 0.032 -0.044 0.005 109.400 2.559 
0.012 -0.046 -0.044 0.010 0.037 -0.051 0.010 107.800 2.530 
0.020 -0.049 -0.042 0.002 0.044 -0.059 0.012 106.200 2.501 
0.012 -0.044 -0.044 0.010 0.034 -0.049 0.010 104.800 2.471 
0.015 -0.037 -0.039 0.005 0.034 -0.044 0.005 103.400 2.442 
0.022 -0.027 -0.039 -0.002 0.037 -0.037 0.002 102.600 2.413 
0.017 -0.037 -0.034 -0.000 0.037 -0.044 0.005 101.800 2.383 
0.017 -0.044 -0.049 0.007 0.039 -0.051 0.010 101.400 2.359 
0.005 -0.061 -0.056 0.024 0.037 -0.063 0.007 100.800 2.335 
0.022 -0.056 -0.071 0.015 0.051 -0.066 0.012 100.600 2.310 
0.024 -0.066 -0.081 0.017 0.059 -0.078 0.020 100.400 2.286 
0.024 -0.076 -0.088 0.020 0.063 -0.088 0.020 100.200 2.252 
0.022 -0.071 -0.083 0.020 0.059 -0.081 0.017 100.000 2.217 
0.024 -0.068 -0.083 0.017 0.059 -0.081 0.017 99.800 2.183 
0.024 -0.063 -0.081 0.017 0.056 -0.076 0.010 99.600 2.149 
0.020 -0.054 -0.068 0.015 0.046 -0.063 0.010 99.200 2.120 
0.039 -0.029 -0.061 -0.007 0.054 -0.049 0.012 98.800 2.090 
0.044 -0.022 -0.056 -0.015 0.056 -0.044 0.017 98.200 2.061 
0.049 -0.015 -0.054 -0.022 0.056 -0.039 0.010 97.600 2.032 
0.046 -0.012 -0.051 -0.020 0.054 -0.034 0.010 97.000 1.998 
0.046 -0.012 -0.054 -0.020 0.054 -0.034 0.015 96.400 1.963 
0.059 -0.015 -0.071 -0.022 0.066 -0.044 0.012 95.800 1.929 
0.063 -0.005 -0.068 -0.029 0.066 -0.037 0.002 95.000 1.895 
0.073 0.005 -0.061 -0.042 0.071 -0.032 -0.017 94.400 1.871 
0.088 0.024 -0.056 -0.059 0.076 -0.020 -0.032 93.800 1.846 
0.093 0.044 -0.044 -0.071 0.071 -0.002 -0.061 93.400 1.822 
0.105 0.042 -0.054 -0.078 0.085 -0.010 -0.076 92.800 1.797 
0.098 0.022 -0.073 -0.061 0.088 -0.027 -0.068 92.200 1.783 
0.095 0.022 -0.068 -0.061 0.085 -0.024 -0.066 91.800 1.768 
0.093 0.015 -0.071 -0.056 0.085 -0.032 -0.066 91.400 1.753 
0.095 0.007 -0.083 -0.054 0.093 -0.039 -0.049 91.000 1.739 
0.081 -0.007 -0.083 -0.039 0.085 -0.046 -0.042 90.600 1.744 
0.093 -0.010 -0.093 -0.046 0.098 -0.056 -0.034 90.200 1.748 
0.083 -0.027 -0.105 -0.029 0.098 -0.068 -0.024 89.800 1.753 
0.068 -0.027 -0.090 -0.022 0.083 -0.061 -0.012 89.400 1.758 
0.039 -0.022 -0.059 -0.010 0.051 -0.042 0.007 89.000 1.783 
0.017 -0.037 -0.051 0.010 0.037 -0.044 0.022 88.600 1.807 
0.007 -0.029 -0.034 0.010 0.022 -0.032 0.020 88.000 1.832 
0.010 -0.020 -0.022 0.002 0.020 -0.024 0.020 87.600 1.856 
-0.002 -0.020 -0.015 0.010 0.007 -0.017 0.027 87.200 1.900 
-0.005 -0.027 -0.017 0.015 0.010 -0.024 0.032 86.600 1.944 
-0.005 -0.010 0.005 0.002 -0.000 -0.007 0.032 86.200 1.988 
-0.007 0.012 0.024 -0.005 -0.012 0.017 0.017 85.800 2.032 
-0.012 0.029 0.046 -0.010 -0.027 0.037 0.012 85.400 2.120 
-0.002 0.049 0.054 -0.024 -0.027 0.051 0.010 85.200 2.208 
-0.000 0.046 0.054 -0.027 -0.022 0.046 0.007 84.800 2.295 
-0.012 0.022 0.037 -0.005 -0.022 0.029 0.010 84.600 2.383 
-0.007 0.002 0.012 0.002 -0.007 0.007 0.015 84.200 2.418 
-0.007 -0.024 -0.010 0.012 0.005 -0.020 0.020 84.000 2.452 
-0.012 -0.039 -0.020 0.022 0.007 -0.032 0.022 83.800 2.486 
-0.020 -0.054 -0.027 0.034 0.007 -0.044 0.046 83.600 2.520 
0.002 -0.056 -0.049 0.022 0.032 -0.056 0.056 83.400 2.540 
0.042 -0.015 -0.051 -0.015 0.049 -0.034 0.034 83.000 2.559 
0.068 0.032 -0.027 -0.054 0.054 -0.002 0.007 82.800 2.579 
0.054 0.027 -0.020 -0.044 0.042 -0.000 -0.002 82.600 2.598 
0.020 0.039 0.024 -0.032 -0.000 0.029 -0.037 82.400 2.603 
0.066 0.137 0.078 -0.105 -0.002 0.105 -0.142 82.200 2.608 
0.144 0.305 0.171 -0.230 -0.007 0.234 -0.320 82.000 2.613 
0.230 0.422 0.195 -0.327 0.020 0.308 -0.479 81.800 2.618 
0.339 0.515 0.183 -0.430 0.083 0.347 -0.603 81.800 2.613 
0.415 0.530 0.115 -0.471 0.151 0.322 -0.630 81.600 2.608 
0.398 0.520 0.127 -0.462 0.139 0.322 -0.615 81.400 2.603 
0.435 0.510 0.078 -0.474 0.181 0.293 -0.589 81.200 2.598 
0.415 0.369 -0.039 -0.396 0.232 0.161 -0.471 81.000 2.593 
0.269 0.205 -0.059 -0.239 0.166 0.071 -0.308 80.800 2.589 
0.178 0.122 -0.054 -0.151 0.117 0.034 -0.210 80.600 2.584 
0.112 0.073 -0.034 -0.095 0.076 0.017 -0.142 80.400 2.579 
0.063 -0.012 -0.068 -0.029 0.071 -0.044 -0.063 80.200 2.564 
0.015 -0.078 -0.090 0.032 0.054 -0.085 0.010 80.000 2.549 
-0.034 -0.120 -0.081 0.076 0.027 -0.103 0.054 79.600 2.535 
-0.046 -0.120 -0.068 0.081 0.015 -0.095 0.063 79.400 2.520 
-0.034 -0.103 -0.068 0.068 0.017 -0.085 0.061 79.200 2.501 
-0.044 -0.117 -0.063 0.076 0.015 -0.095 0.066 79.000 2.481 
-0.046 -0.125 -0.078 0.085 0.017 -0.100 0.063 78.800 2.462 
-0.046 -0.127 -0.073 0.083 0.017 -0.103 0.066 78.600 2.442 
-0.044 -0.120 -0.068 0.078 0.017 -0.098 0.049 78.400 2.418 
-0.049 -0.112 -0.063 0.081 0.007 -0.088 0.059 78.200 2.393 
-0.042 -0.117 -0.068 0.076 0.017 -0.095 0.061 78.000 2.369 
-0.042 -0.115 -0.068 0.076 0.017 -0.093 0.061 77.800 2.344 
-0.032 -0.115 -0.076 0.071 0.027 -0.098 0.061 77.600 2.320 
-0.037 -0.120 -0.081 0.078 0.024 -0.100 0.063 77.400 2.295 
-0.029 -0.125 -0.085 0.073 0.034 -0.110 0.068 77.200 2.271 
-0.022 -0.127 -0.093 0.068 0.042 -0.115 0.066 77.000 2.247 
-0.024 -0.137 -0.098 0.073 0.044 -0.125 0.066 76.800 2.222 
-0.037 -0.147 -0.103 0.088 0.037 -0.127 0.076 76.600 2.198 
-0.039 -0.156 -0.112 0.095 0.039 -0.137 0.071 76.400 2.173 
-0.039 -0.159 -0.112 0.095 0.042 -0.139 0.068 76.200 2.149 
-0.034 -0.156 -0.110 0.090 0.044 -0.139 0.063 76.000 2.134 
-0.032 -0.142 -0.098 0.081 0.039 -0.125 0.063 75.800 2.120 
-0.034 -0.120 -0.076 0.073 0.027 -0.103 0.054 75.800 2.105 
-0.037 -0.098 -0.051 0.063 0.012 -0.078 0.042 75.800 2.090 
-0.034 -0.076 -0.029 0.049 0.005 -0.059 0.039 76.200 2.076 
-0.044 -0.056 -0.000 0.044 -0.015 -0.034 0.037 76.800 2.061 
-0.044 -0.042 0.005 0.042 -0.022 -0.020 0.034 77.800 2.046 
-0.037 -0.012 0.034 0.020 -0.029 0.007 0.020 78.800 2.032 
-0.039 0.020 0.066 0.007 -0.049 0.039 0.007 80.400 2.032 
-0.042 0.044 0.093 -0.005 -0.063 0.066 0.005 82.200 2.032 
-0.039 0.051 0.098 -0.010 -0.063 0.071 0.002 84.400 2.032 
-0.034 0.027 0.073 -0.002 -0.046 0.044 0.015 86.800 2.032 
-0.039 -0.015 0.034 0.022 -0.032 0.005 0.027 89.400 2.037 
-0.054 -0.046 0.010 0.049 -0.029 -0.020 0.051 92.200 2.042 
-0.051 -0.066 -0.010 0.056 -0.017 -0.039 0.056 94.600 2.046 
-0.051 -0.076 -0.020 0.061 -0.012 -0.049 0.056 97.000 2.051 
-0.044 -0.078 -0.022 0.056 -0.005 -0.056 0.061 99.000 2.056 
-0.046 -0.088 -0.029 0.061 -0.002 -0.063 0.071 100.800 2.061 
-0.049 -0.110 -0.044 0.071 0.007 -0.085 0.081 102.200 2.066 
-0.063 -0.137 -0.063 0.095 0.005 -0.105 0.085 103.600 2.071 
-0.054 -0.156 -0.088 0.098 0.024 -0.129 0.105 105.000 2.076 
-0.068 -0.178 -0.098 0.117 0.022 -0.144 0.105 106.400 2.081 
-0.073 -0.181 -0.095 0.122 0.017 -0.144 0.125 107.800 2.085 
-0.078 -0.188 -0.100 0.129 0.017 -0.149 0.125 109.200 2.090 
-0.081 -0.195 -0.105 0.134 0.017 -0.154 0.137 110.400 2.090 
-0.100 -0.205 -0.100 0.151 0.002 -0.154 0.149 111.800 2.090 
-0.100 -0.217 -0.110 0.156 0.010 -0.166 0.154 113.000 2.090 
-0.120 -0.232 -0.103 0.171 -0.002 -0.171 0.161 114.200 2.090 
-0.112 -0.232 -0.103 0.164 0.005 -0.176 0.164 115.600 2.090 
-0.125 -0.230 -0.098 0.173 -0.010 -0.166 0.166 116.800 2.090 
-0.129 -0.230 -0.085 0.173 -0.015 -0.164 0.166 118.000 2.090 
-0.127 -0.220 -0.083 0.168 -0.017 -0.156 0.159 119.200 2.090 
-0.129 -0.220 -0.076 0.168 -0.020 -0.154 0.156 120.200 2.085 
-0.134 -0.217 -0.073 0.171 -0.024 -0.149 0.151 121.200 2.081 
-0.137 -0.220 -0.071 0.173 -0.027 -0.151 0.151 122.000 2.076 
-0.129 -0.220 -0.085 0.173 -0.020 -0.154 0.149 123.000 2.071 
-0.122 -0.222 -0.088 0.166 -0.010 -0.161 0.144 123.800 2.071 
-0.115 -0.217 -0.090 0.161 -0.005 -0.159 0.139 124.800 2.071 
-0.110 -0.222 -0.100 0.161 0.002 -0.166 0.134 125.400 2.071 
-0.107 -0.237 -0.117 0.166 0.012 -0.183 0.117 126.200 2.071 
-0.100 -0.247 -0.137 0.168 0.024 -0.195 0.115 126.800 2.071 
-0.078 -0.244 -0.151 0.154 0.044 -0.205 0.105 127.400 2.071 
-0.056 -0.220 -0.151 0.132 0.054 -0.190 0.110 128.000 2.071 
-0.051 -0.210 -0.142 0.122 0.054 -0.183 0.090 128.400 2.071 
-0.049 -0.198 -0.132 0.115 0.051 -0.173 0.076 128.600 2.071 
-0.032 -0.173 -0.129 0.098 0.056 -0.156 0.076 129.000 2.071 
-0.022 -0.166 -0.129 0.088 0.061 -0.154 0.066 129.000 2.071 
-0.005 -0.149 -0.129 0.071 0.071 -0.147 0.051 129.000 2.071 
0.005 -0.137 -0.127 0.059 0.073 -0.139 0.039 128.600 2.066 
0.007 -0.125 -0.115 0.051 0.071 -0.127 0.042 128.400 2.061 
0.012 -0.122 -0.117 0.046 0.073 -0.127 0.024 128.000 2.056 
0.012 -0.122 -0.115 0.046 0.073 -0.127 0.027 127.600 2.051 
0.015 -0.122 -0.120 0.046 0.076 -0.129 0.022 127.000 2.042 
0.022 -0.122 -0.125 0.042 0.083 -0.132 0.022 126.400 2.032 
0.027 -0.125 -0.134 0.042 0.090 -0.137 0.022 125.600 2.022 
0.024 -0.127 -0.132 0.042 0.088 -0.139 0.020 124.800 2.012 
0.022 -0.144 -0.151 0.054 0.095 -0.154 0.020 123.600 2.002 
0.024 -0.156 -0.168 0.061 0.103 -0.168 0.027 122.600 1.993 
0.022 -0.173 -0.183 0.071 0.110 -0.183 0.029 121.200 1.983 
0.022 -0.176 -0.183 0.071 0.110 -0.186 0.034 119.800 1.973 
0.020 -0.186 -0.195 0.078 0.112 -0.195 0.037 118.200 1.968 
0.017 -0.205 -0.208 0.088 0.120 -0.212 0.044 116.600 1.963 
0.010 -0.217 -0.220 0.100 0.120 -0.222 0.042 115.000 1.958 
0.032 -0.215 -0.232 0.085 0.139 -0.230 0.046 113.200 1.954 
0.029 -0.208 -0.225 0.083 0.134 -0.222 0.044 111.600 1.954 
0.024 -0.195 -0.205 0.078 0.122 -0.208 0.029 110.000 1.954 
0.012 -0.186 -0.186 0.081 0.105 -0.190 0.024 108.800 1.954 
0.020 -0.164 -0.171 0.066 0.103 -0.173 0.029 107.600 1.954 
0.020 -0.154 -0.161 0.061 0.098 -0.164 0.027 106.800 1.949 
0.022 -0.159 -0.171 0.063 0.103 -0.168 0.029 106.000 1.944 
0.029 -0.173 -0.183 0.063 0.117 -0.188 0.034 105.400 1.939 
0.020 -0.181 -0.188 0.076 0.110 -0.190 0.032 105.000 1.934 
0.022 -0.173 -0.188 0.073 0.110 -0.183 0.027 104.400 1.924 
0.022 -0.171 -0.186 0.071 0.107 -0.181 0.022 103.800 1.915 
0.020 -0.168 -0.173 0.068 0.105 -0.178 0.024 103.200 1.905 
0.032 -0.151 -0.168 0.054 0.107 -0.166 0.017 102.600 1.895 
0.032 -0.139 -0.156 0.046 0.103 -0.154 0.024 102.200 1.885 
0.037 -0.127 -0.154 0.042 0.100 -0.144 0.022 101.800 1.875 
0.046 -0.122 -0.151 0.029 0.107 -0.144 0.017 101.400 1.866 
0.049 -0.120 -0.149 0.027 0.110 -0.144 0.020 101.000 1.856 
0.056 -0.112 -0.154 0.022 0.112 -0.139 0.017 100.600 1.846 
0.073 -0.095 -0.154 0.005 0.122 -0.132 0.010 100.200 1.836 
0.085 -0.083 -0.154 -0.007 0.127 -0.125 0.002 99.600 1.827 
0.095 -0.071 -0.149 -0.020 0.132 -0.117 -0.020 99.200 1.817 
0.103 -0.066 -0.149 -0.027 0.137 -0.117 -0.039 98.600 1.812 
0.103 -0.061 -0.149 -0.027 0.134 -0.112 -0.054 98.000 1.807 
0.105 -0.071 -0.166 -0.022 0.142 -0.122 -0.071 97.600 1.802 
0.100 -0.083 -0.166 -0.017 0.142 -0.132 -0.063 97.000 1.797 
0.100 -0.066 -0.156 -0.022 0.134 -0.115 -0.071 96.400 1.812 
0.105 -0.051 -0.139 -0.034 0.132 -0.103 -0.068 95.800 1.827 
0.093 -0.056 -0.137 -0.024 0.122 -0.103 -0.061 95.200 1.841 
0.105 -0.039 -0.129 -0.039 0.125 -0.090 -0.046 94.600 1.856 
0.100 -0.044 -0.132 -0.034 0.122 -0.093 -0.044 94.000 1.890 
0.081 -0.073 -0.142 -0.010 0.117 -0.112 -0.032 93.400 1.924 
0.073 -0.090 -0.151 0.002 0.120 -0.127 -0.020 93.000 1.958 
