I II III aVR aVL aVF V1 V2 AO SPO2 
-0.000 -0.068 -0.049 0.024 0.034 -0.068 -0.120 0.020 86.600 1.343 
-0.002 -0.039 -0.015 0.010 0.017 -0.037 -0.100 0.012 85.800 1.387 
-0.005 -0.027 -0.000 0.005 0.010 -0.024 -0.112 0.007 84.600 1.446 
-0.007 -0.020 0.010 0.002 0.002 -0.015 -0.122 0.007 83.600 1.504 
-0.007 -0.015 0.017 -0.000 -0.000 -0.010 -0.129 0.005 82.400 1.563 
-0.022 -0.012 0.032 0.007 -0.015 -0.000 -0.127 0.010 81.400 1.621 
-0.020 -0.017 0.024 0.007 -0.010 -0.007 -0.112 0.010 80.400 1.685 
-0.027 -0.000 0.044 0.005 -0.027 0.015 -0.112 0.007 79.600 1.748 
-0.010 0.034 0.066 -0.022 -0.027 0.039 -0.117 -0.010 79.000 1.812 
-0.017 0.032 0.068 -0.017 -0.032 0.042 -0.112 -0.007 78.400 1.875 
-0.010 0.027 0.059 -0.020 -0.022 0.032 -0.127 -0.007 78.200 1.944 
-0.015 0.017 0.059 -0.015 -0.022 0.024 -0.117 -0.002 78.000 2.012 
-0.017 0.024 0.063 -0.015 -0.029 0.034 -0.115 -0.005 78.000 2.081 
-0.005 0.037 0.063 -0.027 -0.022 0.039 -0.117 -0.012 78.000 2.149 
0.017 0.054 0.066 -0.049 -0.010 0.046 -0.103 -0.027 78.000 2.212 
0.005 0.037 0.056 -0.032 -0.012 0.034 -0.083 -0.017 78.200 2.276 
-0.007 0.012 0.044 -0.015 -0.012 0.017 -0.061 -0.005 78.200 2.339 
-0.015 0.007 0.039 -0.005 -0.017 0.015 -0.037 -0.000 78.400 2.403 
-0.024 -0.007 0.037 0.007 -0.020 0.005 -0.015 0.007 78.200 2.457 
-0.051 -0.032 0.046 0.029 -0.034 -0.005 -0.000 0.024 78.000 2.510 
-0.073 -0.042 0.054 0.046 -0.051 -0.005 0.002 0.037 77.800 2.564 
-0.083 -0.034 0.071 0.049 -0.066 0.007 0.007 0.037 77.400 2.618 
-0.078 -0.029 0.073 0.042 -0.063 0.010 0.012 0.034 77.000 2.672 
-0.078 -0.034 0.066 0.046 -0.061 0.005 0.012 0.034 76.600 2.725 
-0.093 -0.061 0.049 0.068 -0.061 -0.015 0.017 0.049 75.800 2.779 
-0.103 -0.090 0.032 0.088 -0.056 -0.039 0.022 0.061 75.200 2.833 
-0.090 -0.083 0.032 0.076 -0.049 -0.037 0.029 0.056 74.400 2.877 
-0.085 -0.081 0.029 0.071 -0.044 -0.037 0.029 0.054 73.600 2.921 
-0.095 -0.093 0.027 0.083 -0.049 -0.044 0.029 0.061 72.800 2.965 
-0.083 -0.083 0.020 0.073 -0.042 -0.042 0.034 0.054 72.200 3.009 
-0.081 -0.088 0.012 0.076 -0.037 -0.046 0.034 0.054 71.600 3.087 
-0.088 -0.100 0.012 0.083 -0.037 -0.056 0.037 0.061 71.000 3.165 
-0.093 -0.105 0.012 0.088 -0.039 -0.059 0.034 0.063 70.400 3.243 
-0.085 -0.098 0.007 0.083 -0.037 -0.054 0.029 0.059 70.000 3.321 
-0.105 -0.171 -0.046 0.129 -0.020 -0.117 0.090 0.090 70.000 3.350 
-0.063 -0.051 0.024 0.051 -0.037 -0.020 -0.010 0.037 69.800 3.380 
-0.068 -0.090 -0.005 0.071 -0.022 -0.056 0.029 0.051 69.800 3.409 
-0.066 -0.103 -0.022 0.078 -0.015 -0.068 0.024 0.054 69.600 3.438 
-0.046 -0.105 -0.037 0.066 0.007 -0.081 0.022 0.049 69.600 3.453 
-0.049 -0.110 -0.044 0.071 0.007 -0.085 0.012 0.051 69.800 3.468 
-0.042 -0.127 -0.071 0.078 0.022 -0.105 0.007 0.054 69.800 3.482 
-0.024 -0.200 -0.164 0.107 0.076 -0.188 0.027 0.073 70.000 3.497 
-0.000 -0.300 -0.286 0.144 0.151 -0.300 0.037 0.098 70.000 3.497 
0.002 -0.376 -0.359 0.178 0.190 -0.376 0.063 0.122 70.200 3.497 
0.007 -0.413 -0.393 0.190 0.215 -0.415 0.088 0.132 70.000 3.497 
0.015 -0.454 -0.452 0.212 0.242 -0.462 0.105 0.144 70.000 3.497 
0.044 -0.471 -0.491 0.203 0.281 -0.493 0.103 0.139 69.800 3.492 
0.059 -0.486 -0.527 0.205 0.303 -0.515 0.088 0.139 69.600 3.487 
0.078 -0.510 -0.569 0.208 0.335 -0.549 0.085 0.142 69.400 3.482 
0.122 -0.567 -0.667 0.212 0.405 -0.628 0.081 0.147 69.200 3.477 
0.156 -0.635 -0.772 0.230 0.474 -0.713 0.083 0.156 68.800 3.463 
0.198 -0.674 -0.857 0.232 0.535 -0.772 0.090 0.156 68.200 3.448 
0.239 -0.730 -0.947 0.234 0.606 -0.850 0.115 0.161 67.800 3.433 
0.261 -0.813 -1.057 0.269 0.669 -0.943 0.166 0.181 67.400 3.419 
0.291 -0.894 -1.165 0.293 0.737 -1.038 0.205 0.198 67.000 3.409 
0.281 -0.933 -1.192 0.315 0.747 -1.072 0.256 0.215 66.600 3.399 
0.266 -0.904 -1.150 0.310 0.718 -1.035 0.230 0.210 66.400 3.389 
0.232 -0.838 -1.050 0.293 0.652 -0.952 0.100 0.200 66.000 3.380 
0.176 -0.864 -1.021 0.335 0.608 -0.952 0.029 0.227 65.600 3.365 
0.122 -0.933 -1.033 0.396 0.589 -0.994 0.015 0.269 65.200 3.350 
0.122 -0.979 -1.079 0.418 0.613 -1.040 -0.090 0.283 65.000 3.336 
0.142 -0.969 -1.096 0.408 0.628 -1.040 -0.259 0.274 64.800 3.321 
0.166 -0.923 -1.072 0.371 0.628 -1.006 -0.374 0.249 64.600 3.311 
0.198 -0.872 -1.053 0.330 0.635 -0.969 -0.481 0.222 64.200 3.302 
0.264 -0.786 -1.028 0.252 0.657 -0.918 -0.540 0.171 64.200 3.292 
0.256 -0.669 -0.904 0.195 0.591 -0.796 -0.493 0.134 64.000 3.282 
0.222 -0.557 -0.759 0.159 0.501 -0.667 -0.408 0.110 64.000 3.277 
0.200 -0.466 -0.652 0.127 0.435 -0.567 -0.352 0.085 64.000 3.272 
0.168 -0.364 -0.515 0.090 0.352 -0.447 -0.295 0.063 64.000 3.267 
0.147 -0.313 -0.440 0.073 0.303 -0.386 -0.234 0.054 63.800 3.263 
0.129 -0.286 -0.393 0.068 0.274 -0.349 -0.225 0.049 63.800 3.258 
0.105 -0.256 -0.352 0.071 0.234 -0.308 -0.203 0.049 63.800 3.253 
0.078 -0.239 -0.305 0.076 0.198 -0.278 -0.151 0.051 63.600 3.248 
0.063 -0.208 -0.264 0.068 0.168 -0.239 -0.107 0.046 63.600 3.243 
0.044 -0.183 -0.215 0.063 0.137 -0.205 -0.085 0.044 63.600 3.233 
0.034 -0.159 -0.183 0.059 0.115 -0.176 -0.063 0.039 63.400 3.223 
0.024 -0.129 -0.139 0.046 0.090 -0.142 -0.061 0.032 63.400 3.214 
0.029 -0.073 -0.090 0.017 0.066 -0.088 -0.049 0.012 63.400 3.204 
0.020 -0.056 -0.071 0.017 0.049 -0.066 -0.046 0.010 63.200 3.194 
0.020 -0.056 -0.066 0.015 0.049 -0.066 -0.039 0.010 63.200 3.184 
0.002 -0.024 -0.015 0.005 0.015 -0.024 -0.024 0.005 63.000 3.175 
-0.017 -0.012 0.010 0.012 -0.010 -0.002 -0.002 0.007 63.000 3.165 
-0.024 -0.007 0.029 0.010 -0.020 0.005 0.017 0.007 62.800 3.155 
-0.032 -0.015 0.024 0.020 -0.024 0.002 0.022 0.012 62.800 3.145 
-0.015 -0.000 0.027 0.002 -0.015 0.007 0.010 0.002 62.800 3.136 
-0.010 0.007 0.032 -0.005 -0.012 0.012 0.012 -0.002 62.800 3.126 
-0.022 0.005 0.032 0.007 -0.024 0.017 0.007 0.002 63.400 3.111 
-0.022 0.007 0.037 0.005 -0.024 0.020 0.012 0.002 64.000 3.096 
-0.017 -0.005 0.027 0.005 -0.015 0.005 0.010 0.005 65.400 3.082 
-0.022 0.005 0.029 0.007 -0.024 0.017 0.017 0.002 66.800 3.067 
-0.024 0.005 0.037 0.007 -0.027 0.017 0.015 0.005 68.800 3.048 
-0.024 0.005 0.046 0.002 -0.027 0.017 0.020 0.005 70.800 3.028 
-0.012 0.024 0.044 -0.010 -0.024 0.032 0.020 -0.007 73.200 3.009 
-0.024 0.032 0.061 -0.005 -0.039 0.044 0.024 -0.005 75.600 2.989 
-0.024 0.039 0.073 -0.012 -0.044 0.051 0.022 -0.007 78.000 2.965 
-0.039 0.024 0.076 0.002 -0.051 0.044 0.024 0.002 80.400 2.940 
-0.024 0.034 0.071 -0.010 -0.042 0.046 0.020 -0.005 82.600 2.916 
-0.032 0.039 0.083 -0.010 -0.051 0.056 0.027 -0.005 84.800 2.891 
-0.032 0.039 0.085 -0.010 -0.051 0.056 0.022 -0.005 86.800 2.867 
-0.024 0.046 0.083 -0.017 -0.046 0.059 0.029 -0.010 88.800 2.842 
-0.027 0.056 0.093 -0.020 -0.054 0.071 0.039 -0.012 90.400 2.818 
-0.032 0.051 0.098 -0.017 -0.056 0.068 0.039 -0.010 92.200 2.794 
-0.034 0.044 0.093 -0.012 -0.056 0.061 0.042 -0.005 93.600 2.769 
-0.039 0.039 0.095 -0.007 -0.059 0.059 0.054 -0.002 95.000 2.745 
-0.034 0.024 0.071 -0.000 -0.046 0.042 0.063 -0.000 96.000 2.720 
-0.027 0.027 0.066 -0.005 -0.039 0.042 0.068 -0.002 97.000 2.696 
-0.015 0.034 0.066 -0.017 -0.032 0.042 0.076 -0.010 97.800 2.672 
-0.022 0.034 0.068 -0.012 -0.039 0.046 0.088 -0.007 98.600 2.647 
-0.015 0.027 0.063 -0.017 -0.027 0.034 0.095 -0.007 99.200 2.623 
-0.027 0.034 0.071 -0.007 -0.044 0.049 0.110 -0.005 99.800 2.598 
-0.024 0.042 0.081 -0.015 -0.044 0.054 0.125 -0.007 100.400 2.574 
-0.042 0.042 0.095 -0.005 -0.061 0.063 0.144 -0.002 100.800 2.549 
-0.034 0.042 0.088 -0.010 -0.054 0.059 0.161 -0.005 101.400 2.525 
-0.054 0.027 0.090 0.010 -0.066 0.054 0.183 0.007 101.800 2.501 
-0.059 0.017 0.093 0.012 -0.066 0.046 0.200 0.012 102.400 2.471 
-0.073 -0.000 0.085 0.032 -0.073 0.037 0.212 0.022 103.000 2.442 
-0.059 0.007 0.078 0.020 -0.061 0.037 0.220 0.015 103.600 2.413 
-0.061 0.005 0.073 0.024 -0.063 0.037 0.230 0.017 104.400 2.383 
-0.061 -0.007 0.068 0.027 -0.056 0.024 0.230 0.020 105.200 2.354 
-0.066 -0.022 0.059 0.037 -0.054 0.012 0.239 0.027 106.000 2.325 
-0.073 -0.032 0.056 0.046 -0.056 0.005 0.242 0.032 106.800 2.295 
-0.059 -0.039 0.037 0.042 -0.039 -0.010 0.242 0.029 107.600 2.266 
-0.061 -0.044 0.032 0.046 -0.039 -0.012 0.234 0.032 108.400 2.232 
-0.051 -0.056 0.012 0.046 -0.022 -0.029 0.227 0.034 109.200 2.198 
-0.042 -0.063 -0.007 0.046 -0.010 -0.042 0.220 0.032 109.800 2.164 
-0.037 -0.078 -0.032 0.054 0.002 -0.059 0.212 0.037 110.600 2.129 
-0.020 -0.100 -0.066 0.054 0.032 -0.090 0.190 0.037 111.000 2.066 
-0.012 -0.117 -0.093 0.059 0.046 -0.110 0.178 0.042 111.400 2.002 
0.005 -0.134 -0.132 0.061 0.073 -0.137 0.156 0.042 111.600 1.939 
0.027 -0.156 -0.166 0.056 0.105 -0.168 0.125 0.042 111.800 1.875 
0.054 -0.164 -0.200 0.046 0.137 -0.190 0.100 0.034 111.800 1.841 
0.063 -0.176 -0.230 0.051 0.151 -0.208 0.073 0.034 111.800 1.807 
0.088 -0.193 -0.269 0.046 0.186 -0.237 0.042 0.032 111.800 1.773 
0.122 -0.203 -0.315 0.037 0.225 -0.264 0.020 0.024 111.600 1.739 
0.139 -0.222 -0.344 0.034 0.252 -0.291 -0.017 0.024 111.400 1.705 
0.183 -0.230 -0.393 0.015 0.298 -0.320 -0.044 0.012 111.000 1.670 
0.215 -0.259 -0.459 0.015 0.344 -0.366 -0.078 0.012 110.400 1.636 
0.230 -0.295 -0.515 0.029 0.379 -0.410 -0.105 0.020 109.800 1.602 
0.225 -0.327 -0.540 0.046 0.388 -0.440 -0.115 0.032 109.000 1.568 
0.220 -0.342 -0.552 0.056 0.391 -0.452 -0.122 0.039 108.200 1.534 
0.200 -0.347 -0.527 0.063 0.374 -0.447 -0.127 0.046 107.200 1.499 
0.193 -0.332 -0.513 0.063 0.359 -0.427 -0.132 0.044 106.400 1.465 
0.183 -0.313 -0.476 0.056 0.339 -0.403 -0.125 0.042 105.200 1.431 
0.166 -0.300 -0.449 0.059 0.317 -0.383 -0.117 0.042 103.800 1.397 
0.159 -0.283 -0.420 0.051 0.300 -0.361 -0.110 0.039 102.000 1.363 
0.144 -0.283 -0.413 0.063 0.286 -0.354 -0.115 0.044 100.200 1.328 
0.107 -0.269 -0.364 0.076 0.242 -0.322 -0.105 0.051 98.400 1.294 
0.081 -0.261 -0.325 0.083 0.212 -0.300 -0.088 0.059 96.800 1.260 
0.061 -0.227 -0.278 0.078 0.176 -0.256 -0.073 0.054 95.600 1.226 
0.044 -0.212 -0.242 0.078 0.151 -0.234 -0.068 0.054 94.400 1.192 
0.029 -0.210 -0.230 0.085 0.134 -0.225 -0.061 0.059 92.800 1.158 
0.020 -0.203 -0.208 0.085 0.122 -0.212 -0.051 0.059 91.000 1.123 
-0.010 -0.195 -0.176 0.098 0.088 -0.190 -0.046 0.066 89.600 1.089 
-0.017 -0.168 -0.144 0.090 0.068 -0.159 -0.037 0.059 88.200 1.055 
-0.044 -0.156 -0.095 0.093 0.034 -0.134 -0.029 0.063 87.600 1.035 
-0.063 -0.127 -0.044 0.085 -0.000 -0.095 -0.017 0.061 87.000 1.016 
-0.068 -0.115 -0.034 0.085 -0.010 -0.081 -0.015 0.059 86.600 0.996 
-0.083 -0.107 -0.012 0.090 -0.029 -0.066 -0.012 0.061 86.200 0.977 
-0.093 -0.098 0.002 0.093 -0.044 -0.051 -0.012 0.061 86.200 0.972 
-0.078 -0.095 -0.007 0.083 -0.029 -0.056 -0.010 0.056 86.000 0.967 
-0.081 -0.093 -0.000 0.081 -0.034 -0.051 -0.005 0.056 86.000 0.962 
-0.032 0.054 0.093 -0.015 -0.059 0.071 -0.085 -0.010 86.200 0.957 
-0.144 -0.186 -0.032 0.161 -0.051 -0.112 0.046 0.107 86.600 0.972 
-0.120 -0.127 0.005 0.117 -0.056 -0.066 0.015 0.081 87.000 0.987 
-0.100 -0.103 0.017 0.093 -0.049 -0.051 -0.012 0.066 87.800 1.001 
-0.090 -0.105 -0.005 0.093 -0.037 -0.059 -0.020 0.063 88.600 1.016 
-0.088 -0.103 -0.010 0.093 -0.037 -0.059 -0.044 0.061 89.200 1.050 
-0.076 -0.132 -0.042 0.098 -0.010 -0.093 -0.066 0.066 90.000 1.084 
-0.068 -0.144 -0.066 0.103 0.005 -0.110 -0.098 0.068 89.600 1.118 
-0.068 -0.142 -0.066 0.103 0.002 -0.107 -0.100 0.068 89.400 1.153 
-0.056 -0.134 -0.071 0.093 0.012 -0.105 -0.122 0.061 88.400 1.206 
-0.046 -0.147 -0.083 0.088 0.027 -0.122 -0.127 0.061 87.600 1.260 
-0.034 -0.159 -0.110 0.090 0.046 -0.142 -0.137 0.061 86.600 1.314 
-0.012 -0.171 -0.147 0.085 0.073 -0.164 -0.151 0.059 85.600 1.368 
0.017 -0.188 -0.198 0.083 0.112 -0.195 -0.190 0.054 84.800 1.431 
0.044 -0.210 -0.244 0.078 0.149 -0.232 -0.217 0.054 84.000 1.495 
0.076 -0.225 -0.286 0.068 0.188 -0.261 -0.227 0.046 83.400 1.558 
0.088 -0.230 -0.305 0.066 0.203 -0.274 -0.227 0.044 82.800 1.621 
0.117 -0.222 -0.327 0.046 0.230 -0.281 -0.247 0.032 82.400 1.690 
0.137 -0.225 -0.349 0.039 0.249 -0.293 -0.261 0.027 81.800 1.758 
0.166 -0.254 -0.405 0.037 0.293 -0.337 -0.283 0.027 81.400 1.827 
0.173 -0.278 -0.442 0.049 0.313 -0.364 -0.300 0.032 81.000 1.895 
0.186 -0.298 -0.474 0.051 0.335 -0.391 -0.308 0.034 80.600 1.958 
0.217 -0.291 -0.501 0.034 0.364 -0.398 -0.308 0.022 80.000 2.022 
0.230 -0.298 -0.518 0.029 0.379 -0.413 -0.305 0.020 79.800 2.085 
0.205 -0.308 -0.503 0.046 0.359 -0.410 -0.278 0.032 79.400 2.149 
0.181 -0.322 -0.491 0.066 0.342 -0.413 -0.249 0.044 79.400 2.212 
0.166 -0.337 -0.488 0.078 0.335 -0.420 -0.222 0.054 79.200 2.276 
0.112 -0.339 -0.447 0.112 0.283 -0.396 -0.186 0.073 79.000 2.339 
0.071 -0.339 -0.403 0.132 0.242 -0.374 -0.154 0.088 79.000 2.403 
0.032 -0.337 -0.359 0.149 0.200 -0.352 -0.139 0.100 79.000 2.462 
0.007 -0.330 -0.325 0.156 0.173 -0.332 -0.120 0.105 79.000 2.520 
-0.007 -0.317 -0.303 0.159 0.151 -0.313 -0.110 0.105 78.800 2.579 
-0.032 -0.320 -0.278 0.171 0.129 -0.303 -0.095 0.115 78.600 2.637 
-0.051 -0.322 -0.254 0.178 0.110 -0.295 -0.088 0.122 78.400 2.686 
-0.071 -0.327 -0.244 0.193 0.093 -0.291 -0.076 0.129 78.000 2.735 
-0.090 -0.330 -0.227 0.205 0.076 -0.283 -0.066 0.137 77.400 2.784 
-0.100 -0.327 -0.215 0.208 0.063 -0.276 -0.054 0.139 76.800 2.833 
-0.110 -0.322 -0.203 0.212 0.051 -0.266 -0.054 0.142 76.000 2.882 
-0.100 -0.308 -0.193 0.198 0.054 -0.256 -0.046 0.134 75.200 2.930 
-0.110 -0.305 -0.190 0.205 0.044 -0.249 -0.046 0.137 74.200 2.979 
-0.103 -0.305 -0.190 0.198 0.051 -0.254 -0.044 0.134 73.200 3.028 
-0.103 -0.295 -0.181 0.193 0.046 -0.244 -0.049 0.129 72.200 3.067 
-0.105 -0.298 -0.176 0.193 0.044 -0.244 -0.051 0.132 71.400 3.106 
-0.122 -0.308 -0.176 0.210 0.032 -0.247 -0.034 0.142 70.800 3.145 
-0.110 -0.264 -0.139 0.181 0.022 -0.208 -0.066 0.122 70.000 3.184 
-0.112 -0.256 -0.134 0.181 0.017 -0.200 -0.071 0.120 69.800 3.219 
-0.115 -0.283 -0.156 0.193 0.027 -0.225 -0.044 0.129 69.400 3.253 
-0.122 -0.293 -0.156 0.200 0.024 -0.232 -0.039 0.137 69.600 3.287 
-0.125 -0.300 -0.159 0.205 0.027 -0.237 -0.046 0.139 69.600 3.321 
-0.122 -0.300 -0.161 0.203 0.029 -0.239 -0.046 0.139 69.800 3.346 
-0.127 -0.337 -0.198 0.227 0.042 -0.274 -0.032 0.151 70.000 3.370 
-0.095 -0.408 -0.298 0.244 0.110 -0.359 -0.022 0.166 70.000 3.394 
-0.078 -0.503 -0.413 0.286 0.173 -0.464 0.010 0.190 70.000 3.419 
-0.083 -0.547 -0.454 0.310 0.190 -0.505 0.039 0.208 69.800 3.429 
-0.073 -0.571 -0.488 0.317 0.212 -0.535 0.059 0.212 69.600 3.438 
-0.071 -0.615 -0.530 0.337 0.237 -0.579 0.063 0.227 69.000 3.448 
-0.061 -0.637 -0.562 0.342 0.259 -0.606 0.054 0.230 68.600 3.458 
-0.022 -0.642 -0.603 0.325 0.300 -0.630 0.039 0.220 67.800 3.458 
0.017 -0.669 -0.667 0.317 0.352 -0.676 0.039 0.215 67.200 3.458 
0.056 -0.745 -0.784 0.337 0.430 -0.772 0.039 0.227 66.400 3.458 
0.078 -0.808 -0.869 0.357 0.484 -0.847 0.054 0.242 65.800 3.458 
0.134 -0.847 -0.969 0.352 0.559 -0.913 0.051 0.234 65.200 3.443 
0.156 -0.911 -1.050 0.369 0.613 -0.989 0.083 0.249 64.600 3.429 
0.159 -1.004 -1.150 0.418 0.662 -1.082 0.134 0.278 64.200 3.414 
0.183 -1.060 -1.231 0.432 0.713 -1.150 0.193 0.291 63.800 3.399 
0.186 -1.060 -1.231 0.430 0.716 -1.153 0.212 0.288 63.800 3.389 
0.156 -0.991 -1.126 0.408 0.652 -1.070 0.144 0.276 64.000 3.380 
0.117 -0.962 -1.062 0.415 0.598 -1.021 -0.000 0.278 64.400 3.370 
0.017 -1.026 -1.028 0.498 0.530 -1.033 0.005 0.335 65.000 3.360 
-0.002 -1.082 -1.065 0.535 0.540 -1.079 -0.076 0.359 65.400 3.355 
0.010 -1.101 -1.096 0.540 0.562 -1.106 -0.208 0.361 66.000 3.350 
0.032 -1.089 -1.109 0.523 0.576 -1.104 -0.364 0.349 66.400 3.346 
0.054 -1.057 -1.106 0.501 0.584 -1.084 -0.474 0.332 66.600 3.341 
0.125 -0.969 -1.082 0.418 0.611 -1.031 -0.586 0.278 66.400 3.341 
0.154 -0.877 -1.018 0.357 0.593 -0.952 -0.584 0.239 66.200 3.341 
0.132 -0.772 -0.889 0.313 0.518 -0.838 -0.510 0.210 65.800 3.341 
0.068 -0.647 -0.703 0.283 0.393 -0.681 -0.435 0.190 65.400 3.341 
0.027 -0.532 -0.549 0.249 0.293 -0.545 -0.364 0.166 65.200 3.346 
-0.010 -0.442 -0.420 0.220 0.212 -0.437 -0.291 0.149 64.800 3.350 
-0.054 -0.413 -0.349 0.230 0.154 -0.386 -0.237 0.154 64.600 3.355 
-0.061 -0.379 -0.310 0.217 0.129 -0.347 -0.225 0.144 64.400 3.360 
-0.073 -0.342 -0.256 0.203 0.098 -0.305 -0.190 0.137 64.200 3.365 
-0.107 -0.303 -0.183 0.200 0.044 -0.249 -0.139 0.134 64.200 3.370 
-0.132 -0.281 -0.144 0.205 0.010 -0.215 -0.098 0.134 64.200 3.375 
-0.154 -0.261 -0.098 0.203 -0.022 -0.183 -0.059 0.137 64.400 3.380 
-0.171 -0.225 -0.051 0.198 -0.059 -0.139 -0.059 0.129 64.600 3.380 
-0.186 -0.181 0.012 0.181 -0.095 -0.088 -0.046 0.120 64.800 3.380 
-0.186 -0.132 0.063 0.154 -0.120 -0.039 -0.029 0.103 64.600 3.380 
-0.198 -0.129 0.078 0.159 -0.132 -0.029 -0.017 0.107 64.600 3.380 
-0.215 -0.095 0.129 0.151 -0.166 0.012 -0.002 0.100 64.400 3.370 
-0.232 -0.054 0.183 0.142 -0.205 0.063 0.017 0.093 64.000 3.360 
-0.264 -0.049 0.222 0.154 -0.239 0.083 0.051 0.103 63.800 3.350 
-0.264 -0.056 0.215 0.156 -0.234 0.076 0.061 0.105 63.600 3.341 
-0.266 -0.042 0.230 0.151 -0.244 0.093 0.056 0.100 63.400 3.326 
-0.276 -0.039 0.244 0.154 -0.256 0.100 0.054 0.103 63.200 3.311 
-0.269 -0.039 0.242 0.149 -0.249 0.095 0.056 0.100 63.400 3.297 
-0.261 -0.032 0.234 0.144 -0.244 0.100 0.059 0.095 63.600 3.282 
-0.274 -0.029 0.247 0.151 -0.259 0.107 0.063 0.098 64.600 3.253 
-0.276 -0.020 0.259 0.147 -0.266 0.120 0.063 0.095 65.600 3.223 
-0.264 -0.022 0.244 0.142 -0.252 0.110 0.061 0.093 67.200 3.194 
-0.271 -0.034 0.244 0.149 -0.254 0.103 0.061 0.100 69.000 3.165 
-0.276 -0.020 0.264 0.144 -0.266 0.120 0.063 0.095 71.000 3.136 
-0.278 -0.010 0.274 0.142 -0.274 0.129 0.063 0.093 73.000 3.106 
-0.288 -0.015 0.281 0.149 -0.281 0.129 0.068 0.098 75.200 3.077 
-0.288 -0.007 0.283 0.147 -0.283 0.137 0.071 0.095 77.600 3.048 
-0.276 0.002 0.276 0.139 -0.276 0.142 0.071 0.088 79.800 3.013 
-0.281 0.015 0.295 0.134 -0.288 0.156 0.078 0.085 82.200 2.979 
-0.283 0.017 0.300 0.134 -0.291 0.159 0.076 0.085 84.400 2.945 
-0.281 0.017 0.298 0.132 -0.288 0.159 0.083 0.085 86.400 2.911 
-0.281 0.015 0.303 0.129 -0.288 0.156 0.090 0.085 88.200 2.877 
-0.286 0.022 0.315 0.129 -0.295 0.166 0.103 0.085 90.200 2.842 
-0.283 0.017 0.305 0.132 -0.291 0.159 0.100 0.085 91.600 2.808 
-0.281 0.017 0.305 0.129 -0.288 0.159 0.120 0.085 93.200 2.774 
-0.293 0.027 0.327 0.129 -0.305 0.173 0.132 0.085 94.600 2.745 
-0.295 0.049 0.347 0.122 -0.320 0.198 0.142 0.081 95.800 2.716 
-0.295 0.056 0.352 0.120 -0.322 0.205 0.161 0.078 96.800 2.686 
-0.308 0.051 0.364 0.127 -0.332 0.205 0.168 0.083 97.800 2.657 
-0.320 0.061 0.381 0.129 -0.349 0.222 0.183 0.083 98.400 2.632 
-0.317 0.083 0.405 0.115 -0.359 0.242 0.203 0.076 99.200 2.608 
-0.325 0.093 0.418 0.117 -0.371 0.256 0.222 0.076 99.600 2.584 
-0.332 0.093 0.427 0.120 -0.379 0.259 0.242 0.078 100.200 2.559 
-0.357 0.085 0.442 0.137 -0.398 0.264 0.259 0.088 100.400 2.530 
-0.364 0.090 0.447 0.142 -0.408 0.274 0.271 0.088 100.800 2.501 
-0.364 0.083 0.449 0.139 -0.405 0.266 0.293 0.090 101.400 2.471 
-0.359 0.090 0.457 0.132 -0.403 0.271 0.313 0.088 101.800 2.442 
-0.354 0.095 0.457 0.127 -0.400 0.274 0.320 0.083 102.600 2.413 
-0.352 0.093 0.459 0.122 -0.398 0.269 0.325 0.083 103.200 2.383 
-0.369 0.098 0.474 0.132 -0.418 0.283 0.342 0.088 104.000 2.354 
-0.374 0.090 0.474 0.137 -0.418 0.278 0.347 0.093 104.800 2.325 
-0.369 0.078 0.454 0.142 -0.408 0.264 0.352 0.095 105.600 2.295 
-0.364 0.085 0.454 0.137 -0.405 0.269 0.357 0.090 106.400 2.266 
-0.366 0.078 0.447 0.144 -0.405 0.261 0.354 0.093 107.400 2.237 
-0.359 0.063 0.425 0.147 -0.391 0.244 0.352 0.095 108.200 2.208 
-0.344 0.056 0.410 0.139 -0.371 0.230 0.347 0.093 109.200 2.173 
-0.337 0.051 0.403 0.137 -0.361 0.220 0.339 0.093 110.200 2.139 
-0.344 0.034 0.388 0.151 -0.361 0.208 0.332 0.100 110.800 2.105 
-0.337 0.015 0.364 0.156 -0.344 0.183 0.315 0.105 111.400 2.071 
-0.325 0.007 0.347 0.151 -0.327 0.171 0.305 0.103 111.600 2.042 
-0.310 -0.000 0.317 0.151 -0.310 0.156 0.278 0.100 111.800 2.012 
-0.298 -0.007 0.300 0.149 -0.293 0.142 0.264 0.100 111.800 1.983 
-0.288 -0.012 0.278 0.149 -0.281 0.132 0.249 0.098 111.800 1.954 
-0.281 -0.022 0.261 0.151 -0.269 0.120 0.217 0.098 111.800 1.924 
-0.269 -0.042 0.234 0.151 -0.247 0.093 0.193 0.100 111.800 1.895 
-0.252 -0.061 0.205 0.149 -0.220 0.066 0.166 0.103 111.600 1.866 
-0.239 -0.063 0.181 0.149 -0.208 0.056 0.151 0.098 111.400 1.836 
-0.232 -0.076 0.166 0.149 -0.193 0.042 0.134 0.100 110.800 1.802 
-0.232 -0.076 0.164 0.151 -0.193 0.042 0.115 0.100 110.200 1.768 
-0.225 -0.090 0.144 0.154 -0.178 0.022 0.100 0.103 109.400 1.734 
-0.217 -0.090 0.134 0.151 -0.171 0.020 0.090 0.100 108.600 1.700 
-0.212 -0.103 0.115 0.156 -0.161 0.005 0.073 0.103 107.600 1.665 
-0.208 -0.117 0.103 0.156 -0.149 -0.012 0.066 0.105 106.400 1.631 
