I II III aVR aVL aVF V1 AO Resp SPO2
-0.027 -0.193 -0.178 0.117 0.071 -0.178 -0.063 91.200 0.010 2.168 
-0.015 -0.164 -0.159 0.095 0.068 -0.156 -0.068 91.600 0.012 2.208 
-0.010 -0.147 -0.147 0.083 0.063 -0.142 -0.071 92.000 0.012 2.232 
0.015 -0.105 -0.120 0.046 0.068 -0.112 -0.078 92.400 0.012 2.256 
0.022 -0.078 -0.103 0.029 0.061 -0.088 -0.081 92.800 0.012 2.281 
0.039 -0.049 -0.085 0.005 0.063 -0.068 -0.093 93.200 0.012 2.305 
0.046 -0.024 -0.071 -0.010 0.059 -0.046 -0.083 93.600 0.012 2.320 
0.051 0.007 -0.051 -0.024 0.049 -0.017 -0.083 94.000 0.015 2.335 
0.061 0.024 -0.044 -0.039 0.049 -0.005 -0.088 94.400 0.015 2.349 
0.059 0.042 -0.022 -0.046 0.039 0.012 -0.078 94.800 0.017 2.364 
0.059 0.049 -0.012 -0.051 0.034 0.020 -0.059 95.000 0.020 2.369 
0.054 0.066 0.012 -0.059 0.022 0.039 -0.056 95.400 0.020 2.374 
0.044 0.076 0.024 -0.056 0.007 0.054 -0.044 95.600 0.022 2.379 
0.034 0.073 0.029 -0.049 -0.002 0.056 -0.039 95.800 0.022 2.383 
0.037 0.081 0.037 -0.054 -0.002 0.063 -0.032 95.800 0.024 2.379 
0.046 0.081 0.029 -0.061 0.007 0.059 -0.027 95.800 0.024 2.374 
0.046 0.093 0.044 -0.068 -0.000 0.071 -0.024 95.800 0.027 2.369 
0.032 0.100 0.059 -0.061 -0.017 0.085 -0.022 95.800 0.029 2.364 
0.022 0.093 0.059 -0.051 -0.024 0.083 -0.015 95.600 0.029 2.359 
0.017 0.083 0.061 -0.046 -0.024 0.076 -0.005 95.600 0.032 2.354 
0.010 0.081 0.066 -0.042 -0.029 0.076 -0.005 95.400 0.034 2.349 
0.007 0.073 0.056 -0.034 -0.029 0.071 -0.005 95.400 0.037 2.344 
0.007 0.081 0.059 -0.037 -0.032 0.078 -0.000 95.200 0.037 2.330 
-0.000 0.083 0.081 -0.039 -0.042 0.083 0.007 95.200 0.039 2.315 
0.005 0.071 0.063 -0.037 -0.029 0.068 -0.000 94.800 0.039 2.300 
-0.002 0.063 0.061 -0.027 -0.034 0.066 -0.002 94.600 0.042 2.286 
0.015 0.078 0.056 -0.042 -0.024 0.071 -0.002 94.200 0.044 2.266 
0.005 0.076 0.059 -0.034 -0.032 0.073 0.002 93.800 0.044 2.247 
0.005 0.076 0.061 -0.034 -0.032 0.073 -0.002 93.200 0.044 2.227 
0.015 0.081 0.061 -0.044 -0.024 0.073 -0.000 92.600 0.046 2.208 
0.005 0.063 0.061 -0.034 -0.027 0.061 0.007 92.200 0.046 2.173 
0.002 0.073 0.066 -0.034 -0.034 0.073 0.012 91.800 0.046 2.139 
-0.005 0.071 0.068 -0.029 -0.039 0.073 0.015 91.400 0.049 2.105 
-0.007 0.071 0.068 -0.027 -0.042 0.076 0.017 91.000 0.051 2.071 
0.002 0.093 0.081 -0.042 -0.044 0.093 0.017 90.600 0.051 2.037 
0.017 0.115 0.093 -0.063 -0.039 0.107 0.027 90.200 0.051 2.002 
0.022 0.137 0.112 -0.078 -0.046 0.127 0.044 89.600 0.051 1.968 
0.037 0.173 0.137 -0.105 -0.049 0.156 0.066 88.800 0.051 1.934 
0.051 0.198 0.144 -0.122 -0.046 0.173 0.078 88.200 0.049 1.905 
0.054 0.225 0.176 -0.142 -0.059 0.198 0.095 87.400 0.049 1.875 
0.066 0.239 0.171 -0.151 -0.054 0.208 0.112 86.800 0.049 1.846 
0.085 0.269 0.178 -0.173 -0.049 0.227 0.083 86.200 0.049 1.817 
0.088 0.283 0.190 -0.183 -0.054 0.239 0.090 85.600 0.046 1.792 
0.073 0.261 0.183 -0.164 -0.056 0.225 0.095 85.000 0.046 1.768 
0.068 0.247 0.176 -0.156 -0.054 0.212 0.029 84.400 0.046 1.744 
0.068 0.220 0.151 -0.144 -0.042 0.186 -0.012 83.800 0.044 1.719 
0.063 0.190 0.120 -0.122 -0.032 0.159 -0.046 83.000 0.044 1.705 
0.061 0.173 0.110 -0.115 -0.024 0.144 -0.059 82.400 0.044 1.690 
0.059 0.166 0.110 -0.112 -0.024 0.137 -0.063 81.600 0.044 1.675 
0.063 0.168 0.103 -0.115 -0.020 0.137 -0.068 81.000 0.042 1.661 
0.068 0.156 0.083 -0.110 -0.010 0.122 -0.078 80.200 0.039 1.651 
0.076 0.132 0.054 -0.103 0.010 0.095 -0.081 79.600 0.039 1.641 
0.063 0.095 0.029 -0.078 0.017 0.063 -0.061 79.000 0.037 1.631 
0.081 0.083 -0.000 -0.081 0.039 0.044 -0.059 78.400 0.034 1.621 
0.059 0.071 0.005 -0.061 0.024 0.042 -0.044 78.200 0.034 1.607 
0.044 0.059 0.017 -0.051 0.015 0.037 -0.034 77.800 0.034 1.592 
0.020 0.063 0.037 -0.037 -0.012 0.054 -0.034 77.400 0.034 1.578 
0.012 0.054 0.034 -0.029 -0.015 0.049 -0.024 77.200 0.032 1.563 
0.020 0.059 0.027 -0.032 -0.010 0.049 -0.015 76.800 0.032 1.548 
0.005 0.039 0.024 -0.017 -0.015 0.037 -0.007 76.400 0.032 1.534 
-0.005 0.017 0.017 -0.002 -0.012 0.020 -0.002 76.000 0.032 1.519 
-0.002 0.015 0.012 -0.002 -0.010 0.017 -0.007 75.400 0.029 1.504 
-0.007 0.020 0.017 -0.000 -0.017 0.024 -0.000 75.000 0.029 1.490 
0.005 0.024 0.010 -0.010 -0.007 0.022 -0.010 74.400 0.029 1.475 
-0.015 0.012 0.020 0.005 -0.020 0.020 -0.002 74.000 0.027 1.460 
-0.015 0.005 0.012 0.010 -0.017 0.012 -0.002 73.800 0.027 1.446 
-0.022 -0.005 0.010 0.017 -0.020 0.007 -0.002 73.600 0.027 1.446 
-0.017 0.012 0.022 0.007 -0.022 0.022 -0.007 73.400 0.027 1.446 
-0.017 0.022 0.032 0.002 -0.027 0.032 -0.002 73.200 0.027 1.446 
-0.015 0.010 0.017 0.007 -0.020 0.017 -0.000 73.200 0.024 1.446 
-0.027 0.015 0.034 0.010 -0.034 0.029 0.012 73.200 0.024 1.470 
-0.032 0.007 0.034 0.015 -0.034 0.024 0.017 73.400 0.024 1.495 
-0.022 0.015 0.024 0.010 -0.029 0.027 0.015 73.800 0.024 1.519 
-0.002 0.010 0.007 -0.000 -0.007 0.012 0.010 74.200 0.024 1.543 
-0.020 0.007 0.017 0.012 -0.022 0.017 0.015 74.600 0.024 1.602 
-0.020 0.022 0.032 0.005 -0.029 0.032 0.007 75.000 0.022 1.661 
-0.017 0.039 0.054 -0.010 -0.037 0.049 0.017 75.200 0.022 1.719 
-0.024 0.105 0.122 -0.037 -0.076 0.117 0.020 75.400 0.020 1.778 
-0.007 0.203 0.205 -0.095 -0.107 0.208 0.046 75.400 0.020 1.871 
0.020 0.269 0.249 -0.144 -0.115 0.259 0.078 75.400 0.020 1.963 
0.098 0.354 0.252 -0.222 -0.078 0.305 0.066 75.400 0.020 2.056 
0.244 0.505 0.259 -0.374 -0.007 0.383 -0.027 75.400 0.020 2.149 
0.496 0.774 0.283 -0.637 0.110 0.527 -0.266 75.600 0.017 2.266 
0.791 1.060 0.264 -0.923 0.261 0.664 -0.579 75.600 0.017 2.383 
0.952 1.233 0.271 -1.087 0.337 0.757 -0.774 75.800 0.017 2.501 
0.921 0.957 0.027 -0.933 0.442 0.498 -0.691 76.200 0.015 2.618 
0.498 0.540 0.037 -0.515 0.230 0.291 -0.339 76.400 0.015 2.813 
-0.044 0.308 0.344 -0.127 -0.198 0.330 0.059 76.800 0.012 3.009 
-0.293 0.193 0.481 0.054 -0.388 0.339 0.259 76.800 0.012 3.204 
-0.315 0.164 0.479 0.076 -0.396 0.322 0.244 77.000 0.010 3.399 
-0.276 0.154 0.427 0.063 -0.352 0.293 0.237 76.600 0.010 3.453 
-0.295 0.134 0.432 0.081 -0.361 0.283 0.317 76.400 0.010 3.507 
-0.288 0.129 0.410 0.083 -0.352 0.274 0.383 76.000 0.010 3.560 
-0.276 0.134 0.413 0.071 -0.342 0.274 0.413 75.800 0.010 3.614 
-0.259 0.127 0.386 0.066 -0.322 0.256 0.452 75.600 0.007 3.634 
-0.261 0.125 0.383 0.071 -0.322 0.256 0.513 75.400 0.007 3.653 
-0.271 0.066 0.332 0.105 -0.303 0.203 0.581 75.400 0.007 3.673 
-0.249 0.027 0.278 0.110 -0.261 0.151 0.669 75.400 0.005 3.692 
-0.259 0.002 0.264 0.127 -0.259 0.132 0.791 75.400 0.005 3.683 
-0.234 0.015 0.244 0.112 -0.242 0.132 0.860 75.600 0.005 3.673 
-0.222 0.005 0.215 0.115 -0.225 0.117 0.855 75.400 0.005 3.663 
-0.203 -0.002 0.195 0.105 -0.200 0.100 0.821 75.200 0.005 3.653 
-0.176 -0.007 0.168 0.093 -0.171 0.081 0.698 74.800 0.005 3.619 
-0.154 -0.027 0.120 0.095 -0.139 0.051 0.549 74.400 0.005 3.585 
-0.166 -0.044 0.110 0.112 -0.144 0.039 0.364 74.000 0.005 3.551 
-0.137 -0.049 0.085 0.095 -0.112 0.020 0.234 73.600 0.007 3.516 
-0.081 -0.032 0.046 0.059 -0.063 0.010 0.139 73.400 0.007 3.468 
-0.037 -0.002 0.029 0.022 -0.034 0.017 0.093 73.000 0.007 3.419 
0.007 0.005 -0.010 -0.002 0.005 0.002 0.049 73.200 0.007 3.370 
0.007 -0.000 -0.012 -0.000 0.007 -0.002 0.042 73.200 0.010 3.321 
-0.002 -0.000 -0.005 0.005 -0.002 0.002 0.022 73.600 0.010 3.258 
0.005 -0.000 -0.010 -0.000 0.005 -0.002 0.022 74.200 0.010 3.194 
0.022 0.015 -0.010 -0.017 0.015 0.005 -0.000 74.800 0.010 3.131 
0.017 0.027 0.010 -0.022 0.005 0.020 -0.002 75.400 0.010 3.067 
0.022 0.022 -0.002 -0.020 0.012 0.012 -0.012 75.800 0.010 2.989 
0.017 0.017 -0.000 -0.017 0.010 0.010 -0.015 76.000 0.010 2.911 
0.024 0.015 -0.015 -0.017 0.017 0.002 -0.012 76.200 0.010 2.833 
0.027 0.012 -0.022 -0.015 0.022 -0.000 -0.015 76.400 0.007 2.755 
0.039 0.010 -0.034 -0.022 0.034 -0.010 -0.027 77.000 0.007 2.672 
0.032 -0.000 -0.032 -0.015 0.032 -0.015 -0.024 77.400 0.007 2.589 
0.015 -0.012 -0.024 -0.002 0.022 -0.020 -0.012 78.200 0.007 2.505 
0.024 -0.012 -0.037 -0.005 0.032 -0.024 -0.020 79.000 0.005 2.422 
0.024 -0.010 -0.039 -0.005 0.029 -0.022 -0.032 79.400 0.005 2.349 
0.015 -0.024 -0.042 0.007 0.027 -0.032 -0.029 79.800 0.005 2.276 
0.010 -0.044 -0.056 0.020 0.032 -0.049 -0.029 80.000 0.005 2.203 
-0.022 -0.059 -0.037 0.042 0.007 -0.046 -0.024 80.200 0.005 2.129 
-0.012 -0.068 -0.061 0.044 0.022 -0.061 -0.027 80.800 0.005 2.071 
-0.002 -0.093 -0.090 0.049 0.044 -0.090 -0.017 81.200 0.005 2.012 
-0.005 -0.090 -0.088 0.049 0.042 -0.088 -0.017 81.800 0.005 1.954 
-0.015 -0.100 -0.090 0.061 0.037 -0.093 -0.022 82.600 0.002 1.895 
-0.029 -0.117 -0.090 0.076 0.029 -0.103 -0.029 83.200 0.002 1.871 
-0.046 -0.132 -0.088 0.090 0.020 -0.107 -0.024 84.000 -0.000 1.846 
-0.046 -0.147 -0.107 0.100 0.027 -0.122 -0.022 85.000 -0.000 1.822 
-0.059 -0.166 -0.112 0.115 0.024 -0.137 -0.007 86.000 -0.000 1.797 
-0.068 -0.183 -0.115 0.127 0.024 -0.149 -0.012 86.800 -0.000 1.802 
-0.066 -0.198 -0.137 0.134 0.034 -0.164 -0.015 87.600 -0.000 1.807 
-0.071 -0.222 -0.159 0.151 0.042 -0.186 -0.012 88.000 -0.000 1.812 
-0.078 -0.249 -0.173 0.166 0.046 -0.210 -0.012 88.400 -0.002 1.817 
-0.081 -0.278 -0.203 0.183 0.059 -0.237 -0.010 88.400 -0.005 1.846 
-0.090 -0.283 -0.195 0.188 0.051 -0.237 -0.000 88.600 -0.005 1.875 
-0.085 -0.274 -0.190 0.181 0.051 -0.230 -0.007 88.800 -0.005 1.905 
-0.081 -0.278 -0.200 0.181 0.059 -0.237 -0.012 89.200 -0.007 1.934 
-0.083 -0.266 -0.188 0.178 0.051 -0.225 -0.020 89.600 -0.010 1.978 
-0.071 -0.252 -0.188 0.166 0.056 -0.215 -0.024 90.200 -0.010 2.022 
-0.063 -0.239 -0.183 0.156 0.056 -0.208 -0.020 90.800 -0.012 2.066 
-0.054 -0.222 -0.171 0.139 0.059 -0.195 -0.027 91.400 -0.012 2.110 
-0.042 -0.198 -0.154 0.120 0.059 -0.176 -0.037 92.000 -0.015 2.144 
-0.007 -0.168 -0.168 0.093 0.078 -0.164 -0.049 92.400 -0.015 2.178 
0.017 -0.144 -0.161 0.063 0.090 -0.151 -0.063 92.800 -0.015 2.212 
0.029 -0.112 -0.144 0.044 0.085 -0.127 -0.076 93.000 -0.017 2.247 
0.042 -0.063 -0.107 0.012 0.073 -0.083 -0.078 93.400 -0.020 2.276 
0.051 -0.012 -0.071 -0.015 0.059 -0.037 -0.076 93.600 -0.020 2.305 
0.049 0.015 -0.037 -0.029 0.042 -0.010 -0.076 94.200 -0.022 2.335 
0.056 0.017 -0.037 -0.037 0.049 -0.010 -0.068 95.000 -0.024 2.364 
0.054 0.024 -0.032 -0.037 0.042 -0.002 -0.063 95.400 -0.024 2.374 
0.083 0.066 -0.022 -0.071 0.051 0.024 -0.054 96.000 -0.027 2.383 
0.066 0.073 0.010 -0.071 0.029 0.042 -0.044 96.200 -0.027 2.393 
0.061 0.078 0.022 -0.071 0.022 0.049 -0.037 96.600 -0.029 2.403 
0.066 0.098 0.029 -0.081 0.017 0.066 -0.037 96.600 -0.032 2.408 
0.042 0.100 0.054 -0.068 -0.007 0.081 -0.027 96.800 -0.034 2.413 
0.032 0.100 0.068 -0.066 -0.017 0.085 -0.017 97.200 -0.037 2.418 
0.044 0.095 0.051 -0.068 -0.002 0.073 -0.012 97.600 -0.039 2.422 
0.042 0.090 0.044 -0.063 -0.002 0.071 -0.007 98.200 -0.042 2.422 
0.042 0.085 0.037 -0.059 -0.000 0.066 0.002 98.800 -0.042 2.422 
0.039 0.071 0.032 -0.054 0.005 0.051 0.005 99.400 -0.044 2.422 
0.037 0.068 0.034 -0.054 0.002 0.051 0.007 100.000 -0.044 2.422 
0.029 0.073 0.046 -0.051 -0.007 0.059 0.002 100.200 -0.046 2.413 
0.020 0.068 0.046 -0.042 -0.015 0.059 0.015 100.600 -0.049 2.403 
0.034 0.083 0.049 -0.059 -0.007 0.066 0.002 100.600 -0.051 2.393 
0.029 0.073 0.046 -0.051 -0.007 0.059 0.012 100.600 -0.054 2.383 
0.007 0.066 0.061 -0.037 -0.024 0.063 0.010 100.400 -0.056 2.369 
0.020 0.071 0.049 -0.044 -0.015 0.061 -0.002 100.200 -0.056 2.354 
0.024 0.076 0.049 -0.049 -0.012 0.063 0.002 99.800 -0.056 2.339 
0.010 0.066 0.056 -0.037 -0.022 0.061 0.005 99.200 -0.059 2.325 
0.010 0.066 0.044 -0.032 -0.022 0.061 0.015 98.400 -0.059 2.300 
0.005 0.059 0.046 -0.027 -0.024 0.056 0.010 97.400 -0.061 2.276 
0.002 0.044 0.037 -0.020 -0.020 0.044 0.007 96.800 -0.061 2.252 
0.005 0.059 0.046 -0.027 -0.024 0.056 -0.000 96.000 -0.061 2.227 
0.022 0.071 0.046 -0.044 -0.012 0.061 0.002 95.600 -0.061 2.193 
0.007 0.071 0.054 -0.034 -0.027 0.068 0.002 95.200 -0.061 2.159 
-0.000 0.076 0.073 -0.037 -0.037 0.076 0.020 94.800 -0.061 2.125 
0.017 0.071 0.049 -0.042 -0.017 0.063 0.022 94.600 -0.063 2.090 
0.024 0.105 0.078 -0.063 -0.027 0.093 0.034 94.200 -0.063 2.027 
0.029 0.147 0.115 -0.085 -0.044 0.132 0.054 93.800 -0.063 1.963 
0.029 0.161 0.129 -0.093 -0.051 0.147 0.078 93.200 -0.063 1.900 
0.056 0.193 0.139 -0.125 -0.039 0.166 0.095 92.600 -0.063 1.836 
0.078 0.230 0.149 -0.151 -0.037 0.190 0.105 91.800 -0.063 1.817 
0.083 0.242 0.161 -0.164 -0.037 0.200 0.105 90.800 -0.061 1.797 
0.073 0.266 0.193 -0.168 -0.059 0.230 0.088 90.000 -0.061 1.778 
0.061 0.254 0.195 -0.159 -0.066 0.225 0.107 89.000 -0.059 1.758 
0.068 0.237 0.171 -0.154 -0.049 0.203 0.081 88.000 -0.059 1.744 
0.068 0.225 0.147 -0.142 -0.044 0.190 -0.000 87.200 -0.059 1.729 
0.061 0.181 0.110 -0.115 -0.029 0.151 -0.032 86.200 -0.056 1.714 
0.049 0.166 0.110 -0.103 -0.034 0.142 -0.059 85.400 -0.054 1.700 
0.042 0.142 0.093 -0.088 -0.029 0.122 -0.061 84.600 -0.054 1.685 
0.056 0.134 0.066 -0.088 -0.010 0.107 -0.061 83.800 -0.054 1.670 
0.073 0.127 0.051 -0.098 0.010 0.090 -0.073 83.000 -0.054 1.656 
0.076 0.125 0.044 -0.098 0.015 0.088 -0.073 82.000 -0.051 1.641 
0.054 0.078 0.017 -0.061 0.015 0.051 -0.068 81.400 -0.049 1.621 
0.046 0.061 0.010 -0.051 0.017 0.039 -0.056 80.600 -0.049 1.602 
0.054 0.049 -0.007 -0.049 0.029 0.022 -0.049 80.000 -0.049 1.582 
0.037 0.034 -0.007 -0.032 0.020 0.017 -0.032 79.400 -0.046 1.563 
0.034 0.039 -0.000 -0.034 0.015 0.022 -0.029 79.000 -0.046 1.538 
0.027 0.042 0.010 -0.032 0.007 0.029 -0.020 78.600 -0.046 1.514 
0.017 0.037 0.015 -0.024 -0.000 0.029 -0.012 78.200 -0.046 1.490 
-0.002 0.022 0.020 -0.007 -0.012 0.024 -0.012 77.600 -0.044 1.465 
-0.002 -0.007 -0.012 0.010 0.002 -0.005 -0.000 77.400 -0.044 1.455 
-0.005 -0.024 -0.022 0.017 0.007 -0.022 0.002 77.000 -0.044 1.446 
-0.012 -0.017 -0.010 0.017 -0.002 -0.010 -0.005 76.600 -0.044 1.436 
-0.010 -0.007 -0.005 0.012 -0.005 -0.002 -0.007 76.200 -0.042 1.426 
-0.027 -0.002 0.020 0.017 -0.024 0.012 -0.005 76.000 -0.042 1.446 
-0.024 -0.002 0.020 0.015 -0.022 0.010 0.007 75.800 -0.042 1.465 
-0.020 -0.012 0.005 0.017 -0.012 -0.002 -0.000 75.600 -0.042 1.485 
-0.020 -0.017 -0.005 0.022 -0.010 -0.007 0.007 75.400 -0.042 1.504 
-0.022 -0.005 0.007 0.020 -0.020 0.007 0.002 75.400 -0.042 1.558 
-0.022 -0.017 -0.007 0.027 -0.012 -0.005 0.005 75.400 -0.042 1.612 
-0.024 -0.027 -0.007 0.029 -0.010 -0.015 0.010 75.600 -0.042 1.665 
-0.015 -0.027 -0.015 0.022 -0.000 -0.020 0.010 75.800 -0.044 1.719 
-0.039 -0.029 0.007 0.037 -0.024 -0.010 0.010 76.200 -0.044 1.812 
-0.032 -0.024 0.002 0.032 -0.020 -0.007 0.007 76.600 -0.044 1.905 
-0.017 -0.000 0.010 0.012 -0.017 0.010 0.005 77.000 -0.046 1.998 
-0.020 0.017 0.029 0.005 -0.027 0.027 -0.005 77.400 -0.046 2.090 
-0.015 0.012 0.022 0.005 -0.020 0.020 0.002 77.800 -0.046 2.208 
-0.007 0.056 0.059 -0.022 -0.034 0.061 0.010 78.200 -0.046 2.325 
0.012 0.137 0.120 -0.071 -0.056 0.132 0.027 78.400 -0.049 2.442 
0.020 0.210 0.186 -0.112 -0.085 0.200 0.061 78.800 -0.049 2.559 
0.073 0.286 0.212 -0.178 -0.068 0.249 0.076 79.000 -0.051 2.676 
0.198 0.418 0.215 -0.305 -0.010 0.320 0.015 79.000 -0.051 2.794 
0.403 0.657 0.252 -0.527 0.076 0.457 -0.188 79.000 -0.054 2.911 
0.711 0.938 0.225 -0.823 0.242 0.584 -0.503 79.000 -0.056 3.028 
0.904 1.184 0.276 -1.040 0.313 0.733 -0.750 79.000 -0.056 3.126 
0.965 1.045 0.073 -1.001 0.442 0.564 -0.750 79.000 -0.056 3.223 
0.691 0.625 -0.068 -0.657 0.379 0.281 -0.484 79.000 -0.059 3.321 
0.056 0.327 0.269 -0.190 -0.107 0.300 -0.029 79.200 -0.061 3.419 
-0.274 0.186 0.464 0.042 -0.366 0.322 0.225 79.000 -0.061 3.482 
-0.339 0.122 0.464 0.107 -0.400 0.293 0.274 79.000 -0.063 3.546 
-0.303 0.122 0.422 0.093 -0.364 0.274 0.247 78.800 -0.066 3.609 
-0.288 0.129 0.420 0.078 -0.352 0.274 0.305 78.600 -0.068 3.673 
-0.303 0.117 0.415 0.095 -0.361 0.269 0.381 78.400 -0.071 3.697 
-0.303 0.112 0.418 0.095 -0.359 0.264 0.425 78.200 -0.071 3.722 
-0.310 0.112 0.418 0.103 -0.366 0.269 0.469 78.000 -0.073 3.746 
-0.298 0.115 0.413 0.093 -0.354 0.264 0.503 78.000 -0.073 3.770 
-0.310 0.076 0.381 0.120 -0.347 0.232 0.574 77.800 -0.076 3.766 
-0.288 0.020 0.310 0.134 -0.298 0.164 0.669 77.800 -0.076 3.761 
-0.308 -0.027 0.278 0.168 -0.293 0.127 0.786 77.600 -0.078 3.756 
-0.281 -0.022 0.259 0.151 -0.269 0.120 0.857 77.200 -0.081 3.751 
-0.252 -0.010 0.242 0.132 -0.247 0.117 0.862 77.000 -0.081 3.726 
-0.227 -0.049 0.183 0.137 -0.203 0.066 0.838 76.600 -0.083 3.702 
-0.225 -0.056 0.168 0.142 -0.195 0.056 0.718 76.400 -0.083 3.678 
-0.208 -0.071 0.132 0.142 -0.171 0.034 0.571 76.200 -0.085 3.653 
-0.195 -0.085 0.105 0.144 -0.151 0.012 0.376 75.800 -0.085 3.619 
-0.178 -0.081 0.098 0.129 -0.137 0.010 0.234 75.600 -0.085 3.585 
-0.117 -0.071 0.044 0.095 -0.081 -0.012 0.139 75.200 -0.088 3.551 
-0.073 -0.063 0.005 0.071 -0.042 -0.027 0.083 74.800 -0.090 3.516 
-0.029 -0.037 -0.017 0.039 -0.010 -0.022 0.042 74.200 -0.090 3.468 
-0.007 -0.037 -0.034 0.024 0.012 -0.032 0.029 73.400 -0.093 3.419 
-0.027 -0.039 -0.015 0.034 -0.007 -0.024 0.010 72.200 -0.093 3.370 
-0.020 -0.032 -0.020 0.029 -0.002 -0.022 -0.010 71.000 -0.095 3.321 
0.005 -0.022 -0.034 0.012 0.017 -0.024 -0.012 69.800 -0.098 3.258 
0.002 -0.046 -0.049 0.022 0.027 -0.046 -0.007 68.600 -0.098 3.194 
-0.010 -0.056 -0.049 0.034 0.020 -0.051 -0.017 68.000 -0.100 3.131 
-0.012 -0.037 -0.039 0.032 0.007 -0.029 -0.020 67.400 -0.103 3.067 
-0.007 -0.044 -0.044 0.029 0.015 -0.039 -0.027 67.800 -0.103 2.994 
-0.015 -0.061 -0.051 0.042 0.017 -0.054 -0.034 68.200 -0.103 2.921 
0.002 -0.061 -0.071 0.034 0.034 -0.061 -0.039 69.200 -0.105 2.847 
-0.002 -0.054 -0.056 0.032 0.024 -0.051 -0.044 70.000 -0.105 2.774 
-0.007 -0.059 -0.059 0.037 0.022 -0.054 -0.034 71.200 -0.107 2.701 
-0.012 -0.071 -0.061 0.044 0.024 -0.063 -0.037 72.200 -0.107 2.628 
-0.015 -0.068 -0.063 0.046 0.020 -0.061 -0.044 73.200 -0.107 2.554 
-0.002 -0.061 -0.056 0.032 0.029 -0.059 -0.046 74.000 -0.110 2.481 
-0.017 -0.081 -0.073 0.054 0.024 -0.071 -0.044 74.800 -0.110 2.413 
-0.034 -0.093 -0.056 0.063 0.012 -0.076 -0.034 75.600 -0.110 2.344 
-0.032 -0.095 -0.071 0.068 0.017 -0.078 -0.037 76.800 -0.110 2.276 
-0.017 -0.095 -0.085 0.061 0.032 -0.085 -0.037 78.000 -0.110 2.208 
-0.020 -0.115 -0.098 0.068 0.039 -0.105 -0.039 79.800 -0.107 2.164 
-0.034 -0.125 -0.085 0.078 0.029 -0.107 -0.032 81.800 -0.107 2.120 
-0.039 -0.137 -0.105 0.093 0.029 -0.117 -0.029 83.600 -0.107 2.076 
-0.059 -0.173 -0.120 0.120 0.029 -0.144 -0.020 85.600 -0.105 2.032 
-0.066 -0.176 -0.112 0.122 0.022 -0.142 -0.015 86.800 -0.105 2.032 
-0.073 -0.200 -0.139 0.144 0.027 -0.164 -0.015 88.000 -0.103 2.032 
-0.071 -0.222 -0.166 0.154 0.042 -0.186 -0.020 88.400 -0.103 2.032 
-0.068 -0.234 -0.181 0.159 0.049 -0.200 -0.017 88.800 -0.100 2.032 
-0.085 -0.247 -0.173 0.173 0.039 -0.203 -0.015 89.400 -0.098 2.061 
-0.085 -0.266 -0.193 0.183 0.049 -0.222 -0.017 90.000 -0.095 2.090 
-0.100 -0.286 -0.193 0.198 0.044 -0.234 -0.007 90.800 -0.093 2.120 
-0.103 -0.295 -0.208 0.208 0.046 -0.244 -0.012 91.600 -0.090 2.149 
-0.095 -0.295 -0.215 0.203 0.054 -0.247 -0.020 92.200 -0.088 2.183 
-0.095 -0.295 -0.212 0.203 0.054 -0.247 -0.022 92.600 -0.085 2.217 
-0.095 -0.300 -0.215 0.203 0.056 -0.252 -0.034 92.800 -0.083 2.252 
-0.088 -0.291 -0.210 0.193 0.059 -0.247 -0.039 93.000 -0.081 2.286 
-0.081 -0.269 -0.200 0.181 0.054 -0.227 -0.046 93.200 -0.078 2.310 
-0.066 -0.254 -0.198 0.166 0.061 -0.220 -0.046 93.400 -0.076 2.335 
-0.054 -0.212 -0.171 0.139 0.054 -0.186 -0.059 94.000 -0.073 2.359 
-0.034 -0.183 -0.159 0.115 0.059 -0.166 -0.066 94.400 -0.071 2.383 
-0.015 -0.164 -0.154 0.093 0.068 -0.156 -0.081 94.800 -0.071 2.393 
-0.007 -0.129 -0.127 0.071 0.059 -0.125 -0.085 95.000 -0.068 2.403 
-0.000 -0.107 -0.117 0.059 0.054 -0.107 -0.090 95.000 -0.068 2.413 
0.017 -0.071 -0.098 0.032 0.054 -0.078 -0.093 95.200 -0.063 2.422 
0.022 -0.051 -0.078 0.017 0.049 -0.061 -0.088 95.200 -0.063 2.432 
0.029 -0.049 -0.081 0.012 0.054 -0.063 -0.081 95.200 -0.061 2.442 
0.054 -0.022 -0.081 -0.012 0.066 -0.049 -0.081 95.400 -0.061 2.452 
0.049 0.012 -0.046 -0.024 0.044 -0.012 -0.083 95.800 -0.059 2.462 
0.059 0.007 -0.059 -0.029 0.056 -0.022 -0.068 96.400 -0.059 2.462 
0.059 0.029 -0.032 -0.042 0.044 -0.000 -0.063 96.800 -0.056 2.462 
0.044 0.032 -0.012 -0.037 0.029 0.010 -0.059 97.200 -0.056 2.462 
0.039 0.037 -0.005 -0.037 0.022 0.017 -0.049 97.400 -0.051 2.462 
0.039 0.056 0.015 -0.046 0.012 0.037 -0.034 97.400 -0.051 2.457 
0.039 0.061 0.020 -0.049 0.010 0.042 -0.039 97.600 -0.051 2.452 
0.027 0.063 0.029 -0.042 -0.005 0.051 -0.024 97.600 -0.051 2.447 
0.024 0.044 0.012 -0.029 0.002 0.032 -0.015 97.600 -0.049 2.442 
0.007 0.032 0.017 -0.015 -0.007 0.029 -0.010 97.600 0.120 2.427 
