I II III aVR aVL aVF V1 AO SPO2
-0.032 -0.112 -0.083 0.073 0.024 -0.095 0.029 89.600 4.376 
-0.044 -0.120 -0.081 0.085 0.017 -0.098 0.034 88.600 4.376 
-0.046 -0.139 -0.098 0.095 0.024 -0.115 0.022 88.000 4.376 
-0.029 -0.125 -0.090 0.076 0.034 -0.110 0.020 87.200 4.376 
-0.046 -0.107 -0.066 0.081 0.007 -0.083 0.017 86.600 4.366 
-0.044 -0.078 -0.032 0.061 -0.005 -0.056 0.020 86.000 4.357 
-0.024 -0.081 -0.059 0.054 0.017 -0.068 0.022 85.400 4.347 
-0.042 -0.085 -0.049 0.066 0.002 -0.063 0.024 85.000 4.337 
-0.044 -0.083 -0.037 0.063 -0.002 -0.061 0.020 84.800 4.308 
-0.044 -0.100 -0.059 0.073 0.007 -0.078 0.032 84.400 4.278 
-0.054 -0.103 -0.051 0.081 -0.002 -0.076 0.032 84.400 4.249 
-0.049 -0.105 -0.054 0.076 0.005 -0.081 0.029 84.200 4.220 
-0.042 -0.085 -0.046 0.066 0.002 -0.063 0.015 84.200 4.171 
-0.044 -0.103 -0.056 0.073 0.007 -0.081 0.024 84.000 4.122 
-0.039 -0.093 -0.061 0.071 0.007 -0.073 0.020 84.000 4.073 
-0.051 -0.083 -0.037 0.071 -0.010 -0.056 0.022 84.200 4.024 
-0.042 -0.103 -0.059 0.071 0.010 -0.081 0.024 84.200 3.966 
-0.046 -0.112 -0.066 0.081 0.010 -0.088 0.037 84.200 3.907 
-0.046 -0.110 -0.063 0.078 0.010 -0.085 0.027 84.200 3.849 
-0.029 -0.061 -0.029 0.044 0.002 -0.046 0.024 84.400 3.790 
-0.044 -0.054 -0.012 0.051 -0.017 -0.032 0.015 84.400 3.726 
-0.044 -0.066 -0.022 0.056 -0.010 -0.044 0.012 84.400 3.663 
-0.037 -0.066 -0.032 0.054 -0.002 -0.046 0.017 84.400 3.600 
-0.034 -0.095 -0.061 0.066 0.015 -0.078 0.056 84.400 3.536 
-0.042 -0.137 -0.090 0.088 0.027 -0.115 0.083 84.400 3.473 
-0.029 -0.115 -0.088 0.073 0.029 -0.100 0.093 84.200 3.409 
-0.007 -0.034 -0.027 0.022 0.010 -0.029 0.063 84.000 3.346 
0.044 0.110 0.068 -0.078 -0.010 0.088 0.024 83.800 3.282 
0.098 0.215 0.120 -0.156 -0.010 0.166 -0.059 83.600 3.233 
0.198 0.325 0.129 -0.261 0.037 0.227 -0.181 83.400 3.184 
0.264 0.464 0.205 -0.366 0.032 0.332 -0.308 83.200 3.136 
0.286 0.498 0.212 -0.391 0.037 0.357 -0.396 83.000 3.087 
0.217 0.464 0.247 -0.339 -0.015 0.357 -0.396 82.800 3.053 
0.125 0.357 0.234 -0.242 -0.054 0.295 -0.369 82.600 3.018 
0.012 0.215 0.205 -0.115 -0.095 0.210 -0.310 82.400 2.984 
-0.105 -0.005 0.093 0.059 -0.103 0.049 -0.225 82.000 2.950 
-0.171 -0.139 0.024 0.159 -0.100 -0.054 -0.181 81.800 2.930 
-0.198 -0.244 -0.049 0.222 -0.076 -0.144 -0.142 81.600 2.911 
-0.212 -0.332 -0.115 0.271 -0.046 -0.225 -0.115 81.400 2.891 
-0.239 -0.347 -0.105 0.293 -0.066 -0.227 -0.098 81.000 2.872 
-0.232 -0.313 -0.081 0.274 -0.076 -0.195 -0.076 80.800 2.867 
-0.195 -0.244 -0.046 0.220 -0.073 -0.147 -0.059 80.600 2.862 
-0.149 -0.195 -0.042 0.171 -0.051 -0.120 -0.049 80.400 2.857 
-0.110 -0.149 -0.042 0.132 -0.034 -0.093 -0.042 80.200 2.852 
-0.090 -0.120 -0.029 0.105 -0.029 -0.073 -0.032 79.800 2.857 
-0.068 -0.127 -0.054 0.095 -0.005 -0.093 -0.010 79.600 2.862 
-0.054 -0.134 -0.081 0.095 0.015 -0.107 0.007 79.200 2.867 
-0.056 -0.129 -0.068 0.090 0.010 -0.100 0.012 79.000 2.872 
-0.042 -0.100 -0.061 0.073 0.010 -0.078 0.010 78.600 2.882 
-0.039 -0.066 -0.022 0.051 -0.005 -0.046 0.010 78.400 2.891 
-0.037 -0.054 -0.015 0.044 -0.010 -0.034 0.015 78.000 2.901 
-0.032 -0.068 -0.039 0.051 0.002 -0.051 0.029 77.800 2.911 
-0.024 -0.071 -0.044 0.046 0.012 -0.059 0.037 77.600 2.926 
-0.017 -0.081 -0.056 0.046 0.024 -0.071 0.032 77.200 2.940 
-0.020 -0.063 -0.044 0.042 0.012 -0.054 0.029 77.200 2.955 
-0.012 -0.068 -0.054 0.039 0.022 -0.061 0.029 77.000 2.969 
-0.010 -0.046 -0.034 0.027 0.015 -0.042 0.029 77.000 2.969 
-0.007 -0.029 -0.022 0.020 0.007 -0.024 0.012 76.800 2.969 
-0.005 -0.017 -0.010 0.010 0.005 -0.015 0.024 76.800 2.969 
-0.000 -0.024 -0.024 0.012 0.012 -0.024 0.022 76.800 2.969 
0.005 -0.029 -0.032 0.012 0.020 -0.032 0.015 76.800 2.965 
0.012 -0.012 -0.017 -0.002 0.020 -0.017 0.032 76.800 2.960 
0.005 -0.010 -0.005 -0.002 0.010 -0.012 0.027 76.800 2.955 
0.012 0.022 0.017 -0.020 0.002 0.017 0.015 76.800 2.950 
0.005 0.007 0.010 -0.010 0.002 0.005 0.015 77.200 2.935 
0.027 0.015 -0.007 -0.022 0.020 0.002 0.015 77.800 2.921 
0.012 -0.012 -0.015 -0.005 0.020 -0.017 0.024 78.800 2.906 
0.034 0.022 -0.010 -0.029 0.024 0.005 0.017 79.800 2.891 
0.005 0.012 0.012 -0.010 -0.000 0.010 0.015 81.600 2.872 
0.027 0.046 0.017 -0.034 0.005 0.034 0.005 83.200 2.852 
0.039 0.017 -0.020 -0.029 0.032 -0.002 0.012 85.800 2.833 
0.039 0.017 -0.017 -0.029 0.032 -0.002 0.007 88.200 2.813 
0.044 0.051 0.010 -0.049 0.020 0.029 -0.010 91.000 2.789 
0.059 0.051 -0.000 -0.059 0.034 0.022 -0.000 94.000 2.764 
0.066 0.066 0.005 -0.068 0.034 0.034 -0.017 97.000 2.740 
0.049 0.088 0.037 -0.066 0.005 0.063 -0.029 100.200 2.716 
0.056 0.134 0.078 -0.095 -0.010 0.107 -0.039 103.200 2.691 
0.078 0.149 0.076 -0.115 0.005 0.110 -0.042 106.000 2.667 
0.088 0.164 0.088 -0.132 0.007 0.120 -0.039 108.800 2.642 
0.078 0.159 0.088 -0.122 -0.000 0.120 -0.054 111.400 2.618 
0.076 0.166 0.093 -0.122 -0.007 0.129 -0.044 113.600 2.593 
0.095 0.149 0.051 -0.120 0.022 0.103 -0.046 115.800 2.569 
0.105 0.178 0.076 -0.142 0.017 0.127 -0.046 117.400 2.545 
0.105 0.217 0.117 -0.164 -0.002 0.166 -0.059 119.200 2.520 
0.117 0.252 0.137 -0.186 -0.007 0.193 -0.071 120.200 2.457 
0.144 0.274 0.134 -0.210 0.007 0.203 -0.085 121.400 2.393 
0.139 0.254 0.120 -0.198 0.012 0.186 -0.076 121.800 2.330 
0.132 0.247 0.117 -0.190 0.010 0.181 -0.076 122.200 2.266 
0.129 0.269 0.139 -0.198 -0.005 0.205 -0.088 122.000 2.227 
0.120 0.291 0.171 -0.205 -0.024 0.232 -0.098 121.800 2.188 
0.132 0.303 0.168 -0.215 -0.020 0.237 -0.088 121.000 2.149 
0.151 0.330 0.181 -0.242 -0.012 0.254 -0.100 120.200 2.110 
0.139 0.335 0.198 -0.237 -0.027 0.266 -0.112 119.000 2.071 
0.144 0.320 0.173 -0.230 -0.015 0.249 -0.103 118.000 2.032 
0.137 0.300 0.159 -0.215 -0.012 0.232 -0.095 116.600 1.993 
0.132 0.281 0.147 -0.205 -0.007 0.215 -0.090 115.200 1.954 
0.127 0.264 0.137 -0.195 -0.005 0.200 -0.083 113.800 1.915 
0.105 0.242 0.139 -0.173 -0.015 0.190 -0.073 112.200 1.875 
0.120 0.252 0.132 -0.186 -0.005 0.193 -0.078 110.800 1.836 
0.125 0.264 0.142 -0.195 -0.007 0.203 -0.083 109.200 1.797 
0.085 0.244 0.154 -0.161 -0.037 0.203 -0.078 107.800 1.763 
0.076 0.222 0.147 -0.149 -0.034 0.186 -0.071 106.200 1.729 
0.063 0.147 0.081 -0.103 -0.010 0.115 -0.061 105.000 1.695 
0.059 0.110 0.056 -0.085 0.005 0.081 -0.051 103.800 1.661 
0.056 0.122 0.063 -0.088 -0.005 0.095 -0.046 103.000 1.631 
0.029 0.100 0.068 -0.063 -0.020 0.085 -0.046 102.200 1.602 
0.017 0.071 0.056 -0.044 -0.017 0.063 -0.037 101.600 1.573 
0.024 0.059 0.042 -0.044 -0.005 0.046 -0.034 101.200 1.543 
0.007 0.049 0.034 -0.024 -0.017 0.046 -0.039 101.000 1.519 
0.007 0.039 0.024 -0.020 -0.012 0.037 -0.032 101.000 1.495 
-0.005 0.020 0.020 -0.005 -0.015 0.022 -0.024 101.000 1.470 
-0.010 0.010 0.015 0.002 -0.015 0.015 -0.012 101.200 1.446 
-0.022 -0.015 -0.002 0.024 -0.015 -0.002 -0.005 101.400 1.411 
-0.027 -0.042 -0.022 0.039 -0.005 -0.027 -0.005 101.600 1.377 
-0.039 -0.029 0.007 0.037 -0.024 -0.010 -0.007 102.000 1.343 
-0.024 -0.020 0.005 0.022 -0.015 -0.007 -0.007 102.400 1.309 
-0.017 -0.012 0.007 0.015 -0.010 -0.002 -0.012 102.600 1.275 
-0.027 -0.029 -0.007 0.032 -0.012 -0.015 -0.002 103.000 1.241 
-0.017 -0.020 -0.002 0.020 -0.007 -0.010 -0.012 103.000 1.206 
-0.027 -0.012 0.015 0.020 -0.020 0.002 -0.024 103.200 1.172 
-0.024 -0.005 0.017 0.017 -0.022 0.007 -0.010 102.800 1.143 
-0.029 -0.010 0.020 0.020 -0.024 0.005 -0.015 102.600 1.114 
-0.042 -0.034 0.007 0.039 -0.024 -0.012 -0.010 101.800 1.084 
-0.022 -0.027 -0.005 0.024 -0.007 -0.015 -0.010 100.800 1.055 
-0.024 -0.022 -0.000 0.024 -0.012 -0.010 -0.000 99.600 1.040 
-0.022 -0.039 -0.020 0.032 -0.002 -0.027 0.002 98.200 1.026 
-0.024 -0.051 -0.034 0.042 0.002 -0.039 -0.007 96.600 1.011 
-0.029 -0.044 -0.017 0.039 -0.007 -0.029 -0.012 95.000 0.996 
-0.017 -0.027 -0.015 0.024 -0.002 -0.017 -0.007 93.600 1.016 
-0.012 -0.017 -0.010 0.017 -0.002 -0.010 -0.007 92.400 1.035 
-0.012 -0.007 0.005 0.010 -0.007 -0.000 -0.015 91.600 1.055 
-0.017 -0.007 0.010 0.012 -0.012 0.002 -0.017 90.800 1.074 
-0.012 0.005 0.017 0.005 -0.015 0.012 -0.024 90.400 1.143 
-0.020 -0.010 0.005 0.017 -0.015 -0.000 -0.017 90.200 1.211 
-0.027 -0.022 -0.000 0.027 -0.015 -0.007 -0.012 90.200 1.280 
-0.017 0.005 0.017 0.010 -0.020 0.015 -0.012 90.400 1.348 
-0.012 0.002 0.010 0.007 -0.012 0.010 -0.022 90.600 1.460 
-0.015 0.010 0.020 0.005 -0.020 0.017 -0.022 91.000 1.573 
0.005 0.017 0.005 -0.007 -0.002 0.015 -0.015 91.400 1.685 
-0.002 0.005 0.002 0.002 -0.005 0.007 -0.020 92.000 1.797 
-0.005 -0.015 -0.007 0.010 0.002 -0.012 -0.022 92.400 1.944 
-0.002 0.007 0.007 -0.000 -0.005 0.010 -0.017 93.000 2.090 
-0.005 0.020 0.022 -0.005 -0.015 0.022 -0.020 93.600 2.237 
0.005 0.037 0.027 -0.017 -0.012 0.034 -0.020 94.200 2.383 
-0.010 0.037 0.042 -0.010 -0.027 0.042 -0.027 94.800 2.535 
-0.005 0.063 0.066 -0.027 -0.037 0.066 -0.034 95.400 2.686 
0.005 0.068 0.059 -0.034 -0.029 0.066 -0.017 96.200 2.838 
0.002 0.056 0.049 -0.027 -0.024 0.056 -0.022 97.000 2.989 
-0.007 0.049 0.049 -0.017 -0.032 0.054 -0.007 97.600 3.126 
-0.000 0.044 0.039 -0.020 -0.022 0.044 -0.002 98.200 3.263 
-0.017 0.049 0.066 -0.015 -0.042 0.059 -0.017 98.600 3.399 
0.002 0.071 0.073 -0.039 -0.032 0.071 -0.029 99.200 3.536 
0.005 0.088 0.081 -0.044 -0.039 0.085 -0.039 99.200 3.639 
0.020 0.081 0.063 -0.051 -0.020 0.071 -0.037 99.400 3.741 
0.044 0.081 0.039 -0.063 0.005 0.059 -0.049 99.400 3.844 
0.017 0.063 0.044 -0.039 -0.015 0.056 -0.061 99.200 3.946 
0.015 0.049 0.034 -0.032 -0.010 0.042 -0.046 98.800 4.005 
0.020 0.051 0.027 -0.032 -0.005 0.042 -0.051 98.400 4.063 
0.012 0.037 0.022 -0.022 -0.005 0.032 -0.046 97.800 4.122 
0.017 0.046 0.027 -0.029 -0.005 0.039 -0.044 97.400 4.181 
0.027 0.022 -0.007 -0.022 0.017 0.010 -0.042 96.800 4.210 
0.027 0.007 -0.020 -0.017 0.024 -0.005 -0.032 96.400 4.239 
0.012 -0.000 -0.010 -0.007 0.012 -0.005 -0.032 95.800 4.269 
0.029 0.002 -0.032 -0.012 0.029 -0.012 -0.027 95.400 4.298 
0.007 -0.020 -0.034 0.010 0.017 -0.022 -0.027 94.800 4.298 
0.010 -0.005 -0.020 -0.000 0.012 -0.010 -0.037 94.200 4.298 
-0.000 -0.020 -0.024 0.012 0.010 -0.020 -0.024 93.600 4.298 
0.005 -0.034 -0.037 0.015 0.022 -0.037 -0.012 93.000 4.298 
-0.027 -0.046 -0.027 0.042 -0.002 -0.032 -0.012 92.400 4.293 
-0.032 -0.039 -0.010 0.037 -0.012 -0.022 -0.007 91.800 4.288 
-0.024 -0.049 -0.024 0.037 -0.000 -0.037 -0.007 91.200 4.283 
-0.027 -0.046 -0.022 0.039 -0.002 -0.032 -0.010 90.400 4.278 
-0.012 -0.032 -0.022 0.024 0.005 -0.024 -0.017 90.000 4.264 
-0.024 -0.044 -0.020 0.034 -0.002 -0.032 -0.010 89.400 4.249 
-0.037 -0.056 -0.020 0.046 -0.007 -0.037 -0.000 89.200 4.234 
-0.032 -0.068 -0.034 0.049 0.002 -0.051 0.005 89.000 4.220 
-0.027 -0.076 -0.049 0.051 0.012 -0.061 0.010 88.800 4.200 
-0.027 -0.071 -0.046 0.051 0.010 -0.056 0.007 88.600 4.181 
-0.022 -0.063 -0.042 0.044 0.010 -0.051 0.010 88.600 4.161 
-0.032 -0.078 -0.044 0.054 0.007 -0.061 0.010 88.400 4.142 
-0.029 -0.068 -0.042 0.051 0.005 -0.054 0.005 88.200 4.054 
-0.032 -0.068 -0.034 0.049 0.002 -0.051 0.012 88.000 3.966 
-0.034 -0.076 -0.044 0.056 0.005 -0.059 0.015 87.800 3.878 
-0.032 -0.073 -0.039 0.051 0.005 -0.056 0.010 87.600 3.790 
-0.032 -0.066 -0.034 0.049 0.002 -0.049 0.007 87.400 3.722 
-0.024 -0.044 -0.022 0.037 -0.002 -0.032 0.012 87.200 3.653 
-0.039 -0.063 -0.024 0.051 -0.007 -0.044 0.010 86.800 3.585 
-0.049 -0.073 -0.027 0.063 -0.012 -0.049 0.015 86.600 3.516 
-0.039 -0.054 -0.017 0.049 -0.012 -0.034 0.007 86.400 3.448 
-0.032 -0.054 -0.024 0.044 -0.005 -0.037 -0.000 86.200 3.380 
-0.032 -0.051 -0.024 0.044 -0.005 -0.034 0.005 86.000 3.311 
-0.027 -0.066 -0.037 0.046 0.007 -0.051 0.020 85.600 3.243 
-0.042 -0.056 -0.012 0.049 -0.012 -0.034 0.032 85.400 3.175 
-0.032 -0.095 -0.061 0.063 0.017 -0.078 0.059 85.200 3.106 
-0.027 -0.120 -0.081 0.068 0.034 -0.105 0.088 85.200 3.038 
-0.005 -0.066 -0.059 0.034 0.029 -0.063 0.076 85.000 2.969 
0.037 0.037 -0.005 -0.034 0.020 0.020 0.042 84.800 2.921 
0.068 0.154 0.081 -0.107 -0.007 0.120 -0.020 84.600 2.872 
0.137 0.256 0.127 -0.200 0.010 0.188 -0.129 84.400 2.823 
0.230 0.393 0.168 -0.313 0.034 0.278 -0.271 84.200 2.774 
0.286 0.491 0.210 -0.391 0.042 0.349 -0.381 84.000 2.750 
0.269 0.486 0.217 -0.376 0.027 0.352 -0.420 83.800 2.725 
0.200 0.408 0.210 -0.305 -0.002 0.308 -0.413 83.800 2.701 
0.088 0.259 0.171 -0.173 -0.042 0.215 -0.371 83.800 2.676 
-0.039 0.059 0.100 -0.010 -0.068 0.078 -0.286 83.800 2.667 
-0.139 -0.144 -0.005 0.142 -0.066 -0.073 -0.222 84.000 2.657 
-0.178 -0.266 -0.078 0.217 -0.044 -0.176 -0.176 84.000 2.647 
-0.203 -0.339 -0.129 0.269 -0.032 -0.237 -0.161 84.000 2.637 
-0.217 -0.366 -0.144 0.291 -0.034 -0.256 -0.127 83.600 2.637 
-0.232 -0.325 -0.093 0.278 -0.068 -0.208 -0.105 83.400 2.637 
-0.183 -0.271 -0.088 0.227 -0.046 -0.178 -0.098 82.800 2.637 
-0.147 -0.222 -0.071 0.183 -0.034 -0.149 -0.076 82.400 2.637 
-0.112 -0.173 -0.056 0.142 -0.024 -0.117 -0.059 81.800 2.647 
-0.083 -0.132 -0.049 0.107 -0.017 -0.090 -0.056 81.200 2.657 
-0.063 -0.112 -0.049 0.088 -0.007 -0.081 -0.049 80.800 2.667 
-0.049 -0.115 -0.063 0.081 0.010 -0.090 -0.029 80.400 2.676 
-0.027 -0.103 -0.071 0.063 0.024 -0.088 -0.015 80.200 2.681 
-0.039 -0.095 -0.063 0.071 0.010 -0.076 -0.007 80.000 2.686 
-0.029 -0.085 -0.054 0.056 0.015 -0.071 -0.000 79.800 2.691 
-0.024 -0.076 -0.049 0.049 0.015 -0.063 0.015 79.600 2.696 
-0.029 -0.083 -0.054 0.056 0.012 -0.068 0.022 79.600 2.706 
-0.015 -0.071 -0.056 0.044 0.022 -0.063 0.015 79.400 2.716 
-0.012 -0.061 -0.051 0.039 0.020 -0.054 0.010 79.400 2.725 
-0.015 -0.054 -0.044 0.037 0.012 -0.046 0.015 79.400 2.735 
-0.007 -0.046 -0.039 0.027 0.017 -0.042 0.017 79.600 2.735 
-0.002 -0.039 -0.044 0.024 0.017 -0.037 0.017 79.800 2.735 
0.022 -0.020 -0.044 -0.000 0.032 -0.029 0.020 80.000 2.735 
-0.002 -0.027 -0.022 0.015 0.012 -0.024 0.020 80.400 2.735 
0.012 -0.024 -0.042 0.010 0.024 -0.029 0.020 80.600 2.730 
0.005 -0.046 -0.059 0.024 0.029 -0.049 0.017 80.800 2.725 
0.002 -0.034 -0.037 0.017 0.020 -0.034 0.020 81.000 2.720 
0.012 -0.024 -0.037 0.007 0.024 -0.029 0.017 81.200 2.716 
0.022 -0.017 -0.039 -0.002 0.032 -0.027 0.012 81.400 2.701 
0.032 -0.002 -0.034 -0.015 0.034 -0.017 0.007 81.800 2.686 
0.032 -0.000 -0.037 -0.012 0.032 -0.015 0.005 82.400 2.672 
0.027 -0.012 -0.037 -0.007 0.034 -0.024 0.010 83.000 2.657 
0.039 -0.010 -0.044 -0.017 0.044 -0.029 0.015 84.400 2.637 
0.042 0.005 -0.037 -0.022 0.039 -0.015 0.005 85.600 2.618 
0.046 0.022 -0.017 -0.037 0.037 -0.000 0.002 88.000 2.598 
0.054 0.044 -0.007 -0.049 0.032 0.017 0.002 90.200 2.579 
0.054 0.046 -0.005 -0.051 0.032 0.020 -0.024 93.400 2.554 
0.066 0.059 -0.007 -0.061 0.037 0.027 -0.022 96.400 2.530 
0.056 0.071 0.012 -0.061 0.022 0.044 -0.022 100.000 2.505 
0.078 0.088 0.012 -0.083 0.034 0.049 -0.024 103.400 2.481 
0.090 0.093 0.007 -0.093 0.044 0.049 -0.029 106.600 2.457 
0.095 0.103 0.010 -0.100 0.044 0.056 -0.024 109.800 2.432 
0.093 0.105 0.024 -0.105 0.042 0.059 -0.042 112.400 2.408 
0.105 0.129 0.032 -0.120 0.042 0.078 -0.039 115.200 2.383 
0.107 0.147 0.039 -0.127 0.034 0.093 -0.049 117.200 2.354 
0.107 0.154 0.049 -0.132 0.032 0.100 -0.044 119.200 2.325 
0.120 0.176 0.059 -0.149 0.032 0.117 -0.056 120.800 2.295 
0.134 0.198 0.066 -0.166 0.037 0.132 -0.063 122.200 2.266 
0.129 0.215 0.093 -0.176 0.022 0.151 -0.061 123.400 2.237 
0.151 0.242 0.093 -0.198 0.032 0.166 -0.076 124.400 2.208 
0.156 0.264 0.112 -0.212 0.024 0.186 -0.078 125.000 2.178 
0.161 0.259 0.100 -0.210 0.032 0.178 -0.073 125.800 2.149 
0.161 0.252 0.095 -0.208 0.037 0.171 -0.083 125.800 2.120 
0.173 0.264 0.095 -0.220 0.042 0.178 -0.083 126.000 2.090 
0.173 0.286 0.112 -0.230 0.032 0.200 -0.093 125.400 2.061 
0.183 0.310 0.132 -0.249 0.029 0.220 -0.093 125.000 2.032 
0.176 0.317 0.142 -0.247 0.017 0.230 -0.090 124.000 2.002 
0.178 0.303 0.125 -0.239 0.027 0.215 -0.095 122.800 1.973 
0.176 0.300 0.132 -0.242 0.027 0.212 -0.095 121.400 1.944 
0.168 0.291 0.125 -0.230 0.024 0.208 -0.095 120.000 1.915 
0.183 0.300 0.122 -0.244 0.034 0.210 -0.095 118.400 1.885 
0.176 0.295 0.125 -0.237 0.029 0.208 -0.100 117.000 1.856 
0.159 0.278 0.120 -0.217 0.020 0.200 -0.085 115.800 1.827 
0.154 0.244 0.095 -0.200 0.032 0.168 -0.093 114.400 1.797 
0.127 0.200 0.081 -0.166 0.027 0.137 -0.076 113.600 1.763 
0.110 0.183 0.073 -0.147 0.020 0.129 -0.063 112.800 1.729 
0.093 0.173 0.081 -0.132 0.007 0.127 -0.063 112.400 1.695 
0.088 0.154 0.066 -0.120 0.012 0.110 -0.054 111.800 1.661 
0.085 0.125 0.039 -0.105 0.024 0.083 -0.049 111.400 1.631 
0.066 0.093 0.024 -0.078 0.020 0.061 -0.049 111.000 1.602 
0.063 0.073 0.002 -0.063 0.027 0.042 -0.039 110.800 1.573 
0.049 0.056 0.010 -0.054 0.022 0.032 -0.034 110.400 1.543 
0.029 0.022 -0.012 -0.022 0.020 0.007 -0.029 110.200 1.490 
0.024 0.007 -0.017 -0.015 0.022 -0.005 -0.020 110.000 1.436 
0.022 -0.000 -0.020 -0.012 0.022 -0.010 -0.017 110.000 1.382 
0.015 -0.020 -0.029 -0.000 0.024 -0.027 -0.012 110.000 1.328 
0.017 -0.020 -0.037 0.002 0.027 -0.027 -0.017 110.200 1.299 
0.010 -0.027 -0.042 0.012 0.024 -0.032 -0.020 110.600 1.270 
0.027 -0.032 -0.063 0.005 0.044 -0.044 -0.015 111.200 1.241 
-0.002 -0.056 -0.056 0.032 0.027 -0.054 -0.012 111.800 1.211 
-0.005 -0.056 -0.056 0.034 0.024 -0.054 -0.015 112.600 1.182 
-0.005 -0.042 -0.049 0.029 0.017 -0.039 -0.020 113.400 1.153 
-0.015 -0.054 -0.049 0.039 0.012 -0.046 -0.012 114.000 1.123 
-0.012 -0.066 -0.061 0.044 0.022 -0.059 -0.015 114.600 1.094 
-0.000 -0.054 -0.054 0.027 0.027 -0.054 -0.012 114.600 1.060 
-0.007 -0.061 -0.061 0.039 0.024 -0.056 -0.017 114.600 1.026 
0.002 -0.056 -0.068 0.032 0.032 -0.056 -0.012 114.000 0.991 
-0.002 -0.059 -0.061 0.034 0.027 -0.056 -0.015 113.400 0.957 
-0.007 -0.066 -0.061 0.039 0.027 -0.061 -0.002 112.000 0.938 
-0.005 -0.063 -0.063 0.037 0.027 -0.061 -0.012 110.600 0.918 
-0.005 -0.051 -0.051 0.032 0.022 -0.049 -0.015 108.800 0.899 
-0.005 -0.049 -0.051 0.032 0.020 -0.046 -0.015 107.000 0.879 
-0.005 -0.049 -0.051 0.032 0.020 -0.046 -0.020 105.000 0.884 
-0.002 -0.051 -0.056 0.032 0.024 -0.049 -0.017 103.000 0.889 
-0.012 -0.059 -0.059 0.042 0.017 -0.051 -0.010 101.200 0.894 
-0.017 -0.051 -0.044 0.039 0.010 -0.042 -0.010 99.400 0.899 
-0.005 -0.049 -0.051 0.032 0.020 -0.046 -0.010 98.000 0.938 
-0.002 -0.044 -0.051 0.029 0.020 -0.042 -0.015 96.600 0.977 
-0.000 -0.054 -0.054 0.027 0.027 -0.054 -0.012 95.800 1.016 
-0.002 -0.059 -0.063 0.034 0.027 -0.056 -0.015 95.000 1.055 
0.007 -0.061 -0.068 0.027 0.039 -0.063 -0.010 94.400 1.138 
-0.002 -0.066 -0.068 0.037 0.032 -0.063 -0.015 94.000 1.221 
-0.010 -0.049 -0.049 0.034 0.015 -0.044 -0.022 94.000 1.304 
-0.010 -0.042 -0.034 0.027 0.012 -0.037 -0.015 93.800 1.387 
0.002 -0.020 -0.024 0.010 0.012 -0.020 -0.020 94.000 1.509 
-0.005 -0.012 -0.015 0.012 0.002 -0.010 -0.022 94.200 1.631 
0.007 -0.022 -0.034 0.010 0.020 -0.024 -0.020 94.400 1.753 
0.017 -0.017 -0.034 -0.000 0.027 -0.024 -0.012 94.600 1.875 
0.022 0.002 -0.022 -0.010 0.022 -0.007 -0.015 95.000 2.017 
0.015 0.007 -0.012 -0.007 0.012 -0.000 -0.022 95.600 2.159 
0.017 0.007 -0.015 -0.010 0.015 -0.000 -0.024 96.200 2.300 
0.022 0.010 -0.012 -0.015 0.017 -0.000 -0.024 96.800 2.442 
0.012 -0.005 -0.017 -0.002 0.015 -0.010 -0.024 97.800 2.579 
0.007 0.007 -0.005 -0.005 0.005 0.005 -0.027 98.600 2.716 
0.017 0.017 0.002 -0.017 0.010 0.010 -0.029 99.600 2.852 
0.022 0.022 -0.000 -0.022 0.012 0.012 -0.029 100.600 2.989 
0.027 0.022 -0.002 -0.024 0.017 0.010 -0.042 101.200 3.101 
0.039 0.039 0.002 -0.039 0.020 0.020 -0.051 101.800 3.214 
0.027 0.027 0.002 -0.027 0.015 0.015 -0.054 102.200 3.326 
0.032 0.022 -0.010 -0.027 0.022 0.007 -0.046 102.600 3.438 
0.022 0.007 -0.017 -0.012 0.020 -0.002 -0.042 102.600 3.516 
0.015 0.005 -0.007 -0.010 0.012 -0.002 -0.039 102.600 3.595 
0.027 -0.010 -0.037 -0.007 0.032 -0.022 -0.046 102.200 3.673 
0.042 -0.015 -0.056 -0.012 0.049 -0.034 -0.051 101.800 3.751 
0.046 -0.012 -0.061 -0.015 0.054 -0.034 -0.054 101.200 3.785 
0.029 -0.039 -0.073 0.007 0.049 -0.054 -0.049 100.400 3.819 
0.039 -0.039 -0.085 0.005 0.059 -0.059 -0.042 99.800 3.853 
0.024 -0.049 -0.073 0.012 0.049 -0.061 -0.042 99.200 3.888 
0.034 -0.051 -0.088 0.010 0.061 -0.068 -0.037 98.800 3.902 
0.015 -0.049 -0.068 0.020 0.039 -0.056 -0.027 98.200 3.917 
0.015 -0.061 -0.078 0.024 0.046 -0.068 -0.020 97.600 3.932 
0.007 -0.059 -0.071 0.029 0.037 -0.061 -0.015 97.200 3.946 
-0.002 -0.071 -0.073 0.039 0.034 -0.068 -0.007 96.600 3.937 
-0.000 -0.088 -0.088 0.044 0.044 -0.088 -0.000 96.000 3.927 
-0.007 -0.095 -0.093 0.054 0.042 -0.090 0.005 95.200 3.917 
-0.012 -0.110 -0.098 0.061 0.044 -0.103 0.012 94.400 3.907 
-0.020 -0.117 -0.095 0.068 0.039 -0.107 0.015 93.800 3.893 
-0.022 -0.120 -0.090 0.068 0.039 -0.107 0.010 93.000 3.878 
