I II III aVR aVL aVF V1 AO SPO2
0.051 0.002 -0.063 -0.020 0.051 -0.022 0.042 4.800 2.227 
0.063 0.012 -0.054 -0.037 0.059 -0.020 0.037 4.800 2.227 
0.076 0.034 -0.056 -0.046 0.059 -0.002 0.029 4.800 2.227 
0.071 0.037 -0.046 -0.046 0.054 0.002 0.020 4.800 2.222 
0.078 0.061 -0.032 -0.061 0.049 0.022 0.015 4.800 2.217 
0.093 0.063 -0.044 -0.071 0.061 0.017 0.015 4.800 2.212 
0.093 0.073 -0.032 -0.076 0.056 0.027 0.010 4.800 2.208 
0.085 0.085 -0.012 -0.078 0.044 0.044 0.015 4.800 2.193 
0.105 0.095 -0.020 -0.095 0.059 0.044 0.010 4.800 2.178 
0.117 0.122 -0.010 -0.112 0.056 0.063 0.005 4.800 2.164 
0.112 0.149 0.024 -0.125 0.039 0.093 -0.002 4.800 2.149 
0.120 0.159 0.032 -0.134 0.042 0.100 -0.012 4.800 2.134 
0.125 0.164 0.027 -0.137 0.044 0.103 -0.012 4.800 2.120 
0.142 0.186 0.032 -0.156 0.049 0.115 -0.017 4.800 2.105 
0.144 0.193 0.032 -0.159 0.049 0.122 -0.017 4.800 2.090 
0.154 0.203 0.044 -0.176 0.054 0.127 -0.027 4.800 2.076 
0.161 0.227 0.056 -0.188 0.049 0.147 -0.032 4.800 2.061 
0.171 0.249 0.071 -0.205 0.046 0.164 -0.042 4.800 2.046 
0.173 0.269 0.085 -0.215 0.039 0.183 -0.042 4.800 2.032 
0.178 0.269 0.078 -0.217 0.044 0.181 -0.044 4.800 1.988 
0.181 0.271 0.081 -0.220 0.046 0.181 -0.046 4.800 1.944 
0.173 0.261 0.081 -0.212 0.044 0.176 -0.049 4.800 1.900 
0.171 0.286 0.105 -0.222 0.029 0.200 -0.054 4.800 1.856 
0.178 0.286 0.103 -0.230 0.037 0.198 -0.051 4.800 1.832 
0.176 0.278 0.093 -0.222 0.037 0.190 -0.056 4.800 1.807 
0.188 0.288 0.085 -0.230 0.044 0.195 -0.061 4.800 1.783 
0.171 0.269 0.085 -0.212 0.037 0.183 -0.054 4.800 1.758 
0.159 0.271 0.093 -0.205 0.024 0.193 -0.061 4.800 1.729 
0.147 0.261 0.098 -0.195 0.017 0.188 -0.063 4.800 1.700 
0.132 0.239 0.090 -0.176 0.012 0.173 -0.051 4.800 1.670 
0.127 0.220 0.076 -0.164 0.017 0.156 -0.049 4.800 1.641 
0.115 0.195 0.066 -0.147 0.017 0.139 -0.042 4.800 1.612 
0.115 0.166 0.039 -0.134 0.032 0.110 -0.042 4.800 1.582 
0.088 0.144 0.044 -0.110 0.017 0.100 -0.024 4.800 1.553 
0.085 0.127 0.029 -0.100 0.022 0.085 -0.017 4.800 1.524 
0.071 0.095 0.005 -0.073 0.024 0.061 -0.017 4.800 1.490 
0.051 0.059 -0.010 -0.046 0.022 0.034 -0.010 4.800 1.455 
0.039 0.056 -0.000 -0.039 0.012 0.037 -0.010 4.800 1.421 
0.029 0.054 0.005 -0.032 0.002 0.039 0.005 4.800 1.387 
0.029 0.042 -0.002 -0.027 0.010 0.027 0.002 4.800 1.353 
0.012 0.024 -0.005 -0.010 -0.000 0.020 0.002 4.800 1.319 
0.010 0.002 -0.022 0.002 0.010 -0.002 0.002 4.800 1.284 
0.015 0.012 -0.027 -0.000 0.010 0.005 0.002 4.800 1.250 
0.012 -0.010 -0.039 0.007 0.017 -0.015 0.012 4.800 1.221 
0.005 -0.020 -0.042 0.017 0.015 -0.022 0.022 4.800 1.192 
0.002 -0.017 -0.034 0.015 0.012 -0.017 0.010 4.800 1.162 
-0.007 -0.029 -0.042 0.029 0.007 -0.024 0.017 4.800 1.133 
-0.015 -0.032 -0.039 0.034 0.002 -0.024 0.012 4.800 1.094 
-0.015 -0.027 -0.029 0.029 -0.000 -0.020 0.022 4.800 1.055 
-0.015 -0.027 -0.034 0.032 -0.000 -0.020 0.020 4.800 1.016 
-0.017 -0.037 -0.042 0.039 0.002 -0.027 0.015 4.800 0.977 
-0.017 -0.054 -0.051 0.044 0.010 -0.044 0.027 4.800 0.943 
-0.012 -0.042 -0.049 0.037 0.010 -0.034 0.012 4.800 0.908 
-0.010 -0.042 -0.051 0.037 0.012 -0.037 0.010 4.800 0.874 
-0.020 -0.044 -0.054 0.046 0.002 -0.034 0.010 4.800 0.840 
-0.032 -0.051 -0.039 0.051 -0.005 -0.034 0.020 4.800 0.801 
-0.022 -0.044 -0.042 0.044 -0.000 -0.032 0.027 4.800 0.762 
-0.029 -0.049 -0.037 0.049 -0.005 -0.034 0.022 4.800 0.723 
-0.020 -0.054 -0.049 0.044 0.007 -0.044 0.015 4.800 0.684 
-0.015 -0.042 -0.042 0.037 0.007 -0.034 0.020 4.800 0.654 
-0.017 -0.054 -0.042 0.039 0.010 -0.044 0.024 4.800 0.625 
-0.017 -0.044 -0.042 0.039 0.005 -0.034 0.020 4.800 0.596 
-0.022 -0.054 -0.046 0.046 0.005 -0.042 0.024 4.800 0.567 
0.007 -0.056 -0.076 0.032 0.037 -0.059 0.015 4.800 0.567 
-0.015 -0.046 -0.049 0.039 0.010 -0.039 0.024 4.800 0.567 
-0.022 -0.042 -0.034 0.039 -0.000 -0.029 0.022 4.800 0.567 
-0.027 -0.039 -0.024 0.039 -0.007 -0.024 0.007 4.800 0.567 
-0.017 -0.029 -0.024 0.029 -0.002 -0.020 0.022 4.800 0.606 
0.005 -0.002 -0.022 0.007 0.007 -0.005 0.012 4.800 0.645 
-0.010 0.010 0.005 0.007 -0.015 0.015 0.007 4.800 0.684 
-0.005 0.007 -0.000 0.005 -0.007 0.010 0.015 4.600 0.723 
0.005 -0.005 -0.022 0.007 0.007 -0.007 0.020 4.600 0.811 
0.015 -0.007 -0.032 0.002 0.020 -0.015 0.032 4.600 0.899 
0.017 -0.002 -0.032 -0.000 0.020 -0.010 0.015 4.600 0.987 
0.010 -0.010 -0.034 0.007 0.015 -0.015 0.017 4.600 1.074 
0.020 0.002 -0.032 -0.002 0.020 -0.007 0.020 4.600 1.206 
0.002 -0.015 -0.032 0.015 0.010 -0.015 0.029 4.800 1.338 
0.005 -0.010 -0.024 0.007 0.010 -0.012 0.034 4.800 1.470 
0.010 -0.000 -0.024 0.002 0.010 -0.005 0.017 4.800 1.602 
0.002 0.027 0.010 -0.007 -0.010 0.027 0.005 4.800 1.758 
0.012 0.068 0.046 -0.034 -0.022 0.063 -0.007 4.800 1.915 
0.007 0.049 0.029 -0.022 -0.017 0.046 -0.012 4.800 2.071 
0.017 0.054 0.020 -0.027 -0.010 0.046 -0.015 4.800 2.227 
0.027 0.037 -0.000 -0.027 0.010 0.024 -0.012 4.800 2.383 
0.020 0.020 -0.012 -0.012 0.010 0.010 -0.007 4.800 2.540 
0.020 -0.007 -0.039 -0.000 0.024 -0.017 -0.000 4.800 2.696 
0.032 -0.007 -0.054 -0.005 0.037 -0.022 -0.010 5.000 2.852 
0.024 -0.010 -0.044 -0.002 0.029 -0.022 -0.024 4.800 2.989 
0.034 -0.005 -0.051 -0.007 0.037 -0.022 -0.029 4.800 3.126 
0.029 -0.024 -0.071 0.007 0.042 -0.039 -0.012 4.800 3.263 
0.037 -0.037 -0.093 0.010 0.056 -0.054 0.007 4.800 3.399 
0.024 -0.046 -0.088 0.020 0.049 -0.059 0.007 4.800 3.497 
0.002 -0.056 -0.073 0.034 0.032 -0.056 0.007 4.800 3.595 
-0.002 -0.044 -0.061 0.034 0.020 -0.042 0.002 4.800 3.692 
0.012 -0.054 -0.088 0.032 0.039 -0.059 0.010 4.800 3.790 
-0.000 -0.066 -0.085 0.044 0.034 -0.066 0.017 4.800 3.849 
-0.024 -0.081 -0.076 0.063 0.017 -0.068 0.034 4.800 3.907 
-0.022 -0.081 -0.078 0.061 0.020 -0.068 0.022 4.800 3.966 
-0.024 -0.081 -0.071 0.061 0.017 -0.068 0.020 4.800 4.024 
-0.037 -0.088 -0.066 0.071 0.007 -0.068 0.027 4.800 4.049 
-0.039 -0.078 -0.063 0.071 -0.000 -0.059 0.037 4.800 4.073 
-0.042 -0.081 -0.056 0.071 -0.000 -0.059 0.037 4.800 4.098 
-0.027 -0.071 -0.059 0.056 0.010 -0.056 0.039 4.800 4.122 
-0.042 -0.090 -0.066 0.076 0.005 -0.068 0.032 4.800 4.127 
-0.044 -0.103 -0.081 0.085 0.007 -0.081 0.032 4.800 4.132 
-0.029 -0.078 -0.068 0.063 0.010 -0.063 0.039 4.800 4.137 
-0.029 -0.083 -0.071 0.066 0.012 -0.068 0.034 4.800 4.142 
-0.029 -0.085 -0.073 0.066 0.015 -0.071 0.049 4.800 4.132 
-0.037 -0.098 -0.068 0.071 0.012 -0.078 0.039 4.800 4.122 
-0.051 -0.112 -0.076 0.090 0.005 -0.085 0.044 4.800 4.112 
-0.032 -0.085 -0.068 0.066 0.012 -0.068 0.044 5.000 4.103 
-0.029 -0.093 -0.078 0.068 0.017 -0.078 0.046 5.000 4.083 
-0.027 -0.093 -0.076 0.066 0.020 -0.078 0.037 5.000 4.063 
-0.029 -0.098 -0.081 0.071 0.020 -0.083 0.044 5.000 4.044 
-0.042 -0.090 -0.066 0.076 0.005 -0.068 0.056 5.000 4.024 
-0.046 -0.090 -0.061 0.078 -0.000 -0.066 0.046 5.000 3.956 
-0.042 -0.090 -0.059 0.071 0.005 -0.068 0.034 5.000 3.888 
-0.027 -0.061 -0.049 0.051 0.005 -0.046 0.037 4.800 3.819 
-0.051 -0.068 -0.029 0.066 -0.017 -0.042 0.044 4.800 3.751 
-0.029 -0.073 -0.059 0.059 0.007 -0.059 0.063 4.800 3.692 
-0.032 -0.105 -0.083 0.073 0.022 -0.088 0.100 4.800 3.634 
-0.039 -0.115 -0.088 0.083 0.020 -0.095 0.120 4.800 3.575 
-0.010 -0.051 -0.051 0.037 0.017 -0.046 0.112 4.800 3.516 
0.020 0.061 0.029 -0.034 -0.010 0.051 0.068 4.800 3.453 
0.073 0.154 0.068 -0.107 -0.002 0.117 0.015 4.800 3.389 
0.159 0.227 0.059 -0.188 0.046 0.149 -0.103 4.800 3.326 
0.286 0.332 0.042 -0.305 0.120 0.190 -0.249 4.800 3.263 
0.339 0.396 0.044 -0.361 0.142 0.227 -0.359 4.800 3.194 
0.327 0.393 0.051 -0.352 0.132 0.230 -0.396 4.800 3.126 
0.256 0.325 0.059 -0.286 0.095 0.198 -0.398 4.800 3.057 
0.134 0.234 0.090 -0.178 0.017 0.168 -0.361 4.800 2.989 
-0.012 0.054 0.051 -0.012 -0.039 0.061 -0.305 4.800 2.930 
-0.127 -0.127 -0.012 0.134 -0.063 -0.063 -0.230 4.800 2.872 
-0.198 -0.234 -0.049 0.222 -0.081 -0.134 -0.186 4.800 2.813 
-0.212 -0.308 -0.105 0.266 -0.059 -0.200 -0.161 4.800 2.755 
-0.215 -0.320 -0.120 0.276 -0.054 -0.212 -0.125 4.800 2.706 
-0.220 -0.313 -0.112 0.276 -0.063 -0.203 -0.093 4.600 2.657 
-0.186 -0.247 -0.071 0.222 -0.061 -0.154 -0.071 4.600 2.608 
-0.161 -0.181 -0.032 0.178 -0.071 -0.100 -0.061 4.600 2.559 
-0.132 -0.129 -0.015 0.139 -0.066 -0.063 -0.044 4.600 2.525 
-0.098 -0.093 -0.005 0.100 -0.051 -0.044 -0.039 4.600 2.491 
-0.068 -0.090 -0.029 0.083 -0.022 -0.056 -0.017 4.600 2.457 
-0.063 -0.105 -0.054 0.090 -0.010 -0.073 0.010 4.600 2.422 
-0.051 -0.107 -0.071 0.088 0.002 -0.081 0.032 4.600 2.408 
-0.044 -0.117 -0.088 0.088 0.015 -0.095 0.042 4.800 2.393 
-0.032 -0.105 -0.083 0.073 0.022 -0.088 0.049 4.800 2.379 
-0.015 -0.066 -0.066 0.049 0.020 -0.059 0.044 4.800 2.364 
-0.032 -0.061 -0.046 0.056 -0.000 -0.044 0.042 4.800 2.359 
-0.020 -0.054 -0.044 0.042 0.007 -0.044 0.029 4.800 2.354 
-0.007 -0.059 -0.056 0.037 0.022 -0.054 0.034 4.800 2.349 
-0.010 -0.037 -0.037 0.029 0.010 -0.032 0.051 4.800 2.344 
-0.002 -0.020 -0.032 0.020 0.007 -0.017 0.046 4.800 2.349 
-0.010 -0.024 -0.027 0.024 0.002 -0.020 0.039 4.800 2.354 
-0.010 -0.027 -0.032 0.027 0.005 -0.022 0.051 4.800 2.359 
-0.005 -0.032 -0.042 0.027 0.012 -0.029 0.044 4.800 2.364 
-0.002 -0.024 -0.037 0.022 0.010 -0.022 0.042 4.800 2.369 
0.010 -0.005 -0.029 0.005 0.012 -0.010 0.037 5.000 2.374 
0.005 -0.017 -0.034 0.012 0.015 -0.020 0.046 5.000 2.379 
0.010 -0.027 -0.044 0.012 0.024 -0.032 0.046 5.000 2.383 
0.029 -0.002 -0.042 -0.007 0.032 -0.017 0.046 4.800 2.388 
0.020 0.015 -0.020 -0.010 0.012 0.005 0.032 4.800 2.393 
0.022 0.002 -0.027 -0.007 0.022 -0.007 0.037 4.800 2.398 
0.010 0.005 -0.015 -0.002 0.007 -0.000 0.032 4.800 2.403 
0.015 0.005 -0.022 -0.002 0.012 -0.002 0.024 4.800 2.403 
0.002 0.007 -0.010 0.002 -0.000 0.007 0.027 4.800 2.403 
0.042 0.002 -0.044 -0.020 0.042 -0.017 0.032 4.800 2.403 
0.034 0.020 -0.032 -0.017 0.024 0.002 0.032 4.800 2.403 
0.027 0.027 -0.017 -0.017 0.015 0.015 0.034 4.800 2.393 
0.051 0.063 0.002 -0.051 0.020 0.039 0.020 4.800 2.383 
0.046 0.051 -0.005 -0.044 0.022 0.029 0.032 4.800 2.374 
0.061 0.061 -0.012 -0.054 0.032 0.032 0.005 4.800 2.364 
0.076 0.083 -0.010 -0.071 0.034 0.046 0.005 4.800 2.354 
0.078 0.112 0.022 -0.088 0.022 0.073 -0.010 4.800 2.344 
0.083 0.129 0.039 -0.103 0.020 0.088 -0.012 4.800 2.335 
0.090 0.142 0.039 -0.110 0.020 0.098 -0.012 4.800 2.325 
0.095 0.129 0.020 -0.105 0.032 0.083 -0.007 4.800 2.310 
0.098 0.164 0.056 -0.125 0.017 0.115 -0.022 4.800 2.295 
0.117 0.195 0.071 -0.151 0.020 0.137 -0.073 4.800 2.281 
0.147 0.198 0.044 -0.168 0.049 0.125 -0.073 4.800 2.266 
0.156 0.225 0.063 -0.188 0.044 0.147 -0.068 4.800 2.252 
0.164 0.259 0.088 -0.208 0.034 0.178 -0.066 5.000 2.237 
0.164 0.276 0.103 -0.215 0.027 0.195 -0.059 5.000 2.222 
0.156 0.281 0.120 -0.215 0.017 0.203 -0.066 5.000 2.208 
0.171 0.298 0.112 -0.227 0.022 0.212 -0.061 5.000 2.188 
0.154 0.298 0.132 -0.220 0.005 0.222 -0.059 4.800 2.168 
0.159 0.322 0.154 -0.234 -0.002 0.244 -0.059 4.800 2.149 
0.164 0.330 0.156 -0.242 -0.000 0.249 -0.068 4.800 2.129 
0.173 0.308 0.122 -0.234 0.020 0.222 -0.071 4.800 2.105 
0.164 0.291 0.120 -0.222 0.020 0.210 -0.054 4.800 2.081 
0.159 0.298 0.129 -0.222 0.010 0.220 -0.061 4.800 2.056 
0.147 0.283 0.127 -0.210 0.005 0.210 -0.046 4.800 2.032 
0.151 0.293 0.127 -0.215 0.005 0.217 -0.056 4.800 2.007 
0.137 0.283 0.139 -0.205 -0.005 0.215 -0.049 4.800 1.983 
0.122 0.254 0.120 -0.181 -0.005 0.193 -0.046 4.800 1.958 
0.110 0.234 0.110 -0.164 -0.007 0.181 -0.046 4.800 1.934 
0.103 0.222 0.107 -0.156 -0.007 0.171 -0.037 4.800 1.900 
0.093 0.205 0.103 -0.144 -0.010 0.159 -0.032 4.800 1.866 
0.068 0.173 0.090 -0.112 -0.017 0.139 -0.020 4.800 1.832 
0.046 0.164 0.105 -0.098 -0.034 0.142 -0.020 4.800 1.797 
0.020 0.147 0.112 -0.076 -0.054 0.137 -0.020 4.800 1.763 
0.029 0.120 0.083 -0.071 -0.029 0.105 -0.015 4.800 1.729 
0.017 0.081 0.054 -0.044 -0.022 0.073 0.002 4.800 1.695 
-0.005 0.054 0.037 -0.012 -0.032 0.056 -0.007 4.800 1.661 
-0.005 0.049 0.044 -0.017 -0.029 0.051 -0.000 4.800 1.626 
-0.007 0.034 0.037 -0.010 -0.024 0.039 -0.005 4.800 1.592 
-0.012 0.015 0.020 0.002 -0.020 0.022 0.015 4.800 1.558 
-0.039 -0.027 -0.000 0.039 -0.024 -0.007 0.024 4.800 1.524 
-0.032 -0.034 -0.017 0.042 -0.015 -0.017 0.027 4.800 1.499 
-0.027 -0.029 -0.015 0.034 -0.012 -0.015 0.022 4.800 1.475 
-0.034 -0.010 0.007 0.032 -0.029 0.007 0.017 4.800 1.451 
-0.032 0.005 0.024 0.020 -0.034 0.022 0.010 4.800 1.426 
-0.039 -0.012 0.015 0.032 -0.032 0.007 0.012 4.800 1.368 
-0.051 -0.039 0.010 0.046 -0.032 -0.012 0.022 5.000 1.309 
-0.049 -0.046 -0.007 0.054 -0.024 -0.022 0.027 5.000 1.250 
-0.054 -0.049 -0.002 0.056 -0.029 -0.022 0.024 5.000 1.192 
-0.042 -0.024 0.010 0.037 -0.029 -0.002 0.015 5.000 1.162 
-0.046 -0.027 0.012 0.042 -0.032 -0.002 0.012 5.000 1.133 
-0.051 -0.024 0.022 0.042 -0.039 0.002 0.017 5.000 1.104 
-0.046 -0.056 -0.015 0.054 -0.017 -0.032 0.039 5.000 1.074 
-0.066 -0.078 -0.027 0.081 -0.027 -0.044 0.051 5.000 1.045 
-0.034 -0.056 -0.034 0.051 -0.005 -0.039 0.034 5.000 1.016 
-0.032 -0.042 -0.015 0.039 -0.010 -0.024 0.029 5.000 0.987 
-0.046 -0.037 -0.002 0.049 -0.027 -0.012 0.005 5.000 0.957 
-0.037 -0.042 -0.015 0.044 -0.015 -0.022 0.012 5.000 0.943 
-0.046 -0.046 -0.012 0.054 -0.022 -0.022 0.015 5.000 0.928 
-0.049 -0.039 -0.002 0.051 -0.029 -0.015 0.017 5.000 0.913 
-0.063 -0.037 0.010 0.059 -0.044 -0.005 0.017 5.000 0.899 
-0.059 -0.034 0.015 0.051 -0.042 -0.005 0.015 5.000 0.918 
-0.054 -0.020 0.017 0.046 -0.044 0.007 0.005 5.000 0.938 
-0.051 -0.012 0.029 0.037 -0.044 0.015 -0.007 5.000 0.957 
-0.039 -0.037 -0.010 0.044 -0.020 -0.017 0.002 5.200 0.977 
-0.054 -0.056 -0.020 0.063 -0.024 -0.029 0.005 5.200 1.045 
-0.034 -0.046 -0.022 0.046 -0.010 -0.029 0.020 5.200 1.114 
-0.020 -0.029 -0.027 0.034 -0.005 -0.020 0.012 5.200 1.182 
-0.027 -0.020 -0.010 0.032 -0.017 -0.005 -0.002 5.200 1.250 
-0.042 -0.010 0.020 0.032 -0.037 0.012 0.010 5.400 1.358 
-0.042 -0.005 0.027 0.029 -0.039 0.017 -0.002 5.600 1.465 
-0.039 0.005 0.034 0.022 -0.042 0.024 -0.000 6.000 1.573 
-0.017 0.024 0.032 0.002 -0.029 0.034 -0.000 6.200 1.680 
-0.020 0.024 0.037 0.002 -0.032 0.034 0.010 6.800 1.827 
-0.012 0.027 0.029 -0.002 -0.024 0.034 -0.015 7.400 1.973 
-0.012 0.015 0.015 0.005 -0.020 0.022 -0.005 8.200 2.120 
0.002 0.039 0.027 -0.015 -0.017 0.039 0.002 9.000 2.266 
-0.015 0.039 0.046 -0.007 -0.034 0.046 0.012 10.000 2.427 
-0.037 0.022 0.056 0.010 -0.046 0.042 0.005 11.000 2.589 
-0.027 0.034 0.051 0.002 -0.044 0.049 0.005 12.000 2.750 
-0.015 0.037 0.039 -0.005 -0.032 0.044 -0.010 13.000 2.911 
0.005 0.061 0.044 -0.027 -0.024 0.059 -0.032 14.200 3.062 
-0.007 0.081 0.071 -0.027 -0.046 0.085 -0.029 15.200 3.214 
-0.000 0.066 0.049 -0.024 -0.032 0.066 -0.032 16.200 3.365 
-0.012 0.044 0.044 -0.010 -0.034 0.051 -0.027 17.000 3.516 
-0.024 0.037 0.049 -0.000 -0.042 0.049 -0.034 17.800 3.634 
0.005 0.046 0.027 -0.017 -0.017 0.044 -0.034 18.400 3.751 
-0.017 -0.007 -0.007 0.022 -0.012 0.002 -0.027 18.800 3.868 
0.005 -0.022 -0.039 0.015 0.017 -0.024 -0.022 19.400 3.985 
0.015 -0.029 -0.061 0.017 0.029 -0.037 -0.015 19.600 4.059 
0.010 -0.044 -0.068 0.024 0.032 -0.049 -0.015 19.800 4.132 
-0.000 -0.034 -0.042 0.022 0.017 -0.034 -0.002 19.800 4.205 
0.010 -0.027 -0.054 0.017 0.024 -0.032 -0.015 19.800 4.278 
-0.002 -0.010 -0.024 0.015 0.002 -0.007 -0.015 19.600 4.317 
-0.015 -0.010 -0.010 0.020 -0.010 -0.002 -0.017 19.600 4.357 
-0.020 -0.032 -0.024 0.032 -0.002 -0.022 -0.012 19.400 4.396 
-0.024 -0.039 -0.032 0.042 -0.005 -0.027 -0.002 19.200 4.435 
-0.044 -0.059 -0.032 0.061 -0.015 -0.037 0.010 19.200 4.449 
-0.049 -0.056 -0.022 0.061 -0.020 -0.032 0.020 19.200 4.464 
-0.020 -0.066 -0.054 0.046 0.015 -0.056 0.017 19.200 4.479 
-0.024 -0.105 -0.088 0.068 0.029 -0.093 0.029 19.200 4.493 
-0.034 -0.090 -0.066 0.068 0.012 -0.073 0.015 19.400 4.488 
-0.034 -0.068 -0.046 0.059 -0.000 -0.051 0.015 19.600 4.484 
-0.049 -0.066 -0.024 0.061 -0.015 -0.042 0.027 19.800 4.479 
-0.059 -0.090 -0.044 0.081 -0.012 -0.061 0.017 20.200 4.474 
-0.049 -0.088 -0.044 0.071 -0.005 -0.063 0.020 20.600 4.464 
-0.056 -0.073 -0.029 0.071 -0.020 -0.044 0.017 21.200 4.454 
-0.046 -0.066 -0.027 0.061 -0.012 -0.042 0.010 21.600 4.444 
-0.044 -0.059 -0.022 0.056 -0.015 -0.037 0.027 22.200 4.435 
-0.042 -0.066 -0.034 0.059 -0.007 -0.044 0.022 22.600 4.415 
-0.054 -0.063 -0.020 0.063 -0.022 -0.037 0.027 23.200 4.396 
-0.051 -0.076 -0.034 0.068 -0.012 -0.049 0.029 23.600 4.376 
-0.037 -0.059 -0.024 0.049 -0.007 -0.039 0.032 24.200 4.357 
-0.044 -0.073 -0.044 0.066 -0.007 -0.051 0.027 24.600 4.322 
-0.044 -0.073 -0.037 0.063 -0.007 -0.051 0.032 25.000 4.288 
-0.054 -0.046 -0.007 0.059 -0.029 -0.020 0.020 25.400 4.254 
-0.039 -0.044 -0.017 0.049 -0.017 -0.024 0.012 25.800 4.220 
-0.046 -0.056 -0.027 0.061 -0.017 -0.032 0.017 26.200 4.176 
-0.046 -0.068 -0.027 0.061 -0.012 -0.044 0.032 26.600 4.132 
-0.039 -0.066 -0.034 0.056 -0.005 -0.046 0.032 26.800 4.088 
-0.054 -0.081 -0.034 0.071 -0.012 -0.054 0.059 27.200 4.044 
-0.059 -0.137 -0.088 0.103 0.010 -0.107 0.090 27.400 3.980 
-0.046 -0.132 -0.100 0.098 0.020 -0.107 0.120 27.800 3.917 
-0.022 -0.066 -0.049 0.046 0.012 -0.054 0.103 28.000 3.853 
0.032 0.054 0.012 -0.037 0.005 0.039 0.061 28.400 3.790 
0.068 0.166 0.085 -0.110 -0.015 0.132 0.005 28.800 3.726 
0.154 0.254 0.093 -0.200 0.027 0.178 -0.098 29.000 3.663 
0.252 0.393 0.137 -0.320 0.056 0.269 -0.264 29.400 3.600 
0.283 0.466 0.171 -0.369 0.051 0.325 -0.371 29.800 3.536 
0.259 0.442 0.171 -0.344 0.039 0.313 -0.388 30.200 3.477 
0.164 0.349 0.176 -0.252 -0.010 0.269 -0.369 30.600 3.419 
0.042 0.252 0.203 -0.142 -0.083 0.232 -0.322 31.000 3.360 
-0.090 0.078 0.159 0.012 -0.129 0.125 -0.244 31.400 3.302 
-0.166 -0.056 0.100 0.117 -0.137 0.027 -0.181 32.000 3.248 
-0.222 -0.190 0.024 0.210 -0.127 -0.078 -0.144 32.400 3.194 
-0.225 -0.264 -0.046 0.249 -0.093 -0.151 -0.120 33.000 3.140 
-0.239 -0.276 -0.046 0.264 -0.100 -0.156 -0.105 33.400 3.087 
-0.244 -0.293 -0.054 0.271 -0.098 -0.171 -0.061 34.000 3.048 
-0.212 -0.283 -0.076 0.252 -0.071 -0.176 -0.037 34.400 3.009 
-0.188 -0.210 -0.029 0.203 -0.083 -0.115 -0.032 34.800 2.969 
-0.144 -0.139 -0.005 0.147 -0.073 -0.066 -0.039 35.200 2.930 
-0.107 -0.107 -0.007 0.112 -0.054 -0.054 -0.034 35.400 2.891 
-0.081 -0.093 -0.015 0.088 -0.034 -0.051 -0.024 35.600 2.852 
-0.078 -0.098 -0.027 0.093 -0.029 -0.059 -0.002 35.600 2.813 
-0.076 -0.068 -0.007 0.081 -0.042 -0.029 0.010 35.600 2.774 
-0.037 -0.046 -0.020 0.046 -0.012 -0.027 -0.010 35.800 2.764 
-0.039 -0.056 -0.024 0.051 -0.010 -0.037 0.017 35.800 2.755 
-0.039 -0.029 -0.002 0.042 -0.024 -0.010 0.029 35.800 2.745 
-0.032 -0.022 -0.007 0.037 -0.020 -0.005 0.037 35.800 2.735 
-0.024 -0.054 -0.039 0.044 0.002 -0.042 0.039 36.000 2.740 
-0.017 -0.034 -0.022 0.029 -0.000 -0.024 0.034 36.000 2.745 
-0.002 -0.002 -0.015 0.010 -0.000 -0.000 0.034 36.000 2.750 
-0.020 -0.002 -0.000 0.020 -0.017 0.007 0.024 36.200 2.755 
-0.017 0.005 0.012 0.012 -0.020 0.015 0.024 36.200 2.755 
-0.010 0.002 0.002 0.010 -0.010 0.007 0.024 36.200 2.755 
-0.005 0.010 0.007 0.002 -0.010 0.012 0.032 36.000 2.755 
-0.005 0.017 0.010 -0.000 -0.012 0.020 0.015 36.000 2.755 
0.002 0.022 0.010 -0.007 -0.007 0.022 0.022 36.000 2.759 
0.002 0.012 0.005 -0.005 -0.002 0.012 0.022 36.000 2.764 
0.010 -0.007 -0.027 0.005 0.015 -0.012 0.032 36.000 2.769 
0.005 0.005 -0.017 0.005 0.002 0.002 0.024 36.200 2.774 
-0.005 0.022 0.017 -0.002 -0.015 0.024 0.022 36.400 2.774 
0.005 0.020 0.007 -0.007 -0.005 0.017 0.029 36.600 2.774 
0.022 -0.000 -0.032 -0.005 0.022 -0.010 0.034 36.800 2.774 
0.024 -0.000 -0.039 -0.005 0.024 -0.012 0.027 37.000 2.774 
0.024 0.032 -0.007 -0.020 0.010 0.020 0.017 37.000 2.769 
0.037 0.020 -0.024 -0.024 0.027 0.002 0.017 37.200 2.764 
0.039 0.029 -0.017 -0.029 0.024 0.010 0.010 37.400 2.759 
0.046 0.042 -0.017 -0.037 0.027 0.020 0.012 37.800 2.755 
0.059 0.066 -0.007 -0.054 0.027 0.037 0.015 38.000 2.740 
0.066 0.093 0.020 -0.076 0.020 0.061 0.002 38.400 2.725 
0.063 0.098 0.027 -0.076 0.015 0.066 -0.000 38.600 2.711 
0.078 0.125 0.037 -0.095 0.017 0.085 -0.012 39.000 2.696 
0.073 0.122 0.042 -0.093 0.012 0.085 -0.010 39.200 2.676 
0.105 0.156 0.049 -0.129 0.027 0.105 -0.022 39.600 2.657 
0.093 0.147 0.046 -0.115 0.020 0.100 -0.017 39.800 2.637 
0.085 0.122 0.027 -0.098 0.024 0.081 -0.007 40.200 2.618 
0.107 0.168 0.056 -0.134 0.024 0.115 -0.029 40.400 2.598 
0.117 0.190 0.066 -0.149 0.022 0.132 -0.034 40.600 2.579 
