I II III aVR aVL aVF V1 V2 LV AO Resp SPO2
-0.085 0.278 0.342 -0.085 -0.225 0.322 -0.266 -0.066 87.800 78.400 0.464 3.194 
-0.090 0.286 0.359 -0.088 -0.232 0.332 -0.281 -0.068 88.600 78.800 0.464 3.204 
-0.095 0.291 0.371 -0.090 -0.239 0.339 -0.286 -0.068 89.200 79.200 0.464 3.214 
-0.083 0.305 0.371 -0.103 -0.234 0.347 -0.281 -0.076 89.600 79.800 0.464 3.223 
-0.083 0.313 0.374 -0.103 -0.239 0.354 -0.276 -0.078 89.800 80.000 0.464 3.223 
-0.081 0.313 0.379 -0.107 -0.237 0.354 -0.286 -0.081 90.000 80.400 0.464 3.223 
-0.076 0.317 0.379 -0.112 -0.234 0.357 -0.281 -0.083 89.800 80.600 0.464 3.223 
-0.063 0.317 0.371 -0.122 -0.222 0.349 -0.281 -0.088 89.800 80.800 0.464 3.223 
-0.063 0.322 0.369 -0.120 -0.225 0.354 -0.261 -0.088 89.600 81.000 0.464 3.214 
-0.061 0.320 0.366 -0.122 -0.220 0.352 -0.259 -0.088 89.400 81.200 0.464 3.204 
-0.051 0.317 0.361 -0.129 -0.210 0.344 -0.247 -0.090 89.400 81.400 0.466 3.194 
-0.042 0.315 0.342 -0.129 -0.198 0.337 -0.232 -0.093 89.200 81.600 0.469 3.184 
-0.037 0.308 0.330 -0.127 -0.190 0.327 -0.200 -0.093 89.000 81.600 0.471 3.165 
-0.029 0.305 0.315 -0.127 -0.181 0.320 -0.188 -0.095 88.800 81.800 0.474 3.145 
-0.022 0.291 0.300 -0.127 -0.166 0.303 -0.166 -0.093 88.600 81.800 0.476 3.126 
-0.015 0.281 0.276 -0.122 -0.154 0.288 -0.134 -0.090 88.600 81.800 0.479 3.106 
-0.002 0.271 0.256 -0.125 -0.137 0.274 -0.100 -0.093 88.400 81.800 0.479 3.082 
-0.000 0.252 0.237 -0.117 -0.125 0.252 -0.068 -0.085 88.200 81.800 0.479 3.057 
0.007 0.242 0.220 -0.117 -0.112 0.239 -0.042 -0.085 88.200 81.800 0.479 3.033 
0.017 0.227 0.198 -0.115 -0.095 0.220 -0.010 -0.083 87.800 81.600 0.479 3.009 
0.017 0.215 0.176 -0.105 -0.090 0.208 0.022 -0.081 87.600 81.600 0.479 2.974 
0.017 0.193 0.161 -0.098 -0.078 0.186 0.044 -0.073 87.400 81.400 0.479 2.940 
0.017 0.173 0.142 -0.088 -0.068 0.166 0.066 -0.066 87.000 81.000 0.481 2.906 
0.017 0.159 0.125 -0.078 -0.061 0.151 0.083 -0.061 86.400 80.800 0.484 2.872 
0.024 0.147 0.103 -0.076 -0.049 0.134 0.115 -0.059 85.800 80.400 0.484 2.818 
0.022 0.137 0.098 -0.071 -0.046 0.127 0.117 -0.056 85.200 80.000 0.484 2.764 
0.017 0.115 0.081 -0.056 -0.039 0.107 0.125 -0.046 84.600 79.400 0.484 2.711 
0.020 0.105 0.071 -0.054 -0.032 0.095 0.127 -0.044 83.600 78.800 0.484 2.657 
0.010 0.098 0.068 -0.044 -0.039 0.093 0.134 -0.039 82.800 78.200 0.484 2.637 
0.002 0.078 0.061 -0.032 -0.037 0.078 0.125 -0.029 81.800 77.600 0.486 2.618 
-0.002 0.071 0.059 -0.027 -0.037 0.073 0.112 -0.024 80.600 77.000 0.486 2.598 
-0.000 0.066 0.051 -0.024 -0.032 0.066 0.100 -0.024 79.400 76.400 0.488 2.579 
-0.005 0.056 0.039 -0.015 -0.032 0.059 0.093 -0.020 78.200 75.800 0.488 2.564 
-0.012 0.051 0.039 -0.007 -0.037 0.059 0.068 -0.015 76.800 75.200 0.486 2.549 
-0.015 0.046 0.044 -0.007 -0.037 0.054 0.044 -0.012 75.400 74.600 0.486 2.535 
-0.015 0.044 0.039 -0.005 -0.037 0.051 0.022 -0.012 73.800 74.200 0.484 2.520 
-0.022 0.034 0.042 0.002 -0.039 0.046 0.007 -0.007 72.200 73.800 0.484 2.510 
-0.024 0.032 0.042 0.005 -0.039 0.044 -0.012 -0.005 70.400 73.600 0.484 2.501 
-0.027 0.029 0.044 0.005 -0.042 0.044 -0.029 -0.002 68.600 73.400 0.484 2.491 
-0.024 0.032 0.037 0.007 -0.039 0.044 -0.044 -0.005 66.600 73.200 0.484 2.481 
-0.034 0.022 0.037 0.017 -0.044 0.039 -0.054 0.002 64.400 73.000 0.484 2.471 
-0.034 0.022 0.042 0.015 -0.044 0.039 -0.076 0.002 62.200 73.000 0.484 2.462 
-0.034 0.029 0.046 0.012 -0.049 0.046 -0.098 -0.000 59.800 72.800 0.484 2.452 
-0.027 0.042 0.054 -0.000 -0.046 0.056 -0.120 -0.007 57.400 72.800 0.484 2.442 
-0.020 0.063 0.071 -0.015 -0.051 0.073 -0.154 -0.017 54.800 72.800 0.479 2.432 
-0.012 0.093 0.088 -0.032 -0.059 0.100 -0.212 -0.029 52.200 72.600 0.476 2.422 
0.012 0.134 0.105 -0.063 -0.054 0.129 -0.281 -0.051 49.400 72.400 0.471 2.413 
0.061 0.178 0.098 -0.110 -0.027 0.149 -0.344 -0.083 46.600 72.200 0.469 2.403 
0.107 0.149 0.020 -0.117 0.034 0.095 -0.366 -0.088 44.000 72.000 0.466 2.393 
0.161 0.095 -0.083 -0.120 0.115 0.015 -0.325 -0.088 41.200 71.800 0.466 2.383 
0.193 -0.000 -0.205 -0.090 0.193 -0.095 -0.212 -0.066 38.400 71.800 0.466 2.374 
0.215 -0.081 -0.315 -0.056 0.256 -0.188 -0.071 -0.046 35.600 71.600 0.464 2.364 
0.227 -0.173 -0.413 -0.020 0.315 -0.286 0.078 -0.020 33.000 71.400 0.462 2.354 
0.252 -0.247 -0.513 0.005 0.376 -0.371 0.222 -0.005 30.200 71.200 0.459 2.344 
0.266 -0.300 -0.579 0.024 0.418 -0.432 0.359 0.010 27.800 71.000 0.459 2.335 
0.276 -0.339 -0.640 0.044 0.447 -0.476 0.498 0.020 25.400 70.800 0.454 2.325 
0.264 -0.388 -0.667 0.071 0.459 -0.520 0.623 0.039 23.200 70.400 0.452 2.315 
0.269 -0.388 -0.679 0.071 0.464 -0.523 0.672 0.037 21.000 70.200 0.447 2.305 
0.247 -0.403 -0.662 0.085 0.449 -0.525 0.664 0.049 19.000 70.000 0.444 2.295 
0.217 -0.442 -0.681 0.125 0.440 -0.549 0.706 0.073 17.400 69.600 0.440 2.286 
0.195 -0.481 -0.691 0.151 0.437 -0.579 0.801 0.093 15.600 69.400 0.437 2.271 
0.156 -0.491 -0.674 0.181 0.403 -0.569 0.855 0.110 14.200 69.000 0.432 2.256 
0.125 -0.484 -0.632 0.193 0.366 -0.545 0.796 0.117 12.800 68.800 0.427 2.242 
0.063 -0.496 -0.584 0.230 0.313 -0.527 0.733 0.142 11.800 68.400 0.422 2.227 
-0.032 -0.493 -0.479 0.271 0.215 -0.476 0.659 0.173 10.800 68.000 0.418 2.212 
-0.149 -0.481 -0.359 0.330 0.093 -0.405 0.589 0.208 10.000 67.800 0.415 2.198 
-0.215 -0.447 -0.247 0.339 0.010 -0.339 0.471 0.217 9.200 67.400 0.410 2.183 
-0.259 -0.371 -0.132 0.325 -0.073 -0.242 0.398 0.208 8.600 67.200 0.408 2.168 
-0.283 -0.298 -0.032 0.300 -0.134 -0.156 0.364 0.190 8.400 66.800 0.400 2.154 
-0.293 -0.269 -0.002 0.295 -0.159 -0.122 0.454 0.186 8.200 66.600 0.396 2.139 
-0.271 -0.217 0.037 0.254 -0.161 -0.081 0.457 0.161 8.200 66.200 0.388 2.125 
-0.266 -0.198 0.042 0.247 -0.166 -0.063 0.466 0.151 8.200 66.000 0.383 2.110 
-0.244 -0.183 0.042 0.225 -0.151 -0.061 0.457 0.139 8.600 65.600 0.376 2.095 
-0.259 -0.186 0.049 0.234 -0.166 -0.056 0.469 0.147 9.000 65.400 0.371 2.081 
-0.242 -0.193 0.034 0.225 -0.144 -0.071 0.364 0.142 9.600 65.000 0.366 2.066 
-0.242 -0.173 0.046 0.220 -0.154 -0.051 0.386 0.137 10.400 64.600 0.359 2.051 
-0.249 -0.159 0.073 0.212 -0.168 -0.034 0.317 0.134 11.400 64.200 0.352 2.042 
-0.266 -0.149 0.093 0.220 -0.190 -0.015 0.147 0.137 12.600 63.800 0.344 2.032 
-0.256 -0.147 0.098 0.208 -0.183 -0.017 0.012 0.132 13.800 63.600 0.337 2.022 
-0.259 -0.132 0.103 0.208 -0.193 -0.002 -0.164 0.127 15.400 63.200 0.330 2.012 
-0.261 -0.137 0.105 0.210 -0.193 -0.005 -0.288 0.129 17.000 63.000 0.325 1.998 
-0.256 -0.120 0.112 0.200 -0.195 0.010 -0.357 0.122 18.800 62.800 0.322 1.983 
-0.244 -0.125 0.105 0.193 -0.181 -0.002 -0.442 0.120 20.800 62.600 0.317 1.968 
-0.237 -0.093 0.115 0.181 -0.190 0.027 -0.471 0.107 23.000 62.400 0.313 1.954 
-0.198 -0.051 0.132 0.132 -0.171 0.049 -0.422 0.081 25.400 62.400 0.305 1.939 
-0.178 -0.015 0.137 0.110 -0.171 0.076 -0.381 0.061 28.000 62.200 0.298 1.924 
-0.149 0.002 0.132 0.083 -0.149 0.078 -0.388 0.046 30.600 62.200 0.291 1.910 
-0.125 0.029 0.129 0.061 -0.139 0.093 -0.364 0.029 33.600 62.400 0.283 1.895 
-0.122 0.039 0.142 0.051 -0.142 0.100 -0.337 0.024 36.600 62.600 0.278 1.880 
-0.107 0.059 0.144 0.037 -0.137 0.112 -0.327 0.015 39.800 62.800 0.271 1.866 
-0.093 0.076 0.154 0.017 -0.129 0.122 -0.308 0.002 43.000 63.200 0.266 1.851 
-0.081 0.105 0.166 -0.002 -0.132 0.147 -0.291 -0.010 46.400 63.600 0.259 1.836 
-0.083 0.115 0.176 -0.005 -0.139 0.156 -0.283 -0.012 49.800 64.000 0.254 1.827 
-0.090 0.117 0.188 -0.002 -0.149 0.164 -0.291 -0.012 53.200 64.600 0.252 1.817 
-0.081 0.125 0.193 -0.015 -0.142 0.166 -0.305 -0.017 56.400 65.200 0.247 1.807 
-0.083 0.132 0.200 -0.017 -0.149 0.173 -0.308 -0.020 59.600 65.800 0.242 1.797 
-0.095 0.142 0.217 -0.012 -0.166 0.190 -0.315 -0.017 62.800 66.400 0.237 1.792 
-0.100 0.156 0.237 -0.017 -0.178 0.208 -0.327 -0.022 65.600 67.000 0.234 1.788 
-0.100 0.164 0.247 -0.022 -0.181 0.215 -0.352 -0.024 68.400 67.600 0.230 1.783 
-0.098 0.173 0.254 -0.029 -0.183 0.222 -0.352 -0.027 70.800 68.200 0.227 1.778 
-0.103 0.181 0.269 -0.032 -0.193 0.232 -0.359 -0.029 73.000 69.000 0.222 1.792 
-0.107 0.200 0.288 -0.037 -0.208 0.254 -0.374 -0.034 75.000 69.600 0.217 1.807 
-0.107 0.212 0.300 -0.042 -0.212 0.266 -0.400 -0.037 76.600 70.200 0.212 1.822 
-0.103 0.232 0.310 -0.051 -0.217 0.283 -0.408 -0.046 77.800 70.800 0.208 1.836 
-0.103 0.237 0.317 -0.056 -0.220 0.288 -0.413 -0.046 79.000 71.200 0.203 1.871 
-0.110 0.247 0.327 -0.054 -0.232 0.303 -0.430 -0.049 79.800 71.800 0.200 1.905 
-0.110 0.244 0.337 -0.059 -0.232 0.300 -0.447 -0.046 80.400 72.200 0.195 1.939 
-0.093 0.264 0.342 -0.078 -0.225 0.310 -0.459 -0.059 80.800 72.800 0.193 1.973 
-0.093 0.271 0.347 -0.081 -0.227 0.317 -0.459 -0.061 81.000 73.000 0.020 2.022 
-0.093 0.276 0.352 -0.083 -0.230 0.322 -0.466 -0.063 81.000 73.400 0.017 2.071 
-0.085 0.281 0.352 -0.090 -0.225 0.325 -0.474 -0.068 81.000 73.600 -0.154 2.120 
-0.071 0.293 0.347 -0.103 -0.217 0.330 -0.462 -0.076 80.800 73.800 -0.156 2.168 
-0.063 0.288 0.337 -0.105 -0.208 0.320 -0.459 -0.078 80.600 74.000 0.010 2.227 
-0.068 0.286 0.332 -0.098 -0.210 0.320 -0.442 -0.076 80.400 74.200 0.007 2.286 
-0.056 0.274 0.313 -0.100 -0.193 0.303 -0.427 -0.076 80.200 74.200 0.176 2.344 
-0.042 0.274 0.295 -0.105 -0.178 0.295 -0.403 -0.081 80.000 74.200 0.173 2.403 
-0.027 0.266 0.281 -0.112 -0.159 0.281 -0.374 -0.083 79.800 74.000 0.171 2.462 
-0.024 0.261 0.266 -0.107 -0.154 0.274 -0.344 -0.081 79.600 74.000 0.171 2.520 
-0.010 0.259 0.247 -0.112 -0.139 0.264 -0.313 -0.085 79.400 73.800 0.168 2.579 
0.002 0.249 0.227 -0.115 -0.122 0.249 -0.274 -0.085 79.200 73.600 0.166 2.637 
0.020 0.239 0.200 -0.120 -0.100 0.230 -0.222 -0.088 79.000 73.400 0.164 2.725 
0.017 0.212 0.178 -0.105 -0.088 0.205 -0.181 -0.078 78.800 73.200 0.161 2.813 
0.024 0.195 0.156 -0.103 -0.073 0.183 -0.142 -0.076 78.400 72.800 0.159 2.901 
0.034 0.188 0.134 -0.100 -0.059 0.171 -0.103 -0.076 78.000 72.600 0.156 2.989 
0.037 0.168 0.115 -0.093 -0.046 0.151 -0.063 -0.071 77.400 72.200 0.154 3.018 
0.039 0.149 0.095 -0.085 -0.034 0.129 -0.034 -0.066 77.000 71.800 0.151 3.048 
0.042 0.139 0.083 -0.083 -0.027 0.120 -0.012 -0.063 76.200 71.400 0.149 3.077 
0.051 0.134 0.066 -0.083 -0.015 0.110 0.012 -0.063 75.400 71.000 0.147 3.106 
0.051 0.120 0.049 -0.076 -0.007 0.095 0.042 -0.059 74.600 70.400 0.144 3.121 
0.039 0.105 0.046 -0.061 -0.012 0.085 0.051 -0.051 73.800 70.000 0.142 3.136 
0.037 0.085 0.029 -0.051 -0.005 0.068 0.051 -0.044 72.600 69.400 0.139 3.150 
0.034 0.073 0.017 -0.042 -0.002 0.056 0.061 -0.039 71.600 69.000 0.137 3.165 
0.027 0.066 0.015 -0.034 -0.005 0.054 0.063 -0.034 70.400 68.400 0.134 3.175 
0.022 0.061 0.012 -0.027 -0.007 0.051 0.056 -0.029 69.200 67.800 0.132 3.184 
0.027 0.051 0.010 -0.032 0.002 0.039 0.039 -0.029 68.000 67.200 0.129 3.194 
0.017 0.046 0.002 -0.017 -0.005 0.039 0.037 -0.024 66.600 66.800 0.127 3.204 
0.015 0.029 -0.000 -0.015 -0.000 0.022 0.029 -0.017 65.200 66.400 0.125 3.209 
0.002 0.017 -0.000 -0.002 -0.005 0.017 0.015 -0.010 63.800 66.000 0.125 3.214 
-0.000 0.010 -0.007 0.005 -0.005 0.010 -0.010 -0.005 62.200 65.800 0.125 3.219 
0.005 0.017 -0.007 -0.000 -0.002 0.015 -0.027 -0.010 60.600 65.400 0.122 3.223 
-0.010 0.010 -0.000 0.010 -0.015 0.015 -0.034 -0.002 59.000 65.200 0.117 3.219 
-0.017 -0.002 -0.000 0.017 -0.015 0.007 -0.051 0.005 57.200 65.000 0.112 3.214 
-0.020 -0.005 -0.000 0.020 -0.017 0.005 -0.068 0.005 55.400 65.000 0.110 3.209 
-0.012 0.007 -0.002 0.015 -0.015 0.015 -0.083 -0.000 53.400 64.800 0.103 3.204 
-0.012 0.002 -0.005 0.015 -0.012 0.010 -0.088 -0.000 51.400 64.800 0.100 3.189 
-0.017 -0.007 -0.005 0.020 -0.012 0.002 -0.098 0.005 49.400 64.800 0.100 3.175 
-0.020 -0.012 -0.007 0.024 -0.012 -0.002 -0.115 0.007 47.200 64.800 0.098 3.160 
-0.015 -0.010 -0.012 0.022 -0.010 -0.002 -0.122 0.005 44.800 64.800 0.095 3.145 
-0.020 -0.007 -0.005 0.022 -0.015 0.002 -0.127 0.007 42.400 64.600 0.090 3.121 
-0.029 -0.010 -0.000 0.029 -0.024 0.005 -0.132 0.010 40.000 64.600 0.088 3.096 
-0.020 -0.007 -0.007 0.024 -0.015 0.002 -0.144 0.007 37.600 64.400 0.083 3.072 
-0.020 -0.007 -0.010 0.024 -0.015 0.002 -0.149 0.007 35.000 64.400 0.081 3.048 
-0.012 -0.010 -0.022 0.024 -0.007 -0.002 -0.142 0.005 32.600 64.200 0.078 3.013 
-0.015 -0.017 -0.017 0.024 -0.005 -0.010 -0.147 0.007 30.000 64.200 0.076 2.979 
-0.024 -0.022 -0.015 0.032 -0.012 -0.010 -0.147 0.012 27.400 64.000 0.073 2.945 
-0.017 -0.015 -0.017 0.027 -0.010 -0.005 -0.144 0.007 25.000 64.000 0.071 2.911 
-0.015 -0.012 -0.020 0.024 -0.007 -0.005 -0.132 0.007 22.600 63.800 0.066 2.882 
-0.029 -0.027 -0.020 0.039 -0.015 -0.012 -0.129 0.017 20.400 63.800 0.063 2.852 
-0.022 -0.027 -0.022 0.034 -0.007 -0.015 -0.134 0.015 18.400 63.600 0.059 2.823 
-0.012 -0.017 -0.022 0.024 -0.002 -0.010 -0.134 0.007 16.400 63.400 0.056 2.794 
-0.012 -0.012 -0.020 0.022 -0.005 -0.005 -0.129 0.005 14.600 63.200 0.051 2.764 
-0.024 -0.022 -0.017 0.034 -0.012 -0.010 -0.129 0.012 12.800 63.000 0.049 2.735 
-0.020 -0.032 -0.024 0.032 -0.002 -0.022 -0.127 0.015 11.400 62.800 0.044 2.706 
-0.010 -0.020 -0.027 0.024 -0.000 -0.015 -0.129 0.007 10.200 62.600 0.042 2.676 
-0.015 -0.024 -0.024 0.027 -0.002 -0.017 -0.127 0.010 9.000 62.400 0.037 2.652 
-0.024 -0.032 -0.022 0.037 -0.007 -0.020 -0.125 0.017 8.200 62.200 0.034 2.628 
-0.024 -0.034 -0.027 0.039 -0.007 -0.022 -0.132 0.017 7.400 62.000 0.032 2.603 
-0.015 -0.024 -0.027 0.029 -0.002 -0.017 -0.132 0.010 6.800 61.800 0.027 2.579 
-0.015 -0.020 -0.022 0.027 -0.005 -0.012 -0.125 0.010 6.400 61.600 0.022 2.569 
-0.010 -0.022 -0.027 0.024 0.002 -0.017 -0.125 0.007 6.200 61.400 0.015 2.559 
-0.015 -0.020 -0.022 0.027 -0.005 -0.012 -0.129 0.010 6.000 61.200 0.010 2.549 
-0.012 -0.015 -0.022 0.024 -0.005 -0.007 -0.132 0.007 6.000 60.800 0.002 2.540 
-0.002 -0.024 -0.032 0.020 0.010 -0.022 -0.129 0.007 6.200 60.600 -0.000 2.530 
-0.022 -0.032 -0.024 0.034 -0.005 -0.020 -0.129 0.015 6.400 60.200 -0.002 2.520 
-0.022 -0.032 -0.024 0.034 -0.005 -0.020 -0.137 0.015 6.800 60.000 -0.007 2.510 
-0.015 -0.022 -0.029 0.029 -0.002 -0.015 -0.139 0.010 7.200 59.600 -0.010 2.501 
-0.015 -0.024 -0.024 0.027 -0.002 -0.017 -0.139 0.010 7.600 59.200 -0.015 2.491 
-0.017 -0.027 -0.024 0.029 -0.002 -0.017 -0.132 0.012 8.000 59.000 -0.020 2.481 
-0.015 -0.027 -0.024 0.027 -0.000 -0.020 -0.134 0.012 8.600 58.600 -0.022 2.471 
-0.005 -0.020 -0.034 0.022 0.005 -0.017 -0.134 0.005 9.000 58.400 -0.029 2.462 
-0.005 -0.022 -0.029 0.020 0.007 -0.020 -0.129 0.007 9.400 58.200 -0.032 2.452 
-0.010 -0.024 -0.029 0.024 0.002 -0.020 -0.129 0.010 10.000 58.000 -0.037 2.442 
-0.010 -0.022 -0.027 0.024 0.002 -0.017 -0.139 0.007 10.400 57.800 -0.042 2.432 
-0.000 -0.017 -0.029 0.015 0.010 -0.017 -0.137 0.002 10.600 57.400 -0.046 2.422 
-0.002 -0.015 -0.027 0.017 0.005 -0.012 -0.132 0.002 11.000 57.200 -0.054 2.413 
-0.010 -0.022 -0.029 0.024 0.002 -0.017 -0.132 0.007 11.200 57.000 -0.059 2.403 
-0.012 -0.027 -0.029 0.027 0.002 -0.020 -0.132 0.010 11.600 56.800 -0.063 2.393 
-0.007 -0.022 -0.027 0.022 0.005 -0.017 -0.132 0.007 11.800 56.600 -0.071 2.383 
-0.000 -0.012 -0.022 0.012 0.007 -0.012 -0.120 0.002 12.000 56.600 -0.076 2.374 
-0.002 -0.010 -0.020 0.012 0.002 -0.007 -0.115 0.002 12.000 56.400 -0.078 2.364 
-0.010 -0.017 -0.015 0.017 -0.000 -0.012 -0.112 0.007 12.200 56.400 -0.083 2.354 
-0.000 -0.005 -0.020 0.010 0.002 -0.005 -0.112 -0.000 12.400 56.200 -0.088 2.344 
0.002 0.002 -0.010 0.002 0.002 0.002 -0.112 -0.005 12.400 56.200 -0.093 2.335 
-0.007 -0.005 -0.012 0.015 -0.005 -0.000 -0.129 0.002 12.600 56.000 -0.095 2.325 
-0.005 -0.010 -0.020 0.015 -0.000 -0.007 -0.144 0.002 12.800 56.000 -0.100 2.315 
-0.000 -0.005 -0.022 0.012 0.002 -0.005 -0.154 -0.000 13.000 55.800 -0.103 2.305 
-0.020 -0.012 -0.010 0.024 -0.012 -0.002 -0.159 0.007 13.200 55.800 -0.107 2.295 
-0.012 -0.015 -0.017 0.022 -0.005 -0.007 -0.164 0.007 13.400 55.600 -0.110 2.286 
-0.005 -0.022 -0.024 0.017 0.007 -0.020 -0.156 0.007 13.600 55.600 -0.115 2.276 
-0.002 -0.017 -0.027 0.017 0.007 -0.015 -0.161 0.005 14.000 55.400 -0.117 2.266 
-0.000 -0.012 -0.022 0.012 0.007 -0.012 -0.154 0.002 14.200 55.200 -0.122 2.256 
0.002 -0.005 -0.020 0.007 0.005 -0.005 -0.156 -0.002 14.600 55.000 -0.125 2.247 
0.015 0.002 -0.020 -0.005 0.015 -0.005 -0.154 -0.007 15.000 55.000 -0.129 2.237 
0.022 0.012 -0.020 -0.012 0.017 0.002 -0.156 -0.015 15.200 54.800 -0.132 2.227 
0.024 0.005 -0.027 -0.010 0.022 -0.007 -0.154 -0.012 15.600 54.600 -0.137 2.212 
0.017 -0.005 -0.027 -0.002 0.020 -0.012 -0.147 -0.007 16.000 54.400 -0.139 2.198 
-0.000 -0.012 -0.017 0.010 0.007 -0.012 -0.144 0.002 16.200 54.400 -0.144 2.183 
-0.005 -0.007 -0.010 0.010 -0.000 -0.005 -0.137 0.002 16.600 54.200 -0.147 2.168 
-0.012 -0.020 -0.017 0.022 -0.002 -0.012 -0.132 0.007 16.800 54.000 -0.149 2.154 
-0.022 -0.032 -0.020 0.032 -0.005 -0.020 -0.127 0.015 17.000 53.800 -0.151 2.139 
-0.024 -0.032 -0.020 0.034 -0.007 -0.020 -0.117 0.017 17.000 53.600 -0.154 2.125 
-0.017 -0.027 -0.020 0.027 -0.002 -0.017 -0.120 0.012 17.200 53.600 -0.156 2.110 
-0.017 -0.032 -0.022 0.029 -0.000 -0.022 -0.115 0.015 17.200 53.400 -0.159 2.095 
-0.024 -0.032 -0.012 0.032 -0.007 -0.020 -0.112 0.017 17.200 53.200 -0.161 2.081 
-0.022 -0.034 -0.022 0.034 -0.005 -0.022 -0.115 0.017 17.200 53.000 -0.164 2.066 
-0.015 -0.037 -0.027 0.029 0.005 -0.029 -0.112 0.015 17.200 52.800 -0.166 2.051 
-0.010 -0.037 -0.027 0.024 0.010 -0.032 -0.105 0.012 17.200 52.600 -0.171 2.051 
-0.017 -0.032 -0.024 0.029 -0.000 -0.022 -0.105 0.015 17.200 52.400 -0.173 2.051 
-0.022 -0.034 -0.015 0.029 -0.005 -0.022 -0.110 0.017 17.200 52.400 -0.178 2.051 
-0.015 -0.034 -0.020 0.024 0.002 -0.027 -0.105 0.015 17.000 52.200 -0.181 2.051 
-0.015 -0.032 -0.017 0.024 0.002 -0.024 -0.105 0.012 17.000 52.200 -0.181 2.081 
-0.022 -0.039 -0.020 0.032 -0.002 -0.027 -0.100 0.017 17.000 52.000 -0.183 2.110 
-0.017 -0.037 -0.022 0.029 0.002 -0.027 -0.100 0.015 17.000 51.800 -0.183 2.139 
-0.015 -0.034 -0.022 0.027 0.002 -0.027 -0.095 0.015 17.000 51.600 -0.186 2.168 
-0.015 -0.027 -0.017 0.024 -0.000 -0.020 -0.098 0.012 17.200 51.600 -0.186 2.208 
-0.017 -0.032 -0.010 0.022 -0.000 -0.022 -0.093 0.015 17.200 51.400 -0.188 2.247 
-0.017 -0.029 -0.017 0.027 -0.002 -0.020 -0.098 0.012 17.400 51.200 -0.190 2.286 
-0.015 -0.037 -0.027 0.029 0.005 -0.029 -0.093 0.015 17.600 51.200 -0.193 2.325 
-0.000 -0.044 -0.039 0.020 0.022 -0.044 -0.081 0.012 17.800 51.000 -0.195 2.374 
0.002 -0.049 -0.059 0.027 0.027 -0.049 -0.078 0.012 18.200 51.000 -0.198 2.422 
0.027 -0.059 -0.088 0.017 0.056 -0.071 -0.073 0.007 18.400 50.800 -0.200 2.471 
0.056 -0.066 -0.120 0.005 0.090 -0.093 -0.049 -0.000 18.800 50.800 -0.203 2.520 
0.112 -0.073 -0.178 -0.022 0.149 -0.129 0.002 -0.015 19.200 50.600 -0.205 2.569 
0.183 -0.085 -0.269 -0.049 0.227 -0.176 0.054 -0.034 19.600 50.600 -0.208 2.618 
0.269 -0.098 -0.366 -0.085 0.317 -0.232 0.110 -0.059 20.000 50.400 -0.210 2.667 
0.342 -0.056 -0.400 -0.142 0.371 -0.227 0.137 -0.098 20.600 50.400 -0.212 2.716 
0.359 0.015 -0.344 -0.186 0.352 -0.164 0.173 -0.127 21.000 50.200 -0.215 2.759 
0.230 0.129 -0.107 -0.176 0.166 0.015 0.181 -0.122 21.400 50.000 -0.217 2.803 
0.076 0.276 0.200 -0.176 -0.061 0.239 0.110 -0.120 22.000 49.800 -0.220 2.847 
-0.042 0.425 0.474 -0.195 -0.254 0.447 0.063 -0.129 22.400 49.600 -0.222 2.891 
-0.107 0.481 0.591 -0.188 -0.347 0.535 0.037 -0.127 22.800 49.400 -0.227 2.926 
-0.125 0.442 0.567 -0.159 -0.344 0.505 0.039 -0.107 23.200 49.200 -0.230 2.960 
-0.137 0.366 0.498 -0.112 -0.320 0.435 0.125 -0.078 23.600 49.200 -0.234 2.994 
-0.173 0.259 0.435 -0.044 -0.303 0.347 0.320 -0.032 23.800 49.000 -0.237 3.028 
-0.198 0.188 0.379 0.010 -0.291 0.288 0.471 -0.000 24.000 48.800 -0.239 3.053 
-0.198 0.147 0.342 0.027 -0.271 0.247 0.686 0.015 24.200 48.600 -0.242 3.077 
-0.210 0.110 0.317 0.051 -0.264 0.215 0.786 0.032 24.400 48.400 -0.242 3.101 
-0.244 0.073 0.320 0.085 -0.281 0.195 0.794 0.054 24.400 48.400 -0.244 3.126 
-0.254 0.017 0.269 0.120 -0.261 0.144 0.891 0.076 24.400 48.200 -0.249 3.136 
-0.256 -0.024 0.232 0.142 -0.244 0.105 0.860 0.090 24.200 48.000 -0.252 3.145 
-0.259 -0.046 0.205 0.156 -0.234 0.083 0.823 0.100 24.200 48.000 -0.256 3.155 
-0.247 -0.059 0.181 0.156 -0.217 0.066 0.847 0.100 24.000 47.800 -0.259 3.165 
-0.247 -0.073 0.168 0.164 -0.210 0.051 0.816 0.105 23.600 47.600 -0.264 3.165 
-0.249 -0.093 0.149 0.176 -0.203 0.032 0.701 0.112 23.400 47.400 -0.269 3.165 
-0.242 -0.103 0.134 0.176 -0.190 0.020 0.589 0.112 23.200 47.400 -0.274 3.165 
-0.222 -0.120 0.098 0.173 -0.161 -0.007 0.518 0.112 23.200 47.200 -0.278 3.165 
-0.190 -0.110 0.076 0.154 -0.134 -0.015 0.405 0.098 23.000 47.200 -0.283 3.155 
-0.161 -0.083 0.071 0.127 -0.120 -0.002 0.208 0.078 23.000 47.400 -0.286 3.145 
-0.149 -0.081 0.061 0.120 -0.107 -0.005 0.095 0.073 23.200 47.600 -0.291 3.136 
