I II III aVR aVL aVF V2 AO LV SPO2
-0.017 -0.005 0.017 0.010 -0.015 0.005 0.005 45.800 14.400 3.985 
-0.000 0.012 0.022 -0.010 -0.005 0.012 -0.007 45.800 14.400 4.015 
0.012 0.007 0.005 -0.015 0.010 0.002 -0.010 45.600 14.400 4.044 
-0.012 -0.015 0.002 0.012 -0.005 -0.007 0.007 45.600 14.400 4.073 
-0.027 -0.000 0.032 0.012 -0.027 0.015 0.007 45.600 14.400 4.103 
-0.007 0.032 0.049 -0.017 -0.022 0.037 -0.010 45.400 14.400 4.117 
-0.002 0.037 0.042 -0.017 -0.020 0.039 -0.015 45.400 14.400 4.132 
-0.027 0.022 0.054 -0.000 -0.037 0.037 -0.000 45.400 14.400 4.147 
-0.024 0.032 0.068 -0.010 -0.039 0.044 -0.005 45.200 14.400 4.161 
0.005 0.044 0.046 -0.027 -0.017 0.042 -0.020 45.200 14.400 4.171 
-0.005 0.017 0.029 -0.010 -0.012 0.020 -0.007 45.000 14.400 4.181 
-0.029 0.007 0.046 0.007 -0.032 0.022 0.005 45.000 14.400 4.190 
-0.017 0.022 0.049 -0.007 -0.027 0.032 -0.005 45.000 14.400 4.200 
0.015 0.037 0.032 -0.029 -0.002 0.029 -0.020 44.800 14.400 4.195 
0.005 0.029 0.029 -0.020 -0.010 0.027 -0.015 44.800 14.400 4.190 
-0.007 0.039 0.051 -0.017 -0.027 0.044 -0.012 44.800 14.400 4.186 
0.020 0.068 0.056 -0.046 -0.015 0.059 -0.032 44.600 14.400 4.181 
0.039 0.073 0.042 -0.059 0.002 0.054 -0.039 44.600 14.400 4.161 
0.010 0.059 0.051 -0.034 -0.020 0.054 -0.024 44.600 14.400 4.142 
-0.000 0.051 0.051 -0.024 -0.024 0.051 -0.020 44.400 14.400 4.122 
0.022 0.051 0.037 -0.039 -0.002 0.042 -0.027 44.400 14.400 4.103 
0.027 0.042 0.024 -0.039 0.007 0.029 -0.024 44.400 14.400 4.073 
-0.002 0.024 0.032 -0.012 -0.015 0.027 -0.010 44.200 14.600 4.044 
-0.000 0.027 0.032 -0.015 -0.012 0.027 -0.012 44.200 14.600 4.015 
0.024 0.029 0.015 -0.032 0.010 0.017 -0.020 44.200 14.600 3.985 
0.007 0.007 0.005 -0.010 0.005 0.005 -0.007 44.000 14.800 3.946 
-0.020 -0.007 0.022 0.010 -0.015 0.002 0.007 44.000 14.800 3.907 
-0.024 0.002 0.037 0.007 -0.024 0.015 0.005 43.800 14.800 3.868 
-0.015 -0.007 0.017 0.007 -0.010 -0.000 0.005 43.800 15.000 3.829 
-0.037 -0.032 0.007 0.034 -0.020 -0.012 0.020 43.800 15.000 3.790 
-0.046 -0.042 0.015 0.039 -0.024 -0.017 0.027 43.800 15.000 3.751 
-0.027 -0.015 0.017 0.020 -0.020 -0.000 0.012 43.600 15.200 3.712 
-0.002 -0.017 -0.007 0.007 0.007 -0.015 0.005 43.600 15.200 3.673 
-0.020 -0.037 -0.010 0.024 -0.000 -0.027 0.017 43.600 15.200 3.634 
-0.029 -0.029 0.005 0.027 -0.015 -0.015 0.017 43.600 15.400 3.595 
0.005 -0.005 -0.005 -0.002 0.007 -0.007 -0.002 43.600 15.400 3.556 
0.017 -0.015 -0.022 -0.005 0.024 -0.022 -0.002 43.600 15.400 3.516 
-0.005 -0.029 -0.015 0.012 0.010 -0.027 0.010 43.600 15.400 3.487 
0.002 -0.010 -0.005 -0.000 0.007 -0.010 -0.000 43.600 15.600 3.458 
0.034 -0.000 -0.017 -0.024 0.034 -0.017 -0.015 43.400 15.600 3.429 
0.029 -0.015 -0.039 -0.010 0.037 -0.029 -0.007 43.400 15.600 3.399 
0.005 -0.024 -0.022 0.007 0.017 -0.027 0.005 43.400 15.600 3.375 
0.020 -0.000 -0.012 -0.012 0.020 -0.010 -0.010 43.400 15.600 3.350 
0.027 -0.000 -0.020 -0.017 0.027 -0.012 -0.012 43.200 15.800 3.326 
-0.000 -0.027 -0.022 0.012 0.015 -0.027 0.007 43.200 15.800 3.302 
-0.029 -0.029 0.005 0.027 -0.015 -0.015 0.017 43.200 15.800 3.282 
-0.015 -0.012 0.012 0.010 -0.007 -0.005 0.007 43.000 15.800 3.263 
0.037 0.007 -0.022 -0.024 0.034 -0.010 -0.017 43.000 15.800 3.243 
0.066 0.020 -0.042 -0.044 0.056 -0.012 -0.032 42.800 15.800 3.223 
0.193 0.120 -0.066 -0.159 0.134 0.024 -0.107 42.800 15.800 3.209 
0.422 0.259 -0.147 -0.349 0.293 0.049 -0.230 42.600 15.800 3.194 
0.686 0.444 -0.234 -0.569 0.464 0.103 -0.379 42.600 15.800 3.179 
0.933 0.635 -0.293 -0.786 0.615 0.168 -0.525 42.400 15.800 3.165 
1.140 0.784 -0.349 -0.965 0.750 0.215 -0.645 42.400 15.800 3.155 
1.175 0.725 -0.444 -0.952 0.813 0.139 -0.635 42.200 15.800 3.145 
1.079 0.381 -0.689 -0.735 0.889 -0.159 -0.488 42.200 16.000 3.136 
0.906 0.132 -0.767 -0.523 0.840 -0.320 -0.349 42.000 16.000 3.126 
0.630 -0.066 -0.686 -0.286 0.664 -0.381 -0.190 42.000 16.000 3.116 
0.278 -0.120 -0.393 -0.081 0.339 -0.259 -0.056 42.000 16.000 3.106 
0.061 -0.147 -0.203 0.042 0.134 -0.176 0.027 42.000 16.200 3.096 
0.015 -0.144 -0.154 0.063 0.088 -0.151 0.042 42.000 16.200 3.087 
0.056 -0.105 -0.154 0.022 0.110 -0.132 0.015 41.800 16.400 3.077 
0.076 -0.061 -0.127 -0.012 0.107 -0.098 -0.007 41.800 16.600 3.067 
0.037 -0.049 -0.078 0.002 0.061 -0.066 0.002 41.800 16.800 3.057 
0.002 -0.044 -0.044 0.020 0.024 -0.044 0.012 41.800 17.200 3.048 
0.024 -0.032 -0.049 -0.000 0.042 -0.044 -0.000 41.800 17.800 3.028 
0.029 -0.046 -0.071 0.007 0.054 -0.061 0.002 41.800 18.400 3.009 
-0.015 -0.076 -0.056 0.044 0.024 -0.068 0.027 41.800 19.200 2.989 
-0.027 -0.061 -0.029 0.042 0.005 -0.046 0.027 41.800 20.200 2.969 
-0.002 -0.049 -0.042 0.024 0.022 -0.046 0.015 41.600 21.600 2.955 
-0.010 -0.068 -0.054 0.037 0.024 -0.063 0.024 41.600 23.200 2.940 
-0.049 -0.088 -0.034 0.066 -0.005 -0.063 0.044 41.600 25.200 2.926 
-0.049 -0.066 -0.020 0.059 -0.015 -0.042 0.037 41.600 27.400 2.911 
-0.020 -0.066 -0.039 0.039 0.015 -0.056 0.027 41.400 30.000 2.901 
-0.039 -0.088 -0.039 0.059 0.005 -0.068 0.039 41.400 33.000 2.891 
-0.071 -0.095 -0.017 0.081 -0.022 -0.059 0.054 41.400 36.400 2.882 
-0.061 -0.071 -0.010 0.066 -0.024 -0.039 0.042 41.200 40.000 2.872 
-0.042 -0.076 -0.027 0.056 -0.002 -0.054 0.037 41.200 43.600 2.862 
-0.063 -0.095 -0.022 0.076 -0.015 -0.063 0.051 41.200 47.600 2.852 
-0.093 -0.093 0.002 0.093 -0.046 -0.046 0.059 41.200 51.800 2.842 
-0.073 -0.071 0.005 0.071 -0.037 -0.034 0.046 41.200 56.000 2.833 
-0.071 -0.081 -0.010 0.076 -0.029 -0.044 0.049 41.400 60.400 2.828 
-0.095 -0.100 -0.000 0.095 -0.044 -0.051 0.063 41.600 64.600 2.823 
-0.098 -0.088 0.012 0.093 -0.054 -0.039 0.059 41.800 69.000 2.818 
-0.083 -0.081 0.005 0.081 -0.042 -0.039 0.051 42.000 73.200 2.813 
-0.088 -0.098 -0.002 0.090 -0.039 -0.054 0.059 42.400 77.400 2.803 
-0.110 -0.105 0.010 0.105 -0.056 -0.049 0.068 43.000 81.400 2.794 
-0.110 -0.095 0.022 0.100 -0.061 -0.039 0.066 43.600 85.200 2.784 
-0.103 -0.093 0.010 0.098 -0.056 -0.042 0.063 44.400 88.800 2.774 
-0.125 -0.115 0.017 0.117 -0.066 -0.051 0.078 45.200 92.400 2.764 
-0.149 -0.117 0.039 0.129 -0.090 -0.042 0.085 46.200 95.800 2.755 
-0.149 -0.105 0.046 0.127 -0.095 -0.029 0.083 47.200 99.000 2.745 
-0.154 -0.117 0.042 0.134 -0.095 -0.039 0.088 48.400 102.200 2.735 
-0.186 -0.139 0.049 0.161 -0.115 -0.046 0.105 49.600 105.200 2.725 
-0.200 -0.134 0.068 0.166 -0.132 -0.034 0.110 51.000 108.000 2.716 
-0.188 -0.122 0.068 0.154 -0.127 -0.027 0.100 52.200 110.800 2.706 
-0.200 -0.142 0.063 0.168 -0.129 -0.042 0.112 53.600 113.600 2.696 
-0.227 -0.154 0.083 0.186 -0.149 -0.039 0.125 55.000 116.200 2.686 
-0.227 -0.137 0.093 0.181 -0.159 -0.022 0.120 56.400 118.800 2.676 
-0.210 -0.129 0.083 0.168 -0.144 -0.024 0.110 57.800 121.200 2.667 
-0.232 -0.142 0.093 0.186 -0.161 -0.024 0.122 59.000 123.600 2.657 
-0.259 -0.144 0.115 0.203 -0.186 -0.015 0.132 60.200 125.800 2.652 
-0.252 -0.120 0.134 0.186 -0.190 0.007 0.122 61.400 127.800 2.647 
-0.244 -0.122 0.125 0.183 -0.183 -0.000 0.120 62.600 129.800 2.642 
-0.276 -0.139 0.137 0.208 -0.205 -0.000 0.137 63.600 131.600 2.637 
-0.283 -0.129 0.154 0.208 -0.217 0.012 0.134 64.600 133.200 2.628 
-0.252 -0.105 0.149 0.178 -0.198 0.022 0.117 65.400 134.600 2.618 
-0.244 -0.112 0.132 0.178 -0.188 0.010 0.117 66.400 136.000 2.608 
-0.278 -0.129 0.149 0.205 -0.212 0.010 0.134 67.200 137.200 2.598 
-0.283 -0.112 0.171 0.198 -0.227 0.029 0.129 68.000 138.200 2.593 
-0.252 -0.090 0.168 0.168 -0.205 0.037 0.112 68.800 139.200 2.589 
-0.252 -0.100 0.154 0.176 -0.200 0.027 0.115 69.600 140.000 2.584 
-0.291 -0.107 0.178 0.203 -0.237 0.039 0.129 70.400 140.600 2.579 
-0.278 -0.081 0.203 0.178 -0.237 0.059 0.117 71.200 141.200 2.569 
-0.256 -0.063 0.190 0.161 -0.225 0.066 0.105 72.200 141.800 2.559 
-0.276 -0.081 0.198 0.178 -0.234 0.059 0.117 73.200 142.400 2.549 
-0.308 -0.083 0.220 0.198 -0.266 0.071 0.127 74.200 142.800 2.540 
-0.276 -0.061 0.217 0.168 -0.244 0.078 0.110 75.400 143.000 2.535 
-0.242 -0.054 0.190 0.147 -0.215 0.068 0.095 76.600 143.200 2.530 
-0.256 -0.076 0.183 0.166 -0.217 0.054 0.107 77.800 143.000 2.525 
-0.276 -0.071 0.205 0.173 -0.239 0.068 0.112 79.200 142.800 2.520 
-0.254 -0.049 0.203 0.154 -0.230 0.078 0.098 80.600 142.400 2.515 
-0.242 -0.051 0.188 0.149 -0.215 0.071 0.095 82.000 141.800 2.510 
-0.276 -0.076 0.195 0.178 -0.237 0.063 0.115 83.400 141.000 2.505 
-0.286 -0.066 0.222 0.176 -0.252 0.078 0.115 84.800 140.000 2.501 
-0.259 -0.042 0.217 0.151 -0.237 0.088 0.098 86.200 139.000 2.496 
-0.259 -0.059 0.200 0.159 -0.230 0.071 0.103 87.600 137.800 2.491 
-0.295 -0.073 0.217 0.188 -0.259 0.076 0.120 88.800 136.600 2.486 
-0.308 -0.061 0.244 0.186 -0.276 0.093 0.120 90.200 135.200 2.481 
-0.271 -0.044 0.227 0.159 -0.249 0.093 0.103 91.400 133.600 2.476 
-0.271 -0.059 0.212 0.166 -0.242 0.078 0.107 92.600 132.200 2.471 
-0.295 -0.068 0.230 0.181 -0.261 0.081 0.120 93.600 130.400 2.466 
-0.281 -0.044 0.234 0.164 -0.259 0.098 0.105 94.600 128.600 2.462 
-0.232 -0.034 0.195 0.134 -0.215 0.083 0.085 95.400 126.800 2.457 
-0.242 -0.051 0.183 0.151 -0.215 0.071 0.095 96.200 124.800 2.452 
-0.252 -0.044 0.200 0.151 -0.230 0.083 0.095 97.000 122.800 2.447 
-0.220 -0.020 0.193 0.125 -0.210 0.090 0.078 97.400 120.800 2.442 
-0.183 -0.017 0.166 0.100 -0.173 0.076 0.063 97.800 118.800 2.437 
-0.208 -0.032 0.171 0.122 -0.190 0.073 0.078 98.200 116.800 2.432 
-0.203 -0.020 0.183 0.112 -0.193 0.083 0.071 98.400 114.600 2.427 
-0.173 0.010 0.176 0.085 -0.178 0.098 0.051 98.600 112.600 2.422 
-0.161 0.005 0.166 0.078 -0.164 0.085 0.049 98.600 110.400 2.418 
-0.178 -0.002 0.173 0.093 -0.176 0.088 0.059 98.600 108.000 2.413 
-0.164 0.020 0.181 0.073 -0.173 0.103 0.046 98.400 105.800 2.408 
-0.115 0.042 0.156 0.037 -0.134 0.100 0.022 98.000 103.400 2.403 
-0.105 0.034 0.129 0.042 -0.122 0.088 0.022 97.800 100.800 2.398 
-0.117 0.024 0.144 0.046 -0.129 0.083 0.029 97.200 98.400 2.393 
-0.088 0.059 0.147 0.015 -0.117 0.103 0.007 96.800 95.800 2.388 
-0.059 0.073 0.127 -0.005 -0.095 0.103 -0.007 96.200 93.400 2.383 
-0.078 0.056 0.132 0.012 -0.105 0.095 0.005 95.400 90.800 2.379 
-0.098 0.061 0.154 0.022 -0.127 0.110 0.010 94.600 88.400 2.374 
-0.078 0.078 0.156 -0.000 -0.117 0.117 -0.002 93.800 86.200 2.369 
-0.068 0.071 0.137 -0.000 -0.103 0.105 -0.002 93.000 84.000 2.364 
-0.098 0.051 0.151 0.022 -0.122 0.100 0.012 92.000 81.800 2.359 
-0.112 0.054 0.166 0.029 -0.139 0.110 0.017 91.200 79.800 2.354 
-0.081 0.063 0.147 0.007 -0.112 0.105 0.002 90.200 77.600 2.349 
-0.073 0.042 0.110 0.020 -0.093 0.078 0.007 89.000 75.600 2.344 
-0.093 0.017 0.107 0.039 -0.100 0.063 0.022 88.000 73.400 2.339 
-0.093 0.020 0.112 0.037 -0.103 0.066 0.022 87.000 71.200 2.335 
-0.078 0.007 0.081 0.039 -0.081 0.046 0.022 86.000 69.000 2.330 
-0.105 -0.024 0.073 0.068 -0.093 0.029 0.042 85.000 66.600 2.325 
-0.151 -0.056 0.088 0.107 -0.122 0.020 0.066 84.000 64.000 2.320 
-0.154 -0.056 0.103 0.103 -0.125 0.022 0.068 83.000 61.600 2.315 
-0.139 -0.061 0.081 0.100 -0.107 0.010 0.063 82.000 58.800 2.310 
-0.173 -0.093 0.081 0.134 -0.127 -0.005 0.085 81.200 56.200 2.305 
-0.190 -0.100 0.093 0.144 -0.139 -0.005 0.095 80.600 53.400 2.300 
-0.178 -0.085 0.093 0.132 -0.134 0.005 0.085 79.800 50.400 2.295 
-0.171 -0.105 0.066 0.139 -0.117 -0.020 0.090 79.200 47.600 2.291 
-0.205 -0.127 0.078 0.166 -0.142 -0.024 0.107 78.800 44.600 2.286 
-0.222 -0.117 0.110 0.168 -0.164 -0.005 0.110 78.200 41.600 2.281 
-0.193 -0.085 0.107 0.139 -0.149 0.012 0.090 77.800 38.600 2.276 
-0.190 -0.073 0.115 0.134 -0.154 0.022 0.085 77.600 35.800 2.271 
-0.220 -0.051 0.166 0.137 -0.193 0.059 0.088 77.400 33.000 2.266 
-0.205 0.012 0.217 0.098 -0.210 0.115 0.061 77.000 30.600 2.261 
-0.159 0.073 0.230 0.044 -0.195 0.154 0.027 77.000 28.400 2.256 
-0.161 0.061 0.215 0.054 -0.190 0.142 0.032 76.800 26.400 2.252 
-0.200 -0.032 0.173 0.115 -0.183 0.068 0.076 76.600 24.600 2.247 
-0.200 -0.100 0.105 0.149 -0.149 -0.000 0.098 76.400 23.200 2.242 
-0.208 -0.183 0.022 0.198 -0.115 -0.078 0.127 76.200 21.800 2.237 
-0.261 -0.278 -0.015 0.269 -0.122 -0.147 0.178 76.000 20.800 2.232 
-0.300 -0.300 0.005 0.298 -0.149 -0.149 0.198 75.800 19.800 2.227 
-0.288 -0.283 0.010 0.283 -0.147 -0.139 0.188 75.400 19.000 2.222 
-0.295 -0.291 -0.000 0.295 -0.149 -0.142 0.193 75.200 18.200 2.217 
-0.354 -0.330 0.027 0.342 -0.188 -0.151 0.225 74.800 17.600 2.212 
-0.383 -0.332 0.061 0.354 -0.217 -0.139 0.237 74.400 17.200 2.208 
-0.369 -0.317 0.051 0.344 -0.210 -0.132 0.227 74.000 16.600 2.203 
-0.376 -0.352 0.027 0.364 -0.200 -0.164 0.239 73.600 16.200 2.198 
-0.418 -0.381 0.039 0.398 -0.227 -0.171 0.264 73.200 15.800 2.193 
-0.415 -0.369 0.056 0.388 -0.230 -0.161 0.259 72.600 15.400 2.188 
-0.393 -0.357 0.039 0.374 -0.215 -0.159 0.247 72.200 15.000 2.183 
-0.405 -0.374 0.027 0.393 -0.217 -0.171 0.256 71.600 14.600 2.178 
-0.418 -0.381 0.042 0.398 -0.227 -0.171 0.264 71.200 14.200 2.173 
-0.386 -0.344 0.056 0.359 -0.212 -0.151 0.242 70.800 13.800 2.168 
-0.369 -0.317 0.056 0.342 -0.210 -0.132 0.227 70.400 13.400 2.164 
-0.408 -0.320 0.093 0.361 -0.247 -0.115 0.239 70.000 13.000 2.159 
-0.430 -0.291 0.147 0.357 -0.283 -0.076 0.237 69.600 12.600 2.154 
-0.408 -0.247 0.178 0.320 -0.283 -0.042 0.215 69.400 12.200 2.149 
-0.400 -0.220 0.186 0.308 -0.291 -0.020 0.205 69.000 11.800 2.144 
-0.440 -0.205 0.242 0.320 -0.337 0.015 0.212 68.800 11.600 2.139 
-0.454 -0.159 0.305 0.303 -0.374 0.068 0.203 68.600 11.400 2.134 
-0.430 -0.105 0.342 0.259 -0.376 0.110 0.176 68.200 11.000 2.129 
-0.440 -0.073 0.374 0.254 -0.403 0.147 0.168 68.000 11.000 2.125 
-0.488 -0.066 0.430 0.274 -0.454 0.178 0.183 67.800 10.800 2.120 
-0.501 -0.037 0.476 0.264 -0.481 0.215 0.176 67.600 10.800 2.115 
-0.496 -0.017 0.496 0.249 -0.486 0.232 0.168 67.400 10.800 2.110 
-0.535 -0.015 0.527 0.271 -0.527 0.254 0.181 67.200 10.600 2.105 
-0.589 -0.010 0.589 0.295 -0.584 0.286 0.198 67.000 10.600 2.100 
-0.611 0.012 0.635 0.293 -0.615 0.317 0.198 66.800 10.800 2.095 
-0.623 0.007 0.650 0.298 -0.625 0.320 0.203 66.400 10.800 2.090 
-0.686 -0.002 0.689 0.342 -0.684 0.342 0.227 66.200 10.800 2.085 
-0.737 -0.012 0.740 0.369 -0.730 0.357 0.247 66.000 10.800 2.081 
-0.733 -0.010 0.745 0.361 -0.728 0.357 0.244 65.800 11.000 2.076 
-0.742 -0.032 0.728 0.379 -0.725 0.339 0.256 65.400 11.000 2.071 
-0.781 -0.068 0.720 0.422 -0.747 0.322 0.281 65.200 11.000 2.066 
-0.789 -0.085 0.716 0.432 -0.745 0.310 0.288 65.000 11.200 2.061 
-0.779 -0.110 0.686 0.437 -0.723 0.281 0.293 64.800 11.200 2.056 
-0.784 -0.168 0.637 0.466 -0.698 0.225 0.315 64.400 11.400 2.051 
-0.813 -0.210 0.618 0.505 -0.708 0.198 0.339 64.200 11.400 2.046 
-0.799 -0.227 0.591 0.503 -0.684 0.173 0.339 64.000 11.600 2.042 
-0.759 -0.259 0.520 0.501 -0.630 0.122 0.337 63.800 11.600 2.037 
-0.747 -0.308 0.459 0.518 -0.593 0.066 0.349 63.600 11.800 2.032 
-0.750 -0.330 0.432 0.535 -0.584 0.046 0.357 63.400 11.800 2.027 
-0.698 -0.327 0.391 0.503 -0.535 0.022 0.339 63.200 12.000 2.022 
-0.652 -0.332 0.337 0.484 -0.486 -0.005 0.325 63.000 12.000 2.017 
-0.630 -0.337 0.315 0.474 -0.462 -0.022 0.320 62.800 12.200 2.012 
-0.620 -0.320 0.320 0.462 -0.459 -0.010 0.310 62.600 12.200 2.007 
-0.569 -0.288 0.308 0.415 -0.425 -0.002 0.283 62.400 12.200 2.002 
-0.525 -0.288 0.261 0.396 -0.381 -0.024 0.269 62.200 12.200 1.998 
-0.525 -0.303 0.247 0.403 -0.374 -0.039 0.274 62.000 12.400 1.993 
-0.515 -0.278 0.256 0.388 -0.376 -0.020 0.261 61.800 12.400 1.983 
-0.469 -0.259 0.237 0.352 -0.339 -0.024 0.239 61.600 12.400 1.973 
-0.444 -0.269 0.203 0.344 -0.310 -0.046 0.234 61.400 12.400 1.963 
-0.444 -0.269 0.198 0.347 -0.310 -0.046 0.234 61.200 12.400 1.954 
-0.418 -0.239 0.208 0.315 -0.298 -0.029 0.217 61.000 12.400 1.949 
-0.369 -0.220 0.181 0.278 -0.259 -0.034 0.193 60.800 12.600 1.944 
-0.352 -0.227 0.154 0.276 -0.237 -0.051 0.190 60.600 12.600 1.939 
-0.354 -0.222 0.166 0.271 -0.242 -0.044 0.190 60.400 12.600 1.934 
-0.320 -0.178 0.171 0.234 -0.230 -0.017 0.164 60.200 12.600 1.924 
-0.286 -0.168 0.147 0.212 -0.200 -0.024 0.149 60.000 12.600 1.915 
-0.291 -0.181 0.137 0.222 -0.200 -0.034 0.154 59.800 12.800 1.905 
-0.283 -0.171 0.144 0.212 -0.198 -0.029 0.149 59.600 12.800 1.895 
-0.244 -0.139 0.129 0.181 -0.173 -0.017 0.125 59.400 13.000 1.890 
-0.215 -0.142 0.100 0.166 -0.144 -0.034 0.117 59.200 13.000 1.885 
-0.217 -0.159 0.090 0.173 -0.137 -0.049 0.122 59.200 13.200 1.880 
-0.210 -0.144 0.090 0.166 -0.137 -0.039 0.115 59.000 13.400 1.875 
-0.176 -0.127 0.078 0.137 -0.112 -0.039 0.098 58.800 13.400 1.866 
-0.161 -0.137 0.063 0.129 -0.093 -0.056 0.098 58.600 13.600 1.856 
-0.166 -0.142 0.061 0.137 -0.095 -0.059 0.100 58.600 13.800 1.846 
-0.137 -0.125 0.046 0.115 -0.073 -0.056 0.085 58.400 13.800 1.836 
-0.088 -0.098 0.015 0.081 -0.039 -0.054 0.059 58.200 14.000 1.832 
-0.093 -0.112 0.005 0.090 -0.037 -0.066 0.066 58.200 14.000 1.827 
-0.107 -0.132 0.010 0.103 -0.042 -0.078 0.078 58.000 14.200 1.822 
-0.076 -0.120 -0.007 0.081 -0.015 -0.081 0.063 57.800 14.200 1.817 
-0.056 -0.125 -0.039 0.076 0.007 -0.095 0.059 57.600 14.200 1.807 
-0.081 -0.151 -0.037 0.100 -0.005 -0.110 0.076 57.600 14.000 1.797 
-0.093 -0.154 -0.024 0.105 -0.015 -0.107 0.081 57.400 14.000 1.788 
-0.056 -0.134 -0.042 0.078 0.012 -0.105 0.061 57.200 14.000 1.778 
-0.027 -0.137 -0.071 0.063 0.042 -0.122 0.051 57.000 13.800 1.758 
-0.044 -0.156 -0.076 0.083 0.034 -0.134 0.063 56.800 13.800 1.739 
-0.039 -0.142 -0.066 0.073 0.032 -0.122 0.059 56.600 13.600 1.719 
-0.024 -0.132 -0.071 0.061 0.042 -0.120 0.049 56.400 13.600 1.700 
-0.054 -0.151 -0.061 0.085 0.022 -0.125 0.066 56.000 13.600 1.690 
-0.088 -0.168 -0.039 0.107 -0.002 -0.125 0.083 55.800 13.600 1.680 
-0.066 -0.151 -0.046 0.090 0.010 -0.117 0.071 55.600 13.600 1.670 
-0.012 -0.144 -0.090 0.059 0.061 -0.137 0.049 55.400 13.600 1.661 
0.005 -0.156 -0.117 0.054 0.083 -0.159 0.049 55.200 13.600 1.651 
-0.017 -0.154 -0.095 0.066 0.061 -0.144 0.054 55.200 13.600 1.641 
0.012 -0.134 -0.103 0.039 0.081 -0.139 0.039 55.000 13.800 1.631 
0.032 -0.134 -0.127 0.032 0.100 -0.149 0.032 54.800 13.800 1.621 
0.012 -0.156 -0.134 0.056 0.090 -0.161 0.046 54.600 14.000 1.612 
0.005 -0.156 -0.122 0.056 0.083 -0.159 0.049 54.600 14.200 1.602 
0.046 -0.134 -0.142 0.024 0.115 -0.156 0.027 54.400 14.200 1.592 
0.068 -0.142 -0.166 0.015 0.139 -0.176 0.022 54.400 14.400 1.582 
0.034 -0.151 -0.147 0.039 0.110 -0.168 0.037 54.200 14.600 1.573 
0.010 -0.139 -0.110 0.046 0.081 -0.144 0.042 54.200 14.600 1.563 
0.034 -0.129 -0.122 0.027 0.100 -0.147 0.029 54.000 14.800 1.553 
0.044 -0.147 -0.149 0.032 0.117 -0.168 0.032 54.000 14.800 1.543 
0.017 -0.164 -0.139 0.054 0.100 -0.171 0.046 54.000 15.000 1.534 
0.015 -0.156 -0.132 0.051 0.093 -0.164 0.044 53.800 15.000 1.524 
0.044 -0.164 -0.168 0.042 0.127 -0.186 0.037 53.800 15.000 1.514 
0.029 -0.203 -0.190 0.066 0.132 -0.217 0.056 53.600 15.000 1.504 
-0.017 -0.220 -0.161 0.098 0.093 -0.210 0.076 53.600 15.000 1.490 
-0.010 -0.205 -0.151 0.085 0.093 -0.200 0.068 53.400 15.000 1.475 
0.005 -0.203 -0.171 0.081 0.107 -0.205 0.063 53.400 15.000 1.460 
-0.020 -0.215 -0.164 0.103 0.088 -0.205 0.076 53.200 15.000 1.446 
-0.039 -0.198 -0.125 0.103 0.061 -0.178 0.076 53.000 15.200 1.436 
-0.020 -0.166 -0.105 0.073 0.063 -0.156 0.059 53.000 15.200 1.426 
-0.010 -0.161 -0.115 0.068 0.071 -0.156 0.054 52.800 15.200 1.416 
-0.029 -0.161 -0.095 0.078 0.051 -0.147 0.061 52.600 15.200 1.407 
-0.024 -0.120 -0.063 0.056 0.037 -0.107 0.046 52.400 15.400 1.402 
0.005 -0.093 -0.054 0.022 0.051 -0.095 0.027 52.200 15.400 1.397 
0.010 -0.085 -0.054 0.017 0.054 -0.090 0.022 52.000 15.400 1.392 
-0.010 -0.073 -0.029 0.024 0.027 -0.068 0.024 51.800 15.400 1.387 
0.002 -0.029 -0.000 -0.002 0.017 -0.029 0.007 51.800 15.600 1.377 
0.044 0.005 -0.005 -0.042 0.042 -0.017 -0.020 51.600 15.600 1.368 
0.051 0.012 0.005 -0.054 0.046 -0.012 -0.024 51.400 15.600 1.358 
0.056 0.046 0.032 -0.071 0.034 0.020 -0.037 51.400 15.600 1.348 
0.098 0.110 0.044 -0.120 0.044 0.061 -0.071 51.200 15.600 1.338 
0.134 0.139 0.042 -0.154 0.066 0.073 -0.093 51.200 15.800 1.328 
0.139 0.149 0.049 -0.164 0.066 0.081 -0.098 51.000 15.800 1.319 
0.149 0.183 0.071 -0.183 0.059 0.110 -0.112 51.000 15.800 1.309 
0.193 0.242 0.088 -0.237 0.073 0.147 -0.147 50.800 15.800 1.294 
0.220 0.259 0.085 -0.261 0.090 0.149 -0.161 50.800 15.800 1.280 
0.200 0.261 0.103 -0.252 0.071 0.161 -0.156 50.800 15.800 1.265 
0.212 0.291 0.125 -0.274 0.068 0.186 -0.171 50.800 16.000 1.250 
0.252 0.335 0.125 -0.313 0.085 0.210 -0.198 50.600 16.000 1.236 
0.256 0.357 0.132 -0.322 0.078 0.230 -0.208 50.600 16.000 1.221 
0.254 0.369 0.154 -0.330 0.071 0.242 -0.210 50.600 16.000 1.206 
0.293 0.413 0.164 -0.374 0.088 0.266 -0.237 50.400 15.800 1.192 
0.322 0.442 0.156 -0.400 0.103 0.281 -0.256 50.400 15.800 1.182 
0.315 0.430 0.156 -0.393 0.100 0.274 -0.252 50.200 15.800 1.172 
0.322 0.440 0.159 -0.400 0.103 0.278 -0.256 50.200 15.800 1.162 
0.369 0.469 0.139 -0.437 0.134 0.286 -0.281 50.000 15.800 1.153 
0.383 0.484 0.137 -0.452 0.142 0.293 -0.291 49.800 15.800 1.158 
