I II III aVR aVL aVF V1 AO Resp SPO2
-0.010 0.022 0.022 -0.000 -0.020 0.027 -0.017 100.800 -0.115 4.029 
-0.002 0.017 0.017 -0.005 -0.010 0.020 -0.005 102.000 -0.115 4.054 
0.002 0.010 -0.005 -0.000 -0.002 0.010 -0.015 102.800 -0.115 4.078 
-0.017 -0.000 0.005 0.015 -0.017 0.010 -0.017 103.600 -0.115 4.103 
-0.027 -0.002 0.015 0.020 -0.024 0.012 -0.015 104.200 -0.112 4.122 
0.005 0.007 -0.002 -0.002 0.002 0.005 -0.012 104.400 -0.110 4.142 
-0.015 0.005 0.015 0.007 -0.017 0.012 -0.010 104.400 -0.107 4.161 
-0.002 0.044 0.042 -0.017 -0.024 0.046 -0.024 104.200 -0.103 4.181 
0.015 0.034 0.015 -0.022 -0.002 0.027 -0.027 103.600 -0.103 4.200 
-0.005 0.024 0.020 -0.005 -0.017 0.027 -0.020 102.800 -0.103 4.220 
-0.007 0.024 0.027 -0.005 -0.020 0.029 -0.017 101.800 -0.103 4.239 
-0.012 0.027 0.034 -0.005 -0.024 0.034 -0.029 100.600 -0.103 4.259 
-0.012 0.032 0.037 -0.005 -0.027 0.039 -0.046 99.000 -0.103 4.264 
-0.032 0.027 0.049 0.007 -0.044 0.044 -0.044 97.400 -0.100 4.269 
-0.017 0.029 0.042 -0.002 -0.032 0.039 -0.054 95.600 -0.098 4.274 
-0.015 0.042 0.054 -0.012 -0.034 0.049 -0.056 93.600 -0.095 4.278 
-0.020 0.042 0.054 -0.007 -0.039 0.051 -0.037 91.600 -0.090 4.264 
-0.000 0.061 0.051 -0.024 -0.029 0.061 -0.049 89.600 -0.085 4.249 
0.020 0.063 0.039 -0.039 -0.012 0.054 -0.051 87.400 -0.081 4.234 
0.024 0.085 0.054 -0.051 -0.017 0.073 -0.061 85.200 -0.073 4.220 
0.034 0.103 0.063 -0.066 -0.017 0.085 -0.081 83.200 0.098 4.147 
0.034 0.117 0.078 -0.073 -0.024 0.100 -0.088 81.200 0.100 4.073 
0.034 0.100 0.071 -0.068 -0.015 0.083 -0.076 79.400 0.276 4.000 
0.027 0.083 0.051 -0.051 -0.015 0.071 -0.056 77.800 0.278 3.927 
0.029 0.054 0.027 -0.042 0.002 0.039 -0.046 76.400 0.110 3.873 
0.032 0.042 0.017 -0.039 0.012 0.027 -0.046 75.200 0.115 3.819 
0.024 0.044 0.020 -0.034 0.002 0.032 -0.042 74.000 -0.051 3.766 
0.010 0.059 0.046 -0.032 -0.020 0.054 -0.034 73.200 -0.046 3.712 
0.022 0.049 0.024 -0.034 -0.002 0.039 -0.049 72.600 -0.044 3.658 
-0.017 0.012 0.027 0.005 -0.022 0.022 -0.020 72.200 -0.042 3.604 
-0.029 -0.000 0.024 0.017 -0.029 0.015 0.002 72.000 -0.039 3.551 
-0.027 -0.002 0.020 0.017 -0.024 0.012 0.005 72.000 -0.037 3.497 
-0.029 -0.012 0.010 0.024 -0.022 0.002 0.015 72.000 -0.034 3.448 
-0.027 -0.020 -0.000 0.027 -0.017 -0.005 0.012 72.200 -0.029 3.399 
-0.029 -0.027 -0.002 0.032 -0.015 -0.012 0.012 72.600 -0.027 3.350 
-0.027 -0.034 -0.015 0.034 -0.010 -0.020 0.015 73.000 -0.022 3.302 
-0.032 -0.024 0.002 0.032 -0.020 -0.007 0.015 73.400 -0.020 3.258 
-0.034 -0.027 0.005 0.032 -0.020 -0.010 0.012 73.800 -0.020 3.214 
-0.037 -0.039 -0.005 0.039 -0.017 -0.020 0.024 74.400 -0.017 3.170 
-0.024 -0.034 -0.017 0.034 -0.007 -0.022 0.027 74.800 -0.015 3.126 
-0.037 -0.051 -0.020 0.046 -0.010 -0.032 0.024 75.200 -0.012 3.096 
-0.037 -0.044 -0.015 0.044 -0.015 -0.024 0.020 75.600 -0.012 3.067 
-0.046 -0.044 -0.007 0.051 -0.024 -0.020 0.022 75.800 -0.012 3.038 
-0.034 -0.034 -0.010 0.039 -0.017 -0.017 0.024 76.200 -0.010 3.009 
-0.042 -0.034 -0.002 0.044 -0.024 -0.012 0.024 76.200 -0.010 2.979 
-0.034 -0.042 -0.015 0.042 -0.012 -0.024 0.027 76.400 -0.007 2.950 
-0.027 -0.051 -0.032 0.044 -0.000 -0.037 0.027 76.400 -0.007 2.921 
-0.029 -0.071 -0.046 0.054 0.007 -0.056 0.032 76.400 -0.002 2.891 
-0.039 -0.068 -0.039 0.059 -0.005 -0.049 0.039 76.200 -0.002 2.872 
-0.042 -0.083 -0.049 0.066 -0.000 -0.061 0.051 76.000 -0.000 2.852 
-0.054 -0.095 -0.054 0.081 -0.005 -0.068 0.071 75.600 -0.000 2.833 
-0.059 -0.081 -0.029 0.073 -0.017 -0.051 0.088 75.400 0.002 2.813 
-0.037 0.012 0.042 0.017 -0.042 0.032 0.066 74.800 0.005 2.794 
0.027 0.212 0.183 -0.117 -0.078 0.200 -0.034 74.400 0.005 2.774 
0.120 0.459 0.342 -0.291 -0.110 0.400 -0.176 74.000 0.007 2.755 
0.234 0.755 0.520 -0.493 -0.142 0.637 -0.410 73.400 0.010 2.735 
0.332 1.065 0.733 -0.698 -0.200 0.899 -0.664 72.800 0.012 2.711 
0.376 1.238 0.855 -0.803 -0.242 1.050 -0.857 72.400 0.012 2.686 
0.369 1.011 0.640 -0.689 -0.137 0.828 -0.813 71.800 0.015 2.662 
0.181 0.440 0.259 -0.310 -0.039 0.349 -0.498 71.200 0.017 2.637 
0.046 -0.061 -0.115 0.012 0.078 -0.083 -0.225 70.600 0.020 2.613 
-0.022 -0.227 -0.220 0.132 0.093 -0.215 -0.093 70.000 0.022 2.589 
-0.049 -0.264 -0.227 0.164 0.083 -0.239 -0.032 69.400 0.024 2.564 
-0.059 -0.212 -0.156 0.137 0.049 -0.183 -0.007 68.800 0.027 2.540 
-0.068 -0.107 -0.044 0.090 -0.015 -0.073 -0.022 68.200 0.029 2.515 
-0.037 -0.029 -0.000 0.037 -0.022 -0.010 -0.024 67.800 0.032 2.491 
-0.007 -0.015 -0.015 0.015 -0.000 -0.010 -0.022 67.200 0.034 2.466 
-0.005 -0.022 -0.029 0.020 0.007 -0.020 -0.017 66.800 0.037 2.442 
-0.015 -0.027 -0.020 0.024 -0.000 -0.020 -0.005 66.400 0.039 2.418 
-0.000 -0.020 -0.027 0.015 0.010 -0.020 -0.002 66.000 0.042 2.393 
0.002 -0.022 -0.034 0.015 0.015 -0.022 0.002 65.600 0.044 2.369 
0.005 -0.032 -0.042 0.017 0.022 -0.034 0.002 65.200 0.046 2.344 
0.007 -0.029 -0.039 0.012 0.022 -0.032 -0.000 64.800 0.046 2.320 
-0.002 -0.022 -0.029 0.017 0.010 -0.020 -0.002 64.400 0.046 2.295 
-0.005 -0.017 -0.022 0.017 0.005 -0.015 0.007 64.000 0.046 2.271 
-0.005 -0.012 -0.017 0.015 0.002 -0.010 0.005 63.600 0.046 2.247 
-0.015 -0.012 -0.012 0.022 -0.007 -0.005 0.005 63.400 0.046 2.217 
-0.012 -0.010 -0.005 0.015 -0.007 -0.002 0.010 63.000 0.046 2.188 
-0.010 -0.007 -0.007 0.015 -0.005 -0.002 0.010 62.600 0.046 2.159 
-0.007 -0.005 -0.007 0.012 -0.005 -0.000 0.007 62.200 0.046 2.129 
-0.012 -0.002 0.007 0.010 -0.010 0.005 0.010 62.000 0.044 2.105 
-0.012 0.005 0.007 0.010 -0.015 0.012 0.005 61.600 0.042 2.081 
-0.015 -0.000 0.007 0.012 -0.015 0.007 0.007 61.200 0.039 2.056 
-0.015 -0.005 0.005 0.012 -0.012 0.002 0.007 60.800 0.037 2.032 
-0.015 -0.010 -0.000 0.015 -0.010 -0.002 0.010 60.600 0.032 2.012 
-0.017 -0.007 -0.000 0.017 -0.012 0.002 0.005 60.200 0.027 1.993 
-0.005 -0.000 -0.000 0.005 -0.005 0.002 -0.000 60.000 0.024 1.973 
-0.012 -0.000 0.007 0.010 -0.012 0.007 0.005 59.800 0.017 1.954 
-0.017 0.005 0.015 0.010 -0.020 0.015 -0.000 59.800 0.012 1.934 
-0.015 -0.000 0.010 0.010 -0.015 0.007 0.002 59.800 0.010 1.915 
-0.010 0.017 0.022 -0.000 -0.017 0.022 -0.002 60.000 0.005 1.895 
-0.010 0.015 0.024 -0.002 -0.017 0.020 -0.000 60.400 -0.000 1.875 
-0.012 0.012 0.027 -0.000 -0.017 0.020 0.002 61.000 -0.007 1.856 
-0.012 0.012 0.022 0.002 -0.017 0.020 -0.000 61.800 -0.015 1.836 
-0.015 0.020 0.034 -0.002 -0.024 0.027 -0.005 63.200 -0.022 1.817 
-0.015 0.015 0.027 0.002 -0.022 0.022 -0.005 64.800 -0.029 1.797 
-0.022 0.017 0.032 0.007 -0.029 0.029 -0.002 66.600 -0.034 1.778 
0.002 0.024 0.017 -0.010 -0.010 0.024 -0.010 69.000 -0.042 1.758 
-0.005 0.032 0.034 -0.012 -0.020 0.034 -0.005 71.800 -0.049 1.739 
0.002 0.027 0.027 -0.015 -0.010 0.027 -0.005 74.800 -0.056 1.719 
0.007 0.034 0.024 -0.020 -0.010 0.032 -0.007 78.200 -0.063 1.700 
0.007 0.039 0.024 -0.020 -0.012 0.037 -0.015 82.000 -0.068 1.680 
0.007 0.049 0.032 -0.022 -0.017 0.046 -0.020 86.000 -0.076 1.661 
-0.000 0.046 0.042 -0.020 -0.022 0.046 -0.017 90.400 -0.085 1.641 
0.005 0.046 0.042 -0.024 -0.017 0.044 -0.022 94.600 -0.093 1.621 
0.002 0.049 0.042 -0.022 -0.022 0.049 -0.024 99.000 -0.103 1.602 
0.015 0.059 0.042 -0.034 -0.015 0.051 -0.032 103.400 -0.112 1.582 
0.015 0.063 0.046 -0.037 -0.017 0.056 -0.029 107.800 -0.122 1.563 
0.015 0.068 0.051 -0.039 -0.020 0.061 -0.034 112.000 -0.129 1.543 
0.020 0.078 0.054 -0.046 -0.020 0.068 -0.042 116.000 -0.137 1.524 
0.022 0.083 0.063 -0.054 -0.020 0.073 -0.037 120.000 -0.144 1.504 
0.020 0.081 0.066 -0.051 -0.020 0.071 -0.042 123.600 -0.151 1.485 
0.012 0.083 0.066 -0.044 -0.029 0.078 -0.039 127.000 -0.161 1.470 
0.015 0.095 0.071 -0.049 -0.032 0.088 -0.049 130.000 -0.171 1.455 
0.015 0.093 0.071 -0.049 -0.032 0.085 -0.056 132.600 -0.178 1.441 
0.017 0.093 0.073 -0.054 -0.029 0.085 -0.059 134.800 -0.188 1.426 
0.024 0.105 0.076 -0.061 -0.027 0.093 -0.059 136.400 -0.366 1.397 
0.022 0.115 0.090 -0.066 -0.034 0.105 -0.056 137.800 -0.371 1.368 
0.029 0.120 0.085 -0.071 -0.029 0.105 -0.059 138.600 -0.547 1.338 
0.015 0.120 0.100 -0.063 -0.044 0.112 -0.063 139.000 -0.554 1.309 
0.005 0.125 0.112 -0.061 -0.056 0.122 -0.063 139.200 -0.388 1.289 
0.007 0.129 0.117 -0.066 -0.056 0.127 -0.054 139.200 -0.393 1.270 
0.007 0.129 0.110 -0.061 -0.056 0.127 -0.056 139.000 -0.227 1.250 
0.012 0.127 0.110 -0.066 -0.051 0.122 -0.066 138.800 -0.232 1.231 
0.010 0.127 0.115 -0.066 -0.054 0.122 -0.066 138.400 -0.239 1.206 
0.005 0.129 0.120 -0.063 -0.059 0.127 -0.061 138.000 -0.244 1.182 
0.017 0.127 0.110 -0.071 -0.046 0.120 -0.068 137.600 -0.249 1.158 
0.020 0.129 0.105 -0.071 -0.044 0.120 -0.061 137.200 -0.256 1.133 
0.020 0.129 0.100 -0.068 -0.044 0.120 -0.066 136.600 -0.259 1.114 
0.020 0.120 0.095 -0.066 -0.039 0.110 -0.061 136.400 -0.264 1.094 
0.015 0.105 0.076 -0.051 -0.037 0.098 -0.059 136.000 -0.269 1.074 
0.020 0.095 0.071 -0.054 -0.027 0.085 -0.056 136.000 -0.274 1.055 
0.015 0.081 0.059 -0.044 -0.024 0.073 -0.054 136.200 -0.278 1.040 
0.012 0.076 0.051 -0.037 -0.024 0.071 -0.046 136.400 -0.283 1.026 
0.015 0.061 0.039 -0.034 -0.015 0.054 -0.034 137.000 -0.288 1.011 
0.010 0.044 0.024 -0.022 -0.012 0.039 -0.027 137.800 -0.293 0.996 
0.007 0.027 0.012 -0.012 -0.005 0.024 -0.024 138.800 -0.293 1.011 
0.010 0.017 0.005 -0.012 0.002 0.012 -0.015 140.000 -0.293 1.026 
0.010 0.012 -0.002 -0.007 0.005 0.007 -0.012 141.200 -0.293 1.040 
0.005 -0.005 -0.015 0.002 0.007 -0.007 -0.000 142.600 -0.293 1.055 
0.002 -0.017 -0.022 0.010 0.012 -0.017 -0.000 143.800 -0.293 1.104 
-0.000 -0.024 -0.032 0.017 0.012 -0.024 0.002 145.000 -0.295 1.153 
0.012 -0.034 -0.054 0.015 0.029 -0.039 0.007 146.200 -0.295 1.201 
-0.005 -0.042 -0.039 0.024 0.017 -0.039 0.020 147.200 -0.298 1.250 
0.005 -0.032 -0.039 0.015 0.022 -0.034 0.020 148.400 -0.295 1.333 
-0.012 -0.034 -0.027 0.027 0.005 -0.027 0.029 149.200 -0.293 1.416 
-0.010 -0.042 -0.042 0.032 0.012 -0.037 0.027 150.000 -0.293 1.499 
-0.005 -0.044 -0.049 0.029 0.017 -0.042 0.029 150.600 -0.288 1.582 
-0.012 -0.051 -0.044 0.034 0.015 -0.044 0.029 151.000 -0.291 1.695 
-0.020 -0.056 -0.044 0.042 0.010 -0.046 0.032 151.400 -0.291 1.807 
-0.027 -0.056 -0.037 0.046 0.002 -0.042 0.034 151.400 -0.291 1.919 
-0.024 -0.054 -0.042 0.046 0.002 -0.042 0.037 151.000 -0.293 2.032 
-0.020 -0.061 -0.042 0.042 0.012 -0.051 0.039 150.600 -0.293 2.154 
-0.022 -0.059 -0.042 0.044 0.007 -0.046 0.034 149.800 -0.295 2.276 
-0.020 -0.063 -0.046 0.044 0.012 -0.054 0.037 148.600 -0.295 2.398 
-0.012 -0.061 -0.054 0.039 0.020 -0.054 0.029 147.200 -0.298 2.520 
-0.029 -0.066 -0.049 0.054 0.005 -0.051 0.027 145.600 -0.298 2.632 
-0.012 -0.051 -0.049 0.037 0.015 -0.044 0.027 143.800 -0.295 2.745 
-0.012 -0.051 -0.054 0.039 0.015 -0.044 0.039 141.400 -0.295 2.857 
-0.012 -0.054 -0.056 0.042 0.015 -0.046 0.034 139.000 -0.293 2.969 
-0.010 -0.046 -0.049 0.034 0.015 -0.042 0.034 136.200 -0.295 3.053 
-0.015 -0.046 -0.049 0.039 0.010 -0.039 0.034 133.200 -0.298 3.136 
-0.017 -0.054 -0.049 0.042 0.010 -0.044 0.029 129.800 -0.300 3.219 
-0.015 -0.051 -0.046 0.039 0.012 -0.044 0.027 126.200 -0.303 3.302 
-0.017 -0.049 -0.044 0.039 0.007 -0.039 0.029 122.600 -0.303 3.360 
-0.015 -0.046 -0.049 0.039 0.010 -0.039 0.029 119.000 -0.300 3.419 
-0.005 -0.034 -0.046 0.029 0.012 -0.032 0.024 115.200 -0.300 3.477 
-0.012 -0.037 -0.039 0.032 0.007 -0.029 0.022 111.600 -0.298 3.536 
-0.007 -0.037 -0.039 0.027 0.012 -0.032 0.020 108.000 -0.298 3.570 
-0.012 -0.042 -0.034 0.029 0.010 -0.034 0.015 104.800 -0.300 3.604 
-0.010 -0.034 -0.034 0.027 0.007 -0.029 0.012 101.600 -0.300 3.639 
-0.020 -0.037 -0.029 0.034 -0.000 -0.027 0.020 98.800 -0.303 3.673 
-0.010 -0.037 -0.037 0.029 0.010 -0.032 0.012 96.400 -0.300 3.687 
0.002 -0.032 -0.049 0.022 0.020 -0.032 0.010 94.200 -0.298 3.702 
0.007 -0.032 -0.046 0.017 0.024 -0.034 0.007 92.400 -0.295 3.717 
-0.002 -0.024 -0.037 0.022 0.010 -0.022 0.007 91.000 -0.293 3.731 
-0.010 -0.024 -0.029 0.024 0.002 -0.020 0.010 90.000 -0.293 3.746 
-0.002 -0.027 -0.034 0.020 0.012 -0.024 0.005 89.200 -0.293 3.761 
-0.015 -0.027 -0.027 0.029 -0.000 -0.020 0.007 89.000 -0.291 3.775 
-0.007 -0.024 -0.027 0.022 0.005 -0.020 0.005 89.000 -0.288 3.790 
-0.005 -0.029 -0.037 0.024 0.010 -0.027 0.005 89.200 -0.286 3.805 
-0.000 -0.032 -0.042 0.022 0.017 -0.032 -0.000 89.600 -0.281 3.819 
0.010 -0.024 -0.044 0.012 0.022 -0.029 0.002 90.200 -0.276 3.834 
0.012 -0.020 -0.042 0.010 0.022 -0.024 0.007 91.000 -0.271 3.849 
0.015 -0.015 -0.039 0.005 0.022 -0.022 0.007 91.800 -0.266 3.868 
-0.000 -0.024 -0.034 0.017 0.012 -0.024 0.005 92.600 -0.264 3.888 
-0.005 -0.034 -0.039 0.024 0.012 -0.032 -0.000 93.200 -0.259 3.907 
-0.007 -0.032 -0.037 0.027 0.010 -0.027 -0.002 93.800 -0.256 3.927 
-0.010 -0.032 -0.032 0.027 0.007 -0.027 -0.002 94.200 -0.254 3.941 
-0.007 -0.017 -0.022 0.020 0.002 -0.012 -0.010 94.600 -0.252 3.956 
-0.007 -0.012 -0.015 0.015 -0.000 -0.007 -0.005 94.600 -0.249 3.971 
-0.002 -0.002 -0.012 0.010 -0.000 -0.000 -0.007 94.600 -0.244 3.985 
-0.000 0.005 -0.002 0.002 -0.002 0.005 -0.017 94.400 -0.247 3.990 
-0.002 0.010 0.007 -0.000 -0.007 0.012 -0.029 94.000 -0.247 3.995 
-0.007 0.015 0.015 -0.000 -0.015 0.020 -0.039 93.400 -0.249 4.000 
-0.000 0.015 0.007 -0.002 -0.007 0.015 -0.034 92.800 -0.252 4.005 
-0.002 0.010 0.007 -0.000 -0.007 0.012 -0.032 92.000 -0.249 3.990 
-0.007 0.005 -0.000 0.007 -0.010 0.010 -0.027 91.000 -0.247 3.976 
-0.007 0.007 0.002 0.007 -0.010 0.012 -0.027 89.800 -0.244 3.961 
-0.000 0.017 0.007 -0.002 -0.007 0.017 -0.046 88.600 -0.242 3.946 
0.017 0.032 0.010 -0.022 0.002 0.024 -0.059 87.400 -0.242 3.917 
0.020 0.044 0.017 -0.027 -0.002 0.034 -0.056 86.000 -0.242 3.888 
0.029 0.049 0.010 -0.034 0.005 0.034 -0.054 84.600 -0.242 3.858 
0.029 0.046 0.007 -0.032 0.007 0.032 -0.049 83.200 -0.242 3.829 
0.029 0.051 0.012 -0.034 0.005 0.037 -0.046 81.800 -0.242 3.785 
0.022 0.046 0.015 -0.029 -0.000 0.037 -0.042 80.600 -0.239 3.741 
0.024 0.034 0.002 -0.024 0.007 0.022 -0.042 79.400 -0.239 3.697 
0.012 0.024 0.005 -0.015 -0.000 0.020 -0.037 78.200 -0.237 3.653 
0.010 0.010 -0.002 -0.007 0.005 0.005 -0.029 77.200 -0.237 3.609 
0.007 -0.012 -0.024 0.005 0.015 -0.015 -0.015 76.400 -0.237 3.565 
-0.002 -0.032 -0.042 0.024 0.015 -0.029 0.005 75.600 -0.234 3.521 
-0.020 -0.049 -0.046 0.044 0.005 -0.039 0.022 75.000 -0.232 3.477 
-0.029 -0.054 -0.037 0.049 -0.002 -0.039 0.024 74.400 -0.232 3.389 
-0.029 -0.061 -0.046 0.054 0.002 -0.046 0.024 74.000 -0.230 3.302 
-0.034 -0.073 -0.051 0.061 0.002 -0.056 0.034 73.600 -0.230 3.214 
-0.029 -0.073 -0.056 0.059 0.007 -0.059 0.037 73.400 -0.227 3.126 
-0.027 -0.078 -0.059 0.056 0.012 -0.063 0.042 73.200 -0.225 3.092 
-0.024 -0.076 -0.068 0.059 0.015 -0.063 0.042 73.200 -0.222 3.057 
-0.027 -0.081 -0.068 0.061 0.015 -0.066 0.046 73.000 -0.222 3.023 
-0.024 -0.078 -0.071 0.061 0.015 -0.066 0.046 73.200 -0.217 2.989 
-0.027 -0.083 -0.068 0.061 0.015 -0.068 0.049 73.200 -0.215 2.965 
-0.020 -0.083 -0.076 0.059 0.022 -0.073 0.051 73.400 -0.210 2.940 
-0.024 -0.081 -0.071 0.061 0.017 -0.068 0.051 73.400 -0.208 2.916 
-0.017 -0.081 -0.078 0.056 0.024 -0.071 0.044 73.600 -0.203 2.891 
-0.012 -0.088 -0.083 0.054 0.032 -0.081 0.049 73.600 -0.200 2.872 
-0.015 -0.090 -0.085 0.059 0.032 -0.083 0.044 73.800 -0.195 2.852 
-0.017 -0.090 -0.081 0.059 0.029 -0.081 0.042 73.800 -0.190 2.833 
-0.012 -0.093 -0.088 0.056 0.034 -0.085 0.044 73.800 -0.186 2.813 
-0.022 -0.098 -0.093 0.068 0.027 -0.085 0.046 73.600 -0.181 2.794 
-0.022 -0.103 -0.090 0.068 0.029 -0.090 0.056 73.600 -0.178 2.774 
-0.029 -0.105 -0.088 0.073 0.024 -0.090 0.073 73.400 -0.173 2.755 
-0.034 -0.105 -0.073 0.071 0.020 -0.088 0.103 73.200 -0.171 2.735 
-0.034 -0.068 -0.042 0.056 -0.000 -0.051 0.120 72.800 -0.168 2.716 
-0.005 0.032 0.037 -0.012 -0.020 0.034 0.081 72.600 -0.166 2.696 
0.071 0.220 0.151 -0.147 -0.039 0.186 -0.037 72.200 -0.164 2.676 
0.176 0.440 0.266 -0.308 -0.044 0.352 -0.188 71.800 -0.159 2.657 
0.310 0.698 0.391 -0.505 -0.039 0.545 -0.437 71.400 -0.159 2.637 
0.418 0.950 0.527 -0.681 -0.056 0.742 -0.701 71.000 -0.156 2.618 
0.447 0.982 0.532 -0.713 -0.044 0.759 -0.825 70.400 -0.154 2.598 
0.413 0.723 0.313 -0.569 0.051 0.518 -0.750 70.000 -0.151 2.579 
0.186 0.237 0.054 -0.212 0.068 0.144 -0.459 69.400 -0.151 2.554 
0.066 -0.122 -0.190 0.029 0.127 -0.154 -0.212 69.000 -0.151 2.530 
0.005 -0.190 -0.205 0.098 0.100 -0.193 -0.125 68.400 -0.149 2.505 
-0.020 -0.225 -0.200 0.120 0.093 -0.215 -0.068 68.000 -0.147 2.481 
-0.037 -0.200 -0.166 0.120 0.063 -0.181 -0.046 67.400 -0.147 2.462 
-0.022 -0.122 -0.110 0.078 0.039 -0.110 -0.034 67.000 -0.147 2.442 
-0.012 -0.059 -0.051 0.039 0.017 -0.051 -0.007 66.400 -0.147 2.422 
0.002 -0.049 -0.054 0.024 0.027 -0.049 0.007 66.000 -0.147 2.403 
0.007 -0.049 -0.063 0.024 0.032 -0.051 0.015 65.600 -0.149 2.379 
0.007 -0.049 -0.066 0.027 0.032 -0.051 0.024 65.000 -0.149 2.354 
-0.000 -0.059 -0.063 0.032 0.029 -0.059 0.029 64.600 -0.149 2.330 
0.005 -0.059 -0.068 0.029 0.034 -0.061 0.032 64.200 -0.151 2.305 
0.010 -0.054 -0.073 0.027 0.037 -0.059 0.032 63.800 -0.151 2.281 
0.010 -0.054 -0.068 0.024 0.037 -0.059 0.046 63.400 -0.151 2.256 
-0.000 -0.059 -0.063 0.032 0.029 -0.059 0.049 63.000 -0.151 2.232 
-0.002 -0.059 -0.066 0.037 0.027 -0.056 0.042 62.600 -0.151 2.208 
-0.005 -0.066 -0.068 0.039 0.029 -0.063 0.042 62.200 -0.151 2.183 
-0.007 -0.061 -0.061 0.039 0.024 -0.056 0.037 61.800 -0.154 2.159 
-0.002 -0.054 -0.054 0.029 0.024 -0.051 0.039 61.600 -0.154 2.134 
-0.000 -0.056 -0.061 0.032 0.029 -0.056 0.044 61.200 -0.156 2.110 
0.002 -0.056 -0.061 0.029 0.032 -0.056 0.034 61.000 -0.156 2.090 
-0.000 -0.051 -0.059 0.029 0.027 -0.051 0.037 60.800 -0.156 2.071 
0.002 -0.049 -0.059 0.027 0.027 -0.049 0.042 60.600 -0.156 2.051 
0.010 -0.044 -0.061 0.022 0.032 -0.049 0.044 60.600 -0.156 2.032 
0.007 -0.049 -0.061 0.024 0.032 -0.051 0.046 60.600 -0.154 2.012 
-0.002 -0.051 -0.054 0.029 0.024 -0.049 0.046 60.600 -0.151 1.993 
-0.012 -0.049 -0.049 0.037 0.012 -0.042 0.039 60.800 -0.151 1.973 
-0.005 -0.044 -0.044 0.027 0.017 -0.042 0.039 61.000 -0.147 1.954 
-0.007 -0.049 -0.044 0.029 0.017 -0.044 0.037 61.400 -0.144 1.934 
-0.012 -0.049 -0.046 0.037 0.012 -0.042 0.034 61.800 -0.139 1.915 
-0.007 -0.037 -0.034 0.024 0.012 -0.032 0.029 62.400 -0.137 1.895 
-0.000 -0.034 -0.042 0.022 0.017 -0.034 0.024 63.000 -0.132 1.875 
-0.002 -0.039 -0.039 0.022 0.017 -0.037 0.027 64.000 -0.129 1.856 
-0.000 -0.034 -0.044 0.022 0.017 -0.034 0.024 65.000 -0.125 1.836 
0.002 -0.029 -0.034 0.015 0.017 -0.029 0.027 66.400 -0.120 1.817 
-0.000 -0.024 -0.034 0.017 0.012 -0.024 0.027 68.200 -0.115 1.797 
-0.000 -0.024 -0.027 0.015 0.012 -0.024 0.024 70.000 -0.110 1.778 
-0.007 -0.029 -0.027 0.022 0.007 -0.024 0.024 72.200 -0.105 1.758 
-0.010 -0.022 -0.022 0.022 0.002 -0.017 0.020 74.800 -0.100 1.739 
-0.012 -0.022 -0.017 0.022 -0.000 -0.015 0.020 77.600 -0.095 1.719 
-0.002 -0.015 -0.020 0.012 0.005 -0.012 0.017 80.800 -0.093 1.700 
-0.000 -0.017 -0.022 0.012 0.010 -0.017 0.012 84.200 -0.088 1.680 
-0.000 -0.010 -0.015 0.007 0.005 -0.010 0.020 87.800 -0.085 1.661 
0.017 -0.002 -0.012 -0.010 0.020 -0.010 0.020 91.800 -0.081 1.641 
0.012 0.005 -0.010 -0.007 0.010 -0.000 0.015 95.800 0.090 1.617 
0.015 0.005 -0.007 -0.010 0.012 -0.002 0.010 100.000 0.090 1.592 
0.005 0.002 -0.005 -0.002 0.005 -0.000 0.007 104.200 0.264 1.568 
0.015 0.012 -0.002 -0.012 0.010 0.005 -0.002 108.400 0.266 1.543 
0.017 0.017 -0.005 -0.015 0.010 0.010 -0.002 112.800 0.095 1.524 
0.024 0.024 -0.002 -0.022 0.012 0.012 -0.002 117.000 0.095 1.504 
0.022 0.024 0.002 -0.022 0.010 0.015 -0.002 121.000 -0.073 1.485 
0.017 0.027 0.007 -0.020 0.005 0.020 -0.007 124.800 -0.071 1.465 
0.022 0.037 0.015 -0.029 0.005 0.027 -0.010 128.400 -0.071 1.451 
0.022 0.046 0.020 -0.032 -0.000 0.037 -0.005 131.600 -0.071 1.436 
0.020 0.037 0.022 -0.029 0.002 0.027 -0.007 134.600 -0.073 1.421 
0.020 0.042 0.029 -0.034 -0.000 0.032 -0.007 137.400 -0.073 1.407 
0.022 0.051 0.027 -0.034 -0.002 0.042 -0.015 139.600 -0.076 1.392 
0.017 0.054 0.039 -0.037 -0.010 0.046 -0.015 141.600 -0.078 1.377 
0.007 0.061 0.046 -0.029 -0.022 0.059 -0.015 143.200 -0.081 1.363 
0.010 0.063 0.049 -0.034 -0.022 0.059 -0.020 144.400 -0.085 1.348 
0.012 0.061 0.046 -0.034 -0.017 0.056 -0.027 145.400 -0.085 1.328 
0.002 0.061 0.051 -0.027 -0.027 0.061 -0.027 146.000 -0.085 1.309 
0.012 0.073 0.054 -0.039 -0.024 0.068 -0.024 146.400 -0.085 1.289 
0.020 0.073 0.051 -0.044 -0.017 0.063 -0.022 146.600 -0.085 1.270 
0.022 0.078 0.046 -0.044 -0.017 0.068 -0.020 146.600 -0.085 1.250 
0.017 0.068 0.046 -0.039 -0.017 0.061 -0.017 146.600 -0.085 1.231 
0.034 0.063 0.029 -0.049 0.002 0.046 -0.029 146.400 -0.085 1.211 
